cell_id,Tchagra senegalus,Tchagra senegalus cucullatus,Tchagra senegalus [senegalus Group]
836b12fffffffff,6.0,0.0,0.0
837508fffffffff,1.0,0.0,0.0
837509fffffffff,4.0,0.0,0.0
83750dfffffffff,99.0,0.0,9.0
837513fffffffff,1.0,0.0,0.0
837520fffffffff,179.0,0.0,30.0
837521fffffffff,1.0,0.0,0.0
837522fffffffff,2.0,0.0,0.0
837525fffffffff,2.0,0.0,2.0
837529fffffffff,117.0,0.0,10.0
83752afffffffff,9.0,0.0,0.0
83752dfffffffff,2.0,0.0,0.0
83752efffffffff,2.0,0.0,0.0
837530fffffffff,2.0,0.0,0.0
837531fffffffff,3.0,0.0,0.0
837576fffffffff,52.0,0.0,6.0
8375a6fffffffff,2.0,0.0,0.0
837a40fffffffff,63.0,0.0,0.0
837a41fffffffff,15.0,0.0,0.0
837a45fffffffff,43.0,0.0,0.0
837a48fffffffff,76.0,0.0,2.0
837a49fffffffff,6.0,0.0,0.0
837a4bfffffffff,11.0,0.0,3.0
837a4cfffffffff,23.0,0.0,0.0
837a4dfffffffff,52.0,0.0,0.0
837a60fffffffff,45.0,0.0,0.0
837a61fffffffff,20.0,0.0,0.0
837a63fffffffff,4.0,0.0,0.0
837a64fffffffff,8.0,0.0,0.0
837a65fffffffff,64.0,0.0,0.0
837a66fffffffff,10.0,0.0,0.0
837a68fffffffff,165.0,0.0,0.0
837a69fffffffff,3.0,0.0,0.0
837a6afffffffff,46.0,0.0,0.0
837a6bfffffffff,23.0,0.0,0.0
837a6dfffffffff,50.0,0.0,0.0
837a6efffffffff,9.0,0.0,0.0
837ac1fffffffff,2.0,0.0,2.0
837ac8fffffffff,50.0,0.0,5.0
837ac9fffffffff,1.0,0.0,0.0
837acafffffffff,25.0,0.0,5.0
837accfffffffff,2.0,0.0,0.0
837acdfffffffff,10.0,0.0,0.0
837ad9fffffffff,93.0,0.0,18.0
837ae8fffffffff,5.0,0.0,0.0
837aeafffffffff,2.0,0.0,0.0
837b48fffffffff,13.0,0.0,0.0
837b4afffffffff,48.0,0.0,0.0
837b4bfffffffff,2.0,0.0,0.0
837b4cfffffffff,3.0,0.0,0.0
837b4dfffffffff,8.0,0.0,4.0
837b59fffffffff,173.0,0.0,0.0
837b5bfffffffff,18.0,0.0,0.0
837b68fffffffff,1.0,0.0,0.0
837b6bfffffffff,16.0,0.0,0.0
838212fffffffff,2.0,0.0,0.0
8382a0fffffffff,9.0,0.0,0.0
838312fffffffff,9.0,0.0,1.0
838315fffffffff,4.0,0.0,0.0
838320fffffffff,1.0,0.0,0.0
838326fffffffff,2.0,0.0,0.0
838333fffffffff,7.0,0.0,3.0
838386fffffffff,1.0,0.0,0.0
83838afffffffff,2.0,0.0,0.0
838398fffffffff,7.0,0.0,0.0
8383acfffffffff,5.0,0.0,2.0
8383adfffffffff,2.0,0.0,0.0
839600fffffffff,20.0,0.0,2.0
839601fffffffff,9.0,0.0,2.0
839602fffffffff,4.0,0.0,0.0
839604fffffffff,6.0,0.0,0.0
839605fffffffff,2.0,0.0,0.0
839609fffffffff,18.0,0.0,2.0
83960bfffffffff,66.0,0.0,6.0
83960cfffffffff,2.0,0.0,0.0
83960efffffffff,6.0,0.0,0.0
839614fffffffff,18.0,0.0,0.0
839615fffffffff,16.0,0.0,6.0
839620fffffffff,15.0,0.0,0.0
839621fffffffff,11.0,0.0,3.0
839623fffffffff,60.0,0.0,16.0
839624fffffffff,6.0,0.0,0.0
839625fffffffff,1.0,0.0,0.0
839626fffffffff,8.0,0.0,0.0
839628fffffffff,41.0,0.0,2.0
839629fffffffff,5.0,0.0,0.0
83962afffffffff,1.0,0.0,0.0
83962bfffffffff,4.0,0.0,1.0
83962cfffffffff,45.0,0.0,15.0
83962dfffffffff,11.0,0.0,5.0
83962efffffffff,18.0,0.0,4.0
839633fffffffff,35.0,0.0,1.0
839636fffffffff,14.0,0.0,1.0
839644fffffffff,1.0,0.0,0.0
839646fffffffff,1.0,0.0,0.0
839656fffffffff,1.0,0.0,0.0
839662fffffffff,1.0,0.0,0.0
839666fffffffff,1.0,0.0,0.0
839670fffffffff,8.0,0.0,0.0
839675fffffffff,6.0,0.0,0.0
839688fffffffff,2.0,0.0,0.0
83968cfffffffff,4.0,0.0,2.0
83968dfffffffff,4.0,0.0,0.0
839690fffffffff,36.0,0.0,2.0
839692fffffffff,261.0,0.0,2.0
839693fffffffff,138.0,0.0,10.0
839699fffffffff,2.0,0.0,0.0
83969afffffffff,5.0,0.0,0.0
8396a0fffffffff,2.0,0.0,0.0
8396a2fffffffff,2.0,0.0,0.0
8396a3fffffffff,6.0,0.0,0.0
8396a5fffffffff,5.0,0.0,0.0
8396a8fffffffff,9.0,0.0,0.0
8396abfffffffff,1.0,0.0,1.0
8396acfffffffff,2.0,0.0,0.0
8396adfffffffff,2.0,0.0,0.0
8396aefffffffff,2.0,0.0,0.0
8396b0fffffffff,38.0,0.0,11.0
8396b1fffffffff,18.0,0.0,3.0
8396b2fffffffff,2.0,0.0,0.0
8396b4fffffffff,2.0,0.0,0.0
8396b5fffffffff,4.0,0.0,0.0
8396b6fffffffff,37.0,0.0,6.0
8396e4fffffffff,2.0,0.0,0.0
839700fffffffff,3.0,0.0,0.0
839702fffffffff,58.0,0.0,0.0
839703fffffffff,64.0,0.0,3.0
839705fffffffff,4.0,0.0,0.0
839706fffffffff,9.0,0.0,0.0
839708fffffffff,6.0,0.0,0.0
83970afffffffff,5.0,0.0,0.0
83970cfffffffff,6.0,0.0,0.0
83970dfffffffff,3.0,0.0,0.0
839710fffffffff,47.0,0.0,0.0
839711fffffffff,324.0,0.0,3.0
839713fffffffff,9.0,0.0,0.0
839715fffffffff,25.0,0.0,0.0
839719fffffffff,48.0,0.0,0.0
83971bfffffffff,3.0,0.0,0.0
83971cfffffffff,33.0,0.0,6.0
83971dfffffffff,3.0,0.0,0.0
839721fffffffff,2.0,0.0,0.0
839723fffffffff,2.0,0.0,0.0
839724fffffffff,11.0,0.0,0.0
839728fffffffff,73.0,0.0,14.0
839729fffffffff,21.0,0.0,1.0
83972afffffffff,2.0,0.0,0.0
83972cfffffffff,135.0,0.0,35.0
83972dfffffffff,15.0,0.0,2.0
83972efffffffff,96.0,0.0,31.0
839731fffffffff,10.0,0.0,0.0
839735fffffffff,8.0,0.0,0.0
839740fffffffff,11.0,0.0,0.0
839741fffffffff,31.0,0.0,2.0
839743fffffffff,93.0,0.0,6.0
839744fffffffff,1.0,0.0,0.0
839745fffffffff,13.0,0.0,0.0
839746fffffffff,2.0,0.0,0.0
83974afffffffff,21.0,0.0,1.0
83974bfffffffff,20.0,0.0,10.0
83974cfffffffff,2.0,0.0,0.0
83974efffffffff,74.0,0.0,29.0
839750fffffffff,6.0,0.0,4.0
839751fffffffff,88.0,0.0,11.0
839753fffffffff,3.0,0.0,3.0
839754fffffffff,7.0,0.0,0.0
839755fffffffff,5.0,0.0,0.0
839758fffffffff,7.0,0.0,0.0
83975cfffffffff,81.0,0.0,20.0
83975dfffffffff,34.0,0.0,0.0
83975efffffffff,25.0,0.0,4.0
839770fffffffff,2.0,0.0,0.0
839772fffffffff,15.0,0.0,0.0
839775fffffffff,1.0,0.0,0.0
839782fffffffff,2.0,0.0,0.0
839788fffffffff,1.0,0.0,0.0
839789fffffffff,3.0,0.0,1.0
83978bfffffffff,6.0,0.0,0.0
83978dfffffffff,1.0,0.0,0.0
83978efffffffff,16.0,0.0,0.0
839791fffffffff,2.0,0.0,0.0
839793fffffffff,2.0,0.0,0.0
839799fffffffff,5.0,0.0,0.0
83979dfffffffff,2.0,0.0,0.0
83979efffffffff,3.0,0.0,0.0
8397a8fffffffff,7.0,0.0,3.0
8397aafffffffff,9.0,0.0,2.0
8397abfffffffff,4.0,0.0,2.0
8397acfffffffff,7.0,0.0,5.0
8397adfffffffff,1.0,0.0,0.0
83ac82fffffffff,3.0,0.0,0.0
83ac86fffffffff,5.0,0.0,0.0
83ac96fffffffff,10.0,0.0,1.0
83acb1fffffffff,3.0,0.0,0.0
83bc09fffffffff,2.0,0.0,0.0
83bc0bfffffffff,5.0,0.0,0.0
83bc19fffffffff,8.0,0.0,0.0
83bc56fffffffff,1.0,0.0,0.0
83bc72fffffffff,2.0,0.0,0.0
83bc89fffffffff,72.0,0.0,23.0
83bc8bfffffffff,5.0,0.0,0.0
83bc99fffffffff,15.0,0.0,0.0
83bc9bfffffffff,1.0,0.0,0.0
83bcc2fffffffff,4.0,0.0,2.0
83bcc3fffffffff,28.0,0.0,5.0
83bcc4fffffffff,2.0,0.0,0.0
83bccafffffffff,2.0,0.0,0.0
83bcd0fffffffff,183.0,0.0,36.0
83bcd1fffffffff,51.0,0.0,6.0
83bcd2fffffffff,863.0,0.0,147.0
83bcd3fffffffff,43.0,0.0,11.0
83bcd4fffffffff,29.0,0.0,0.0
83bcd6fffffffff,328.0,0.0,41.0
83bcd8fffffffff,4.0,0.0,0.0
83bcdcfffffffff,82.0,0.0,9.0
83bcddfffffffff,29.0,0.0,3.0
83bcdefffffffff,59.0,0.0,7.0
83bce2fffffffff,11.0,0.0,0.0
83bce6fffffffff,21.0,0.0,5.0
83bcf0fffffffff,77.0,0.0,3.0
83bcf1fffffffff,16.0,0.0,4.0
83bcf2fffffffff,640.0,0.0,158.0
83bcf3fffffffff,25.0,0.0,20.0
83bcf4fffffffff,4.0,0.0,2.0
83bcf5fffffffff,86.0,0.0,36.0
83bcf6fffffffff,161.0,0.0,29.0
