cell_id,Myiopsitta monachus,Myiopsitta monachus [monachus Group],Myiopsitta monachus luchsi
84a91b1ffffffff,9.0,0.0,0.0
84a91b5ffffffff,53.0,0.0,0.0
84a91b7ffffffff,38.0,0.0,0.0
84a91bdffffffff,4.0,0.0,0.0
84a91d5ffffffff,26.0,0.0,0.0
84a91d7ffffffff,1.0,0.0,0.0
84a91d9ffffffff,5.0,0.0,0.0
84a91dbffffffff,7.0,0.0,0.0
84a91ddffffffff,12.0,0.0,0.0
84a9213ffffffff,126.0,0.0,0.0
84a9217ffffffff,50.0,1.0,0.0
84a9219ffffffff,2.0,0.0,0.0
84a921bffffffff,37.0,0.0,0.0
84a9289ffffffff,8.0,0.0,0.0
84a928bffffffff,5.0,0.0,0.0
84a9291ffffffff,24.0,0.0,0.0
84a9293ffffffff,31.0,0.0,0.0
84a9295ffffffff,2.0,0.0,0.0
84a9297ffffffff,2.0,0.0,0.0
84a92a5ffffffff,6.0,0.0,0.0
84a92adffffffff,8.0,0.0,0.0
84a92bdffffffff,2.0,0.0,0.0
84a92c3ffffffff,19.0,0.0,0.0
84a92c5ffffffff,37.0,0.0,0.0
84a92c7ffffffff,6.0,0.0,0.0
84a92c9ffffffff,2.0,0.0,0.0
84a92cbffffffff,645.0,3.0,0.0
84a92cdffffffff,39.0,0.0,0.0
84a92d1ffffffff,25.0,3.0,0.0
84a92d3ffffffff,4.0,0.0,0.0
84a92d5ffffffff,3.0,0.0,0.0
84a92d7ffffffff,41.0,3.0,0.0
84a92d9ffffffff,87.0,16.0,0.0
84a92dbffffffff,2.0,0.0,0.0
84a92ddffffffff,8.0,0.0,0.0
84a92e1ffffffff,209.0,2.0,0.0
84a92e3ffffffff,3.0,0.0,0.0
84a92e7ffffffff,3.0,0.0,0.0
84a92e9ffffffff,162.0,14.0,0.0
84a92ebffffffff,94.0,2.0,0.0
84a92edffffffff,4.0,2.0,0.0
84a9401ffffffff,5.0,0.0,0.0
84a9403ffffffff,5.0,0.0,0.0
84a9405ffffffff,4.0,0.0,0.0
84a9407ffffffff,10.0,0.0,0.0
84a940bffffffff,5.0,0.0,0.0
84a940dffffffff,75.0,0.0,0.0
84a9411ffffffff,472.0,0.0,0.0
84a9413ffffffff,124.0,0.0,0.0
84a9417ffffffff,75.0,0.0,0.0
84a9419ffffffff,70.0,0.0,0.0
84a941bffffffff,242.0,0.0,0.0
84a9425ffffffff,80.0,0.0,0.0
84a9427ffffffff,3.0,0.0,0.0
84a9429ffffffff,104.0,0.0,0.0
84a942bffffffff,4.0,0.0,0.0
84a942dffffffff,14.0,0.0,0.0
84a9431ffffffff,21.0,0.0,0.0
84a9433ffffffff,34.0,0.0,0.0
84a9435ffffffff,11.0,0.0,0.0
84a9437ffffffff,36.0,0.0,0.0
84a9439ffffffff,22.0,0.0,0.0
84a943dffffffff,40.0,0.0,0.0
84a9441ffffffff,471.0,0.0,0.0
84a9443ffffffff,59.0,0.0,0.0
84a9445ffffffff,180.0,0.0,0.0
84a9447ffffffff,153.0,3.0,0.0
84a9449ffffffff,47.0,0.0,0.0
84a944bffffffff,50.0,0.0,0.0
84a944dffffffff,31.0,0.0,0.0
84a9451ffffffff,16.0,0.0,0.0
84a9453ffffffff,153.0,0.0,0.0
84a9455ffffffff,3.0,0.0,0.0
84a9457ffffffff,71.0,0.0,0.0
84a945bffffffff,84.0,0.0,0.0
84a945dffffffff,1.0,0.0,0.0
84a9461ffffffff,411.0,0.0,0.0
84a9463ffffffff,43.0,0.0,0.0
84a9465ffffffff,649.0,0.0,0.0
84a9467ffffffff,165.0,0.0,0.0
84a9469ffffffff,7.0,0.0,0.0
84a946bffffffff,381.0,1.0,0.0
84a946dffffffff,53.0,0.0,0.0
84a9483ffffffff,8.0,0.0,0.0
84a948bffffffff,3.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,3.0,0.0,0.0
84a94a3ffffffff,1.0,0.0,0.0
84a94a9ffffffff,16.0,0.0,0.0
84a94abffffffff,7.0,0.0,0.0
84a94b1ffffffff,22.0,0.0,0.0
84a94b3ffffffff,3.0,0.0,0.0
84a94b5ffffffff,10.0,0.0,0.0
84a94b7ffffffff,10.0,0.0,0.0
84a94bdffffffff,1.0,0.0,0.0
84a94c1ffffffff,31.0,0.0,0.0
84a94c3ffffffff,7.0,0.0,0.0
84a94c5ffffffff,15.0,0.0,0.0
84a94c7ffffffff,72.0,0.0,0.0
84a94c9ffffffff,5.0,0.0,0.0
84a94cbffffffff,20.0,0.0,0.0
84a94cdffffffff,9.0,0.0,0.0
84a94d1ffffffff,15.0,0.0,0.0
84a94d5ffffffff,6.0,0.0,0.0
84a94d7ffffffff,2.0,0.0,0.0
84a94dbffffffff,1.0,0.0,0.0
84a94ddffffffff,24.0,0.0,0.0
84a94e1ffffffff,18.0,0.0,0.0
84a94e3ffffffff,22.0,0.0,0.0
84a94e5ffffffff,1846.0,0.0,0.0
84a94e7ffffffff,89.0,0.0,0.0
84a94e9ffffffff,28.0,0.0,0.0
84a94edffffffff,68.0,0.0,0.0
84a9501ffffffff,71.0,0.0,0.0
84a9507ffffffff,12.0,0.0,0.0
84a9509ffffffff,9.0,0.0,0.0
84a950bffffffff,12.0,0.0,0.0
84a9515ffffffff,11.0,0.0,0.0
84a9517ffffffff,2.0,0.0,0.0
84a951dffffffff,56.0,0.0,0.0
84a9521ffffffff,2.0,0.0,0.0
84a9525ffffffff,3.0,0.0,0.0
84a9527ffffffff,53.0,0.0,0.0
84a952dffffffff,5.0,0.0,0.0
84a9531ffffffff,41.0,0.0,0.0
84a9533ffffffff,14.0,0.0,0.0
84a953bffffffff,128.0,0.0,0.0
84a9543ffffffff,13.0,0.0,0.0
84a9545ffffffff,6.0,0.0,0.0
84a9547ffffffff,8.0,0.0,0.0
84a9549ffffffff,3.0,0.0,0.0
84a954bffffffff,1.0,0.0,0.0
84a9551ffffffff,20.0,0.0,0.0
84a9553ffffffff,11.0,0.0,0.0
84a9555ffffffff,11.0,0.0,0.0
84a9557ffffffff,46.0,0.0,0.0
84a9559ffffffff,20.0,0.0,0.0
84a955bffffffff,75.0,0.0,0.0
84a9565ffffffff,4.0,0.0,0.0
84a956bffffffff,1.0,0.0,0.0
84a9589ffffffff,2.0,0.0,0.0
84a9595ffffffff,13.0,0.0,0.0
84a9599ffffffff,19.0,0.0,0.0
84a959bffffffff,2.0,0.0,0.0
84a959dffffffff,1.0,0.0,0.0
84a95a5ffffffff,22.0,0.0,0.0
84a95abffffffff,9.0,0.0,0.0
84a95adffffffff,1.0,0.0,0.0
84a95b9ffffffff,3.0,0.0,0.0
84a95c3ffffffff,2.0,0.0,0.0
84a95c5ffffffff,22.0,0.0,0.0
84a95c9ffffffff,26.0,0.0,0.0
84a95d1ffffffff,129.0,0.0,0.0
84a95d3ffffffff,5.0,0.0,0.0
84a95d7ffffffff,10.0,0.0,0.0
84a95d9ffffffff,125.0,0.0,0.0
84a95dbffffffff,249.0,0.0,0.0
84a95e5ffffffff,3.0,0.0,0.0
84a95e9ffffffff,4.0,0.0,0.0
84a95edffffffff,460.0,0.0,0.0
84a9601ffffffff,47.0,0.0,0.0
84a9603ffffffff,1.0,0.0,0.0
84a9605ffffffff,19.0,0.0,0.0
84a9607ffffffff,15.0,0.0,0.0
84a9609ffffffff,3.0,0.0,0.0
84a960bffffffff,4.0,0.0,0.0
84a960dffffffff,2.0,0.0,0.0
84a9611ffffffff,109.0,0.0,0.0
