cell_id,Phoenicurus phoenicurus,Phoenicurus phoenicurus phoenicurus,Phoenicurus phoenicurus samamisicus
841eda7ffffffff,3.0,0.0,0.0
841edbbffffffff,2.0,0.0,0.0
841ef19ffffffff,1.0,0.0,0.0
841ef27ffffffff,2.0,2.0,0.0
841f001ffffffff,2.0,0.0,0.0
841f017ffffffff,2.0,0.0,0.0
841f051ffffffff,4.0,4.0,0.0
841f283ffffffff,3.0,3.0,0.0
841f2a3ffffffff,27.0,24.0,0.0
841f335ffffffff,1.0,0.0,0.0
841f5c5ffffffff,2.0,0.0,0.0
841f725ffffffff,15.0,0.0,0.0
841f727ffffffff,4.0,0.0,0.0
841f823ffffffff,1.0,0.0,0.0
841f835ffffffff,1.0,0.0,0.0
841f839ffffffff,2.0,2.0,0.0
841f89bffffffff,2.0,0.0,0.0
841f8d1ffffffff,3.0,2.0,0.0
841f981ffffffff,2.0,0.0,0.0
841f98dffffffff,2.0,0.0,0.0
841f9a3ffffffff,4.0,0.0,0.0
841f9a7ffffffff,1.0,0.0,0.0
841f9abffffffff,11.0,0.0,0.0
841f9b9ffffffff,2.0,0.0,0.0
841f9bbffffffff,1.0,0.0,0.0
841f9bdffffffff,9.0,0.0,0.0
841f9d5ffffffff,1.0,0.0,0.0
841f9d7ffffffff,3.0,0.0,0.0
841f9ddffffffff,2.0,0.0,0.0
841f9e7ffffffff,3.0,0.0,0.0
8421567ffffffff,1.0,0.0,0.0
84255b5ffffffff,1.0,1.0,0.0
842c043ffffffff,8.0,0.0,2.0
842c049ffffffff,6.0,2.0,4.0
842c04bffffffff,2.0,0.0,2.0
842c095ffffffff,1.0,0.0,1.0
842c0b7ffffffff,2.0,0.0,0.0
842c203ffffffff,2.0,0.0,0.0
842c21dffffffff,8.0,0.0,4.0
842c235ffffffff,2.0,0.0,2.0
842c26bffffffff,1.0,0.0,0.0
842c4cdffffffff,3.0,0.0,0.0
842c513ffffffff,34.0,0.0,0.0
842c51bffffffff,17.0,0.0,0.0
842c56dffffffff,28.0,0.0,14.0
842c903ffffffff,12.0,0.0,6.0
842c917ffffffff,3.0,0.0,3.0
842c93bffffffff,2.0,0.0,0.0
842d00bffffffff,1.0,0.0,0.0
842d03bffffffff,11.0,6.0,0.0
842d121ffffffff,2.0,0.0,2.0
842d181ffffffff,1.0,1.0,0.0
842d32bffffffff,1.0,1.0,0.0
842d32dffffffff,2.0,2.0,0.0
842d64dffffffff,2.0,0.0,0.0
842da17ffffffff,2.0,0.0,0.0
842da25ffffffff,2.0,0.0,0.0
842da5dffffffff,4.0,0.0,0.0
842da81ffffffff,3.0,0.0,0.0
842da89ffffffff,2.0,0.0,0.0
842db05ffffffff,9.0,0.0,0.0
842db11ffffffff,2.0,0.0,2.0
842db15ffffffff,2.0,0.0,0.0
842db1dffffffff,1.0,0.0,0.0
842db2bffffffff,1.0,0.0,0.0
842db67ffffffff,3.0,0.0,0.0
8434697ffffffff,2.0,0.0,0.0
84351b5ffffffff,4.0,0.0,0.0
8438245ffffffff,2.0,0.0,0.0
843826bffffffff,1.0,0.0,0.0
8439003ffffffff,1.0,0.0,0.0
8439007ffffffff,1.0,0.0,0.0
843900bffffffff,4.0,2.0,0.0
8439019ffffffff,2.0,0.0,0.0
843901bffffffff,2.0,0.0,0.0
843901dffffffff,7.0,6.0,0.0
8439035ffffffff,2.0,0.0,0.0
8439039ffffffff,2.0,2.0,0.0
8439043ffffffff,5.0,0.0,0.0
8439047ffffffff,1.0,0.0,0.0
843904dffffffff,2.0,0.0,0.0
8439051ffffffff,3.0,0.0,0.0
8439053ffffffff,1.0,0.0,0.0
8439057ffffffff,6.0,4.0,0.0
8439061ffffffff,4.0,0.0,0.0
843906bffffffff,2.0,0.0,0.0
843908dffffffff,2.0,0.0,0.0
84390abffffffff,2.0,0.0,0.0
84390c7ffffffff,2.0,0.0,0.0
84390c9ffffffff,3.0,1.0,0.0
84390cbffffffff,2.0,0.0,0.0
84390cdffffffff,2.0,0.0,0.0
8439101ffffffff,33.0,0.0,0.0
843910bffffffff,2.0,0.0,0.0
8439111ffffffff,4.0,0.0,0.0
8439115ffffffff,7.0,0.0,0.0
8439155ffffffff,4.0,0.0,0.0
8439159ffffffff,4.0,0.0,0.0
843915dffffffff,4.0,0.0,0.0
8439195ffffffff,5.0,0.0,0.0
84391a9ffffffff,2.0,0.0,0.0
84391abffffffff,2.0,0.0,0.0
84391ebffffffff,4.0,0.0,0.0
843920dffffffff,2.0,0.0,0.0
8439215ffffffff,1.0,1.0,0.0
8439227ffffffff,3.0,0.0,0.0
8439231ffffffff,9.0,0.0,0.0
843923dffffffff,15.0,0.0,0.0
8439253ffffffff,2.0,0.0,0.0
843925bffffffff,30.0,0.0,0.0
8439293ffffffff,2.0,2.0,0.0
8439299ffffffff,2.0,0.0,0.0
843929bffffffff,2.0,0.0,0.0
843929dffffffff,3.0,0.0,0.0
84392a1ffffffff,4.0,0.0,0.0
84392a5ffffffff,2.0,0.0,0.0
84392adffffffff,4.0,0.0,0.0
84392b5ffffffff,2.0,0.0,0.0
84392c5ffffffff,4.0,4.0,0.0
84392c9ffffffff,1.0,1.0,0.0
84392d3ffffffff,1.0,1.0,0.0
8439311ffffffff,2.0,0.0,0.0
8439313ffffffff,3.0,0.0,0.0
843931bffffffff,2.0,0.0,0.0
8439337ffffffff,12.0,0.0,0.0
843933bffffffff,2.0,0.0,0.0
8439423ffffffff,7.0,0.0,0.0
8439427ffffffff,9.0,0.0,0.0
8439435ffffffff,34.0,4.0,0.0
8439447ffffffff,2.0,0.0,0.0
8439449ffffffff,2.0,2.0,0.0
8439459ffffffff,2.0,0.0,0.0
8439469ffffffff,5.0,5.0,0.0
843946bffffffff,2.0,2.0,0.0
843946dffffffff,10.0,10.0,0.0
8439515ffffffff,6.0,0.0,0.0
8439541ffffffff,1.0,0.0,0.0
8439547ffffffff,2.0,0.0,0.0
84395c1ffffffff,269.0,5.0,0.0
84395cbffffffff,6.0,0.0,0.0
84395d9ffffffff,4.0,0.0,0.0
8439623ffffffff,2.0,0.0,0.0
84396c5ffffffff,2.0,0.0,0.0
8439721ffffffff,17.0,0.0,0.0
8439727ffffffff,2.0,0.0,0.0
8439729ffffffff,9.0,0.0,0.0
843972dffffffff,7.0,0.0,0.0
8439733ffffffff,6.0,6.0,0.0
8439737ffffffff,2.0,2.0,0.0
8439739ffffffff,3.0,0.0,0.0
8439741ffffffff,2.0,0.0,0.0
843975bffffffff,1.0,0.0,0.0
843975dffffffff,2.0,0.0,0.0
8439767ffffffff,1.0,0.0,0.0
8439887ffffffff,2.0,0.0,0.0
84398e5ffffffff,2.0,0.0,0.0
8439abdffffffff,7.0,0.0,0.0
843d005ffffffff,4.0,0.0,0.0
843d04dffffffff,6.0,0.0,0.0
843d353ffffffff,2.0,0.0,0.0
843e655ffffffff,2.0,0.0,0.0
843e689ffffffff,14.0,6.0,1.0
843e68dffffffff,3.0,3.0,0.0
843e6c3ffffffff,13.0,7.0,4.0
843e6c9ffffffff,7.0,1.0,3.0
843e6ddffffffff,1.0,0.0,0.0
843f365ffffffff,38.0,0.0,0.0
843f45bffffffff,7.0,0.0,3.0
843f4ddffffffff,1.0,0.0,0.0
843f681ffffffff,8.0,0.0,0.0
843f68bffffffff,4.0,0.0,4.0
843f68dffffffff,5.0,0.0,0.0
843f6a9ffffffff,2.0,0.0,0.0
843f6e3ffffffff,4.0,0.0,0.0
843f6ebffffffff,2.0,0.0,0.0
843f727ffffffff,2.0,0.0,0.0
843f767ffffffff,4.0,0.0,0.0
84438cdffffffff,4.0,4.0,0.0
8443a39ffffffff,1.0,0.0,0.0
8443a69ffffffff,1.0,0.0,1.0
8443ac7ffffffff,1.0,1.0,0.0
8443acdffffffff,3.0,0.0,1.0
8443ae5ffffffff,1.0,0.0,1.0
8452065ffffffff,2.0,0.0,2.0
84524ddffffffff,2.0,0.0,0.0
84529b9ffffffff,3.0,0.0,0.0
84534d5ffffffff,6.0,0.0,6.0
84536a3ffffffff,2.0,0.0,0.0
84536a9ffffffff,2.0,0.0,0.0
8453765ffffffff,2.0,0.0,2.0
8454149ffffffff,2.0,0.0,0.0
84541a5ffffffff,2.0,2.0,0.0
8459745ffffffff,2.0,0.0,0.0
845974dffffffff,2.0,0.0,0.0
8459985ffffffff,1.0,1.0,0.0
846332dffffffff,2.0,0.0,0.0
847a413ffffffff,1.0,0.0,0.0
847a609ffffffff,1.0,0.0,0.0
847a6e1ffffffff,3.0,0.0,0.0
