cell_id,Buteo augur,Buteo augur augur,Buteo augur archeri
847a457ffffffff,92.0,85.0,0.0
847a459ffffffff,25.0,24.0,0.0
847a45bffffffff,55.0,50.0,0.0
847a481ffffffff,7.0,7.0,0.0
847a489ffffffff,13.0,9.0,0.0
847a48bffffffff,6.0,5.0,0.0
847a48dffffffff,12.0,12.0,0.0
847a4b5ffffffff,6.0,6.0,0.0
847a4b7ffffffff,3.0,3.0,0.0
847a4c1ffffffff,37.0,33.0,0.0
847a4c3ffffffff,4.0,4.0,0.0
847a4c5ffffffff,1.0,1.0,0.0
847a4c7ffffffff,11.0,8.0,0.0
847a4c9ffffffff,25.0,20.0,0.0
847a4cbffffffff,19.0,14.0,0.0
847a4cdffffffff,14.0,11.0,0.0
847a4d1ffffffff,9.0,8.0,0.0
847a4d5ffffffff,3.0,3.0,0.0
847a4ddffffffff,18.0,15.0,0.0
847a5adffffffff,17.0,17.0,0.0
847a601ffffffff,4.0,2.0,0.0
847a603ffffffff,1.0,0.0,0.0
847a609ffffffff,174.0,126.0,0.0
847a60bffffffff,18.0,14.0,0.0
847a613ffffffff,1.0,1.0,0.0
847a615ffffffff,2.0,2.0,0.0
847a619ffffffff,30.0,29.0,0.0
847a61bffffffff,7.0,7.0,0.0
847a61dffffffff,36.0,34.0,0.0
847a631ffffffff,4.0,3.0,0.0
847a633ffffffff,5.0,5.0,0.0
847a637ffffffff,3.0,3.0,0.0
847a63bffffffff,2.0,2.0,0.0
847a63dffffffff,2.0,2.0,0.0
847a641ffffffff,17.0,17.0,0.0
847a643ffffffff,40.0,37.0,0.0
847a647ffffffff,6.0,6.0,0.0
847a64dffffffff,2.0,2.0,0.0
847a651ffffffff,4.0,4.0,0.0
847a653ffffffff,53.0,45.0,0.0
847a657ffffffff,161.0,154.0,0.0
847a659ffffffff,30.0,22.0,0.0
847a65bffffffff,6.0,6.0,0.0
847a65dffffffff,6.0,6.0,0.0
847a669ffffffff,1.0,1.0,0.0
847a681ffffffff,93.0,80.0,0.0
847a683ffffffff,244.0,210.0,0.0
847a685ffffffff,52.0,43.0,0.0
847a687ffffffff,13.0,10.0,0.0
847a689ffffffff,12.0,12.0,0.0
847a68bffffffff,36.0,29.0,0.0
847a68dffffffff,2.0,2.0,0.0
847a695ffffffff,3.0,3.0,0.0
847a69dffffffff,5.0,5.0,0.0
847a6a1ffffffff,493.0,436.0,0.0
847a6a3ffffffff,22.0,22.0,0.0
847a6a5ffffffff,38.0,31.0,0.0
847a6a7ffffffff,7.0,7.0,0.0
847a6a9ffffffff,10.0,10.0,0.0
847a6adffffffff,183.0,168.0,0.0
847a6b5ffffffff,4.0,4.0,0.0
847a6b7ffffffff,5.0,2.0,0.0
847a6b9ffffffff,2.0,1.0,0.0
847a6bdffffffff,6.0,4.0,0.0
847a6c1ffffffff,4.0,4.0,0.0
847a6c3ffffffff,5.0,5.0,0.0
847a6c9ffffffff,9.0,8.0,0.0
847a6cdffffffff,1.0,0.0,0.0
847a6d1ffffffff,112.0,107.0,0.0
847a6d3ffffffff,4.0,4.0,0.0
847a6d5ffffffff,7.0,7.0,0.0
847a6d7ffffffff,1.0,1.0,0.0
847a6d9ffffffff,87.0,61.0,0.0
847a6dbffffffff,9.0,9.0,0.0
847a6ddffffffff,3.0,3.0,0.0
847a6e1ffffffff,31.0,31.0,0.0
847a6e5ffffffff,434.0,388.0,0.0
847a6e7ffffffff,104.0,93.0,0.0
847a6edffffffff,8.0,8.0,0.0
847ac15ffffffff,4.0,4.0,0.0
847ac81ffffffff,2.0,2.0,0.0
847ac83ffffffff,5.0,5.0,0.0
847ac85ffffffff,3.0,3.0,0.0
847ac87ffffffff,6.0,3.0,0.0
847ac93ffffffff,2.0,2.0,0.0
847ac95ffffffff,4.0,4.0,0.0
847ac97ffffffff,5.0,3.0,0.0
847aca1ffffffff,18.0,18.0,0.0
847aca3ffffffff,40.0,34.0,0.0
847acb1ffffffff,2.0,2.0,0.0
847acb3ffffffff,5.0,5.0,0.0
847acb5ffffffff,41.0,40.0,0.0
847acc3ffffffff,11.0,11.0,0.0
847acc5ffffffff,286.0,256.0,0.0
847acc7ffffffff,9.0,9.0,0.0
847accdffffffff,19.0,19.0,0.0
847acd1ffffffff,2.0,0.0,0.0
847acd3ffffffff,6.0,6.0,0.0
847acd5ffffffff,45.0,35.0,0.0
847acd7ffffffff,7.0,5.0,0.0
847ace9ffffffff,3.0,3.0,0.0
847acedffffffff,9.0,9.0,0.0
847ad93ffffffff,50.0,44.0,0.0
847ad99ffffffff,14.0,12.0,0.0
847ae85ffffffff,4.0,2.0,0.0
847ae87ffffffff,5.0,5.0,0.0
847ae8bffffffff,1.0,1.0,0.0
847ae95ffffffff,2.0,2.0,0.0
847ae99ffffffff,4.0,4.0,0.0
847ae9bffffffff,11.0,7.0,0.0
847ae9dffffffff,1.0,0.0,0.0
847aea3ffffffff,2.0,2.0,0.0
847aeb1ffffffff,6.0,6.0,0.0
847aeb3ffffffff,5.0,5.0,0.0
847aebdffffffff,4.0,4.0,0.0
847aedbffffffff,1.0,1.0,0.0
847b487ffffffff,11.0,8.0,0.0
847b491ffffffff,2.0,2.0,0.0
847b4b1ffffffff,16.0,16.0,0.0
847b4b3ffffffff,11.0,10.0,0.0
847b4b7ffffffff,12.0,8.0,0.0
847b4b9ffffffff,81.0,61.0,0.0
847b4c1ffffffff,1.0,0.0,0.0
847b4dbffffffff,1.0,0.0,0.0
848304dffffffff,1.0,1.0,0.0
84831e5ffffffff,3.0,3.0,0.0
8483201ffffffff,2.0,2.0,0.0
848320dffffffff,3.0,2.0,0.0
8483263ffffffff,10.0,10.0,0.0
848332bffffffff,3.0,3.0,0.0
8483337ffffffff,2.0,0.0,0.0
848333dffffffff,3.0,0.0,0.0
8483a5dffffffff,2.0,0.0,0.0
8496009ffffffff,2.0,2.0,0.0
8496047ffffffff,2.0,2.0,0.0
8496203ffffffff,2.0,2.0,0.0
849621dffffffff,3.0,3.0,0.0
849622dffffffff,2.0,2.0,0.0
8496355ffffffff,1.0,1.0,0.0
8496365ffffffff,3.0,3.0,0.0
8496861ffffffff,5.0,5.0,0.0
8496901ffffffff,12.0,12.0,0.0
8496903ffffffff,7.0,6.0,0.0
8496905ffffffff,3.0,2.0,0.0
8496907ffffffff,82.0,78.0,0.0
8496909ffffffff,1.0,1.0,0.0
8496915ffffffff,2.0,2.0,0.0
8496921ffffffff,251.0,239.0,0.0
8496923ffffffff,22.0,19.0,0.0
8496925ffffffff,542.0,486.0,0.0
8496927ffffffff,2.0,0.0,0.0
849692bffffffff,9.0,6.0,0.0
849692dffffffff,18.0,14.0,0.0
8496931ffffffff,25.0,21.0,0.0
8496933ffffffff,126.0,111.0,0.0
8496935ffffffff,628.0,538.0,0.0
8496937ffffffff,112.0,98.0,0.0
8496939ffffffff,2.0,2.0,0.0
849693dffffffff,116.0,101.0,0.0
8496945ffffffff,2.0,2.0,0.0
849695dffffffff,2.0,2.0,0.0
84969a5ffffffff,6.0,4.0,0.0
8496a05ffffffff,3.0,3.0,0.0
8496a07ffffffff,11.0,11.0,0.0
8496a15ffffffff,5.0,5.0,0.0
8496a39ffffffff,1.0,1.0,0.0
8496a59ffffffff,2.0,2.0,0.0
8496a5dffffffff,38.0,36.0,0.0
8496a81ffffffff,2.0,2.0,0.0
8496a8dffffffff,2.0,2.0,0.0
8496b09ffffffff,4.0,4.0,0.0
8496b0bffffffff,5.0,4.0,0.0
8496b19ffffffff,47.0,39.0,0.0
8496b1bffffffff,4.0,2.0,0.0
8496b21ffffffff,5.0,5.0,0.0
8496b57ffffffff,4.0,4.0,0.0
8496b6dffffffff,7.0,7.0,0.0
849702bffffffff,17.0,17.0,0.0
8497035ffffffff,18.0,15.0,0.0
849703dffffffff,3.0,3.0,0.0
849719bffffffff,1.0,0.0,0.0
84971c1ffffffff,1.0,1.0,0.0
84971c3ffffffff,9.0,7.0,0.0
84971cbffffffff,10.0,10.0,0.0
84971ddffffffff,2.0,2.0,0.0
8497515ffffffff,19.0,18.0,0.0
8497521ffffffff,1.0,1.0,0.0
8497529ffffffff,1.0,0.0,0.0
8497557ffffffff,1.0,0.0,0.0
849772dffffffff,5.0,5.0,0.0
8497827ffffffff,1.0,1.0,0.0
849788dffffffff,2.0,2.0,0.0
84978e3ffffffff,4.0,4.0,0.0
84978ebffffffff,2.0,2.0,0.0
849799bffffffff,3.0,3.0,0.0
8497a85ffffffff,4.0,4.0,0.0
8497aabffffffff,2.0,2.0,0.0
8497ab5ffffffff,2.0,2.0,0.0
8497ac7ffffffff,3.0,3.0,0.0
84ac12dffffffff,4.0,4.0,0.0
84ac167ffffffff,3.0,3.0,0.0
84ac801ffffffff,11.0,11.0,0.0
84ac819ffffffff,2.0,2.0,0.0
84ac81bffffffff,23.0,6.0,0.0
84ac853ffffffff,4.0,4.0,0.0
84ac863ffffffff,2.0,2.0,0.0
84ac8a9ffffffff,5.0,5.0,0.0
84ac8e7ffffffff,1.0,1.0,0.0
84ac9dbffffffff,3.0,0.0,0.0
84aca05ffffffff,1.0,0.0,0.0
84aca09ffffffff,2.0,2.0,0.0
84aca15ffffffff,16.0,15.0,0.0
84aca39ffffffff,3.0,0.0,0.0
84aca3dffffffff,23.0,23.0,0.0
84aca47ffffffff,2.0,2.0,0.0
84aca4bffffffff,16.0,11.0,0.0
84aca6bffffffff,3.0,2.0,0.0
84aca6dffffffff,2.0,2.0,0.0
84acaa5ffffffff,3.0,3.0,0.0
84acaadffffffff,5.0,5.0,0.0
84acae7ffffffff,10.0,9.0,0.0
84acaedffffffff,10.0,5.0,0.0
84ad8b5ffffffff,3.0,3.0,0.0
84ad8b9ffffffff,2.0,0.0,0.0
84ad8bdffffffff,2.0,0.0,0.0
