cell_id,Alcedo atthis,Alcedo atthis [atthis Group],Alcedo atthis [hispidoides Group]
841860dffffffff,13.0,2.0,0.0
8418617ffffffff,1.0,0.0,0.0
8418619ffffffff,2.0,0.0,0.0
841861dffffffff,1.0,0.0,0.0
8418623ffffffff,7.0,0.0,0.0
8418625ffffffff,2.0,0.0,0.0
8418627ffffffff,7.0,4.0,0.0
8418629ffffffff,1.0,0.0,0.0
841862bffffffff,1.0,0.0,0.0
8418631ffffffff,5.0,1.0,0.0
8418633ffffffff,4.0,0.0,0.0
8418635ffffffff,3.0,0.0,0.0
8418637ffffffff,2.0,0.0,0.0
841863dffffffff,2.0,0.0,0.0
841864bffffffff,2.0,2.0,0.0
8418655ffffffff,4.0,0.0,0.0
8418659ffffffff,1.0,0.0,0.0
841866bffffffff,4.0,2.0,0.0
8418681ffffffff,1.0,0.0,0.0
8418685ffffffff,1.0,0.0,0.0
8418687ffffffff,2.0,0.0,0.0
8418695ffffffff,4.0,0.0,0.0
8418697ffffffff,6.0,0.0,0.0
841869dffffffff,2.0,0.0,0.0
84186a1ffffffff,7.0,2.0,0.0
84186a3ffffffff,7.0,0.0,0.0
84186a5ffffffff,9.0,0.0,0.0
84186a7ffffffff,19.0,2.0,0.0
84186a9ffffffff,4.0,0.0,0.0
84186abffffffff,6.0,2.0,0.0
84186adffffffff,2.0,0.0,0.0
84186b3ffffffff,1.0,0.0,0.0
84186b5ffffffff,2.0,0.0,0.0
84186b7ffffffff,7.0,0.0,0.0
84186bbffffffff,1.0,0.0,0.0
84186c1ffffffff,22.0,0.0,0.0
84186c3ffffffff,38.0,2.0,0.0
84186c5ffffffff,39.0,4.0,0.0
84186c9ffffffff,44.0,0.0,0.0
84186cbffffffff,45.0,0.0,0.0
84186cdffffffff,2.0,0.0,0.0
84186d1ffffffff,7.0,2.0,0.0
84186d5ffffffff,3.0,0.0,0.0
84186d7ffffffff,1.0,1.0,0.0
84186dbffffffff,4.0,0.0,0.0
84186ddffffffff,3.0,0.0,0.0
84186e1ffffffff,3.0,0.0,0.0
84186e5ffffffff,10.0,0.0,0.0
84186e7ffffffff,3.0,0.0,0.0
84186e9ffffffff,6.0,0.0,0.0
84186ebffffffff,7.0,0.0,0.0
84186edffffffff,15.0,0.0,0.0
841870dffffffff,41.0,2.0,0.0
8418711ffffffff,5.0,0.0,0.0
8418717ffffffff,5.0,0.0,0.0
841871bffffffff,5.0,0.0,0.0
8418729ffffffff,23.0,13.0,0.0
841873bffffffff,51.0,17.0,0.0
8418741ffffffff,7.0,5.0,0.0
8418743ffffffff,1.0,0.0,0.0
8418747ffffffff,18.0,2.0,0.0
8418749ffffffff,5.0,0.0,0.0
841874bffffffff,1.0,0.0,0.0
841875dffffffff,2.0,0.0,0.0
841876bffffffff,3.0,0.0,0.0
8419091ffffffff,7.0,0.0,0.0
8419093ffffffff,6.0,0.0,0.0
841909bffffffff,4.0,0.0,0.0
84190bbffffffff,3.0,0.0,0.0
84190d9ffffffff,7.0,0.0,0.0
84190dbffffffff,2.0,0.0,0.0
84190ddffffffff,5.0,0.0,0.0
84192b5ffffffff,2.0,0.0,0.0
84192b7ffffffff,2.0,0.0,0.0
8419401ffffffff,20.0,0.0,0.0
8419403ffffffff,9.0,4.0,0.0
8419405ffffffff,50.0,0.0,0.0
8419407ffffffff,11.0,0.0,0.0
841940dffffffff,2.0,0.0,0.0
8419411ffffffff,169.0,36.0,0.0
8419413ffffffff,138.0,29.0,0.0
8419415ffffffff,219.0,42.0,0.0
8419417ffffffff,120.0,27.0,0.0
841941bffffffff,86.0,24.0,0.0
8419421ffffffff,68.0,2.0,0.0
8419423ffffffff,53.0,1.0,0.0
8419425ffffffff,12.0,5.0,0.0
8419427ffffffff,42.0,2.0,0.0
8419429ffffffff,32.0,0.0,0.0
841942bffffffff,93.0,36.0,0.0
841942dffffffff,48.0,6.0,0.0
8419431ffffffff,34.0,1.0,0.0
8419433ffffffff,100.0,7.0,0.0
8419435ffffffff,78.0,4.0,0.0
8419437ffffffff,162.0,0.0,0.0
8419439ffffffff,30.0,2.0,0.0
841943bffffffff,40.0,7.0,0.0
841943dffffffff,30.0,11.0,0.0
8419463ffffffff,3.0,0.0,0.0
8419465ffffffff,18.0,0.0,0.0
8419467ffffffff,6.0,0.0,0.0
841946bffffffff,2.0,0.0,0.0
8419481ffffffff,6.0,3.0,0.0
8419483ffffffff,4.0,0.0,0.0
8419485ffffffff,75.0,6.0,0.0
841948bffffffff,13.0,2.0,0.0
841948dffffffff,105.0,31.0,0.0
8419495ffffffff,4.0,4.0,0.0
8419499ffffffff,7.0,0.0,0.0
84194a1ffffffff,34.0,0.0,0.0
84194a5ffffffff,178.0,0.0,0.0
84194a7ffffffff,13.0,0.0,0.0
84194a9ffffffff,110.0,0.0,0.0
84194abffffffff,33.0,0.0,0.0
84194adffffffff,123.0,0.0,0.0
84194b9ffffffff,53.0,12.0,0.0
84194bbffffffff,3.0,0.0,0.0
84194c5ffffffff,136.0,3.0,0.0
84194d1ffffffff,3.0,0.0,0.0
84194d3ffffffff,30.0,7.0,0.0
84194d5ffffffff,6.0,2.0,0.0
84194d7ffffffff,20.0,0.0,0.0
84194d9ffffffff,41.0,10.0,0.0
84194dbffffffff,52.0,0.0,0.0
84194ddffffffff,73.0,10.0,0.0
84194e1ffffffff,25.0,3.0,0.0
84194e3ffffffff,27.0,1.0,0.0
84194e5ffffffff,83.0,3.0,0.0
84194e7ffffffff,249.0,0.0,0.0
84194e9ffffffff,59.0,10.0,0.0
84194ebffffffff,20.0,0.0,0.0
84194edffffffff,293.0,21.0,0.0
8419501ffffffff,2.0,0.0,0.0
8419507ffffffff,9.0,0.0,0.0
8419511ffffffff,18.0,0.0,0.0
8419513ffffffff,8.0,4.0,0.0
8419517ffffffff,19.0,5.0,0.0
8419519ffffffff,43.0,10.0,0.0
841951bffffffff,147.0,12.0,0.0
8419521ffffffff,1.0,0.0,0.0
8419527ffffffff,8.0,0.0,0.0
8419529ffffffff,8.0,0.0,0.0
841952dffffffff,2.0,0.0,0.0
8419531ffffffff,4.0,0.0,0.0
8419533ffffffff,1.0,0.0,0.0
841953bffffffff,26.0,6.0,0.0
8419543ffffffff,5.0,0.0,0.0
8419549ffffffff,2.0,0.0,0.0
841954bffffffff,1.0,0.0,0.0
841954dffffffff,6.0,0.0,0.0
8419551ffffffff,1.0,0.0,0.0
8419553ffffffff,4.0,0.0,0.0
8419555ffffffff,9.0,0.0,0.0
8419557ffffffff,43.0,12.0,0.0
8419559ffffffff,2.0,0.0,0.0
841955bffffffff,3.0,0.0,0.0
8419565ffffffff,2.0,0.0,0.0
8419581ffffffff,79.0,0.0,0.0
8419583ffffffff,65.0,0.0,0.0
8419585ffffffff,2.0,0.0,0.0
8419587ffffffff,17.0,0.0,0.0
8419589ffffffff,27.0,0.0,0.0
841958bffffffff,15.0,2.0,0.0
841958dffffffff,9.0,0.0,0.0
8419591ffffffff,175.0,4.0,0.0
8419595ffffffff,28.0,0.0,0.0
8419597ffffffff,184.0,0.0,0.0
8419599ffffffff,12.0,2.0,0.0
841959bffffffff,188.0,2.0,0.0
841959dffffffff,21.0,6.0,0.0
84195a1ffffffff,4.0,0.0,0.0
84195a3ffffffff,2.0,0.0,0.0
84195a5ffffffff,8.0,0.0,0.0
84195a9ffffffff,7.0,0.0,0.0
84195abffffffff,18.0,2.0,0.0
84195adffffffff,3.0,0.0,0.0
84195b1ffffffff,7.0,0.0,0.0
84195b5ffffffff,15.0,0.0,0.0
84195b7ffffffff,6.0,0.0,0.0
84195b9ffffffff,51.0,0.0,0.0
84195bbffffffff,38.0,0.0,0.0
84195bdffffffff,9.0,0.0,0.0
84195c1ffffffff,36.0,0.0,0.0
84195c3ffffffff,14.0,0.0,0.0
84195c5ffffffff,13.0,0.0,0.0
84195c7ffffffff,65.0,0.0,0.0
84195c9ffffffff,76.0,1.0,0.0
84195cbffffffff,87.0,0.0,0.0
84195cdffffffff,8.0,0.0,0.0
84195d1ffffffff,65.0,2.0,0.0
84195d3ffffffff,100.0,0.0,0.0
84195d5ffffffff,47.0,0.0,0.0
84195d7ffffffff,6.0,0.0,0.0
84195d9ffffffff,130.0,0.0,0.0
84195dbffffffff,48.0,2.0,0.0
84195ddffffffff,13.0,0.0,0.0
84195e1ffffffff,5.0,0.0,0.0
84195e3ffffffff,3.0,0.0,0.0
84195e5ffffffff,2.0,0.0,0.0
84195e7ffffffff,2.0,0.0,0.0
84195e9ffffffff,2.0,0.0,0.0
84195ebffffffff,9.0,0.0,0.0
84195edffffffff,5.0,0.0,0.0
8419681ffffffff,2.0,0.0,0.0
8419683ffffffff,39.0,0.0,0.0
8419689ffffffff,10.0,0.0,0.0
841968bffffffff,15.0,0.0,0.0
8419691ffffffff,45.0,0.0,0.0
8419693ffffffff,135.0,0.0,0.0
8419695ffffffff,19.0,0.0,0.0
8419697ffffffff,62.0,0.0,0.0
8419699ffffffff,14.0,0.0,0.0
841969bffffffff,12.0,0.0,0.0
841969dffffffff,71.0,0.0,0.0
84196b1ffffffff,13.0,0.0,0.0
84196b3ffffffff,31.0,0.0,0.0
84196b9ffffffff,9.0,0.0,0.0
84196bbffffffff,31.0,0.0,0.0
84196d1ffffffff,4.0,0.0,0.0
84196d3ffffffff,38.0,0.0,0.0
84196d5ffffffff,2.0,0.0,0.0
84196d7ffffffff,6.0,0.0,0.0
84196d9ffffffff,27.0,0.0,0.0
84196dbffffffff,13.0,0.0,0.0
84196ddffffffff,24.0,0.0,0.0
8419721ffffffff,17.0,0.0,0.0
8419723ffffffff,13.0,0.0,0.0
8419725ffffffff,6.0,0.0,0.0
8419727ffffffff,23.0,0.0,0.0
8419729ffffffff,12.0,0.0,0.0
841972bffffffff,9.0,0.0,0.0
841972dffffffff,13.0,0.0,0.0
8419731ffffffff,4.0,0.0,0.0
8419733ffffffff,42.0,0.0,0.0
8419737ffffffff,8.0,0.0,0.0
8419739ffffffff,3.0,0.0,0.0
841973bffffffff,33.0,0.0,0.0
841973dffffffff,1.0,0.0,0.0
8419761ffffffff,2.0,0.0,0.0
8419763ffffffff,4.0,0.0,0.0
8419767ffffffff,4.0,0.0,0.0
8419769ffffffff,2.0,0.0,0.0
841976bffffffff,1.0,0.0,0.0
841e005ffffffff,11.0,0.0,0.0
841e007ffffffff,8.0,0.0,0.0
841e009ffffffff,1.0,0.0,0.0
841e00bffffffff,1.0,0.0,0.0
841e019ffffffff,3.0,0.0,0.0
841e01dffffffff,1.0,0.0,0.0
841e021ffffffff,26.0,0.0,0.0
841e023ffffffff,81.0,0.0,0.0
841e025ffffffff,29.0,0.0,0.0
841e027ffffffff,4.0,0.0,0.0
841e029ffffffff,87.0,0.0,0.0
841e02bffffffff,20.0,0.0,0.0
841e02dffffffff,48.0,2.0,0.0
841e031ffffffff,8.0,0.0,0.0
841e035ffffffff,6.0,0.0,0.0
841e037ffffffff,16.0,0.0,0.0
841e039ffffffff,3.0,0.0,0.0
841e03dffffffff,5.0,0.0,0.0
841e041ffffffff,125.0,0.0,0.0
841e043ffffffff,72.0,0.0,0.0
841e045ffffffff,309.0,0.0,0.0
841e047ffffffff,101.0,0.0,0.0
841e049ffffffff,2.0,0.0,0.0
841e04bffffffff,41.0,0.0,0.0
841e04dffffffff,33.0,0.0,0.0
841e051ffffffff,14.0,0.0,0.0
841e053ffffffff,8.0,0.0,0.0
841e059ffffffff,44.0,0.0,0.0
841e05bffffffff,130.0,0.0,0.0
841e05dffffffff,10.0,0.0,0.0
841e061ffffffff,325.0,2.0,0.0
841e063ffffffff,89.0,0.0,0.0
841e065ffffffff,9.0,0.0,0.0
841e067ffffffff,126.0,2.0,0.0
841e069ffffffff,159.0,0.0,0.0
841e06bffffffff,202.0,0.0,0.0
841e06dffffffff,34.0,1.0,0.0
841e085ffffffff,46.0,0.0,0.0
841e08dffffffff,11.0,0.0,0.0
841e0a9ffffffff,149.0,0.0,0.0
841e0adffffffff,14.0,0.0,0.0
841e0b1ffffffff,3.0,0.0,0.0
841e0b3ffffffff,7.0,0.0,0.0
841e0b7ffffffff,3.0,0.0,0.0
841e0bdffffffff,1.0,0.0,0.0
841e0c1ffffffff,2.0,0.0,0.0
841e0c3ffffffff,78.0,0.0,0.0
841e0c5ffffffff,11.0,0.0,0.0
841e0c7ffffffff,5.0,0.0,0.0
841e0cbffffffff,1.0,0.0,0.0
841e0e1ffffffff,18.0,0.0,0.0
841e0e3ffffffff,40.0,0.0,0.0
841e0e5ffffffff,3.0,0.0,0.0
841e0e7ffffffff,160.0,0.0,0.0
841e0e9ffffffff,29.0,0.0,0.0
841e0ebffffffff,17.0,0.0,0.0
841e0edffffffff,4.0,0.0,0.0
841e103ffffffff,26.0,0.0,0.0
841e105ffffffff,3.0,0.0,0.0
841e109ffffffff,2.0,0.0,0.0
841e10bffffffff,9.0,0.0,0.0
841e113ffffffff,18.0,0.0,0.0
841e115ffffffff,4.0,0.0,0.0
841e117ffffffff,7.0,0.0,0.0
841e11dffffffff,9.0,0.0,0.0
841e121ffffffff,36.0,0.0,0.0
841e123ffffffff,64.0,0.0,0.0
841e125ffffffff,121.0,0.0,0.0
841e127ffffffff,2.0,0.0,0.0
841e129ffffffff,59.0,0.0,0.0
841e12bffffffff,9.0,0.0,0.0
841e12dffffffff,4.0,0.0,0.0
841e131ffffffff,107.0,0.0,0.0
841e133ffffffff,7.0,0.0,0.0
841e135ffffffff,51.0,0.0,0.0
841e137ffffffff,41.0,2.0,0.0
841e139ffffffff,93.0,0.0,0.0
841e13bffffffff,84.0,0.0,0.0
841e13dffffffff,71.0,0.0,0.0
841e143ffffffff,2.0,0.0,0.0
841e149ffffffff,3.0,0.0,0.0
841e14dffffffff,1.0,0.0,0.0
841e151ffffffff,2.0,0.0,0.0
841e153ffffffff,12.0,0.0,0.0
841e155ffffffff,3.0,0.0,0.0
841e157ffffffff,11.0,0.0,0.0
841e15bffffffff,26.0,6.0,0.0
841e163ffffffff,12.0,0.0,0.0
841e181ffffffff,1.0,0.0,0.0
841e185ffffffff,15.0,0.0,0.0
841e18bffffffff,1.0,0.0,0.0
841e18dffffffff,1.0,0.0,0.0
841e195ffffffff,1.0,0.0,0.0
841e19dffffffff,17.0,0.0,0.0
841e1a9ffffffff,3.0,0.0,0.0
841e1abffffffff,1.0,0.0,0.0
841e1adffffffff,2.0,0.0,0.0
841e1b1ffffffff,36.0,0.0,0.0
841e1b3ffffffff,237.0,0.0,0.0
841e1b5ffffffff,15.0,0.0,0.0
841e1b7ffffffff,13.0,0.0,0.0
841e1b9ffffffff,28.0,0.0,0.0
841e1bbffffffff,35.0,0.0,0.0
841e1bdffffffff,2.0,0.0,0.0
841e1c3ffffffff,9.0,0.0,0.0
841e1c5ffffffff,11.0,0.0,0.0
841e1c7ffffffff,2.0,0.0,0.0
841e1cbffffffff,58.0,0.0,0.0
841e1d1ffffffff,9.0,0.0,0.0
841e1d7ffffffff,13.0,0.0,0.0
841e1d9ffffffff,2.0,0.0,0.0
841e1dbffffffff,3.0,0.0,0.0
841e1ddffffffff,46.0,0.0,0.0
841e1e5ffffffff,11.0,0.0,0.0
841e1edffffffff,9.0,0.0,0.0
841e201ffffffff,25.0,0.0,0.0
841e205ffffffff,3.0,0.0,0.0
841e207ffffffff,2.0,0.0,0.0
841e209ffffffff,1.0,0.0,0.0
841e20dffffffff,43.0,0.0,0.0
841e211ffffffff,1.0,0.0,0.0
841e221ffffffff,9.0,0.0,0.0
841e223ffffffff,7.0,0.0,0.0
841e225ffffffff,141.0,0.0,0.0
841e227ffffffff,3.0,0.0,0.0
841e229ffffffff,3.0,0.0,0.0
841e22dffffffff,11.0,0.0,0.0
841e231ffffffff,10.0,0.0,0.0
841e233ffffffff,9.0,0.0,0.0
841e235ffffffff,6.0,0.0,0.0
841e237ffffffff,17.0,0.0,0.0
841e239ffffffff,3.0,0.0,0.0
841e23dffffffff,24.0,0.0,0.0
841e241ffffffff,2.0,0.0,0.0
841e243ffffffff,3.0,0.0,0.0
841e249ffffffff,7.0,0.0,0.0
841e24bffffffff,25.0,0.0,0.0
841e251ffffffff,2.0,0.0,0.0
841e257ffffffff,8.0,0.0,0.0
841e25dffffffff,2.0,0.0,0.0
841e261ffffffff,8.0,0.0,0.0
841e263ffffffff,7.0,0.0,0.0
841e265ffffffff,61.0,0.0,0.0
841e267ffffffff,2.0,0.0,0.0
841e269ffffffff,9.0,0.0,0.0
841e26dffffffff,2.0,0.0,0.0
841e281ffffffff,18.0,0.0,0.0
841e285ffffffff,3.0,0.0,0.0
841e287ffffffff,1.0,0.0,0.0
841e289ffffffff,3.0,0.0,0.0
841e28dffffffff,1.0,0.0,0.0
841e291ffffffff,4.0,0.0,0.0
841e293ffffffff,2.0,0.0,0.0
841e297ffffffff,2.0,0.0,0.0
841e29dffffffff,9.0,0.0,0.0
841e2a3ffffffff,32.0,0.0,0.0
841e2a5ffffffff,2.0,0.0,0.0
841e2a9ffffffff,9.0,0.0,0.0
841e2abffffffff,2.0,0.0,0.0
841e2adffffffff,9.0,0.0,0.0
841e2b1ffffffff,2.0,0.0,0.0
841e2b7ffffffff,3.0,0.0,0.0
841e2bbffffffff,1.0,0.0,0.0
841e2cdffffffff,1.0,0.0,0.0
841e2d1ffffffff,2.0,0.0,0.0
841e2d3ffffffff,2.0,0.0,0.0
841e2d7ffffffff,1.0,0.0,0.0
841e2dbffffffff,3.0,0.0,0.0
841e2ddffffffff,4.0,0.0,0.0
841e2e1ffffffff,6.0,0.0,0.0
841e2e3ffffffff,18.0,0.0,0.0
841e2e5ffffffff,2.0,0.0,0.0
841e2e7ffffffff,62.0,0.0,0.0
841e2e9ffffffff,2.0,0.0,0.0
841e2ebffffffff,2.0,0.0,0.0
841e2edffffffff,1.0,0.0,0.0
841e301ffffffff,15.0,0.0,0.0
841e303ffffffff,3.0,0.0,0.0
841e305ffffffff,2.0,0.0,0.0
841e307ffffffff,229.0,0.0,0.0
841e309ffffffff,13.0,0.0,0.0
841e30bffffffff,25.0,0.0,0.0
841e30dffffffff,58.0,0.0,0.0
841e313ffffffff,2.0,0.0,0.0
841e317ffffffff,9.0,0.0,0.0
841e319ffffffff,91.0,0.0,0.0
841e31bffffffff,4.0,0.0,0.0
841e31dffffffff,6.0,0.0,0.0
841e323ffffffff,2.0,0.0,0.0
841e325ffffffff,13.0,2.0,0.0
841e327ffffffff,10.0,2.0,0.0
841e329ffffffff,9.0,0.0,0.0
841e32bffffffff,5.0,0.0,0.0
841e32dffffffff,30.0,4.0,0.0
841e331ffffffff,1.0,0.0,0.0
841e333ffffffff,2.0,0.0,0.0
841e335ffffffff,6.0,0.0,0.0
841e337ffffffff,2.0,0.0,0.0
841e339ffffffff,108.0,0.0,0.0
841e33bffffffff,3.0,0.0,0.0
841e33dffffffff,4.0,0.0,0.0
841e341ffffffff,58.0,0.0,0.0
841e343ffffffff,40.0,0.0,0.0
841e345ffffffff,30.0,0.0,0.0
841e347ffffffff,19.0,0.0,0.0
841e34bffffffff,62.0,0.0,0.0
841e351ffffffff,123.0,0.0,0.0
841e353ffffffff,58.0,0.0,0.0
841e355ffffffff,296.0,0.0,0.0
841e357ffffffff,92.0,0.0,0.0
841e359ffffffff,34.0,0.0,0.0
841e35bffffffff,2.0,0.0,0.0
841e35dffffffff,22.0,0.0,0.0
841e361ffffffff,4.0,0.0,0.0
841e363ffffffff,10.0,0.0,0.0
841e365ffffffff,30.0,3.0,0.0
841e367ffffffff,51.0,3.0,0.0
841e369ffffffff,5.0,1.0,0.0
841e36bffffffff,35.0,0.0,0.0
841e36dffffffff,5.0,0.0,0.0
841e41bffffffff,2.0,0.0,0.0
841e421ffffffff,9.0,0.0,0.0
841e425ffffffff,7.0,0.0,0.0
841e427ffffffff,19.0,0.0,0.0
841e429ffffffff,9.0,0.0,0.0
841e445ffffffff,3.0,0.0,0.0
841e465ffffffff,4.0,0.0,0.0
841e467ffffffff,10.0,0.0,0.0
841e495ffffffff,2.0,0.0,0.0
841e4a3ffffffff,2.0,0.0,0.0
841e4a7ffffffff,2.0,0.0,0.0
841e4a9ffffffff,2.0,0.0,0.0
841e4adffffffff,4.0,0.0,0.0
841e4d9ffffffff,5.0,0.0,0.0
841e513ffffffff,14.0,0.0,0.0
841e51bffffffff,22.0,0.0,0.0
841e521ffffffff,2.0,0.0,0.0
841e529ffffffff,2.0,0.0,0.0
841e551ffffffff,4.0,0.0,0.0
841e561ffffffff,1.0,0.0,0.0
841e565ffffffff,1.0,0.0,0.0
841e585ffffffff,8.0,0.0,0.0
841e5a1ffffffff,2.0,0.0,0.0
841e5a5ffffffff,7.0,0.0,0.0
841e5a9ffffffff,68.0,0.0,0.0
841e5adffffffff,2.0,0.0,0.0
841e5c1ffffffff,6.0,0.0,0.0
841e5c3ffffffff,5.0,0.0,0.0
841e5c9ffffffff,10.0,0.0,0.0
841e5cdffffffff,38.0,0.0,0.0
841e5dbffffffff,2.0,0.0,0.0
841e5e3ffffffff,13.0,0.0,0.0
841e5e5ffffffff,29.0,0.0,0.0
841e5e7ffffffff,50.0,0.0,0.0
841e5e9ffffffff,12.0,0.0,0.0
841e5edffffffff,22.0,0.0,0.0
841e621ffffffff,2.0,0.0,0.0
841e631ffffffff,3.0,0.0,0.0
841e639ffffffff,33.0,0.0,0.0
841e63bffffffff,41.0,0.0,0.0
841e649ffffffff,3.0,0.0,0.0
841e64dffffffff,2.0,0.0,0.0
841e697ffffffff,12.0,0.0,0.0
841e6a9ffffffff,2.0,0.0,0.0
841e6b1ffffffff,2.0,0.0,0.0
841e6b3ffffffff,6.0,0.0,0.0
841e6bbffffffff,8.0,0.0,0.0
841e6d9ffffffff,6.0,0.0,0.0
841e6e7ffffffff,2.0,0.0,0.0
841e711ffffffff,3.0,0.0,0.0
841e71dffffffff,3.0,0.0,0.0
841e723ffffffff,2.0,0.0,0.0
841e729ffffffff,2.0,0.0,0.0
841e731ffffffff,3.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0
841e745ffffffff,13.0,0.0,0.0
841e75dffffffff,11.0,0.0,0.0
841e765ffffffff,5.0,0.0,0.0
841e767ffffffff,4.0,0.0,0.0
841e76dffffffff,2.0,0.0,0.0
841e805ffffffff,28.0,0.0,0.0
841e80dffffffff,2.0,0.0,0.0
841e813ffffffff,3.0,0.0,0.0
841e82bffffffff,43.0,0.0,0.0
841e831ffffffff,10.0,0.0,0.0
841e833ffffffff,19.0,0.0,0.0
841e835ffffffff,2.0,0.0,0.0
841e837ffffffff,3.0,0.0,0.0
