cell_id,Rallus elegans,Rallus elegans elegans,Rallus elegans ramsdeni
832a15fffffffff,12.0,0.0,0.0
832a16fffffffff,2.0,0.0,0.0
832a30fffffffff,46.0,2.0,0.0
832a31fffffffff,20.0,0.0,0.0
832a33fffffffff,113.0,2.0,0.0
832a34fffffffff,98.0,1.0,0.0
832a36fffffffff,17.0,0.0,0.0
832a86fffffffff,11.0,0.0,0.0
832a89fffffffff,4.0,0.0,0.0
832a8cfffffffff,1.0,0.0,0.0
832a8dfffffffff,10.0,0.0,0.0
832a8efffffffff,3.0,0.0,0.0
832a90fffffffff,72.0,0.0,0.0
832a91fffffffff,16.0,0.0,0.0
832a93fffffffff,2.0,2.0,0.0
832a94fffffffff,95.0,0.0,0.0
832a95fffffffff,85.0,0.0,0.0
832a96fffffffff,3.0,0.0,0.0
832aa3fffffffff,12.0,0.0,0.0
832aa4fffffffff,2.0,2.0,0.0
832aa8fffffffff,217.0,8.0,0.0
832aa9fffffffff,182.0,1.0,0.0
832aaafffffffff,76.0,0.0,0.0
832aabfffffffff,43.0,0.0,0.0
832aacfffffffff,119.0,0.0,0.0
832aadfffffffff,121.0,0.0,0.0
832aaefffffffff,3.0,0.0,0.0
832ab1fffffffff,7.0,0.0,0.0
832ab2fffffffff,331.0,2.0,0.0
832ab3fffffffff,13.0,0.0,0.0
832ab6fffffffff,25.0,0.0,0.0
832ac6fffffffff,48.0,0.0,0.0
832ad1fffffffff,1.0,0.0,0.0
832ad3fffffffff,121.0,0.0,0.0
832ad5fffffffff,26.0,0.0,0.0
832ad6fffffffff,30.0,0.0,0.0
832af0fffffffff,91.0,0.0,0.0
832af1fffffffff,5.0,0.0,0.0
832af3fffffffff,9.0,0.0,0.0
832af6fffffffff,17.0,0.0,0.0
832b03fffffffff,10.0,0.0,0.0
832b89fffffffff,1.0,0.0,0.0
834412fffffffff,20.0,0.0,0.0
834413fffffffff,31.0,0.0,0.0
83441afffffffff,26.0,3.0,0.0
83441bfffffffff,2.0,0.0,0.0
83441efffffffff,297.0,0.0,0.0
834430fffffffff,3.0,0.0,3.0
834436fffffffff,36.0,0.0,8.0
834440fffffffff,20.0,0.0,0.0
834444fffffffff,1.0,0.0,0.0
834445fffffffff,5.0,0.0,0.0
834446fffffffff,54.0,0.0,0.0
834448fffffffff,13.0,0.0,0.0
834449fffffffff,1.0,0.0,0.0
83444afffffffff,1.0,0.0,0.0
83444dfffffffff,1.0,0.0,0.0
83444efffffffff,1.0,0.0,0.0
834450fffffffff,41.0,0.0,0.0
834452fffffffff,16.0,0.0,0.0
834455fffffffff,4.0,0.0,0.0
834456fffffffff,385.0,0.0,0.0
834459fffffffff,9.0,0.0,0.0
834463fffffffff,11.0,0.0,0.0
83446cfffffffff,18.0,2.0,0.0
83446dfffffffff,12.0,0.0,0.0
83446efffffffff,3.0,0.0,0.0
834473fffffffff,3.0,0.0,0.0
8344a1fffffffff,5.0,0.0,0.0
8344a5fffffffff,2.0,0.0,0.0
8344a8fffffffff,54.0,0.0,0.0
8344a9fffffffff,142.0,0.0,0.0
8344acfffffffff,14.0,0.0,0.0
8344adfffffffff,13.0,0.0,0.0
8344c0fffffffff,17.0,0.0,0.0
8344c1fffffffff,19.0,0.0,0.0
8344c2fffffffff,159.0,2.0,0.0
8344c3fffffffff,31.0,0.0,0.0
8344c5fffffffff,2.0,0.0,0.0
8344c6fffffffff,9.0,3.0,0.0
8344c8fffffffff,6.0,0.0,0.0
8344cdfffffffff,2.0,0.0,0.0
8344cefffffffff,1.0,0.0,0.0
8344d0fffffffff,480.0,0.0,0.0
8344d1fffffffff,2.0,0.0,0.0
8344d2fffffffff,78.0,0.0,0.0
8344d3fffffffff,34.0,0.0,0.0
8344d5fffffffff,228.0,0.0,0.0
8344dafffffffff,3.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0
8344e0fffffffff,10.0,0.0,0.0
8344e2fffffffff,7.0,0.0,0.0
8344e4fffffffff,4.0,0.0,0.0
8344e5fffffffff,10.0,0.0,0.0
8344e6fffffffff,60.0,0.0,0.0
8344edfffffffff,5.0,0.0,0.0
8344eefffffffff,92.0,0.0,0.0
8344f0fffffffff,26.0,0.0,0.0
8344f1fffffffff,8.0,0.0,0.0
8344f4fffffffff,13.0,5.0,0.0
834588fffffffff,3.0,0.0,0.0
83458cfffffffff,20.0,0.0,6.0
83458dfffffffff,2.0,0.0,0.0
834890fffffffff,37.0,0.0,0.0
834892fffffffff,8.0,0.0,0.0
834893fffffffff,172.0,0.0,0.0
834895fffffffff,47.0,0.0,0.0
83489afffffffff,2.0,0.0,0.0
8348b2fffffffff,15.0,0.0,0.0
8348b3fffffffff,212.0,1.0,0.0
8348d4fffffffff,4.0,0.0,0.0
834992fffffffff,3.0,1.0,0.0
836d34fffffffff,7.0,0.0,0.0
