cell_id,Cecropis daurica,Cecropis daurica [daurica Group],Cecropis daurica [striolata Group]
8242cffffffffff,1053.0,1053.0,0.0
8242d7fffffffff,10.0,10.0,0.0
8242dffffffffff,984.0,984.0,0.0
8242e7fffffffff,209.0,209.0,0.0
8242effffffffff,174.0,174.0,0.0
8243a7fffffffff,10.0,10.0,0.0
824a27fffffffff,5.0,5.0,0.0
824b37fffffffff,24.0,24.0,0.0
824b57fffffffff,3.0,3.0,0.0
824b67fffffffff,16.0,16.0,0.0
824b6ffffffffff,2.0,2.0,0.0
824b87fffffffff,1882.0,267.0,1496.0
824b97fffffffff,25.0,0.0,25.0
824b9ffffffffff,99.0,0.0,99.0
824ba7fffffffff,16246.0,451.0,15686.0
824baffffffffff,2.0,2.0,0.0
824bb7fffffffff,15112.0,90.0,14990.0
826007fffffffff,3528.0,3528.0,0.0
826017fffffffff,24088.0,24082.0,0.0
82601ffffffffff,999.0,999.0,0.0
826027fffffffff,537.0,537.0,0.0
826037fffffffff,11604.0,11600.0,0.0
826087fffffffff,630.0,630.0,0.0
82608ffffffffff,5291.0,5288.0,0.0
826097fffffffff,1170.0,1170.0,0.0
82609ffffffffff,1917.0,1917.0,0.0
8260a7fffffffff,1581.0,1581.0,0.0
8260affffffffff,4539.0,4537.0,0.0
8260b7fffffffff,2373.0,2372.0,0.0
8260f7fffffffff,12.0,12.0,0.0
826107fffffffff,105.0,104.0,0.0
826117fffffffff,10.0,10.0,0.0
82611ffffffffff,144.0,144.0,0.0
82618ffffffffff,2872.0,2871.0,0.0
82619ffffffffff,87.0,87.0,0.0
8261affffffffff,176.0,176.0,0.0
82640ffffffffff,95.0,95.0,0.0
826417fffffffff,348.0,333.0,0.0
82641ffffffffff,2.0,2.0,0.0
826427fffffffff,20.0,19.0,0.0
82642ffffffffff,2.0,2.0,0.0
826437fffffffff,340.0,331.0,1.0
826487fffffffff,1006.0,356.0,603.0
82648ffffffffff,28.0,27.0,1.0
826497fffffffff,837.0,179.0,627.0
82649ffffffffff,115.0,47.0,61.0
8264a7fffffffff,835.0,688.0,107.0
8264affffffffff,7.0,7.0,0.0
8264b7fffffffff,456.0,236.0,173.0
8264e7fffffffff,14.0,14.0,0.0
826507fffffffff,26.0,26.0,0.0
82651ffffffffff,7.0,7.0,0.0
826527fffffffff,299.0,298.0,0.0
826587fffffffff,273.0,258.0,5.0
82658ffffffffff,465.0,441.0,0.0
826597fffffffff,467.0,395.0,58.0
82659ffffffffff,734.0,703.0,8.0
8265a7fffffffff,3.0,3.0,0.0
8265b7fffffffff,499.0,388.0,57.0
826807fffffffff,11.0,11.0,0.0
82682ffffffffff,13.0,0.0,13.0
826847fffffffff,59.0,0.0,59.0
82684ffffffffff,2.0,0.0,2.0
826877fffffffff,17.0,0.0,17.0
826937fffffffff,20.0,0.0,7.0
826947fffffffff,86.0,0.0,86.0
82694ffffffffff,206.0,0.0,205.0
82695ffffffffff,25.0,0.0,25.0
82696ffffffffff,112.0,0.0,112.0
828c17fffffffff,208.0,0.0,208.0
828d87fffffffff,25.0,0.0,25.0
828d8ffffffffff,34.0,0.0,34.0
828da7fffffffff,45.0,0.0,43.0
828db7fffffffff,103.0,0.0,93.0
829427fffffffff,29.0,0.0,29.0
82942ffffffffff,9.0,0.0,9.0
82951ffffffffff,134.0,0.0,134.0
829557fffffffff,7.0,0.0,7.0
8295a7fffffffff,132.0,0.0,126.0
8295affffffffff,30.0,0.0,30.0
