cell_id,Pericrocotus speciosus,Pericrocotus speciosus [speciosus Group],Pericrocotus speciosus leytensis/novus,Pericrocotus speciosus [marchesae Group],Pericrocotus speciosus exul/siebersi
8465867ffffffff,2.0,2.0,0.0,0.0,0.0
8465897ffffffff,4.0,0.0,0.0,0.0,0.0
846589bffffffff,2.0,0.0,0.0,0.0,0.0
84658a3ffffffff,4.0,0.0,0.0,0.0,0.0
84658b3ffffffff,1.0,1.0,0.0,0.0,0.0
8465907ffffffff,2.0,0.0,0.0,0.0,0.0
8465909ffffffff,4.0,0.0,0.0,0.0,0.0
8465911ffffffff,264.0,36.0,0.0,0.0,0.0
8465913ffffffff,2.0,0.0,0.0,0.0,0.0
8465915ffffffff,3.0,0.0,0.0,0.0,0.0
8465919ffffffff,1.0,0.0,0.0,0.0,0.0
846591bffffffff,151.0,7.0,0.0,0.0,0.0
846591dffffffff,87.0,16.0,0.0,0.0,0.0
8465929ffffffff,2.0,0.0,0.0,0.0,0.0
8465945ffffffff,2.0,0.0,0.0,0.0,0.0
8465947ffffffff,2.0,0.0,0.0,0.0,0.0
8465949ffffffff,2.0,0.0,0.0,0.0,0.0
846595dffffffff,4.0,0.0,0.0,0.0,0.0
8465961ffffffff,8.0,0.0,0.0,0.0,0.0
8465969ffffffff,4.0,0.0,0.0,0.0,0.0
846598bffffffff,6.0,6.0,0.0,0.0,0.0
8465991ffffffff,17.0,8.0,0.0,0.0,0.0
8465993ffffffff,630.0,156.0,0.0,0.0,0.0
846599bffffffff,3.0,0.0,0.0,0.0,0.0
846599dffffffff,18.0,3.0,0.0,0.0,0.0
84659c1ffffffff,2.0,0.0,0.0,0.0,0.0
84659c3ffffffff,2.0,0.0,0.0,0.0,0.0
84659c9ffffffff,41.0,8.0,0.0,0.0,0.0
84659cdffffffff,8.0,1.0,0.0,0.0,0.0
8465b01ffffffff,202.0,38.0,0.0,0.0,0.0
8465b09ffffffff,14.0,2.0,0.0,0.0,0.0
8465b0bffffffff,3.0,0.0,0.0,0.0,0.0
8465b21ffffffff,18.0,0.0,0.0,0.0,0.0
8465b23ffffffff,21.0,0.0,0.0,0.0,0.0
8465b25ffffffff,5.0,0.0,0.0,0.0,0.0
8465b2bffffffff,113.0,20.0,0.0,0.0,0.0
8465b33ffffffff,7.0,0.0,0.0,0.0,0.0
8465b39ffffffff,37.0,5.0,0.0,0.0,0.0
8465b3dffffffff,93.0,4.0,0.0,0.0,0.0
8465b51ffffffff,2.0,0.0,0.0,0.0,0.0
8465b57ffffffff,19.0,4.0,0.0,0.0,0.0
8465b61ffffffff,78.0,7.0,0.0,0.0,0.0
8465b63ffffffff,4.0,1.0,0.0,0.0,0.0
8465b65ffffffff,1.0,0.0,0.0,0.0,0.0
8465b67ffffffff,20.0,4.0,0.0,0.0,0.0
8465b6bffffffff,49.0,7.0,0.0,0.0,0.0
8468025ffffffff,2.0,0.0,0.0,0.0,0.0
8468103ffffffff,1.0,0.0,0.0,0.0,0.0
8468111ffffffff,4.0,0.0,0.0,0.0,0.0
8468119ffffffff,15.0,4.0,0.0,0.0,0.0
846811bffffffff,3.0,0.0,0.0,0.0,0.0
846811dffffffff,2.0,0.0,0.0,0.0,0.0
8468123ffffffff,30.0,15.0,0.0,0.0,0.0
8468125ffffffff,1.0,0.0,0.0,0.0,0.0
8468181ffffffff,2.0,0.0,0.0,0.0,0.0
8468183ffffffff,1.0,0.0,0.0,0.0,0.0
8468185ffffffff,1.0,0.0,0.0,0.0,0.0
8468189ffffffff,17.0,12.0,0.0,0.0,0.0
846818bffffffff,9.0,5.0,0.0,0.0,0.0
846818dffffffff,56.0,11.0,0.0,0.0,0.0
846819dffffffff,26.0,3.0,0.0,0.0,0.0
84681a9ffffffff,7.0,0.0,0.0,0.0,0.0
84681c3ffffffff,81.0,10.0,0.0,0.0,0.0
84681c5ffffffff,4.0,1.0,0.0,0.0,0.0
84681c7ffffffff,1.0,0.0,0.0,0.0,0.0
84681cbffffffff,1.0,0.0,0.0,0.0,0.0
84681d5ffffffff,8.0,0.0,0.0,0.0,0.0
84681e3ffffffff,3.0,0.0,0.0,0.0,0.0
84681edffffffff,9.0,7.0,0.0,0.0,0.0
846842bffffffff,2.0,0.0,0.0,0.0,0.0
8468435ffffffff,2.0,0.0,0.0,0.0,0.0
8468439ffffffff,9.0,0.0,0.0,0.0,0.0
8468447ffffffff,9.0,0.0,4.0,0.0,0.0
84684e5ffffffff,104.0,0.0,24.0,15.0,0.0
846856bffffffff,8.0,0.0,2.0,1.0,0.0
846858bffffffff,7.0,0.0,0.0,3.0,0.0
84685c3ffffffff,4.0,0.0,2.0,2.0,0.0
84685c7ffffffff,57.0,0.0,0.0,15.0,0.0
84685d1ffffffff,6.0,0.0,0.0,0.0,0.0
84685d7ffffffff,5.0,0.0,0.0,5.0,0.0
84685d9ffffffff,2.0,0.0,0.0,0.0,0.0
84685dbffffffff,3.0,0.0,0.0,3.0,0.0
84685ddffffffff,2.0,0.0,0.0,0.0,0.0
84685e1ffffffff,4.0,0.0,2.0,0.0,0.0
84685e3ffffffff,15.0,0.0,0.0,0.0,0.0
84685e7ffffffff,93.0,0.0,0.0,57.0,0.0
84685e9ffffffff,26.0,0.0,0.0,7.0,0.0
8468657ffffffff,2.0,0.0,0.0,0.0,0.0
84686e9ffffffff,12.0,0.0,0.0,0.0,0.0
846871bffffffff,10.0,0.0,1.0,0.0,0.0
8468915ffffffff,4.0,1.0,0.0,0.0,0.0
8468965ffffffff,6.0,0.0,0.0,0.0,0.0
8468a51ffffffff,13.0,0.0,0.0,0.0,0.0
8468ac9ffffffff,45.0,21.0,0.0,0.0,0.0
8468acdffffffff,2.0,0.0,0.0,0.0,0.0
8469341ffffffff,3.0,0.0,0.0,0.0,0.0
8469345ffffffff,62.0,4.0,0.0,0.0,0.0
8469347ffffffff,2.0,2.0,0.0,0.0,0.0
846934dffffffff,5.0,0.0,0.0,0.0,0.0
84694cdffffffff,2.0,0.0,0.0,0.0,0.0
84694e1ffffffff,74.0,2.0,13.0,0.0,0.0
84694ebffffffff,3.0,0.0,0.0,0.0,0.0
8469683ffffffff,2.0,0.0,0.0,0.0,0.0
846969dffffffff,1.0,0.0,1.0,0.0,0.0
84696a3ffffffff,5.0,0.0,0.0,0.0,0.0
84696c3ffffffff,2.0,0.0,0.0,0.0,0.0
848c101ffffffff,5.0,0.0,0.0,0.0,5.0
848c103ffffffff,4.0,0.0,0.0,0.0,4.0
848c10dffffffff,1.0,0.0,0.0,0.0,1.0
848c13bffffffff,9.0,0.0,0.0,0.0,3.0
848c147ffffffff,1.0,0.0,0.0,0.0,1.0
848c1a7ffffffff,11.0,0.0,0.0,0.0,0.0
848c92dffffffff,1.0,0.0,0.0,0.0,0.0
848c961ffffffff,14.0,6.0,0.0,0.0,0.0
848c965ffffffff,16.0,5.0,0.0,0.0,0.0
848c967ffffffff,15.0,2.0,0.0,0.0,0.0
848cad5ffffffff,23.0,0.0,0.0,0.0,0.0
848caddffffffff,28.0,1.0,0.0,0.0,0.0
848cd0bffffffff,12.0,0.0,0.0,0.0,0.0
848cd55ffffffff,24.0,10.0,0.0,0.0,0.0
848cd5dffffffff,7.0,2.0,0.0,0.0,0.0
848cf5bffffffff,9.0,0.0,0.0,0.0,0.0
848d85dffffffff,3.0,0.0,0.0,0.0,0.0
848d889ffffffff,2.0,0.0,0.0,0.0,2.0
848d893ffffffff,1.0,0.0,0.0,0.0,1.0
848d8c1ffffffff,9.0,0.0,0.0,0.0,6.0
848d9a5ffffffff,2.0,0.0,0.0,0.0,0.0
848da25ffffffff,7.0,0.0,0.0,0.0,2.0
848da2bffffffff,2.0,0.0,0.0,0.0,0.0
848da2dffffffff,3.0,0.0,0.0,0.0,0.0
848da35ffffffff,3.0,0.0,0.0,0.0,1.0
848da67ffffffff,22.0,0.0,0.0,0.0,13.0
848db53ffffffff,55.0,0.0,0.0,0.0,17.0
848db59ffffffff,129.0,0.0,0.0,0.0,56.0
8495a49ffffffff,7.0,0.0,0.0,0.0,4.0
8495a5dffffffff,2.0,0.0,0.0,0.0,0.0
