cell_id,Hirundapus caudacutus,Hirundapus caudacutus caudacutus,Hirundapus caudacutus nudipes
84681c3ffffffff,1.0,0.0,0.0
8468ac9ffffffff,2.0,0.0,0.0
8468c8bffffffff,1.0,1.0,0.0
8468ce7ffffffff,1.0,0.0,0.0
8472a2bffffffff,2.0,0.0,0.0
8472d19ffffffff,2.0,0.0,0.0
8472f23ffffffff,9.0,0.0,0.0
8472f35ffffffff,4.0,0.0,0.0
847390bffffffff,5.0,0.0,0.0
8473925ffffffff,5.0,0.0,0.0
84739abffffffff,4.0,0.0,0.0
84739b5ffffffff,1.0,0.0,0.0
84739bbffffffff,1.0,0.0,0.0
848c965ffffffff,2.0,0.0,0.0
848db59ffffffff,2.0,0.0,0.0
8494601ffffffff,9.0,3.0,0.0
84950a5ffffffff,2.0,0.0,0.0
8495449ffffffff,4.0,0.0,0.0
8495613ffffffff,14.0,0.0,0.0
8495661ffffffff,2.0,0.0,0.0
84956bdffffffff,4.0,0.0,0.0
8495a4dffffffff,2.0,0.0,0.0
849c003ffffffff,3.0,0.0,0.0
849c00bffffffff,2.0,0.0,0.0
849c017ffffffff,2.0,0.0,0.0
849c059ffffffff,3.0,0.0,0.0
849c05dffffffff,22.0,0.0,0.0
849c0a5ffffffff,1.0,0.0,0.0
849c0e9ffffffff,8.0,0.0,0.0
849c191ffffffff,11.0,0.0,0.0
849c203ffffffff,4.0,0.0,0.0
849c20bffffffff,12.0,0.0,0.0
849c215ffffffff,13.0,0.0,0.0
849c231ffffffff,58.0,0.0,0.0
849c233ffffffff,2.0,0.0,0.0
849c237ffffffff,62.0,0.0,0.0
849c239ffffffff,71.0,0.0,0.0
849c23bffffffff,17.0,0.0,0.0
849c251ffffffff,1.0,0.0,0.0
849c259ffffffff,8.0,0.0,0.0
849c85bffffffff,3.0,0.0,0.0
849caadffffffff,1.0,0.0,0.0
849cf19ffffffff,1.0,0.0,0.0
849cf39ffffffff,12.0,0.0,0.0
849cf3bffffffff,6.0,0.0,0.0
849cf53ffffffff,13.0,0.0,0.0
849d01bffffffff,2.0,0.0,0.0
849d0b7ffffffff,2.0,0.0,0.0
849d0bdffffffff,2.0,0.0,0.0
849d0c5ffffffff,2.0,0.0,0.0
849d0cbffffffff,2.0,0.0,0.0
849d0cdffffffff,26.0,0.0,0.0
849d0e3ffffffff,2.0,0.0,0.0
849d0e9ffffffff,3.0,0.0,0.0
849d211ffffffff,2.0,0.0,0.0
849d215ffffffff,2.0,0.0,0.0
849d219ffffffff,3.0,0.0,0.0
849d253ffffffff,1.0,0.0,0.0
849d255ffffffff,2.0,0.0,0.0
849d2a5ffffffff,2.0,0.0,0.0
849d2adffffffff,1.0,0.0,0.0
849d2c3ffffffff,7.0,0.0,0.0
84b9a4bffffffff,2.0,0.0,0.0
84ba69dffffffff,8.0,0.0,0.0
84be081ffffffff,2.0,0.0,0.0
84be085ffffffff,70.0,0.0,0.0
84be087ffffffff,14.0,0.0,0.0
84be089ffffffff,74.0,0.0,0.0
84be08bffffffff,1.0,0.0,0.0
84be08dffffffff,76.0,0.0,0.0
84be0a1ffffffff,1.0,0.0,0.0
84be0a3ffffffff,2.0,0.0,0.0
84be0a5ffffffff,1.0,0.0,0.0
84be0a7ffffffff,1.0,0.0,0.0
84be0a9ffffffff,9.0,0.0,0.0
84be0adffffffff,35.0,0.0,0.0
84be0b3ffffffff,3.0,0.0,0.0
84be0b7ffffffff,2.0,0.0,0.0
84be0bdffffffff,12.0,0.0,0.0
84be0c1ffffffff,7.0,0.0,0.0
84be0c3ffffffff,131.0,0.0,0.0
84be0c7ffffffff,8.0,0.0,0.0
84be0d1ffffffff,7.0,0.0,0.0
84be0d5ffffffff,3.0,0.0,0.0
84be0d9ffffffff,4.0,0.0,0.0
84be0dbffffffff,1.0,0.0,0.0
84be0ddffffffff,27.0,0.0,0.0
84be0e3ffffffff,100.0,0.0,0.0
84be0e7ffffffff,90.0,0.0,0.0
84be0ebffffffff,10.0,0.0,0.0
84be181ffffffff,77.0,0.0,0.0
84be183ffffffff,10.0,0.0,0.0
84be185ffffffff,24.0,0.0,0.0
84be187ffffffff,8.0,0.0,0.0
84be189ffffffff,34.0,0.0,0.0
84be18bffffffff,39.0,0.0,0.0
84be18dffffffff,1.0,0.0,0.0
84be191ffffffff,2.0,0.0,0.0
84be199ffffffff,7.0,0.0,0.0
84be19dffffffff,5.0,0.0,0.0
84be1a1ffffffff,64.0,0.0,0.0
84be1a3ffffffff,7.0,0.0,0.0
84be1a5ffffffff,22.0,0.0,0.0
84be1a7ffffffff,2.0,0.0,0.0
84be1a9ffffffff,37.0,0.0,0.0
84be1abffffffff,15.0,0.0,0.0
84be1b1ffffffff,5.0,0.0,0.0
84be1b5ffffffff,2.0,0.0,0.0
84be1b9ffffffff,6.0,0.0,0.0
84be1bdffffffff,3.0,0.0,0.0
84be1d1ffffffff,48.0,0.0,0.0
84be1d3ffffffff,9.0,0.0,0.0
84be1d5ffffffff,29.0,0.0,0.0
84be1d7ffffffff,5.0,0.0,0.0
84be1dbffffffff,30.0,0.0,0.0
84be293ffffffff,21.0,0.0,0.0
84be29bffffffff,11.0,0.0,0.0
84be2b3ffffffff,13.0,0.0,0.0
84be401ffffffff,5.0,0.0,0.0
84be409ffffffff,39.0,0.0,0.0
84be441ffffffff,5.0,0.0,0.0
84be443ffffffff,20.0,0.0,0.0
84be445ffffffff,3.0,0.0,0.0
84be447ffffffff,8.0,0.0,0.0
84be449ffffffff,5.0,0.0,0.0
84be44bffffffff,1.0,0.0,0.0
84be455ffffffff,25.0,0.0,0.0
84be457ffffffff,2.0,0.0,0.0
84be459ffffffff,10.0,0.0,0.0
84be45dffffffff,1.0,0.0,0.0
84be469ffffffff,4.0,0.0,0.0
84be499ffffffff,2.0,0.0,0.0
84be545ffffffff,4.0,0.0,0.0
84be569ffffffff,1.0,0.0,0.0
84be605ffffffff,3.0,0.0,0.0
84be607ffffffff,20.0,0.0,0.0
84be60dffffffff,19.0,0.0,0.0
84be613ffffffff,23.0,0.0,0.0
84be617ffffffff,24.0,0.0,0.0
84be623ffffffff,37.0,0.0,0.0
84be627ffffffff,4.0,0.0,0.0
84be629ffffffff,21.0,0.0,0.0
84be62bffffffff,82.0,0.0,0.0
84be633ffffffff,2.0,0.0,0.0
84be635ffffffff,11.0,0.0,0.0
84be639ffffffff,2.0,0.0,0.0
84be63bffffffff,31.0,0.0,0.0
84be63dffffffff,11.0,0.0,0.0
84be661ffffffff,6.0,0.0,0.0
84be663ffffffff,23.0,0.0,0.0
84be667ffffffff,4.0,0.0,0.0
84be681ffffffff,3.0,0.0,0.0
84be683ffffffff,18.0,0.0,0.0
84be695ffffffff,10.0,0.0,0.0
84be6b1ffffffff,2.0,0.0,0.0
84be6e1ffffffff,7.0,0.0,0.0
84be6e9ffffffff,10.0,0.0,0.0
84be6ebffffffff,3.0,0.0,0.0
84be6edffffffff,3.0,0.0,0.0
84be707ffffffff,2.0,0.0,0.0
84be713ffffffff,10.0,0.0,0.0
84be717ffffffff,19.0,0.0,0.0
84be71bffffffff,3.0,0.0,0.0
84be721ffffffff,10.0,0.0,0.0
84be723ffffffff,2.0,0.0,0.0
84be725ffffffff,5.0,0.0,0.0
84be729ffffffff,10.0,0.0,0.0
84be72dffffffff,29.0,0.0,0.0
84be739ffffffff,1.0,0.0,0.0
84be73bffffffff,1.0,0.0,0.0
84be741ffffffff,7.0,0.0,0.0
84be743ffffffff,7.0,0.0,0.0
84be745ffffffff,2.0,0.0,0.0
84be747ffffffff,3.0,0.0,0.0
84be749ffffffff,27.0,0.0,0.0
84be74bffffffff,82.0,0.0,0.0
84be74dffffffff,129.0,0.0,0.0
84be751ffffffff,29.0,0.0,0.0
84be757ffffffff,3.0,0.0,0.0
84be759ffffffff,2.0,0.0,0.0
84be75bffffffff,3.0,0.0,0.0
84be75dffffffff,17.0,0.0,0.0
84be761ffffffff,1.0,0.0,0.0
84be765ffffffff,4.0,0.0,0.0
84be76bffffffff,2.0,0.0,0.0
84be76dffffffff,14.0,0.0,0.0
84be883ffffffff,51.0,0.0,0.0
84be887ffffffff,41.0,0.0,0.0
84be88bffffffff,76.0,0.0,0.0
84be891ffffffff,2.0,0.0,0.0
84be89bffffffff,8.0,0.0,0.0
84be89dffffffff,21.0,0.0,0.0
84be8b3ffffffff,2.0,0.0,0.0
84be8bdffffffff,2.0,0.0,0.0
84be8c3ffffffff,4.0,0.0,0.0
84be8d1ffffffff,849.0,0.0,0.0
84be8d3ffffffff,25.0,0.0,0.0
84be8d5ffffffff,67.0,0.0,0.0
84be8d7ffffffff,72.0,0.0,0.0
84be8d9ffffffff,332.0,0.0,0.0
84be8dbffffffff,123.0,0.0,0.0
84be8ddffffffff,63.0,0.0,0.0
84bea91ffffffff,19.0,0.0,0.0
84bea93ffffffff,4.0,0.0,0.0
84bea95ffffffff,109.0,0.0,0.0
84bea97ffffffff,17.0,0.0,0.0
84bea9bffffffff,4.0,0.0,0.0
84beab1ffffffff,3.0,0.0,0.0
84beab3ffffffff,186.0,0.0,0.0
84beab7ffffffff,5.0,0.0,0.0
84beabbffffffff,134.0,0.0,0.0
84bec6dffffffff,2.0,0.0,0.0
84bed19ffffffff,1.0,0.0,0.0
84bed25ffffffff,10.0,0.0,0.0
84bee01ffffffff,4.0,0.0,0.0
84bee05ffffffff,15.0,0.0,0.0
84bee07ffffffff,5.0,0.0,0.0
84bee29ffffffff,1.0,0.0,0.0
84bee2bffffffff,12.0,0.0,0.0
84bee41ffffffff,7.0,0.0,0.0
84bee51ffffffff,3.0,0.0,0.0
84bee6dffffffff,2.0,0.0,0.0
84bef03ffffffff,4.0,0.0,0.0
84bef05ffffffff,25.0,0.0,0.0
84bef07ffffffff,7.0,0.0,0.0
84bef0bffffffff,7.0,0.0,0.0
84bef0dffffffff,8.0,0.0,0.0
84bef15ffffffff,1.0,0.0,0.0
84bef23ffffffff,3.0,0.0,0.0
84bef25ffffffff,1.0,0.0,0.0
84bef2dffffffff,15.0,0.0,0.0
84bef3dffffffff,12.0,0.0,0.0
84bef41ffffffff,4.0,0.0,0.0
84bef43ffffffff,2.0,0.0,0.0
84bef4dffffffff,3.0,0.0,0.0
84bef51ffffffff,2.0,0.0,0.0
84bef5dffffffff,2.0,0.0,0.0
84bef61ffffffff,7.0,0.0,0.0
84bef65ffffffff,10.0,0.0,0.0
84bef67ffffffff,4.0,0.0,0.0
84bef6bffffffff,2.0,0.0,0.0
84bef6dffffffff,20.0,0.0,0.0
84bf487ffffffff,2.0,0.0,0.0
84bf491ffffffff,1.0,0.0,0.0
84bf49bffffffff,4.0,0.0,0.0
84bf49dffffffff,1.0,0.0,0.0
84bf4a9ffffffff,2.0,0.0,0.0
84bf4abffffffff,1.0,0.0,0.0
84bf4adffffffff,5.0,0.0,0.0
84bf4b1ffffffff,7.0,0.0,0.0
84bf4b9ffffffff,2.0,0.0,0.0
84bf4bbffffffff,2.0,0.0,0.0
84bf4bdffffffff,6.0,0.0,0.0
84bf4c1ffffffff,2.0,0.0,0.0
84bf4c3ffffffff,2.0,0.0,0.0
84bf4cbffffffff,7.0,0.0,0.0
84bf4ddffffffff,7.0,0.0,0.0
84bf4e7ffffffff,2.0,0.0,0.0
84bf4ebffffffff,3.0,0.0,0.0
84bf6b3ffffffff,2.0,0.0,0.0
84bf6b7ffffffff,5.0,0.0,0.0
84bf8b9ffffffff,6.0,0.0,0.0
84d8961ffffffff,9.0,0.0,0.0
84d8965ffffffff,2.0,0.0,0.0
