cell_id,Cuculus clamosus,Cuculus clamosus gabonensis,Cuculus clamosus clamosus
84751d7ffffffff,1.0,0.0,0.0
8475201ffffffff,7.0,0.0,0.0
847520bffffffff,1.0,0.0,0.0
8475295ffffffff,45.0,6.0,0.0
84752a1ffffffff,3.0,0.0,0.0
84752a9ffffffff,1.0,0.0,0.0
84752abffffffff,36.0,2.0,0.0
84752adffffffff,2.0,0.0,0.0
84752b5ffffffff,41.0,11.0,0.0
84752d3ffffffff,2.0,0.0,0.0
84752dbffffffff,5.0,0.0,0.0
84752e9ffffffff,1.0,0.0,0.0
8475a83ffffffff,2.0,0.0,0.0
847a401ffffffff,2.0,0.0,0.0
847a403ffffffff,1.0,0.0,0.0
847a407ffffffff,7.0,0.0,0.0
847a409ffffffff,1.0,0.0,0.0
847a40bffffffff,2.0,0.0,0.0
847a40dffffffff,1.0,0.0,0.0
847a41dffffffff,9.0,0.0,0.0
847a455ffffffff,2.0,0.0,0.0
847a48bffffffff,3.0,0.0,0.0
847a4a3ffffffff,1.0,0.0,0.0
847a4b1ffffffff,1.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0
847a4cbffffffff,37.0,0.0,0.0
847a4d3ffffffff,2.0,0.0,0.0
847a4ddffffffff,44.0,0.0,0.0
847a533ffffffff,1.0,0.0,0.0
847a609ffffffff,63.0,0.0,0.0
847a611ffffffff,1.0,0.0,0.0
847a613ffffffff,1.0,0.0,0.0
847a631ffffffff,2.0,0.0,0.0
847a653ffffffff,5.0,0.0,0.0
847a657ffffffff,5.0,0.0,0.0
847a659ffffffff,7.0,0.0,0.0
847a68bffffffff,1.0,0.0,0.0
847a6a1ffffffff,29.0,0.0,0.0
847a6a3ffffffff,2.0,0.0,0.0
847a6adffffffff,30.0,0.0,0.0
847a6b7ffffffff,1.0,0.0,0.0
847a6bdffffffff,1.0,0.0,0.0
847a6d1ffffffff,4.0,0.0,0.0
847a6d3ffffffff,2.0,0.0,0.0
847a6e7ffffffff,3.0,0.0,0.0
847a6ebffffffff,1.0,0.0,0.0
847ac97ffffffff,2.0,0.0,0.0
847accdffffffff,1.0,0.0,0.0
847acd5ffffffff,7.0,0.0,4.0
847acd7ffffffff,2.0,0.0,0.0
847ae81ffffffff,2.0,0.0,0.0
847ae91ffffffff,2.0,0.0,0.0
847ae9bffffffff,6.0,0.0,0.0
847aea7ffffffff,2.0,0.0,0.0
847aed9ffffffff,2.0,0.0,0.0
847b483ffffffff,2.0,0.0,0.0
847b6bbffffffff,1.0,0.0,0.0
8482187ffffffff,3.0,0.0,0.0
8482853ffffffff,3.0,0.0,0.0
84828b5ffffffff,2.0,0.0,0.0
84828d1ffffffff,171.0,7.0,0.0
8482a09ffffffff,3.0,0.0,0.0
8482a0bffffffff,2.0,0.0,0.0
8482a31ffffffff,2.0,0.0,0.0
8482a37ffffffff,7.0,0.0,0.0
8482a55ffffffff,4.0,0.0,0.0
8482a81ffffffff,3.0,0.0,0.0
8482aadffffffff,2.0,0.0,0.0
8482d07ffffffff,2.0,0.0,0.0
8482d23ffffffff,3.0,0.0,0.0
8482d27ffffffff,2.0,0.0,0.0
8482d35ffffffff,1.0,0.0,0.0
8482d37ffffffff,4.0,2.0,0.0
8483151ffffffff,1.0,0.0,1.0
848333dffffffff,4.0,0.0,0.0
8483921ffffffff,1.0,0.0,0.0
8483981ffffffff,10.0,2.0,0.0
8483983ffffffff,4.0,0.0,0.0
848398bffffffff,10.0,0.0,0.0
8483ac7ffffffff,2.0,0.0,2.0
8483ac9ffffffff,1.0,0.0,0.0
8496009ffffffff,10.0,0.0,1.0
8496015ffffffff,7.0,0.0,0.0
849602dffffffff,3.0,0.0,1.0
8496039ffffffff,1.0,0.0,1.0
849603bffffffff,5.0,0.0,0.0
8496047ffffffff,2.0,0.0,0.0
8496051ffffffff,1.0,0.0,0.0
8496097ffffffff,4.0,0.0,0.0
8496099ffffffff,1.0,0.0,0.0
84960b1ffffffff,5.0,0.0,0.0
84960b5ffffffff,17.0,0.0,6.0
84960b7ffffffff,2.0,0.0,0.0
84960e9ffffffff,5.0,0.0,0.0
84960edffffffff,1.0,0.0,0.0
8496141ffffffff,2.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0
849615dffffffff,8.0,0.0,4.0
84961a9ffffffff,2.0,0.0,0.0
8496201ffffffff,5.0,0.0,5.0
8496203ffffffff,3.0,0.0,3.0
8496207ffffffff,6.0,0.0,0.0
8496217ffffffff,4.0,0.0,0.0
8496233ffffffff,1.0,0.0,0.0
8496239ffffffff,3.0,0.0,3.0
849623bffffffff,5.0,0.0,0.0
8496261ffffffff,2.0,0.0,0.0
8496263ffffffff,14.0,0.0,0.0
8496283ffffffff,2.0,0.0,0.0
84962b1ffffffff,1.0,0.0,0.0
84962c5ffffffff,1.0,0.0,0.0
84962c9ffffffff,8.0,0.0,4.0
84962e5ffffffff,8.0,0.0,3.0
8496335ffffffff,7.0,0.0,3.0
8496569ffffffff,3.0,0.0,2.0
8496707ffffffff,2.0,0.0,0.0
8496755ffffffff,1.0,0.0,0.0
8496901ffffffff,8.0,0.0,0.0
8496907ffffffff,1.0,0.0,0.0
8496921ffffffff,1.0,0.0,0.0
8496925ffffffff,18.0,0.0,0.0
8496935ffffffff,8.0,0.0,0.0
8496937ffffffff,2.0,0.0,0.0
849693dffffffff,5.0,0.0,0.0
8496a15ffffffff,2.0,0.0,0.0
8496abdffffffff,2.0,0.0,0.0
8496b13ffffffff,5.0,0.0,0.0
8496b19ffffffff,33.0,0.0,0.0
8496b1bffffffff,2.0,0.0,0.0
8496b47ffffffff,2.0,0.0,0.0
8496b57ffffffff,2.0,0.0,0.0
8496b63ffffffff,3.0,0.0,0.0
8496b6dffffffff,2.0,0.0,0.0
8496e49ffffffff,2.0,0.0,0.0
8497015ffffffff,2.0,0.0,0.0
8497023ffffffff,4.0,0.0,0.0
849702bffffffff,3.0,0.0,0.0
8497035ffffffff,13.0,0.0,0.0
849703dffffffff,16.0,0.0,0.0
84970d3ffffffff,1.0,0.0,0.0
8497101ffffffff,7.0,0.0,0.0
8497103ffffffff,24.0,0.0,0.0
8497107ffffffff,16.0,0.0,0.0
8497119ffffffff,33.0,0.0,0.0
8497153ffffffff,2.0,0.0,0.0
8497157ffffffff,3.0,0.0,0.0
849719bffffffff,2.0,0.0,0.0
849728dffffffff,2.0,0.0,0.0
8497291ffffffff,14.0,0.0,0.0
8497297ffffffff,2.0,0.0,0.0
8497299ffffffff,1.0,0.0,0.0
84972cdffffffff,2.0,0.0,0.0
84972d5ffffffff,3.0,0.0,2.0
84972d7ffffffff,1.0,0.0,0.0
84972d9ffffffff,3.0,0.0,0.0
84972dbffffffff,1.0,0.0,0.0
84972e3ffffffff,21.0,0.0,4.0
8497311ffffffff,1.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0
8497415ffffffff,2.0,0.0,0.0
849741dffffffff,6.0,0.0,0.0
8497431ffffffff,1.0,0.0,0.0
8497435ffffffff,2.0,0.0,0.0
8497437ffffffff,16.0,0.0,0.0
849743bffffffff,6.0,0.0,0.0
849743dffffffff,1.0,0.0,0.0
849748dffffffff,2.0,0.0,0.0
84974a9ffffffff,46.0,0.0,0.0
84974abffffffff,107.0,0.0,5.0
84974b9ffffffff,50.0,0.0,10.0
84974bbffffffff,5.0,0.0,0.0
84974e1ffffffff,1.0,0.0,0.0
84974e9ffffffff,19.0,0.0,0.0
84974edffffffff,1.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0
8497509ffffffff,6.0,0.0,2.0
8497511ffffffff,1.0,0.0,0.0
8497513ffffffff,9.0,0.0,0.0
8497515ffffffff,15.0,0.0,0.0
8497517ffffffff,36.0,0.0,5.0
8497519ffffffff,2.0,0.0,0.0
8497547ffffffff,2.0,0.0,0.0
8497583ffffffff,3.0,0.0,0.0
84975c7ffffffff,13.0,0.0,3.0
84975cbffffffff,1.0,0.0,0.0
84975d9ffffffff,9.0,0.0,0.0
84975e1ffffffff,7.0,0.0,0.0
84975e9ffffffff,4.0,0.0,0.0
84975ebffffffff,5.0,0.0,2.0
8497701ffffffff,2.0,0.0,0.0
8497707ffffffff,3.0,0.0,0.0
8497751ffffffff,2.0,0.0,0.0
849775dffffffff,2.0,0.0,0.0
84978d9ffffffff,4.0,0.0,0.0
8497a8bffffffff,3.0,0.0,0.0
84ac801ffffffff,6.0,0.0,0.0
84ac81bffffffff,11.0,0.0,0.0
84ac867ffffffff,32.0,0.0,8.0
84ac8a9ffffffff,2.0,0.0,0.0
84ac95bffffffff,5.0,0.0,0.0
84ac961ffffffff,30.0,0.0,0.0
84ac969ffffffff,7.0,0.0,0.0
84ac96dffffffff,3.0,0.0,0.0
84aca11ffffffff,2.0,0.0,0.0
84aca27ffffffff,23.0,0.0,0.0
84aca39ffffffff,2.0,0.0,0.0
84aca3bffffffff,7.0,0.0,0.0
84aca3dffffffff,23.0,0.0,4.0
84aca61ffffffff,6.0,0.0,0.0
84aca6bffffffff,18.0,0.0,0.0
84acb11ffffffff,2.0,0.0,0.0
84acb1bffffffff,6.0,0.0,0.0
84acb33ffffffff,1.0,0.0,0.0
84ad821ffffffff,1.0,0.0,1.0
84ad82dffffffff,1.0,0.0,0.0
84ad869ffffffff,1.0,0.0,0.0
84adb2bffffffff,8.0,0.0,2.0
84bc093ffffffff,3.0,0.0,0.0
84bc0b1ffffffff,2.0,0.0,0.0
84bc0bdffffffff,2.0,0.0,0.0
84bc197ffffffff,1.0,0.0,0.0
84bc19bffffffff,2.0,0.0,0.0
84bc1b7ffffffff,5.0,0.0,0.0
84bc409ffffffff,1.0,0.0,0.0
84bc455ffffffff,18.0,0.0,2.0
84bc457ffffffff,1.0,0.0,0.0
84bc469ffffffff,2.0,0.0,0.0
84bc46dffffffff,4.0,0.0,0.0
84bc569ffffffff,1.0,0.0,0.0
84bc695ffffffff,3.0,0.0,0.0
84bc6a3ffffffff,4.0,0.0,2.0
84bc6bdffffffff,2.0,0.0,0.0
84bc717ffffffff,5.0,0.0,0.0
84bc723ffffffff,5.0,0.0,0.0
84bc737ffffffff,7.0,0.0,4.0
84bc739ffffffff,2.0,0.0,0.0
84bc73bffffffff,3.0,0.0,0.0
84bc893ffffffff,5.0,0.0,0.0
84bc89bffffffff,11.0,0.0,3.0
84bcc35ffffffff,29.0,0.0,9.0
84bcc37ffffffff,5.0,0.0,0.0
84bcc3dffffffff,1.0,0.0,0.0
84bcc49ffffffff,3.0,0.0,0.0
84bcc4dffffffff,1.0,0.0,0.0
84bcc6dffffffff,3.0,0.0,0.0
84bcca5ffffffff,3.0,0.0,0.0
84bcca7ffffffff,3.0,0.0,0.0
84bccc9ffffffff,2.0,0.0,0.0
84bcd01ffffffff,18.0,0.0,0.0
84bcd05ffffffff,14.0,0.0,5.0
84bcd07ffffffff,10.0,0.0,2.0
84bcd09ffffffff,5.0,0.0,4.0
84bcd0bffffffff,15.0,0.0,7.0
84bcd0dffffffff,4.0,0.0,0.0
84bcd11ffffffff,15.0,0.0,0.0
84bcd13ffffffff,5.0,0.0,3.0
84bcd15ffffffff,2.0,0.0,0.0
84bcd1bffffffff,1.0,0.0,0.0
84bcd1dffffffff,9.0,0.0,2.0
84bcd21ffffffff,5.0,0.0,0.0
84bcd27ffffffff,5.0,0.0,0.0
84bcd29ffffffff,50.0,0.0,16.0
84bcd2dffffffff,3.0,0.0,0.0
84bcd33ffffffff,1.0,0.0,0.0
84bcd47ffffffff,7.0,0.0,0.0
84bcd4bffffffff,7.0,0.0,0.0
84bcd57ffffffff,4.0,0.0,0.0
84bcd61ffffffff,3.0,0.0,0.0
84bcd63ffffffff,3.0,0.0,1.0
84bcd67ffffffff,2.0,0.0,0.0
84bcd6bffffffff,2.0,0.0,0.0
84bcd99ffffffff,1.0,0.0,0.0
84bcd9bffffffff,1.0,0.0,0.0
84bcda1ffffffff,3.0,0.0,0.0
84bcdc1ffffffff,44.0,0.0,14.0
84bcdc3ffffffff,4.0,0.0,0.0
84bcdc5ffffffff,9.0,0.0,0.0
84bcdc9ffffffff,15.0,0.0,0.0
84bcdcbffffffff,2.0,0.0,0.0
84bcdcdffffffff,4.0,0.0,0.0
84bcdd1ffffffff,6.0,0.0,0.0
84bcdd9ffffffff,2.0,0.0,0.0
84bcdddffffffff,2.0,0.0,0.0
84bcde5ffffffff,44.0,0.0,15.0
84bcdebffffffff,16.0,0.0,0.0
84bce21ffffffff,4.0,0.0,0.0
84bce25ffffffff,1.0,0.0,0.0
84bce29ffffffff,40.0,0.0,8.0
84bce2dffffffff,4.0,0.0,2.0
84bce49ffffffff,1.0,0.0,0.0
84bce61ffffffff,4.0,0.0,2.0
84bce65ffffffff,5.0,0.0,5.0
84bce67ffffffff,49.0,0.0,8.0
84bce69ffffffff,7.0,0.0,0.0
84bce99ffffffff,3.0,0.0,0.0
84bcea3ffffffff,2.0,0.0,0.0
84bcf05ffffffff,6.0,0.0,0.0
84bcf09ffffffff,33.0,0.0,0.0
84bcf19ffffffff,1.0,0.0,1.0
84bcf21ffffffff,6.0,0.0,6.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,13.0,0.0,13.0
84bcf29ffffffff,126.0,0.0,18.0
84bcf2dffffffff,4.0,0.0,0.0
84bcf33ffffffff,4.0,0.0,4.0
84bcf39ffffffff,2.0,0.0,0.0
84bcf3dffffffff,24.0,0.0,19.0
84bcf47ffffffff,3.0,0.0,0.0
84bcf53ffffffff,14.0,0.0,5.0
84bcf59ffffffff,4.0,0.0,0.0
84bcf5bffffffff,36.0,0.0,21.0
84bcf5dffffffff,1.0,0.0,0.0
84bcf61ffffffff,5.0,0.0,0.0
84bcf63ffffffff,30.0,0.0,0.0
84bcf67ffffffff,9.0,0.0,0.0
