cell_id,Agricola pallidus,Agricola pallidus [pallidus Group],Agricola pallidus bafirawari,Agricola pallidus subalaris/erlangeri
837a4cfffffffff,54.0,0.0,0.0,0.0
837a4dfffffffff,13.0,0.0,0.0,0.0
837a50fffffffff,4.0,0.0,0.0,0.0
837a60fffffffff,3.0,0.0,0.0,0.0
837a61fffffffff,27.0,0.0,0.0,0.0
837a63fffffffff,10.0,0.0,0.0,0.0
837a64fffffffff,22.0,0.0,0.0,0.0
837a65fffffffff,31.0,0.0,0.0,0.0
837a66fffffffff,10.0,0.0,0.0,0.0
837a68fffffffff,173.0,0.0,0.0,0.0
837a69fffffffff,2.0,0.0,0.0,0.0
837a6afffffffff,132.0,0.0,0.0,0.0
837a6bfffffffff,3.0,0.0,0.0,0.0
837a6dfffffffff,48.0,2.0,0.0,2.0
837a6efffffffff,43.0,0.0,0.0,0.0
837a71fffffffff,1.0,0.0,1.0,0.0
837a73fffffffff,8.0,0.0,8.0,0.0
837a74fffffffff,2.0,0.0,0.0,0.0
837ac8fffffffff,15.0,0.0,0.0,0.0
837acafffffffff,3.0,0.0,0.0,0.0
837acbfffffffff,3.0,0.0,0.0,0.0
837accfffffffff,2.0,2.0,0.0,0.0
837acdfffffffff,10.0,2.0,0.0,0.0
837ad9fffffffff,19.0,0.0,0.0,0.0
837ae8fffffffff,9.0,4.0,0.0,0.0
837ae9fffffffff,28.0,5.0,0.0,0.0
837aedfffffffff,2.0,0.0,0.0,0.0
837b48fffffffff,7.0,0.0,0.0,0.0
837b49fffffffff,2.0,0.0,0.0,0.0
837b4afffffffff,40.0,0.0,0.0,0.0
837b4bfffffffff,6.0,0.0,0.0,1.0
837b4dfffffffff,1.0,0.0,0.0,0.0
837b59fffffffff,101.0,0.0,0.0,0.0
837b5bfffffffff,3.0,0.0,0.0,0.0
837b6bfffffffff,8.0,0.0,0.0,4.0
8382a0fffffffff,5.0,0.0,0.0,0.0
8382a5fffffffff,2.0,0.0,0.0,0.0
838312fffffffff,2.0,0.0,0.0,0.0
838322fffffffff,2.0,2.0,0.0,0.0
838326fffffffff,2.0,0.0,0.0,0.0
838330fffffffff,3.0,3.0,0.0,0.0
838333fffffffff,8.0,3.0,0.0,0.0
83838afffffffff,1.0,0.0,0.0,0.0
839600fffffffff,9.0,2.0,0.0,0.0
839601fffffffff,3.0,0.0,0.0,0.0
839602fffffffff,6.0,0.0,0.0,0.0
839603fffffffff,1.0,0.0,0.0,0.0
839608fffffffff,5.0,0.0,0.0,0.0
839609fffffffff,2.0,0.0,0.0,0.0
83960bfffffffff,10.0,0.0,0.0,0.0
83960efffffffff,3.0,1.0,0.0,0.0
839615fffffffff,7.0,3.0,0.0,0.0
83961dfffffffff,1.0,0.0,0.0,0.0
839620fffffffff,3.0,0.0,0.0,0.0
839623fffffffff,21.0,2.0,0.0,0.0
839626fffffffff,4.0,0.0,0.0,0.0
839628fffffffff,11.0,0.0,0.0,0.0
83962bfffffffff,1.0,0.0,0.0,0.0
83962cfffffffff,14.0,0.0,0.0,0.0
83962dfffffffff,2.0,2.0,0.0,0.0
83962efffffffff,9.0,6.0,0.0,0.0
839633fffffffff,2.0,0.0,0.0,0.0
839636fffffffff,4.0,0.0,0.0,0.0
839646fffffffff,2.0,0.0,0.0,0.0
839662fffffffff,1.0,0.0,0.0,0.0
839673fffffffff,2.0,0.0,0.0,0.0
839675fffffffff,1.0,0.0,0.0,0.0
839690fffffffff,23.0,0.0,0.0,0.0
839692fffffffff,38.0,2.0,0.0,0.0
839693fffffffff,44.0,0.0,0.0,0.0
83969afffffffff,2.0,0.0,0.0,0.0
83969bfffffffff,1.0,0.0,0.0,0.0
83969efffffffff,2.0,0.0,0.0,0.0
8396a2fffffffff,4.0,0.0,0.0,0.0
8396a3fffffffff,2.0,0.0,0.0,0.0
8396a5fffffffff,1.0,0.0,0.0,0.0
8396a8fffffffff,1.0,1.0,0.0,0.0
8396b0fffffffff,21.0,4.0,0.0,0.0
8396b1fffffffff,85.0,0.0,0.0,0.0
8396b2fffffffff,3.0,2.0,0.0,0.0
8396b5fffffffff,17.0,0.0,0.0,0.0
8396b6fffffffff,3.0,0.0,0.0,0.0
8396e4fffffffff,2.0,0.0,0.0,0.0
839700fffffffff,4.0,0.0,0.0,0.0
839702fffffffff,20.0,0.0,0.0,0.0
839703fffffffff,1.0,0.0,0.0,0.0
839706fffffffff,8.0,0.0,0.0,0.0
83970afffffffff,2.0,0.0,0.0,0.0
839710fffffffff,14.0,0.0,0.0,0.0
839711fffffffff,51.0,0.0,0.0,0.0
839713fffffffff,8.0,0.0,0.0,0.0
839715fffffffff,3.0,0.0,0.0,0.0
839719fffffffff,2.0,0.0,0.0,0.0
83971cfffffffff,5.0,0.0,0.0,0.0
83971dfffffffff,13.0,2.0,0.0,0.0
839724fffffffff,21.0,0.0,0.0,0.0
839729fffffffff,2.0,0.0,0.0,0.0
83972cfffffffff,15.0,4.0,0.0,0.0
83972dfffffffff,6.0,2.0,0.0,0.0
83972efffffffff,5.0,0.0,0.0,0.0
839731fffffffff,2.0,0.0,0.0,0.0
839735fffffffff,9.0,0.0,0.0,0.0
839741fffffffff,9.0,0.0,0.0,0.0
839743fffffffff,3.0,0.0,0.0,0.0
839745fffffffff,2.0,0.0,0.0,0.0
839748fffffffff,1.0,0.0,0.0,0.0
83974afffffffff,59.0,1.0,0.0,0.0
83974bfffffffff,86.0,11.0,0.0,0.0
83974efffffffff,23.0,18.0,0.0,0.0
839750fffffffff,4.0,0.0,0.0,0.0
839751fffffffff,53.0,4.0,0.0,0.0
839758fffffffff,6.0,0.0,0.0,0.0
83975cfffffffff,5.0,0.0,0.0,0.0
83975dfffffffff,3.0,0.0,0.0,0.0
83975efffffffff,9.0,2.0,0.0,0.0
839772fffffffff,1.0,0.0,0.0,0.0
839789fffffffff,3.0,0.0,0.0,0.0
83978dfffffffff,4.0,0.0,0.0,0.0
839799fffffffff,7.0,0.0,0.0,0.0
83979dfffffffff,3.0,0.0,0.0,0.0
8397a8fffffffff,2.0,0.0,0.0,0.0
8397aafffffffff,1.0,0.0,0.0,0.0
8397acfffffffff,1.0,0.0,0.0,0.0
83ac8afffffffff,2.0,0.0,0.0,0.0
83ac90fffffffff,2.0,0.0,0.0,0.0
83ac93fffffffff,6.0,0.0,0.0,0.0
83ac94fffffffff,4.0,3.0,0.0,0.0
83ac96fffffffff,34.0,1.0,0.0,0.0
83bc89fffffffff,51.0,14.0,0.0,0.0
83bc8bfffffffff,2.0,0.0,0.0,0.0
83bc99fffffffff,30.0,0.0,0.0,0.0
83bc9bfffffffff,1.0,0.0,0.0,0.0
83bcc3fffffffff,5.0,0.0,0.0,0.0
83bcd0fffffffff,56.0,17.0,0.0,0.0
83bcd1fffffffff,1.0,0.0,0.0,0.0
83bcd2fffffffff,54.0,8.0,0.0,0.0
83bcd3fffffffff,12.0,0.0,0.0,0.0
83bcd4fffffffff,14.0,0.0,0.0,0.0
83bcd6fffffffff,11.0,0.0,0.0,0.0
83bcd8fffffffff,4.0,4.0,0.0,0.0
83bcdcfffffffff,30.0,7.0,0.0,0.0
83bcddfffffffff,4.0,0.0,0.0,0.0
83bcdefffffffff,15.0,0.0,0.0,0.0
83bcf0fffffffff,25.0,2.0,0.0,0.0
83bcf2fffffffff,465.0,124.0,0.0,0.0
83bcf3fffffffff,1.0,0.0,0.0,0.0
83bcf4fffffffff,4.0,0.0,0.0,0.0
83bcf6fffffffff,49.0,3.0,0.0,0.0
