cell_id,Hydrobates leucorhous,Hydrobates leucorhous leucorhous,Hydrobates leucorhous chapmani
832b00fffffffff,5.0,0.0,0.0
832b01fffffffff,8.0,0.0,0.0
832b03fffffffff,9.0,0.0,0.0
832b04fffffffff,1.0,0.0,0.0
832b05fffffffff,1.0,0.0,0.0
832b0afffffffff,5.0,0.0,0.0
832b0cfffffffff,13.0,0.0,0.0
832b12fffffffff,66.0,0.0,0.0
832b16fffffffff,27.0,0.0,0.0
832b18fffffffff,42.0,0.0,0.0
832b19fffffffff,3.0,0.0,0.0
832b1bfffffffff,120.0,4.0,0.0
832b1dfffffffff,20.0,0.0,0.0
832b23fffffffff,2.0,0.0,0.0
832b25fffffffff,10.0,0.0,0.0
832b2afffffffff,13.0,0.0,0.0
832b2efffffffff,4.0,0.0,0.0
832b30fffffffff,5.0,0.0,0.0
832b31fffffffff,3.0,0.0,0.0
832b36fffffffff,1.0,0.0,0.0
832b9bfffffffff,9.0,0.0,0.0
832ba9fffffffff,2.0,0.0,0.0
832bacfffffffff,22.0,0.0,0.0
832db0fffffffff,12.0,0.0,0.0
832e05fffffffff,1.0,0.0,0.0
833460fffffffff,1.0,0.0,0.0
833464fffffffff,3.0,0.0,0.0
833466fffffffff,7.0,0.0,0.0
833469fffffffff,1.0,0.0,0.0
83351bfffffffff,2.0,0.0,0.0
8335a9fffffffff,13.0,0.0,0.0
833910fffffffff,4.0,0.0,0.0
833918fffffffff,1.0,0.0,0.0
83391afffffffff,6.0,0.0,0.0
83391efffffffff,5.0,0.0,0.0
833920fffffffff,2.0,0.0,0.0
833922fffffffff,8.0,0.0,0.0
833924fffffffff,8.0,0.0,0.0
833925fffffffff,13.0,2.0,0.0
83392dfffffffff,6.0,0.0,0.0
833931fffffffff,7.0,0.0,0.0
833933fffffffff,45.0,0.0,0.0
833974fffffffff,2.0,0.0,0.0
8343a8fffffffff,2.0,0.0,0.0
834410fffffffff,13.0,0.0,0.0
834411fffffffff,8.0,0.0,0.0
834414fffffffff,4.0,0.0,0.0
834415fffffffff,5.0,0.0,0.0
83441efffffffff,3.0,0.0,0.0
834464fffffffff,10.0,0.0,0.0
834470fffffffff,3.0,0.0,0.0
834472fffffffff,13.0,0.0,0.0
834489fffffffff,12.0,0.0,0.0
83448cfffffffff,15.0,0.0,0.0
83448dfffffffff,2.0,0.0,0.0
8344a1fffffffff,13.0,0.0,0.0
8344a5fffffffff,5.0,0.0,0.0
8344a8fffffffff,22.0,2.0,0.0
8344aafffffffff,11.0,0.0,0.0
8344abfffffffff,56.0,3.0,0.0
8344aefffffffff,8.0,0.0,0.0
8344b0fffffffff,1.0,0.0,0.0
8344c2fffffffff,2.0,0.0,0.0
8344d4fffffffff,6.0,0.0,0.0
8344d6fffffffff,22.0,0.0,0.0
8344f0fffffffff,16.0,0.0,0.0
8344f3fffffffff,6.0,0.0,0.0
8344f6fffffffff,8.0,0.0,0.0
834549fffffffff,52.0,0.0,0.0
834608fffffffff,4.0,0.0,0.0
834609fffffffff,2.0,0.0,0.0
834641fffffffff,1.0,0.0,0.0
834642fffffffff,8.0,0.0,0.0
83464afffffffff,6.0,0.0,0.0
83464bfffffffff,4.0,0.0,0.0
83464efffffffff,2.0,0.0,0.0
834655fffffffff,4.0,0.0,0.0
834841fffffffff,3.0,0.0,3.0
834843fffffffff,1.0,0.0,1.0
834848fffffffff,12.0,1.0,5.0
834849fffffffff,4.0,0.0,0.0
83484afffffffff,16.0,8.0,8.0
83484bfffffffff,29.0,5.0,18.0
83486afffffffff,1.0,0.0,1.0
834890fffffffff,13.0,5.0,0.0
834894fffffffff,2.0,0.0,0.0
834896fffffffff,14.0,3.0,0.0
8348b2fffffffff,63.0,0.0,0.0
8349a0fffffffff,1.0,0.0,1.0
8349a1fffffffff,1.0,0.0,0.0
834b12fffffffff,1.0,0.0,0.0
834ba1fffffffff,2.0,0.0,0.0
834cf3fffffffff,3.0,3.0,0.0
835049fffffffff,3.0,0.0,0.0
83504afffffffff,4.0,0.0,0.0
83504bfffffffff,4.0,0.0,0.0
835059fffffffff,1.0,0.0,0.0
83505afffffffff,1.0,0.0,0.0
835089fffffffff,2.0,0.0,0.0
8350c3fffffffff,2.0,0.0,0.0
8350ccfffffffff,4.0,0.0,0.0
8350cefffffffff,4.0,0.0,0.0
8350e8fffffffff,4.0,0.0,0.0
8350eafffffffff,2.0,0.0,0.0
8350ebfffffffff,2.0,0.0,0.0
835498fffffffff,4.0,0.0,0.0
835d10fffffffff,60.0,0.0,0.0
835d12fffffffff,178.0,0.0,0.0
835d28fffffffff,1.0,0.0,0.0
835d2dfffffffff,2.0,0.0,0.0
835e5cfffffffff,2.0,0.0,0.0
835f58fffffffff,5.0,0.0,0.0
835f5bfffffffff,1.0,0.0,0.0
835f5dfffffffff,1.0,0.0,0.0
835fadfffffffff,2.0,0.0,0.0
836696fffffffff,2.0,0.0,2.0
836699fffffffff,4.0,0.0,0.0
83669bfffffffff,5.0,0.0,0.0
83669cfffffffff,7.0,0.0,0.0
83669dfffffffff,8.0,0.0,4.0
8366a3fffffffff,1.0,0.0,0.0
8366aefffffffff,7.0,0.0,4.0
8366b6fffffffff,2.0,0.0,2.0
836746fffffffff,3.0,0.0,0.0
836c59fffffffff,7.0,0.0,0.0
836c5afffffffff,2.0,0.0,0.0
836c61fffffffff,9.0,0.0,0.0
836c65fffffffff,12.0,0.0,2.0
836d13fffffffff,1.0,0.0,1.0
836d15fffffffff,28.0,0.0,1.0
836d1efffffffff,2.0,0.0,0.0
836d49fffffffff,10.0,0.0,0.0
836d4dfffffffff,5.0,0.0,5.0
836d55fffffffff,3.0,0.0,0.0
836d66fffffffff,3.0,0.0,3.0
836d70fffffffff,1.0,0.0,1.0
836d76fffffffff,1.0,0.0,0.0
837ca5fffffffff,2.0,0.0,0.0
837cc2fffffffff,2.0,0.0,0.0
837cf6fffffffff,2.0,0.0,0.0
837d80fffffffff,1.0,0.0,0.0
838054fffffffff,2.0,0.0,0.0
838199fffffffff,9.0,0.0,0.0
838f20fffffffff,1.0,1.0,0.0
838fa6fffffffff,2.0,0.0,0.0
8399a4fffffffff,1.0,0.0,0.0
8399acfffffffff,1.0,1.0,0.0
83ad34fffffffff,2.0,0.0,0.0
83b236fffffffff,1.0,0.0,0.0
83bc6dfffffffff,3.0,0.0,0.0
83beabfffffffff,3.0,0.0,0.0
83d46bfffffffff,1.0,0.0,0.0
