cell_id,Corypha africana,Corypha africana [africana Group],Corypha africana tropicalis
84972dbffffffff,4.0,0.0,0.0
84972e3ffffffff,2.0,0.0,0.0
8497357ffffffff,5.0,0.0,0.0
8497405ffffffff,20.0,0.0,0.0
849740dffffffff,16.0,0.0,0.0
8497411ffffffff,1.0,0.0,0.0
8497415ffffffff,8.0,0.0,0.0
8497417ffffffff,15.0,0.0,0.0
8497431ffffffff,1.0,0.0,0.0
8497435ffffffff,40.0,1.0,0.0
8497437ffffffff,25.0,1.0,0.0
849743bffffffff,21.0,0.0,0.0
849743dffffffff,1.0,0.0,0.0
8497447ffffffff,3.0,1.0,0.0
8497453ffffffff,27.0,0.0,0.0
8497455ffffffff,2.0,2.0,0.0
8497459ffffffff,27.0,0.0,0.0
8497463ffffffff,2.0,0.0,0.0
849746bffffffff,10.0,0.0,0.0
84974abffffffff,70.0,17.0,0.0
84974adffffffff,1.0,0.0,0.0
84974e1ffffffff,21.0,0.0,0.0
84974e5ffffffff,14.0,0.0,0.0
84974e9ffffffff,53.0,18.0,0.0
84974edffffffff,15.0,12.0,0.0
8497509ffffffff,54.0,0.0,0.0
8497513ffffffff,5.0,0.0,0.0
8497535ffffffff,7.0,5.0,0.0
8497543ffffffff,16.0,0.0,0.0
8497547ffffffff,24.0,0.0,0.0
8497555ffffffff,5.0,0.0,0.0
8497557ffffffff,10.0,0.0,0.0
8497583ffffffff,5.0,0.0,0.0
84975c5ffffffff,7.0,0.0,0.0
84975c7ffffffff,4.0,0.0,0.0
84975cbffffffff,6.0,0.0,0.0
84975d1ffffffff,3.0,0.0,0.0
84975d9ffffffff,9.0,0.0,0.0
84975ddffffffff,10.0,0.0,0.0
84975ebffffffff,2.0,0.0,0.0
8497637ffffffff,4.0,0.0,0.0
8497733ffffffff,7.0,0.0,0.0
849773bffffffff,7.0,0.0,0.0
8497751ffffffff,7.0,0.0,0.0
84978e3ffffffff,1.0,0.0,0.0
849799bffffffff,3.0,0.0,0.0
84ac801ffffffff,8.0,0.0,0.0
84ac805ffffffff,27.0,0.0,0.0
84ac807ffffffff,3.0,0.0,0.0
84ac815ffffffff,11.0,0.0,0.0
84ac819ffffffff,7.0,0.0,0.0
84ac821ffffffff,2.0,0.0,0.0
84ac829ffffffff,6.0,0.0,0.0
84ac82dffffffff,15.0,5.0,0.0
84ac849ffffffff,2.0,0.0,0.0
84ac863ffffffff,16.0,7.0,0.0
84ac867ffffffff,58.0,0.0,0.0
84ac961ffffffff,3.0,2.0,0.0
84aca03ffffffff,2.0,0.0,0.0
84aca27ffffffff,2.0,0.0,0.0
84aca6bffffffff,4.0,0.0,0.0
84aca6dffffffff,1.0,0.0,0.0
84acb1bffffffff,4.0,0.0,0.0
84acb3bffffffff,4.0,0.0,0.0
84ad9a3ffffffff,1.0,0.0,0.0
84ad9b5ffffffff,3.0,0.0,0.0
84ada21ffffffff,2.0,0.0,0.0
84adac1ffffffff,1.0,1.0,0.0
84bc095ffffffff,1.0,0.0,0.0
84bc197ffffffff,6.0,4.0,0.0
84bc1b3ffffffff,2.0,0.0,0.0
84bc469ffffffff,2.0,0.0,0.0
84bc46dffffffff,4.0,0.0,0.0
84bc50bffffffff,1.0,0.0,0.0
84bc535ffffffff,2.0,0.0,0.0
84bc543ffffffff,1.0,1.0,0.0
84bc559ffffffff,4.0,0.0,0.0
84bc569ffffffff,1.0,0.0,0.0
84bc717ffffffff,22.0,0.0,0.0
84bc723ffffffff,5.0,0.0,0.0
84bc731ffffffff,12.0,0.0,0.0
84bc735ffffffff,2.0,0.0,0.0
84bc737ffffffff,26.0,2.0,0.0
84bc891ffffffff,11.0,0.0,0.0
84bc893ffffffff,3.0,0.0,0.0
84bc897ffffffff,3.0,0.0,0.0
84bc899ffffffff,19.0,0.0,0.0
84bc8d3ffffffff,18.0,13.0,0.0
84bc993ffffffff,1.0,0.0,0.0
84bc997ffffffff,2.0,0.0,0.0
84bcc05ffffffff,9.0,5.0,0.0
84bcc13ffffffff,1.0,0.0,0.0
84bcc17ffffffff,16.0,8.0,0.0
84bcc21ffffffff,2.0,2.0,0.0
84bcc23ffffffff,3.0,0.0,0.0
84bcc27ffffffff,15.0,0.0,0.0
84bcc29ffffffff,6.0,2.0,0.0
84bcc2bffffffff,15.0,12.0,0.0
84bcc31ffffffff,1.0,0.0,0.0
84bcc33ffffffff,19.0,4.0,0.0
84bcc35ffffffff,18.0,4.0,0.0
84bcc37ffffffff,4.0,0.0,0.0
84bcc3bffffffff,8.0,7.0,0.0
84bcc3dffffffff,145.0,16.0,0.0
84bcc49ffffffff,2.0,0.0,0.0
84bcc51ffffffff,2.0,0.0,0.0
84bcc5bffffffff,4.0,2.0,0.0
84bcc65ffffffff,8.0,6.0,0.0
84bcc69ffffffff,1.0,0.0,0.0
84bcc6dffffffff,21.0,4.0,0.0
84bcc85ffffffff,2.0,0.0,0.0
84bcca1ffffffff,2.0,0.0,0.0
84bcca5ffffffff,18.0,14.0,0.0
84bcca7ffffffff,5.0,0.0,0.0
84bcca9ffffffff,4.0,0.0,0.0
84bccc7ffffffff,3.0,0.0,0.0
84bccc9ffffffff,1.0,0.0,0.0
84bcccbffffffff,2.0,0.0,0.0
84bcce7ffffffff,1.0,0.0,0.0
84bccedffffffff,2.0,2.0,0.0
84bcd01ffffffff,39.0,2.0,0.0
84bcd03ffffffff,2.0,0.0,0.0
84bcd05ffffffff,33.0,6.0,0.0
84bcd07ffffffff,1.0,0.0,0.0
84bcd0bffffffff,15.0,6.0,0.0
84bcd0dffffffff,3.0,0.0,0.0
84bcd11ffffffff,17.0,0.0,0.0
84bcd13ffffffff,15.0,4.0,0.0
84bcd19ffffffff,18.0,0.0,0.0
84bcd1bffffffff,4.0,0.0,0.0
84bcd1dffffffff,6.0,1.0,0.0
84bcd21ffffffff,43.0,8.0,0.0
84bcd23ffffffff,15.0,0.0,0.0
84bcd25ffffffff,57.0,17.0,0.0
84bcd27ffffffff,22.0,0.0,0.0
84bcd29ffffffff,43.0,4.0,0.0
84bcd2bffffffff,2.0,0.0,0.0
84bcd2dffffffff,20.0,10.0,0.0
84bcd35ffffffff,3.0,0.0,0.0
84bcd37ffffffff,2.0,0.0,0.0
84bcd3dffffffff,9.0,0.0,0.0
84bcd41ffffffff,5.0,0.0,0.0
84bcd45ffffffff,1.0,0.0,0.0
84bcd4bffffffff,30.0,0.0,0.0
84bcd51ffffffff,2.0,0.0,0.0
84bcd55ffffffff,5.0,3.0,0.0
84bcd57ffffffff,3.0,1.0,0.0
84bcd61ffffffff,2.0,0.0,0.0
84bcd63ffffffff,7.0,2.0,0.0
84bcd67ffffffff,50.0,11.0,0.0
84bcd81ffffffff,2.0,0.0,0.0
84bcd85ffffffff,2.0,0.0,0.0
84bcd89ffffffff,4.0,0.0,0.0
84bcd8dffffffff,1.0,0.0,0.0
84bcda1ffffffff,1.0,0.0,0.0
84bcdc1ffffffff,104.0,4.0,0.0
84bcdc3ffffffff,16.0,3.0,0.0
84bcdc5ffffffff,6.0,1.0,0.0
84bcdc7ffffffff,3.0,0.0,0.0
84bcdc9ffffffff,140.0,29.0,0.0
84bcdcbffffffff,10.0,2.0,0.0
84bcdcdffffffff,55.0,11.0,0.0
84bcdd1ffffffff,66.0,7.0,0.0
84bcdd9ffffffff,11.0,3.0,0.0
84bcddbffffffff,1.0,0.0,0.0
84bcdddffffffff,7.0,0.0,0.0
84bcde3ffffffff,7.0,0.0,0.0
84bcde5ffffffff,46.0,0.0,0.0
84bcde7ffffffff,1.0,0.0,0.0
84bcde9ffffffff,1.0,0.0,0.0
84bcdebffffffff,54.0,0.0,0.0
84bce21ffffffff,1.0,0.0,0.0
84bce25ffffffff,3.0,1.0,0.0
84bce27ffffffff,11.0,0.0,0.0
84bce29ffffffff,6.0,0.0,0.0
84bce2dffffffff,3.0,0.0,0.0
84bce61ffffffff,12.0,6.0,0.0
84bce63ffffffff,4.0,2.0,0.0
84bce65ffffffff,6.0,5.0,0.0
84bce67ffffffff,10.0,4.0,0.0
84bce69ffffffff,2.0,0.0,0.0
84bce6dffffffff,3.0,0.0,0.0
84bce83ffffffff,34.0,6.0,0.0
84bce85ffffffff,15.0,4.0,0.0
84bce89ffffffff,3.0,0.0,0.0
84bce95ffffffff,5.0,0.0,0.0
84bce99ffffffff,8.0,4.0,0.0
84bce9dffffffff,2.0,0.0,0.0
84bcea1ffffffff,3.0,0.0,0.0
84bcea3ffffffff,2.0,0.0,0.0
84bcf03ffffffff,1.0,1.0,0.0
84bcf05ffffffff,23.0,4.0,0.0
84bcf09ffffffff,8.0,0.0,0.0
84bcf0dffffffff,10.0,0.0,0.0
84bcf13ffffffff,6.0,0.0,0.0
84bcf17ffffffff,3.0,0.0,0.0
84bcf19ffffffff,2.0,0.0,0.0
84bcf1bffffffff,9.0,0.0,0.0
84bcf1dffffffff,2.0,0.0,0.0
84bcf21ffffffff,12.0,2.0,0.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,42.0,22.0,0.0
84bcf29ffffffff,325.0,46.0,0.0
84bcf2dffffffff,39.0,7.0,0.0
84bcf31ffffffff,1.0,1.0,0.0
84bcf33ffffffff,110.0,35.0,0.0
84bcf37ffffffff,3.0,3.0,0.0
84bcf39ffffffff,1.0,0.0,0.0
84bcf3dffffffff,33.0,22.0,0.0
84bcf43ffffffff,2.0,0.0,0.0
84bcf47ffffffff,18.0,6.0,0.0
84bcf51ffffffff,2.0,0.0,0.0
84bcf53ffffffff,5.0,3.0,0.0
84bcf59ffffffff,2.0,0.0,0.0
84bcf5bffffffff,234.0,96.0,0.0
84bcf61ffffffff,97.0,11.0,0.0
84bcf63ffffffff,111.0,28.0,0.0
84bcf67ffffffff,24.0,5.0,0.0
