cell_id,Parus major,Parus major [major Group],Parus major [bokharensis Group]
841ecc5ffffffff,1.0,0.0,0.0
841eccbffffffff,4.0,0.0,0.0
841ece9ffffffff,4.0,0.0,0.0
841ee09ffffffff,1.0,1.0,0.0
841ee13ffffffff,1.0,1.0,0.0
841ee19ffffffff,1.0,1.0,0.0
841ee37ffffffff,13.0,0.0,0.0
841ee55ffffffff,2.0,2.0,0.0
841ee5bffffffff,2.0,2.0,0.0
841ee5dffffffff,1.0,1.0,0.0
841ee97ffffffff,2.0,0.0,0.0
841eea3ffffffff,2.0,0.0,0.0
841eeadffffffff,2.0,0.0,0.0
841eeb7ffffffff,2.0,0.0,0.0
841eeebffffffff,2.0,2.0,0.0
841ef0bffffffff,2.0,0.0,0.0
841ef1bffffffff,2.0,2.0,0.0
841f1a5ffffffff,209.0,209.0,0.0
841f2a3ffffffff,11.0,11.0,0.0
841f2adffffffff,1.0,1.0,0.0
841f505ffffffff,1.0,1.0,0.0
841f523ffffffff,1.0,1.0,0.0
841f52dffffffff,1.0,1.0,0.0
841f53dffffffff,2.0,2.0,0.0
841f715ffffffff,5.0,0.0,0.0
841f727ffffffff,3.0,3.0,0.0
841f835ffffffff,3.0,0.0,0.0
841f839ffffffff,5.0,1.0,0.0
841f8e1ffffffff,1.0,0.0,0.0
841fa01ffffffff,2.0,0.0,0.0
841fa9bffffffff,2.0,2.0,0.0
841fac1ffffffff,22.0,22.0,0.0
841fac5ffffffff,4.0,4.0,0.0
841fad1ffffffff,13.0,13.0,0.0
841fad3ffffffff,20.0,20.0,0.0
841fad5ffffffff,4.0,4.0,0.0
841fadbffffffff,4.0,4.0,0.0
841fae1ffffffff,1.0,0.0,0.0
841faebffffffff,5.0,5.0,0.0
841faedffffffff,2.0,0.0,0.0
841fb01ffffffff,2.0,2.0,0.0
841fb43ffffffff,1.0,1.0,0.0
841fb45ffffffff,1.0,1.0,0.0
841fb47ffffffff,3.0,3.0,0.0
842013dffffffff,1.0,0.0,1.0
8420293ffffffff,1.0,1.0,0.0
8420e3bffffffff,2.0,2.0,0.0
8420e63ffffffff,2.0,2.0,0.0
84255a7ffffffff,3.0,0.0,0.0
84275d1ffffffff,33.0,0.0,0.0
84275d9ffffffff,108.0,0.0,0.0
84291a7ffffffff,3.0,3.0,0.0
842bae9ffffffff,2.0,0.0,0.0
842c043ffffffff,1.0,0.0,0.0
842c0c9ffffffff,2.0,2.0,0.0
842c0cbffffffff,2.0,2.0,0.0
842c203ffffffff,11.0,11.0,0.0
842c211ffffffff,4.0,4.0,0.0
842c215ffffffff,29.0,29.0,0.0
842c21dffffffff,29.0,29.0,0.0
842c281ffffffff,4.0,4.0,0.0
842c283ffffffff,40.0,40.0,0.0
842c287ffffffff,9.0,9.0,0.0
842c2a1ffffffff,8.0,8.0,0.0
842c2a9ffffffff,2.0,2.0,0.0
842c2abffffffff,5.0,5.0,0.0
842c2c9ffffffff,22.0,22.0,0.0
842c2cbffffffff,10.0,10.0,0.0
842c2e1ffffffff,2.0,2.0,0.0
842c2e5ffffffff,5.0,5.0,0.0
842c2e9ffffffff,1.0,1.0,0.0
842c4cdffffffff,1.0,0.0,0.0
842ce4bffffffff,2.0,0.0,0.0
842d183ffffffff,1.0,0.0,0.0
842d303ffffffff,1.0,0.0,0.0
842d527ffffffff,2.0,2.0,0.0
842d64dffffffff,6.0,0.0,0.0
842db01ffffffff,2.0,2.0,0.0
842db03ffffffff,2.0,2.0,0.0
842db05ffffffff,13.0,13.0,0.0
842db0bffffffff,4.0,4.0,0.0
842db0dffffffff,1.0,1.0,0.0
842db11ffffffff,3.0,3.0,0.0
842db15ffffffff,2.0,2.0,0.0
842db1dffffffff,2.0,2.0,0.0
842db2dffffffff,5.0,0.0,0.0
8438625ffffffff,46.0,7.0,0.0
843862dffffffff,5.0,0.0,0.0
8438635ffffffff,3.0,0.0,0.0
843863dffffffff,2.0,0.0,0.0
8438667ffffffff,5.0,0.0,0.0
8438717ffffffff,2.0,0.0,0.0
843871dffffffff,2.0,0.0,0.0
8438741ffffffff,2.0,0.0,0.0
8438743ffffffff,5.0,4.0,0.0
8438751ffffffff,18.0,0.0,0.0
8438753ffffffff,25.0,3.0,0.0
843875bffffffff,6.0,0.0,0.0
8439001ffffffff,5.0,4.0,0.0
8439003ffffffff,35.0,25.0,0.0
8439005ffffffff,2.0,0.0,0.0
8439007ffffffff,5.0,0.0,0.0
843900bffffffff,8.0,8.0,0.0
843900dffffffff,1.0,0.0,0.0
8439011ffffffff,2.0,2.0,0.0
8439015ffffffff,27.0,22.0,0.0
8439017ffffffff,2.0,2.0,0.0
8439019ffffffff,2.0,2.0,0.0
843901bffffffff,6.0,6.0,0.0
843901dffffffff,213.0,192.0,0.0
8439023ffffffff,2.0,2.0,0.0
8439029ffffffff,3.0,1.0,0.0
843902bffffffff,2.0,0.0,0.0
8439031ffffffff,3.0,2.0,0.0
8439035ffffffff,3.0,1.0,0.0
8439039ffffffff,13.0,7.0,0.0
843903bffffffff,3.0,0.0,0.0
843903dffffffff,20.0,15.0,0.0
8439045ffffffff,2.0,2.0,0.0
8439047ffffffff,4.0,0.0,0.0
8439057ffffffff,20.0,20.0,0.0
8439061ffffffff,9.0,9.0,0.0
8439067ffffffff,1.0,0.0,0.0
8439069ffffffff,6.0,6.0,0.0
843906bffffffff,21.0,20.0,0.0
843906dffffffff,9.0,5.0,0.0
8439089ffffffff,3.0,3.0,0.0
843908dffffffff,13.0,13.0,0.0
84390c5ffffffff,4.0,4.0,0.0
84390c7ffffffff,2.0,2.0,0.0
84390cbffffffff,1.0,0.0,0.0
84390cdffffffff,3.0,3.0,0.0
84390d3ffffffff,5.0,5.0,0.0
84390e1ffffffff,2.0,2.0,0.0
84390e3ffffffff,3.0,3.0,0.0
84390e5ffffffff,4.0,4.0,0.0
84390ebffffffff,1.0,1.0,0.0
8439101ffffffff,9.0,4.0,0.0
8439111ffffffff,2.0,0.0,0.0
8439115ffffffff,4.0,0.0,0.0
8439159ffffffff,6.0,6.0,0.0
8439181ffffffff,9.0,9.0,0.0
8439183ffffffff,2.0,2.0,0.0
8439185ffffffff,5.0,5.0,0.0
8439187ffffffff,3.0,3.0,0.0
843918bffffffff,7.0,7.0,0.0
8439195ffffffff,8.0,8.0,0.0
843919dffffffff,2.0,2.0,0.0
84391c9ffffffff,2.0,2.0,0.0
84391d1ffffffff,5.0,0.0,0.0
84391dbffffffff,2.0,0.0,0.0
84391ddffffffff,2.0,0.0,0.0
8439201ffffffff,2.0,0.0,0.0
843921bffffffff,4.0,2.0,0.0
8439221ffffffff,14.0,14.0,0.0
8439223ffffffff,3.0,0.0,0.0
8439227ffffffff,12.0,8.0,0.0
8439229ffffffff,1.0,0.0,0.0
8439285ffffffff,11.0,0.0,0.0
8439287ffffffff,2.0,0.0,0.0
8439293ffffffff,1.0,1.0,0.0
8439297ffffffff,2.0,2.0,0.0
8439299ffffffff,1.0,0.0,0.0
84392a3ffffffff,2.0,2.0,0.0
84392a5ffffffff,6.0,4.0,0.0
84392a7ffffffff,1.0,1.0,0.0
84392a9ffffffff,10.0,0.0,0.0
84392b9ffffffff,1.0,1.0,0.0
84392bdffffffff,1.0,1.0,0.0
84392c7ffffffff,2.0,0.0,0.0
84392c9ffffffff,6.0,0.0,0.0
84392cbffffffff,4.0,0.0,0.0
84392d1ffffffff,2.0,2.0,0.0
8439313ffffffff,9.0,3.0,0.0
843931bffffffff,2.0,2.0,0.0
8439333ffffffff,7.0,7.0,0.0
8439337ffffffff,8.0,4.0,0.0
843933bffffffff,4.0,4.0,0.0
8439423ffffffff,8.0,4.0,0.0
8439427ffffffff,4.0,0.0,0.0
8439435ffffffff,11.0,11.0,0.0
8439441ffffffff,1.0,0.0,0.0
8439443ffffffff,4.0,4.0,0.0
8439447ffffffff,32.0,32.0,0.0
8439449ffffffff,3.0,3.0,0.0
843944dffffffff,2.0,2.0,0.0
8439451ffffffff,1.0,1.0,0.0
8439455ffffffff,3.0,3.0,0.0
8439459ffffffff,2.0,2.0,0.0
843946bffffffff,4.0,4.0,0.0
843946dffffffff,1.0,1.0,0.0
8439541ffffffff,4.0,4.0,0.0
8439549ffffffff,9.0,2.0,0.0
843954dffffffff,2.0,2.0,0.0
8439567ffffffff,1.0,1.0,0.0
843956bffffffff,1.0,1.0,0.0
84395a5ffffffff,4.0,0.0,0.0
84395c9ffffffff,1.0,1.0,0.0
8439627ffffffff,17.0,17.0,0.0
8439637ffffffff,1.0,1.0,0.0
8439701ffffffff,3.0,3.0,0.0
8439705ffffffff,2.0,0.0,0.0
8439709ffffffff,2.0,2.0,0.0
8439711ffffffff,14.0,14.0,0.0
8439713ffffffff,2.0,2.0,0.0
8439717ffffffff,4.0,4.0,0.0
843971bffffffff,6.0,6.0,0.0
8439721ffffffff,69.0,0.0,0.0
8439723ffffffff,14.0,0.0,0.0
8439727ffffffff,13.0,0.0,0.0
8439729ffffffff,44.0,0.0,0.0
843972bffffffff,3.0,0.0,0.0
843972dffffffff,22.0,0.0,0.0
8439731ffffffff,2.0,0.0,0.0
8439739ffffffff,19.0,0.0,0.0
843973bffffffff,10.0,6.0,0.0
843973dffffffff,9.0,0.0,0.0
8439749ffffffff,2.0,2.0,0.0
843974bffffffff,1.0,1.0,0.0
8439755ffffffff,2.0,2.0,0.0
8439763ffffffff,4.0,0.0,0.0
843e689ffffffff,52.0,0.0,0.0
843f2c1ffffffff,2.0,0.0,0.0
843f4d1ffffffff,2.0,0.0,0.0
843f4d9ffffffff,1.0,0.0,0.0
