cell_id,Muscisaxicola rufivertex,Muscisaxicola rufivertex occipitalis,Muscisaxicola rufivertex pallidiceps,Muscisaxicola rufivertex rufivertex
84b2e29ffffffff,2.0,0.0,0.0,0.0
84b2e33ffffffff,12.0,0.0,0.0,0.0
84b2e35ffffffff,8.0,0.0,0.0,0.0
84b2e3dffffffff,2.0,0.0,0.0,0.0
84b2e41ffffffff,10.0,0.0,0.0,0.0
84b2e45ffffffff,16.0,0.0,0.0,0.0
84b2e47ffffffff,2.0,0.0,0.0,0.0
84b2e49ffffffff,59.0,0.0,0.0,0.0
84b2e4bffffffff,6.0,0.0,0.0,0.0
84b2e4dffffffff,5.0,0.0,0.0,0.0
84b2e57ffffffff,1.0,0.0,0.0,0.0
84b2ea5ffffffff,15.0,0.0,0.0,0.0
84b2eadffffffff,2.0,0.0,0.0,0.0
84b2ed9ffffffff,3.0,0.0,0.0,0.0
84b2ee1ffffffff,1.0,0.0,0.0,0.0
84b2ee7ffffffff,1.0,0.0,0.0,0.0
84b2ee9ffffffff,11.0,0.0,0.0,0.0
84b2eedffffffff,10.0,0.0,0.0,0.0
84b300bffffffff,1.0,0.0,0.0,0.0
84b3015ffffffff,2.0,0.0,0.0,0.0
84b3017ffffffff,2.0,0.0,0.0,0.0
84b3019ffffffff,2.0,0.0,0.0,0.0
84b301bffffffff,16.0,0.0,0.0,0.0
84b303bffffffff,2.0,0.0,0.0,0.0
84b304bffffffff,4.0,0.0,0.0,0.0
84b3051ffffffff,9.0,0.0,0.0,0.0
84b3053ffffffff,5.0,0.0,0.0,0.0
84b3055ffffffff,24.0,0.0,0.0,0.0
84b3057ffffffff,1.0,0.0,0.0,0.0
84b3059ffffffff,48.0,0.0,0.0,0.0
84b305dffffffff,274.0,0.0,0.0,0.0
84b3081ffffffff,14.0,0.0,0.0,0.0
84b3083ffffffff,8.0,0.0,0.0,0.0
84b3087ffffffff,7.0,0.0,0.0,0.0
84b3089ffffffff,8.0,0.0,0.0,0.0
84b308bffffffff,8.0,0.0,0.0,0.0
84b308dffffffff,19.0,0.0,0.0,0.0
84b3091ffffffff,2.0,0.0,0.0,0.0
84b3095ffffffff,3.0,0.0,0.0,0.0
84b3097ffffffff,2.0,0.0,0.0,0.0
84b309dffffffff,7.0,0.0,0.0,0.0
84b30abffffffff,4.0,0.0,0.0,0.0
84b30adffffffff,2.0,0.0,0.0,0.0
84b30b3ffffffff,35.0,0.0,0.0,0.0
84b30b5ffffffff,8.0,0.0,0.0,0.0
84b30b9ffffffff,33.0,0.0,0.0,0.0
84b30bbffffffff,130.0,0.0,0.0,0.0
84b30bdffffffff,3.0,0.0,0.0,0.0
84b30c5ffffffff,24.0,0.0,0.0,0.0
84b30cbffffffff,1.0,0.0,0.0,0.0
84b30d5ffffffff,2.0,0.0,0.0,0.0
84b30d7ffffffff,2.0,0.0,0.0,0.0
84b30e5ffffffff,4.0,0.0,0.0,0.0
84b30e7ffffffff,7.0,0.0,0.0,0.0
84b30e9ffffffff,7.0,0.0,0.0,0.0
84b30ebffffffff,7.0,0.0,0.0,0.0
84b30edffffffff,8.0,0.0,0.0,0.0
84b3193ffffffff,3.0,0.0,0.0,0.0
84b31d9ffffffff,2.0,0.0,0.0,0.0
84b3201ffffffff,2.0,0.0,0.0,0.0
84b3209ffffffff,8.0,0.0,0.0,0.0
84b320dffffffff,21.0,0.0,0.0,0.0
84b3213ffffffff,1.0,0.0,0.0,0.0
84b3215ffffffff,3.0,0.0,0.0,0.0
84b3219ffffffff,54.0,0.0,0.0,0.0
84b321dffffffff,17.0,0.0,0.0,0.0
84b3225ffffffff,2.0,0.0,0.0,0.0
84b322dffffffff,2.0,0.0,0.0,0.0
84b3235ffffffff,8.0,0.0,0.0,0.0
84b3237ffffffff,24.0,0.0,0.0,0.0
84b3241ffffffff,3.0,0.0,0.0,0.0
84b3243ffffffff,8.0,0.0,0.0,0.0
84b3247ffffffff,1.0,0.0,0.0,0.0
84b3253ffffffff,3.0,0.0,0.0,0.0
84b3257ffffffff,25.0,0.0,0.0,0.0
84b3261ffffffff,6.0,0.0,0.0,0.0
84b3263ffffffff,5.0,0.0,0.0,0.0
84b3267ffffffff,1.0,0.0,0.0,0.0
84b3289ffffffff,9.0,0.0,0.0,0.0
84b32a5ffffffff,5.0,0.0,0.0,0.0
84b32b7ffffffff,2.0,0.0,0.0,0.0
84b32c1ffffffff,3.0,0.0,0.0,0.0
84b32c7ffffffff,13.0,0.0,0.0,0.0
84b32dbffffffff,4.0,0.0,0.0,0.0
84b32ddffffffff,2.0,0.0,0.0,0.0
84b3309ffffffff,6.0,0.0,0.0,0.0
84b3341ffffffff,27.0,0.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0,0.0
84b334bffffffff,10.0,0.0,0.0,0.0
84b3351ffffffff,11.0,0.0,0.0,0.0
84b3355ffffffff,69.0,0.0,0.0,0.0
84b3357ffffffff,6.0,0.0,0.0,0.0
84b3359ffffffff,2.0,0.0,0.0,0.0
84b342dffffffff,1.0,0.0,0.0,0.0
84b3515ffffffff,15.0,0.0,0.0,0.0
84b3517ffffffff,10.0,0.0,0.0,0.0
84b3519ffffffff,13.0,0.0,0.0,0.0
84b351dffffffff,2.0,0.0,0.0,0.0
84b352bffffffff,2.0,0.0,0.0,0.0
84b352dffffffff,15.0,0.0,0.0,0.0
84b3537ffffffff,5.0,0.0,0.0,0.0
84b3539ffffffff,10.0,0.0,0.0,0.0
84b353bffffffff,18.0,0.0,0.0,0.0
84b353dffffffff,1.0,0.0,0.0,0.0
84b3541ffffffff,7.0,0.0,0.0,0.0
84b3543ffffffff,8.0,0.0,0.0,0.0
84b3545ffffffff,23.0,0.0,0.0,0.0
84b354bffffffff,20.0,0.0,0.0,0.0
84b3551ffffffff,16.0,0.0,0.0,0.0
84b3553ffffffff,21.0,0.0,0.0,0.0
84b3557ffffffff,2.0,0.0,0.0,0.0
84b3559ffffffff,5.0,0.0,0.0,0.0
84b355bffffffff,24.0,0.0,0.0,0.0
84b355dffffffff,23.0,0.0,0.0,0.0
84b3561ffffffff,17.0,0.0,0.0,0.0
84b3563ffffffff,2.0,0.0,0.0,0.0
84b3565ffffffff,11.0,0.0,0.0,0.0
84b3567ffffffff,1.0,0.0,0.0,0.0
84b356dffffffff,6.0,0.0,0.0,0.0
84b35a1ffffffff,1.0,0.0,0.0,0.0
84b35a7ffffffff,8.0,0.0,0.0,0.0
84b35e1ffffffff,53.0,0.0,0.0,0.0
84b35e5ffffffff,2.0,0.0,0.0,0.0
84b35edffffffff,4.0,0.0,0.0,0.0
84b371dffffffff,1.0,0.0,0.0,0.0
84b3723ffffffff,9.0,0.0,0.0,0.0
84b3729ffffffff,1.0,0.0,0.0,0.0
84b3731ffffffff,48.0,0.0,0.0,0.0
84b3733ffffffff,24.0,0.0,0.0,0.0
84b3735ffffffff,5.0,0.0,0.0,0.0
84b3737ffffffff,2.0,0.0,0.0,0.0
84b3769ffffffff,1.0,0.0,0.0,0.0
