cell_id,Buteo lineatus,Buteo lineatus [lineatus Group],Buteo lineatus extimus,Buteo lineatus elegans
832bacfffffffff,109.0,4.0,0.0,0.0
832baefffffffff,29.0,0.0,0.0,0.0
832bb2fffffffff,3.0,0.0,0.0,0.0
832bb3fffffffff,1.0,0.0,0.0,0.0
834412fffffffff,21.0,3.0,9.0,0.0
834413fffffffff,21.0,1.0,6.0,0.0
834414fffffffff,131.0,0.0,0.0,0.0
834415fffffffff,1.0,0.0,1.0,0.0
834416fffffffff,7.0,7.0,0.0,0.0
83441afffffffff,24.0,7.0,4.0,0.0
83441efffffffff,19.0,3.0,8.0,0.0
834440fffffffff,8.0,0.0,0.0,0.0
834445fffffffff,4.0,0.0,0.0,0.0
834446fffffffff,15.0,0.0,0.0,0.0
834450fffffffff,2.0,0.0,0.0,0.0
834452fffffffff,1.0,1.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0
83446cfffffffff,1.0,0.0,0.0,0.0
83446dfffffffff,3.0,0.0,0.0,0.0
83446efffffffff,2.0,2.0,0.0,0.0
8344a1fffffffff,7.0,0.0,2.0,0.0
8344a5fffffffff,10.0,2.0,0.0,0.0
8344a8fffffffff,23.0,2.0,20.0,0.0
8344a9fffffffff,45.0,16.0,25.0,0.0
8344abfffffffff,3.0,2.0,0.0,0.0
8344acfffffffff,16.0,5.0,7.0,0.0
8344adfffffffff,16.0,0.0,10.0,0.0
8344aefffffffff,5.0,0.0,5.0,0.0
8344c0fffffffff,2.0,0.0,0.0,0.0
8344c1fffffffff,5.0,0.0,0.0,0.0
8344c2fffffffff,1.0,0.0,0.0,0.0
8344c8fffffffff,1.0,1.0,0.0,0.0
8344cafffffffff,3.0,3.0,0.0,0.0
8344cbfffffffff,1.0,0.0,0.0,0.0
8344ccfffffffff,3.0,0.0,0.0,0.0
8344cdfffffffff,5.0,4.0,0.0,0.0
8344cefffffffff,1.0,1.0,0.0,0.0
8344d0fffffffff,4.0,0.0,0.0,0.0
8344d1fffffffff,3.0,0.0,0.0,0.0
8344d3fffffffff,1.0,0.0,0.0,0.0
8344d5fffffffff,1.0,0.0,0.0,0.0
8344dbfffffffff,2.0,0.0,0.0,0.0
8344dcfffffffff,1.0,0.0,0.0,0.0
8344ddfffffffff,8.0,0.0,0.0,0.0
8344e0fffffffff,5.0,5.0,0.0,0.0
8344e2fffffffff,2.0,2.0,0.0,0.0
8344e3fffffffff,2.0,0.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0,0.0
8344e5fffffffff,5.0,3.0,0.0,0.0
8344e6fffffffff,5.0,5.0,0.0,0.0
8344e9fffffffff,1.0,1.0,0.0,0.0
8344f0fffffffff,12.0,9.0,3.0,0.0
8344f1fffffffff,2.0,0.0,0.0,0.0
8344f4fffffffff,29.0,15.0,0.0,0.0
8344f5fffffffff,14.0,14.0,0.0,0.0
8344f6fffffffff,9.0,7.0,0.0,0.0
834805fffffffff,10.0,0.0,0.0,5.0
83480dfffffffff,4.0,0.0,0.0,0.0
834812fffffffff,5.0,0.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0,0.0
83481afffffffff,5.0,0.0,0.0,0.0
83482bfffffffff,2.0,0.0,0.0,0.0
83482efffffffff,1.0,0.0,0.0,1.0
834836fffffffff,3.0,0.0,0.0,0.0
834842fffffffff,14.0,0.0,0.0,0.0
834843fffffffff,23.0,0.0,0.0,0.0
834846fffffffff,2.0,0.0,0.0,0.0
83484afffffffff,14.0,0.0,0.0,13.0
834855fffffffff,3.0,0.0,0.0,0.0
834858fffffffff,5.0,0.0,0.0,0.0
834859fffffffff,41.0,0.0,0.0,31.0
83485afffffffff,12.0,0.0,0.0,0.0
83485bfffffffff,127.0,0.0,0.0,22.0
83485dfffffffff,4.0,0.0,0.0,0.0
834872fffffffff,17.0,0.0,0.0,0.0
834873fffffffff,27.0,0.0,0.0,1.0
834880fffffffff,1.0,0.0,0.0,0.0
834886fffffffff,2.0,2.0,0.0,0.0
834888fffffffff,4.0,0.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0,0.0
83488bfffffffff,19.0,0.0,0.0,0.0
834891fffffffff,2.0,2.0,0.0,0.0
834892fffffffff,1.0,0.0,0.0,0.0
834895fffffffff,2.0,0.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0,0.0
83489cfffffffff,5.0,5.0,0.0,0.0
83489efffffffff,2.0,0.0,0.0,0.0
8348a2fffffffff,15.0,0.0,0.0,0.0
8348abfffffffff,4.0,0.0,0.0,0.0
8348b1fffffffff,9.0,9.0,0.0,0.0
8348b2fffffffff,8.0,0.0,0.0,0.0
8348b3fffffffff,28.0,0.0,0.0,0.0
8348b5fffffffff,5.0,0.0,0.0,0.0
8348c0fffffffff,3.0,0.0,0.0,0.0
8348c1fffffffff,3.0,0.0,0.0,0.0
8348c3fffffffff,49.0,0.0,0.0,0.0
8348c6fffffffff,1.0,0.0,0.0,0.0
8348c9fffffffff,2.0,0.0,0.0,0.0
8348cefffffffff,2.0,0.0,0.0,2.0
8348d2fffffffff,8.0,0.0,0.0,0.0
8348d4fffffffff,16.0,0.0,0.0,0.0
8348d6fffffffff,5.0,0.0,0.0,0.0
8348e8fffffffff,29.0,0.0,0.0,10.0
8348e9fffffffff,59.0,0.0,0.0,29.0
8348ebfffffffff,2.0,0.0,0.0,0.0
8348ecfffffffff,3.0,0.0,0.0,0.0
8348eefffffffff,1.0,0.0,0.0,0.0
8348f2fffffffff,18.0,0.0,0.0,0.0
8348f6fffffffff,3.0,0.0,0.0,0.0
834980fffffffff,13.0,0.0,0.0,0.0
834982fffffffff,1.0,0.0,0.0,0.0
834985fffffffff,3.0,0.0,0.0,0.0
834986fffffffff,8.0,0.0,0.0,0.0
834988fffffffff,2.0,0.0,0.0,0.0
834991fffffffff,3.0,0.0,0.0,0.0
834995fffffffff,31.0,6.0,0.0,0.0
834996fffffffff,10.0,6.0,0.0,0.0
8349b3fffffffff,5.0,0.0,0.0,0.0
