cell_id,Athene noctua,Athene noctua [noctua Group],Athene noctua spilogastra/somaliensis,Athene noctua lilith,Athene noctua bactriana
8439181ffffffff,1.0,1.0,0.0,0.0,0.0
8439183ffffffff,3.0,3.0,0.0,0.0,0.0
8439187ffffffff,1.0,1.0,0.0,0.0,0.0
843918bffffffff,6.0,6.0,0.0,0.0,0.0
843920dffffffff,1.0,0.0,0.0,0.0,0.0
8439213ffffffff,1.0,0.0,0.0,0.0,0.0
8439221ffffffff,2.0,0.0,0.0,0.0,0.0
8439223ffffffff,2.0,0.0,0.0,0.0,0.0
8439285ffffffff,4.0,0.0,0.0,0.0,0.0
8439287ffffffff,1.0,0.0,0.0,0.0,0.0
84392b9ffffffff,2.0,0.0,0.0,0.0,0.0
8439337ffffffff,7.0,0.0,0.0,0.0,0.0
8439447ffffffff,2.0,2.0,0.0,0.0,0.0
8439701ffffffff,9.0,9.0,0.0,0.0,0.0
8439703ffffffff,2.0,2.0,0.0,0.0,0.0
8439707ffffffff,1.0,0.0,0.0,0.0,0.0
8439711ffffffff,9.0,9.0,0.0,0.0,0.0
8439713ffffffff,5.0,5.0,0.0,0.0,0.0
843971bffffffff,2.0,2.0,0.0,0.0,0.0
8439721ffffffff,2.0,0.0,0.0,0.0,0.0
8439729ffffffff,35.0,0.0,0.0,0.0,0.0
843972bffffffff,5.0,0.0,0.0,0.0,0.0
8439739ffffffff,40.0,0.0,0.0,0.0,0.0
843973dffffffff,1.0,0.0,0.0,0.0,0.0
8439741ffffffff,2.0,2.0,0.0,0.0,0.0
8439747ffffffff,1.0,1.0,0.0,0.0,0.0
8439915ffffffff,2.0,0.0,0.0,0.0,0.0
843c0a3ffffffff,1.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,4.0,0.0,0.0,0.0,0.0
843c0e3ffffffff,7.0,0.0,0.0,0.0,0.0
843c225ffffffff,2.0,0.0,0.0,0.0,0.0
843c521ffffffff,2.0,0.0,0.0,0.0,0.0
843d353ffffffff,2.0,0.0,0.0,0.0,0.0
843e4e3ffffffff,2.0,0.0,0.0,2.0,0.0
843e625ffffffff,6.0,0.0,0.0,6.0,0.0
843e6c9ffffffff,7.0,0.0,0.0,7.0,0.0
843e717ffffffff,2.0,2.0,0.0,0.0,0.0
8440c31ffffffff,2.0,2.0,0.0,0.0,0.0
8440dc9ffffffff,1.0,1.0,0.0,0.0,0.0
8441925ffffffff,2.0,2.0,0.0,0.0,0.0
8443629ffffffff,2.0,0.0,0.0,0.0,0.0
8443a15ffffffff,2.0,0.0,0.0,0.0,0.0
8443a69ffffffff,1.0,0.0,0.0,0.0,0.0
8443ae5ffffffff,7.0,0.0,0.0,0.0,0.0
84536a3ffffffff,2.0,0.0,0.0,0.0,0.0
84bb2dbffffffff,2.0,0.0,0.0,0.0,0.0
84da803ffffffff,4.0,0.0,0.0,0.0,0.0
84da843ffffffff,2.0,0.0,0.0,0.0,0.0
84da863ffffffff,2.0,0.0,0.0,0.0,0.0
84da945ffffffff,1.0,0.0,0.0,0.0,0.0
84da94bffffffff,11.0,0.0,0.0,0.0,0.0
