cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
83b261fffffffff,5.0,0.0,0.0
83b266fffffffff,4.0,0.0,0.0
83b268fffffffff,20.0,0.0,0.0
83b269fffffffff,6.0,0.0,0.0
83b26afffffffff,4.0,0.0,0.0
83b26bfffffffff,8.0,0.0,0.0
83b26cfffffffff,1.0,0.0,0.0
83b26dfffffffff,7.0,0.0,0.0
83b26efffffffff,2.0,0.0,0.0
83b275fffffffff,3.0,0.0,0.0
83b2c0fffffffff,35.0,0.0,0.0
83b2c2fffffffff,11.0,0.0,0.0
83b2c3fffffffff,27.0,0.0,0.0
83b2c5fffffffff,46.0,7.0,0.0
83b2ccfffffffff,4.0,0.0,0.0
83b2d8fffffffff,28.0,0.0,0.0
83b2dafffffffff,6.0,0.0,0.0
83b2dcfffffffff,3.0,0.0,0.0
83b2e2fffffffff,5.0,0.0,0.0
83b2ecfffffffff,6.0,3.0,0.0
83b2eefffffffff,4.0,0.0,0.0
83b304fffffffff,156.0,0.0,0.0
83b30afffffffff,2.0,0.0,0.0
83b30bfffffffff,19.0,0.0,0.0
83b30efffffffff,7.0,0.0,0.0
83b31dfffffffff,4.0,0.0,0.0
83b32cfffffffff,8.0,0.0,0.0
83b343fffffffff,2.0,0.0,0.0
83b34dfffffffff,2.0,0.0,0.0
83b351fffffffff,6.0,0.0,0.0
83b354fffffffff,4.0,0.0,0.0
83b35bfffffffff,1.0,0.0,0.0
83b35cfffffffff,1.0,0.0,0.0
83b35dfffffffff,1.0,0.0,0.0
83b35efffffffff,11.0,0.0,0.0
83b366fffffffff,3.0,0.0,0.0
83b369fffffffff,7.0,0.0,0.0
83b36dfffffffff,32.0,0.0,0.0
83c21bfffffffff,5.0,2.0,0.0
83c2c1fffffffff,6.0,0.0,0.0
83c2c4fffffffff,4.0,0.0,0.0
83c2c6fffffffff,2.0,0.0,0.0
83c2c9fffffffff,55.0,0.0,0.0
83c2cafffffffff,3.0,0.0,0.0
83c2ccfffffffff,1.0,0.0,0.0
83c2cdfffffffff,3.0,0.0,0.0
83c2d3fffffffff,1.0,0.0,0.0
83c2d4fffffffff,6.0,0.0,0.0
83c2e0fffffffff,2.0,0.0,0.0
83c2e3fffffffff,12.0,0.0,0.0
83c2e9fffffffff,46.0,0.0,0.0
83c2ebfffffffff,5.0,0.0,0.0
83c2f1fffffffff,33.0,0.0,0.0
83c2f2fffffffff,5.0,0.0,0.0
83c2f3fffffffff,6.0,0.0,0.0
83c321fffffffff,2.0,0.0,0.0
83c324fffffffff,2.0,0.0,0.0
83c329fffffffff,1.0,0.0,0.0
83c32bfffffffff,4.0,0.0,0.0
83c32efffffffff,10.0,3.0,0.0
83c348fffffffff,3.0,0.0,0.0
83c34bfffffffff,43.0,0.0,0.0
83c352fffffffff,1.0,0.0,0.0
83c360fffffffff,2.0,0.0,0.0
83c375fffffffff,3.0,0.0,0.0
83ce81fffffffff,2.0,0.0,0.0
83ce98fffffffff,2.0,0.0,0.0
83ce9bfffffffff,2.0,0.0,0.0
83ce9cfffffffff,7.0,0.0,0.0
83cea8fffffffff,57.0,0.0,0.0
83ceaafffffffff,2.0,0.0,0.0
83ceacfffffffff,2.0,0.0,0.0
83cf12fffffffff,3.0,0.0,0.0
83cf16fffffffff,1.0,0.0,0.0
83cf81fffffffff,2.0,0.0,0.0
83cf8efffffffff,4.0,0.0,0.0
83cf91fffffffff,2.0,0.0,0.0
83cfa0fffffffff,1.0,0.0,0.0
83cfa2fffffffff,3.0,0.0,0.0
83cfa4fffffffff,71.0,0.0,0.0
83cfacfffffffff,5.0,0.0,0.0
83cfaefffffffff,3.0,0.0,0.0
83df45fffffffff,24.0,0.0,0.0
83df68fffffffff,4.0,0.0,0.0
83df69fffffffff,10.0,0.0,0.0
83df6afffffffff,9.0,0.0,0.0
83df6bfffffffff,1.0,0.0,0.0
