cell_id,Geotrygon montana,Geotrygon montana montana,Geotrygon montana martinica
848f0dbffffffff,3.0,2.0,0.0
848f2c3ffffffff,3.0,1.0,0.0
848f2cbffffffff,2.0,0.0,0.0
848f401ffffffff,32.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0
848f41bffffffff,1.0,0.0,0.0
848f439ffffffff,11.0,0.0,0.0
848f43dffffffff,1.0,0.0,0.0
848f44bffffffff,4.0,0.0,0.0
848f463ffffffff,20.0,0.0,0.0
848f465ffffffff,36.0,0.0,0.0
848f48dffffffff,1.0,0.0,0.0
848f4a5ffffffff,2.0,0.0,0.0
848f4b3ffffffff,5.0,0.0,0.0
848f4c7ffffffff,1.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0
848f541ffffffff,1.0,0.0,0.0
848f5d3ffffffff,1.0,0.0,0.0
848f5ddffffffff,1.0,0.0,0.0
848f619ffffffff,18.0,0.0,0.0
848f61bffffffff,7.0,0.0,0.0
848f655ffffffff,52.0,0.0,0.0
848f657ffffffff,23.0,0.0,0.0
848f6b5ffffffff,5.0,0.0,0.0
848f71bffffffff,6.0,0.0,0.0
848f729ffffffff,18.0,7.0,0.0
848f72bffffffff,7.0,0.0,0.0
848f741ffffffff,2.0,0.0,0.0
848f745ffffffff,5.0,0.0,0.0
848f747ffffffff,1.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0
848f76bffffffff,3.0,0.0,0.0
84a5969ffffffff,10.0,0.0,0.0
84a8019ffffffff,2.0,0.0,0.0
84a801bffffffff,10.0,0.0,0.0
84a802dffffffff,3.0,0.0,0.0
84a8049ffffffff,2.0,0.0,0.0
84a804dffffffff,8.0,0.0,0.0
84a8055ffffffff,1.0,0.0,0.0
84a805dffffffff,2.0,0.0,0.0
84a8061ffffffff,5.0,0.0,0.0
84a8067ffffffff,36.0,6.0,0.0
84a8069ffffffff,7.0,0.0,0.0
84a806dffffffff,1.0,0.0,0.0
84a80c3ffffffff,3.0,0.0,0.0
84a8101ffffffff,71.0,0.0,0.0
84a8103ffffffff,30.0,5.0,0.0
84a8105ffffffff,94.0,0.0,0.0
84a8107ffffffff,79.0,0.0,0.0
84a8109ffffffff,8.0,0.0,0.0
84a810bffffffff,50.0,0.0,0.0
84a810dffffffff,10.0,0.0,0.0
84a8113ffffffff,3.0,0.0,0.0
84a8123ffffffff,31.0,0.0,0.0
84a8125ffffffff,10.0,0.0,0.0
84a8127ffffffff,60.0,6.0,0.0
84a8129ffffffff,29.0,2.0,0.0
84a812bffffffff,7.0,0.0,0.0
84a812dffffffff,48.0,4.0,0.0
84a813dffffffff,1.0,0.0,0.0
84a8143ffffffff,26.0,0.0,0.0
84a8151ffffffff,2.0,0.0,0.0
84a8153ffffffff,3.0,0.0,0.0
84a8155ffffffff,36.0,0.0,0.0
84a8157ffffffff,53.0,2.0,0.0
84a815bffffffff,83.0,4.0,0.0
84a815dffffffff,4.0,0.0,0.0
84a8163ffffffff,10.0,0.0,0.0
84a8167ffffffff,22.0,0.0,0.0
84a81c5ffffffff,3.0,0.0,0.0
84a81cdffffffff,1.0,0.0,0.0
84a81d9ffffffff,21.0,0.0,0.0
84a81e3ffffffff,2.0,0.0,0.0
84a8203ffffffff,2.0,0.0,0.0
84a8213ffffffff,7.0,0.0,0.0
84a8261ffffffff,2.0,0.0,0.0
84a826dffffffff,8.0,0.0,0.0
84a8287ffffffff,4.0,0.0,0.0
84a8291ffffffff,1.0,0.0,0.0
84a82ddffffffff,2.0,0.0,0.0
84a82e3ffffffff,3.0,0.0,0.0
84a8311ffffffff,25.0,0.0,0.0
84a8313ffffffff,4.0,0.0,0.0
84a8317ffffffff,6.0,0.0,0.0
84a8319ffffffff,4.0,0.0,0.0
84a831bffffffff,3.0,0.0,0.0
84a831dffffffff,1.0,0.0,0.0
84a8331ffffffff,1.0,0.0,0.0
84a8333ffffffff,5.0,0.0,0.0
84a8337ffffffff,3.0,0.0,0.0
84a833bffffffff,14.0,0.0,0.0
84a8351ffffffff,2.0,0.0,0.0
84a8353ffffffff,34.0,0.0,0.0
84a8357ffffffff,8.0,0.0,0.0
84a8359ffffffff,6.0,0.0,0.0
84a835bffffffff,20.0,0.0,0.0
84a835dffffffff,2.0,0.0,0.0
84a8599ffffffff,2.0,0.0,0.0
84a85d3ffffffff,6.0,0.0,0.0
84a860dffffffff,1.0,0.0,0.0
84a8805ffffffff,4.0,0.0,0.0
84a8807ffffffff,5.0,0.0,0.0
84a880dffffffff,2.0,0.0,0.0
84a8811ffffffff,4.0,0.0,0.0
84a881bffffffff,3.0,0.0,0.0
84a8825ffffffff,3.0,0.0,0.0
84a882dffffffff,11.0,0.0,0.0
84a8839ffffffff,2.0,0.0,0.0
84a8849ffffffff,21.0,0.0,0.0
84a884dffffffff,7.0,0.0,0.0
84a8867ffffffff,4.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0
84a88e9ffffffff,1.0,0.0,0.0
84a8917ffffffff,5.0,0.0,0.0
84a8919ffffffff,4.0,0.0,0.0
84a8953ffffffff,11.0,0.0,0.0
84a8a03ffffffff,20.0,0.0,0.0
84a8a07ffffffff,17.0,0.0,0.0
84a8a11ffffffff,4.0,0.0,0.0
84a8a13ffffffff,34.0,0.0,0.0
84a8a15ffffffff,18.0,0.0,0.0
84a8a17ffffffff,16.0,0.0,0.0
84a8a19ffffffff,39.0,1.0,0.0
84a8a1dffffffff,4.0,0.0,0.0
84a8a21ffffffff,4.0,0.0,0.0
84a8a23ffffffff,45.0,0.0,0.0
84a8a27ffffffff,25.0,0.0,0.0
84a8a2bffffffff,2.0,0.0,0.0
84a8a35ffffffff,2.0,0.0,0.0
84a8a39ffffffff,3.0,0.0,0.0
84a8a3dffffffff,15.0,0.0,0.0
84a8a53ffffffff,80.0,5.0,0.0
84a8aadffffffff,2.0,0.0,0.0
84a8ac9ffffffff,4.0,0.0,0.0
84a8acdffffffff,4.0,0.0,0.0
84a8ae5ffffffff,2.0,0.0,0.0
84a8ae9ffffffff,2.0,0.0,0.0
84a8b13ffffffff,3.0,0.0,0.0
84a8b1bffffffff,4.0,0.0,0.0
84a9089ffffffff,2.0,0.0,0.0
84a90a7ffffffff,2.0,0.0,0.0
84a90e5ffffffff,11.0,0.0,0.0
84a918bffffffff,4.0,0.0,0.0
84a9195ffffffff,11.0,0.0,0.0
84a919dffffffff,4.0,0.0,0.0
84a91b1ffffffff,6.0,0.0,0.0
84a91b3ffffffff,2.0,0.0,0.0
84a91b5ffffffff,6.0,0.0,0.0
84a91b7ffffffff,15.0,0.0,0.0
84a91b9ffffffff,1.0,0.0,0.0
84a91d1ffffffff,1.0,0.0,0.0
84a91d7ffffffff,8.0,0.0,0.0
84a91d9ffffffff,24.0,0.0,0.0
84a92abffffffff,2.0,0.0,0.0
84a9425ffffffff,18.0,0.0,0.0
84a9427ffffffff,5.0,0.0,0.0
84a9429ffffffff,2.0,0.0,0.0
84a942dffffffff,7.0,0.0,0.0
84a943dffffffff,118.0,0.0,0.0
84a9463ffffffff,1.0,0.0,0.0
84a9467ffffffff,3.0,0.0,0.0
84a9501ffffffff,13.0,0.0,0.0
84a9503ffffffff,4.0,0.0,0.0
84a9507ffffffff,36.0,0.0,0.0
84a9509ffffffff,12.0,0.0,0.0
84a950bffffffff,21.0,0.0,0.0
84a950dffffffff,14.0,0.0,0.0
84a9511ffffffff,4.0,0.0,0.0
84a9521ffffffff,1.0,0.0,0.0
84a9525ffffffff,2.0,0.0,0.0
84a9527ffffffff,64.0,0.0,0.0
84a9531ffffffff,41.0,0.0,0.0
84a9533ffffffff,26.0,0.0,0.0
84a9539ffffffff,4.0,0.0,0.0
84a953bffffffff,153.0,0.0,0.0
84a9551ffffffff,1.0,0.0,0.0
84a955bffffffff,28.0,0.0,0.0
84a95abffffffff,5.0,0.0,0.0
84a95c5ffffffff,6.0,0.0,0.0
84a95c9ffffffff,56.0,0.0,0.0
84a95edffffffff,15.0,0.0,0.0
84b324bffffffff,5.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0
