cell_id,Embernagra platensis,Embernagra platensis olivascens,Embernagra platensis platensis
84b35bdffffffff,4.0,0.0,0.0
84b35c1ffffffff,3.0,0.0,0.0
84b35c3ffffffff,16.0,2.0,0.0
84b35c5ffffffff,48.0,4.0,0.0
84b35c7ffffffff,16.0,1.0,0.0
84b35c9ffffffff,26.0,6.0,0.0
84b35cbffffffff,9.0,0.0,0.0
84b35cdffffffff,81.0,2.0,0.0
84b35d1ffffffff,4.0,0.0,0.0
84b35d3ffffffff,8.0,1.0,0.0
84b35d5ffffffff,50.0,0.0,0.0
84b35d7ffffffff,14.0,0.0,0.0
84b35d9ffffffff,5.0,0.0,0.0
84b35ddffffffff,6.0,1.0,0.0
84b35e1ffffffff,79.0,9.0,0.0
84b35e3ffffffff,1.0,0.0,0.0
84b35e5ffffffff,41.0,3.0,0.0
84b35e9ffffffff,356.0,32.0,0.0
84b35ebffffffff,60.0,7.0,0.0
84b3629ffffffff,2.0,0.0,0.0
84b3633ffffffff,6.0,0.0,0.0
84b3699ffffffff,28.0,2.0,0.0
84b369bffffffff,2.0,0.0,0.0
84b36adffffffff,4.0,0.0,0.0
84b36b3ffffffff,2.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36d7ffffffff,4.0,0.0,0.0
84b3715ffffffff,2.0,0.0,0.0
84b3731ffffffff,161.0,23.0,0.0
84b3733ffffffff,12.0,0.0,0.0
84b373bffffffff,4.0,0.0,0.0
84c2031ffffffff,12.0,0.0,0.0
84c2037ffffffff,59.0,0.0,0.0
84c203bffffffff,23.0,0.0,0.0
84c2053ffffffff,22.0,0.0,0.0
84c205bffffffff,102.0,0.0,0.0
84c2183ffffffff,31.0,0.0,0.0
84c218bffffffff,50.0,0.0,0.0
84c2195ffffffff,6.0,0.0,0.0
84c2197ffffffff,4.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0
84c219bffffffff,4.0,0.0,0.0
84c219dffffffff,22.0,0.0,0.0
84c21b1ffffffff,29.0,0.0,0.0
84c21b3ffffffff,510.0,0.0,16.0
84c21b9ffffffff,20.0,0.0,0.0
84c21bbffffffff,279.0,0.0,0.0
84c21d1ffffffff,98.0,0.0,0.0
84c21d5ffffffff,38.0,0.0,0.0
84c21d7ffffffff,2.0,0.0,0.0
84c21d9ffffffff,47.0,0.0,0.0
84c21ddffffffff,220.0,0.0,1.0
84c2213ffffffff,93.0,0.0,0.0
84c2217ffffffff,55.0,0.0,2.0
84c2281ffffffff,35.0,0.0,0.0
84c2283ffffffff,4.0,0.0,0.0
84c2285ffffffff,2.0,0.0,0.0
84c2289ffffffff,1.0,0.0,0.0
84c228bffffffff,5.0,0.0,0.0
84c2299ffffffff,1.0,0.0,0.0
84c229bffffffff,4.0,0.0,0.0
84c22a1ffffffff,39.0,0.0,0.0
84c22a5ffffffff,5.0,0.0,0.0
84c22a7ffffffff,7.0,0.0,0.0
84c22a9ffffffff,21.0,0.0,0.0
84c22abffffffff,93.0,0.0,0.0
84c22adffffffff,86.0,0.0,0.0
84c22b3ffffffff,2.0,0.0,0.0
84c22b9ffffffff,19.0,0.0,2.0
84c22bdffffffff,5.0,0.0,0.0
84c22c1ffffffff,8.0,0.0,0.0
84c22c5ffffffff,40.0,0.0,0.0
84c22c7ffffffff,9.0,0.0,3.0
84c22cbffffffff,4.0,0.0,0.0
84c22d3ffffffff,2.0,0.0,0.0
84c22d5ffffffff,1.0,0.0,0.0
84c22d7ffffffff,7.0,0.0,0.0
84c22d9ffffffff,1.0,0.0,0.0
84c22e1ffffffff,103.0,0.0,0.0
84c22e3ffffffff,2.0,0.0,0.0
84c22e5ffffffff,38.0,0.0,0.0
84c22e7ffffffff,32.0,0.0,4.0
84c22e9ffffffff,16.0,0.0,0.0
84c22ebffffffff,11.0,0.0,0.0
84c22edffffffff,16.0,0.0,0.0
84c2893ffffffff,40.0,0.0,0.0
84c2c01ffffffff,1.0,0.0,0.0
84c2c03ffffffff,10.0,0.0,0.0
84c2c05ffffffff,21.0,0.0,0.0
84c2c07ffffffff,1.0,0.0,0.0
84c2c0bffffffff,2.0,0.0,0.0
84c2c0dffffffff,12.0,0.0,0.0
84c2c11ffffffff,23.0,0.0,0.0
84c2c13ffffffff,2.0,0.0,0.0
84c2c15ffffffff,30.0,0.0,0.0
84c2c17ffffffff,41.0,0.0,0.0
84c2c19ffffffff,76.0,0.0,0.0
84c2c1bffffffff,2.0,0.0,0.0
84c2c1dffffffff,19.0,0.0,0.0
84c2c21ffffffff,4.0,0.0,0.0
84c2c23ffffffff,55.0,0.0,0.0
84c2c29ffffffff,15.0,0.0,0.0
84c2c31ffffffff,4.0,0.0,0.0
84c2c37ffffffff,1.0,0.0,0.0
84c2c39ffffffff,3.0,0.0,0.0
84c2c3bffffffff,9.0,0.0,0.0
84c2c41ffffffff,24.0,0.0,0.0
84c2c45ffffffff,1.0,0.0,0.0
84c2c49ffffffff,16.0,0.0,0.0
84c2c4bffffffff,12.0,0.0,0.0
84c2c4dffffffff,16.0,0.0,0.0
84c2c51ffffffff,3.0,0.0,0.0
84c2c53ffffffff,813.0,0.0,0.0
84c2c57ffffffff,19.0,0.0,0.0
84c2c59ffffffff,1.0,0.0,0.0
84c2c5bffffffff,327.0,0.0,0.0
84c2c5dffffffff,2.0,0.0,0.0
84c2c61ffffffff,6.0,0.0,0.0
84c2c63ffffffff,33.0,0.0,0.0
84c2c69ffffffff,29.0,0.0,0.0
84c2c6bffffffff,5.0,0.0,0.0
84c2c6dffffffff,113.0,0.0,0.0
84c2c87ffffffff,15.0,0.0,0.0
84c2c8bffffffff,2.0,0.0,0.0
84c2c8dffffffff,17.0,0.0,0.0
84c2c91ffffffff,27.0,0.0,0.0
84c2c95ffffffff,3.0,0.0,0.0
84c2c97ffffffff,107.0,0.0,0.0
84c2c99ffffffff,19.0,0.0,0.0
84c2ca1ffffffff,10.0,0.0,0.0
84c2ca3ffffffff,5.0,0.0,0.0
84c2ca5ffffffff,15.0,0.0,2.0
84c2ca7ffffffff,103.0,0.0,0.0
84c2ca9ffffffff,36.0,0.0,0.0
84c2cabffffffff,20.0,0.0,0.0
84c2cadffffffff,41.0,0.0,0.0
84c2cb1ffffffff,34.0,0.0,0.0
84c2cb3ffffffff,24.0,0.0,0.0
84c2cb5ffffffff,35.0,0.0,0.0
84c2cb9ffffffff,7.0,0.0,0.0
84c2cbbffffffff,4.0,0.0,0.0
84c2cbdffffffff,43.0,0.0,0.0
84c2cc1ffffffff,16.0,0.0,0.0
84c2cc3ffffffff,2.0,0.0,0.0
84c2cc5ffffffff,2.0,0.0,0.0
84c2cc7ffffffff,16.0,0.0,0.0
84c2ccdffffffff,17.0,0.0,0.0
84c2cd1ffffffff,6.0,0.0,0.0
84c2cd3ffffffff,42.0,0.0,0.0
84c2cd5ffffffff,2.0,0.0,0.0
84c2cd7ffffffff,3.0,0.0,0.0
84c2cd9ffffffff,3.0,0.0,0.0
84c2cdbffffffff,81.0,0.0,0.0
84c2ce1ffffffff,193.0,0.0,0.0
84c2ce3ffffffff,8.0,0.0,0.0
84c2ce5ffffffff,13.0,0.0,0.0
84c2ce7ffffffff,19.0,0.0,0.0
84c2ce9ffffffff,7.0,0.0,0.0
84c2cedffffffff,17.0,0.0,0.0
84c2d01ffffffff,1.0,0.0,0.0
84c2d03ffffffff,21.0,0.0,0.0
84c2d05ffffffff,21.0,0.0,0.0
84c2d09ffffffff,60.0,0.0,0.0
84c2d0dffffffff,84.0,0.0,0.0
84c2d17ffffffff,8.0,0.0,0.0
84c2d1dffffffff,15.0,0.0,0.0
84c2d21ffffffff,5.0,0.0,0.0
84c2d23ffffffff,11.0,0.0,0.0
84c2d27ffffffff,10.0,0.0,0.0
84c2d2bffffffff,1.0,0.0,0.0
84c2d31ffffffff,20.0,0.0,0.0
84c2d33ffffffff,12.0,0.0,0.0
84c2d35ffffffff,1.0,0.0,0.0
84c2d37ffffffff,92.0,0.0,0.0
84c2d39ffffffff,12.0,0.0,0.0
84c2d3bffffffff,2.0,0.0,0.0
84c2d3dffffffff,1.0,0.0,0.0
84c2d43ffffffff,82.0,0.0,0.0
84c2d45ffffffff,76.0,0.0,0.0
84c2d47ffffffff,15.0,0.0,0.0
84c2d49ffffffff,51.0,0.0,2.0
84c2d4bffffffff,82.0,0.0,0.0
84c2d4dffffffff,37.0,0.0,2.0
84c2d55ffffffff,28.0,0.0,0.0
84c2d57ffffffff,3.0,0.0,0.0
84c2d59ffffffff,1.0,0.0,0.0
84c2d5bffffffff,2.0,0.0,0.0
84c2d5dffffffff,14.0,0.0,0.0
84c2d61ffffffff,2.0,0.0,0.0
84c2d63ffffffff,23.0,0.0,0.0
84c2d69ffffffff,6.0,0.0,0.0
84c2d6bffffffff,205.0,0.0,0.0
84c2d85ffffffff,28.0,0.0,0.0
84c2d8dffffffff,11.0,0.0,0.0
84c2d93ffffffff,102.0,0.0,6.0
84c2d97ffffffff,6.0,0.0,0.0
84c2d9bffffffff,9.0,0.0,0.0
84c2da1ffffffff,2.0,0.0,0.0
84c2dabffffffff,4.0,0.0,0.0
84c2db1ffffffff,15.0,0.0,0.0
84c2db9ffffffff,8.0,0.0,0.0
84c2dbbffffffff,6.0,0.0,0.0
84c2dd1ffffffff,6.0,0.0,0.0
84c2dd3ffffffff,3.0,0.0,0.0
84c2dd5ffffffff,5.0,0.0,0.0
84c2ddbffffffff,10.0,0.0,0.0
84c2de9ffffffff,2.0,0.0,0.0
84c2debffffffff,10.0,0.0,2.0
84c2e01ffffffff,28.0,0.0,0.0
84c2e03ffffffff,47.0,0.0,0.0
84c2e05ffffffff,7.0,0.0,0.0
84c2e07ffffffff,38.0,0.0,0.0
84c2e09ffffffff,4.0,0.0,0.0
84c2e0bffffffff,132.0,0.0,0.0
84c2e0dffffffff,31.0,0.0,0.0
84c2e11ffffffff,10.0,0.0,0.0
84c2e13ffffffff,3.0,0.0,0.0
84c2e17ffffffff,22.0,0.0,0.0
84c2e19ffffffff,4.0,0.0,0.0
84c2e1bffffffff,24.0,0.0,0.0
84c2e1dffffffff,38.0,0.0,0.0
84c2e21ffffffff,49.0,0.0,0.0
84c2e23ffffffff,46.0,0.0,0.0
84c2e29ffffffff,81.0,0.0,0.0
84c2e2bffffffff,35.0,0.0,0.0
84c2e2dffffffff,149.0,0.0,0.0
84c2e31ffffffff,153.0,0.0,1.0
84c2e33ffffffff,486.0,0.0,0.0
84c2e35ffffffff,6.0,0.0,0.0
84c2e39ffffffff,34.0,0.0,0.0
84c2e3dffffffff,33.0,0.0,0.0
84c2e41ffffffff,12.0,0.0,0.0
84c2e43ffffffff,29.0,0.0,0.0
84c2e49ffffffff,8.0,0.0,0.0
84c2e53ffffffff,9.0,0.0,0.0
84c2e55ffffffff,6.0,0.0,0.0
84c2e57ffffffff,3.0,0.0,0.0
84c2e5bffffffff,3.0,0.0,0.0
84c2e5dffffffff,12.0,0.0,0.0
84c2e61ffffffff,9.0,0.0,0.0
84c2e63ffffffff,28.0,0.0,0.0
84c2e67ffffffff,61.0,0.0,0.0
84c2e69ffffffff,3.0,0.0,0.0
84c2e6dffffffff,2.0,0.0,0.0
84c2e85ffffffff,9.0,0.0,0.0
84c2e87ffffffff,11.0,0.0,0.0
84c2e89ffffffff,1.0,0.0,0.0
84c2e8bffffffff,2.0,0.0,0.0
84c2e91ffffffff,9.0,0.0,0.0
84c2e99ffffffff,101.0,0.0,0.0
84c2e9bffffffff,20.0,0.0,0.0
84c2ea1ffffffff,40.0,0.0,0.0
84c2ea3ffffffff,4.0,0.0,0.0
84c2ea5ffffffff,1.0,0.0,0.0
84c2ea9ffffffff,5.0,0.0,0.0
84c2eadffffffff,24.0,0.0,0.0
84c2eb1ffffffff,1.0,0.0,0.0
84c2eb5ffffffff,1.0,0.0,0.0
84c2eb9ffffffff,4.0,0.0,0.0
84c2ebbffffffff,13.0,0.0,0.0
84c2ec1ffffffff,2.0,0.0,0.0
84c2ec5ffffffff,6.0,0.0,0.0
84c2ec9ffffffff,2.0,0.0,0.0
84c2ecdffffffff,55.0,0.0,0.0
84c2eddffffffff,2.0,0.0,0.0
84c2ee1ffffffff,15.0,0.0,0.0
84c2ee3ffffffff,5.0,0.0,0.0
84c2ee5ffffffff,82.0,0.0,0.0
84c2ee7ffffffff,21.0,0.0,0.0
84c2eedffffffff,1.0,0.0,0.0
84c2f07ffffffff,19.0,0.0,0.0
84c2f11ffffffff,650.0,0.0,2.0
84c2f13ffffffff,2.0,0.0,0.0
84c2f15ffffffff,318.0,0.0,0.0
84c2f17ffffffff,27.0,0.0,0.0
84c2f1dffffffff,19.0,0.0,0.0
84c2f23ffffffff,279.0,0.0,1.0
84c2f27ffffffff,426.0,0.0,6.0
84c2f2bffffffff,192.0,0.0,0.0
84c2f31ffffffff,24.0,0.0,0.0
84c2f33ffffffff,33.0,0.0,0.0
84c2f35ffffffff,51.0,0.0,0.0
84c2f37ffffffff,159.0,0.0,0.0
84c2f39ffffffff,331.0,0.0,0.0
84c2f3bffffffff,33.0,0.0,0.0
84c2f3dffffffff,560.0,0.0,0.0
84c3089ffffffff,2.0,0.0,0.0
84c308bffffffff,1.0,0.0,0.0
84c3093ffffffff,13.0,0.0,3.0
84c3097ffffffff,11.0,0.0,0.0
84c30dbffffffff,6.0,0.0,0.0
84c3401ffffffff,42.0,0.0,0.0
84c3403ffffffff,101.0,0.0,0.0
84c3405ffffffff,8.0,0.0,0.0
84c340bffffffff,1.0,0.0,0.0
84c340dffffffff,29.0,0.0,0.0
84c3411ffffffff,2.0,0.0,0.0
84c3417ffffffff,3.0,0.0,0.0
84c3419ffffffff,6.0,0.0,0.0
84c3421ffffffff,3.0,0.0,0.0
84c3427ffffffff,10.0,0.0,0.0
84c3439ffffffff,10.0,0.0,0.0
84c343bffffffff,11.0,0.0,0.0
84c343dffffffff,2.0,0.0,0.0
84c3441ffffffff,1.0,0.0,0.0
84c3447ffffffff,4.0,0.0,0.0
84c3451ffffffff,3.0,0.0,0.0
84c3459ffffffff,2.0,0.0,0.0
84c345dffffffff,7.0,0.0,0.0
84c3465ffffffff,1.0,0.0,0.0
84c3483ffffffff,2.0,0.0,0.0
84c3485ffffffff,4.0,0.0,0.0
84c3487ffffffff,3.0,0.0,0.0
84c348bffffffff,1.0,0.0,0.0
84c348dffffffff,2.0,0.0,0.0
84c3491ffffffff,13.0,0.0,0.0
84c3493ffffffff,27.0,0.0,1.0
84c3495ffffffff,1.0,0.0,1.0
84c3497ffffffff,36.0,0.0,1.0
84c349bffffffff,46.0,2.0,1.0
84c349dffffffff,10.0,0.0,0.0
84c34a1ffffffff,1.0,0.0,0.0
84c34a3ffffffff,4.0,0.0,0.0
84c34b1ffffffff,2.0,0.0,0.0
84c34b3ffffffff,1.0,0.0,1.0
84c34b5ffffffff,2.0,0.0,0.0
84c34b7ffffffff,2.0,0.0,0.0
84c34b9ffffffff,2.0,0.0,0.0
84c34bbffffffff,70.0,0.0,1.0
84c34bdffffffff,9.0,0.0,0.0
84c34c1ffffffff,6.0,0.0,0.0
84c34c5ffffffff,4.0,0.0,0.0
84c34c7ffffffff,5.0,0.0,0.0
84c34c9ffffffff,5.0,0.0,0.0
84c34cbffffffff,2.0,0.0,0.0
84c34cdffffffff,3.0,0.0,0.0
84c34d1ffffffff,5.0,0.0,0.0
84c34d3ffffffff,3.0,0.0,0.0
84c34dbffffffff,2.0,0.0,0.0
84c34e3ffffffff,12.0,0.0,0.0
84c34e7ffffffff,7.0,0.0,1.0
84c34e9ffffffff,49.0,0.0,0.0
84c34ebffffffff,6.0,0.0,0.0
84c34edffffffff,2.0,0.0,0.0
84c3501ffffffff,32.0,0.0,0.0
84c3503ffffffff,22.0,0.0,0.0
84c3505ffffffff,31.0,0.0,1.0
84c3507ffffffff,14.0,0.0,0.0
84c3509ffffffff,21.0,0.0,0.0
84c350bffffffff,15.0,0.0,0.0
84c350dffffffff,19.0,0.0,0.0
84c3511ffffffff,2.0,0.0,0.0
84c3515ffffffff,8.0,0.0,0.0
84c3519ffffffff,5.0,0.0,0.0
84c351dffffffff,5.0,0.0,0.0
84c3521ffffffff,8.0,0.0,0.0
84c3527ffffffff,1.0,0.0,0.0
84c352dffffffff,2.0,0.0,0.0
84c3533ffffffff,6.0,0.0,0.0
84c3539ffffffff,52.0,0.0,4.0
84c353dffffffff,14.0,0.0,0.0
84c3543ffffffff,7.0,0.0,0.0
84c3545ffffffff,10.0,0.0,0.0
84c3547ffffffff,4.0,0.0,0.0
84c3551ffffffff,2.0,0.0,0.0
84c3553ffffffff,4.0,0.0,0.0
84c3555ffffffff,2.0,0.0,0.0
84c3557ffffffff,4.0,0.0,0.0
84c355bffffffff,4.0,0.0,0.0
84c3563ffffffff,9.0,0.0,0.0
84c3569ffffffff,23.0,0.0,0.0
84c356bffffffff,21.0,0.0,0.0
84c356dffffffff,25.0,0.0,0.0
84c3581ffffffff,4.0,0.0,0.0
84c3585ffffffff,1.0,0.0,0.0
84c358bffffffff,2.0,0.0,0.0
84c3595ffffffff,4.0,0.0,0.0
84c359dffffffff,9.0,0.0,0.0
84c35a5ffffffff,4.0,0.0,0.0
84c35adffffffff,9.0,0.0,0.0
84c35b1ffffffff,3.0,0.0,0.0
84c35b5ffffffff,1.0,0.0,0.0
84c35b7ffffffff,5.0,0.0,0.0
84c35cdffffffff,5.0,0.0,0.0
84c35d1ffffffff,14.0,0.0,1.0
84c35d7ffffffff,16.0,0.0,0.0
84c35edffffffff,4.0,0.0,0.0
84c3601ffffffff,3.0,0.0,0.0
84c3609ffffffff,24.0,0.0,0.0
84c360bffffffff,2.0,0.0,0.0
84c360dffffffff,61.0,0.0,0.0
84c3637ffffffff,3.0,0.0,0.0
84c3647ffffffff,12.0,0.0,0.0
84c3649ffffffff,2.0,0.0,0.0
84c3659ffffffff,4.0,0.0,0.0
84c3663ffffffff,11.0,0.0,0.0
84c3681ffffffff,3.0,0.0,0.0
84c3687ffffffff,2.0,0.0,0.0
84c36a3ffffffff,6.0,0.0,0.0
84c36a5ffffffff,3.0,0.0,0.0
84c36a7ffffffff,4.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36b5ffffffff,2.0,0.0,0.0
84c36bbffffffff,3.0,0.0,0.0
84c36c7ffffffff,1.0,0.0,0.0
84c36d9ffffffff,4.0,0.0,0.0
84c36ddffffffff,10.0,0.0,0.0
84c36edffffffff,2.0,0.0,0.0
84c3703ffffffff,4.0,0.0,0.0
84c3709ffffffff,13.0,0.0,0.0
84c371bffffffff,112.0,0.0,0.0
84c371dffffffff,4.0,0.0,0.0
84c3735ffffffff,8.0,0.0,0.0
84c3739ffffffff,10.0,0.0,0.0
84c3743ffffffff,2.0,0.0,0.0
84c3755ffffffff,3.0,0.0,0.0
84c3759ffffffff,8.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,6.0,0.0,0.0
84c3767ffffffff,6.0,0.0,0.0
84c376dffffffff,1.0,0.0,0.0
84ce827ffffffff,1.0,0.0,0.0
84ce835ffffffff,2.0,0.0,0.0
84ce83dffffffff,6.0,0.0,0.0
84ce917ffffffff,8.0,0.0,0.0
84ce923ffffffff,11.0,0.0,0.0
84ce927ffffffff,6.0,0.0,0.0
84ce931ffffffff,174.0,0.0,0.0
84ce933ffffffff,13.0,0.0,0.0
84ce935ffffffff,89.0,0.0,0.0
84ce937ffffffff,50.0,0.0,0.0
84ce93bffffffff,12.0,0.0,0.0
84ce981ffffffff,4.0,0.0,0.0
84ce989ffffffff,85.0,0.0,0.0
84ce98dffffffff,9.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9e3ffffffff,4.0,0.0,0.0
