cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
8228cffffffffff,6.0,0.0,0.0
8228d7fffffffff,21597.0,0.0,1906.0
8228dffffffffff,8988.0,0.0,368.0
8228f7fffffffff,13433.0,0.0,570.0
822917fffffffff,1716.0,0.0,36.0
82291ffffffffff,2436.0,0.0,1511.0
822987fffffffff,2391.0,0.0,12.0
82298ffffffffff,7792.0,0.0,368.0
822997fffffffff,1418.0,0.0,91.0
82299ffffffffff,580.0,0.0,101.0
8229a7fffffffff,19139.0,0.0,468.0
8229affffffffff,7415.0,0.0,595.0
8229b7fffffffff,2466.0,0.0,230.0
822a07fffffffff,21.0,4.0,0.0
822a17fffffffff,45496.0,2384.0,0.0
822a37fffffffff,27802.0,2806.0,0.0
822a4ffffffffff,10.0,0.0,0.0
822a87fffffffff,3210.0,166.0,0.0
822a8ffffffffff,2609.0,224.0,0.0
822a97fffffffff,13474.0,785.0,0.0
822a9ffffffffff,747.0,51.0,0.0
822aa7fffffffff,17185.0,5804.0,0.0
822aaffffffffff,20411.0,1284.0,0.0
822ab7fffffffff,64878.0,5141.0,0.0
822ad7fffffffff,4.0,0.0,0.0
822b07fffffffff,171.0,0.0,0.0
822b0ffffffffff,14.0,0.0,0.0
822b17fffffffff,369.0,0.0,0.0
822b1ffffffffff,2282.0,22.0,0.0
822b2ffffffffff,5.0,0.0,0.0
822b87fffffffff,13224.0,1077.0,0.0
822b8ffffffffff,21420.0,2765.0,0.0
822b97fffffffff,188.0,28.0,0.0
822b9ffffffffff,32117.0,3389.0,0.0
822ba7fffffffff,7.0,0.0,0.0
822baffffffffff,32356.0,53.0,0.0
824447fffffffff,18.0,0.0,0.0
82444ffffffffff,326.0,2.0,0.0
824457fffffffff,9.0,0.0,0.0
82445ffffffffff,147.0,22.0,0.0
824467fffffffff,53.0,0.0,0.0
82446ffffffffff,2840.0,55.0,0.0
824477fffffffff,3.0,0.0,0.0
8244cffffffffff,83.0,9.0,0.0
8244dffffffffff,243.0,30.0,0.0
824527fffffffff,244.0,0.0,0.0
82452ffffffffff,6.0,0.0,0.0
824807fffffffff,130.0,0.0,0.0
82480ffffffffff,952.0,0.0,81.0
824817fffffffff,346.0,0.0,0.0
82481ffffffffff,40.0,0.0,0.0
824827fffffffff,22.0,0.0,0.0
82482ffffffffff,217.0,0.0,0.0
824837fffffffff,4395.0,0.0,131.0
824847fffffffff,209.0,0.0,0.0
82484ffffffffff,87.0,0.0,0.0
824857fffffffff,77.0,0.0,2.0
82485ffffffffff,1255.0,0.0,32.0
824877fffffffff,72.0,0.0,0.0
824887fffffffff,90.0,0.0,0.0
82488ffffffffff,132.0,0.0,0.0
824897fffffffff,2097.0,6.0,0.0
82489ffffffffff,931.0,0.0,0.0
8248a7fffffffff,66.0,0.0,0.0
8248affffffffff,213.0,0.0,0.0
8248b7fffffffff,1824.0,0.0,0.0
8248c7fffffffff,3928.0,0.0,658.0
8248cffffffffff,2214.0,0.0,431.0
8248d7fffffffff,834.0,0.0,29.0
8248dffffffffff,7380.0,0.0,477.0
8248e7fffffffff,339.0,0.0,50.0
8248effffffffff,15965.0,0.0,4081.0
8248f7fffffffff,240.0,0.0,33.0
824987fffffffff,804.0,0.0,0.0
82498ffffffffff,34.0,0.0,2.0
824997fffffffff,2315.0,0.0,0.0
82499ffffffffff,64.0,0.0,0.0
8249a7fffffffff,92.0,0.0,0.0
8249affffffffff,2704.0,0.0,0.0
8249b7fffffffff,962.0,0.0,0.0
826797fffffffff,4.0,0.0,0.0
826d07fffffffff,388.0,22.0,0.0
826d17fffffffff,740.0,0.0,2.0
826d27fffffffff,621.0,4.0,0.0
826d2ffffffffff,3065.0,22.0,0.0
826d37fffffffff,2513.0,0.0,5.0
826d67fffffffff,251.0,0.0,0.0
826d6ffffffffff,6.0,0.0,0.0
826d77fffffffff,545.0,0.0,0.0
