cell_id,Thalassarche melanophris,Thalassarche melanophris melanophris,Thalassarche melanophris impavida
83b332fffffffff,1.0,0.0,0.0
83b333fffffffff,2.0,0.0,0.0
83b94bfffffffff,4.0,2.0,0.0
83ba1cfffffffff,18.0,0.0,8.0
83ba21fffffffff,8.0,8.0,0.0
83ba23fffffffff,7.0,0.0,0.0
83ba24fffffffff,3.0,1.0,2.0
83ba60fffffffff,1.0,0.0,0.0
83ba76fffffffff,2.0,0.0,0.0
83bb0afffffffff,17.0,10.0,7.0
83bb0bfffffffff,2.0,0.0,0.0
83bb0cfffffffff,4.0,4.0,0.0
83bb0efffffffff,4.0,2.0,0.0
83bb24fffffffff,2.0,0.0,2.0
83bb29fffffffff,91.0,71.0,3.0
83bb2bfffffffff,1.0,0.0,0.0
83bb2dfffffffff,226.0,153.0,7.0
83bb52fffffffff,2.0,0.0,2.0
83bb53fffffffff,90.0,17.0,49.0
83bb54fffffffff,5.0,0.0,5.0
83bb56fffffffff,9.0,0.0,9.0
83bb58fffffffff,2.0,0.0,2.0
83bb5afffffffff,4.0,2.0,2.0
83bb5efffffffff,4.0,0.0,3.0
83bb74fffffffff,1.0,0.0,0.0
83bc44fffffffff,2.0,0.0,0.0
83bc65fffffffff,1.0,1.0,0.0
83bc69fffffffff,16.0,11.0,0.0
83bc6cfffffffff,3.0,0.0,0.0
83bc6dfffffffff,9.0,3.0,0.0
83bc71fffffffff,2.0,0.0,0.0
83bd48fffffffff,3.0,0.0,0.0
83bd75fffffffff,2.0,0.0,0.0
83be08fffffffff,176.0,13.0,0.0
83be0cfffffffff,399.0,101.0,70.0
83be0dfffffffff,14.0,0.0,0.0
83be0efffffffff,647.0,165.0,141.0
83be1afffffffff,34.0,7.0,16.0
83be1dfffffffff,52.0,12.0,12.0
83be29fffffffff,245.0,58.0,79.0
83be2bfffffffff,6.0,1.0,1.0
83be60fffffffff,16.0,0.0,0.0
83be61fffffffff,38.0,2.0,0.0
83be63fffffffff,153.0,26.0,0.0
83be68fffffffff,674.0,332.0,199.0
83be69fffffffff,179.0,61.0,68.0
83be6cfffffffff,11.0,7.0,3.0
83be6efffffffff,3.0,0.0,0.0
83be74fffffffff,15.0,0.0,0.0
83be76fffffffff,3.0,0.0,0.0
83be88fffffffff,3.0,0.0,0.0
83be8dfffffffff,2.0,0.0,0.0
83beabfffffffff,32.0,15.0,0.0
83beaefffffffff,4.0,2.0,0.0
83bf2cfffffffff,2.0,0.0,0.0
83bf49fffffffff,1.0,0.0,0.0
83bf4afffffffff,4.0,0.0,0.0
83bf4bfffffffff,16.0,2.0,0.0
83bf4cfffffffff,1656.0,726.0,614.0
83bf4efffffffff,10.0,2.0,0.0
83bf5afffffffff,3.0,0.0,0.0
83bf5bfffffffff,18.0,12.0,1.0
83bf5dfffffffff,2.0,0.0,0.0
83bf6afffffffff,3.0,2.0,1.0
83bf6bfffffffff,3.0,0.0,0.0
83c01efffffffff,1.0,0.0,0.0
83c098fffffffff,1.0,0.0,0.0
83c0d4fffffffff,1.0,1.0,0.0
83c0e2fffffffff,2.0,0.0,0.0
83c200fffffffff,14.0,0.0,0.0
83c202fffffffff,2.0,0.0,0.0
83c203fffffffff,169.0,2.0,0.0
83c204fffffffff,10.0,0.0,0.0
83c205fffffffff,18.0,0.0,0.0
83c211fffffffff,13.0,6.0,0.0
83c214fffffffff,2.0,1.0,0.0
83c215fffffffff,18.0,3.0,0.0
83c218fffffffff,32.0,1.0,0.0
83c21afffffffff,11.0,2.0,0.0
83c21bfffffffff,59.0,0.0,0.0
83c21cfffffffff,72.0,0.0,0.0
83c21dfffffffff,2.0,0.0,0.0
83c21efffffffff,24.0,17.0,0.0
83c220fffffffff,50.0,1.0,0.0
83c223fffffffff,21.0,0.0,0.0
83c224fffffffff,12.0,1.0,0.0
83c233fffffffff,9.0,0.0,0.0
83c289fffffffff,3.0,1.0,0.0
83c2d4fffffffff,8.0,1.0,0.0
83c2f0fffffffff,7.0,0.0,0.0
83c2f1fffffffff,42.0,0.0,0.0
83c2f2fffffffff,180.0,1.0,0.0
83c2f3fffffffff,102.0,0.0,0.0
83c2f4fffffffff,24.0,1.0,0.0
83c2f6fffffffff,1.0,0.0,0.0
83c301fffffffff,4.0,0.0,0.0
83c303fffffffff,1.0,0.0,0.0
83c304fffffffff,2.0,0.0,0.0
83c305fffffffff,1.0,0.0,0.0
83c308fffffffff,2.0,0.0,0.0
83c30afffffffff,21.0,2.0,0.0
83c30efffffffff,2.0,0.0,0.0
83c316fffffffff,2.0,0.0,0.0
83c322fffffffff,1.0,0.0,0.0
83c323fffffffff,1.0,0.0,0.0
83c32afffffffff,2.0,0.0,0.0
83c32bfffffffff,3.0,0.0,0.0
83c330fffffffff,17.0,0.0,0.0
83c331fffffffff,5.0,0.0,0.0
83c332fffffffff,12.0,0.0,0.0
83c335fffffffff,2.0,0.0,0.0
83c336fffffffff,32.0,0.0,0.0
83c386fffffffff,3.0,0.0,0.0
83c38cfffffffff,2.0,0.0,0.0
83c3a0fffffffff,1.0,0.0,0.0
83c3a1fffffffff,3.0,0.0,0.0
83c3a4fffffffff,2.0,1.0,0.0
83c3a5fffffffff,2.0,0.0,0.0
83c448fffffffff,1.0,1.0,0.0
83c983fffffffff,78.0,15.0,21.0
83c984fffffffff,85.0,38.0,15.0
83c986fffffffff,88.0,34.0,11.0
83c99cfffffffff,22.0,2.0,0.0
83c99efffffffff,90.0,27.0,0.0
83c9b0fffffffff,344.0,52.0,0.0
83c9b1fffffffff,38.0,10.0,0.0
83ca81fffffffff,5.0,0.0,0.0
83ca86fffffffff,2.0,0.0,0.0
83ca8efffffffff,2.0,0.0,0.0
83cacafffffffff,2.0,0.0,0.0
83cc41fffffffff,1.0,1.0,0.0
83cc44fffffffff,4.0,4.0,0.0
83cc46fffffffff,2.0,0.0,0.0
83cc61fffffffff,3.0,3.0,0.0
83cc65fffffffff,6.0,6.0,0.0
83ce10fffffffff,40.0,0.0,0.0
83ce11fffffffff,9.0,0.0,0.0
83ce12fffffffff,5.0,1.0,0.0
83ce13fffffffff,6.0,2.0,0.0
83ce14fffffffff,73.0,0.0,0.0
83ce15fffffffff,61.0,6.0,0.0
83ce16fffffffff,12.0,0.0,0.0
83ce30fffffffff,101.0,2.0,0.0
83ce32fffffffff,2.0,0.0,0.0
83ce33fffffffff,107.0,2.0,0.0
83ce34fffffffff,24.0,0.0,0.0
83ce35fffffffff,2.0,0.0,0.0
83ce36fffffffff,3.0,0.0,0.0
83ce88fffffffff,14.0,0.0,0.0
83ce89fffffffff,109.0,4.0,0.0
83ce8bfffffffff,46.0,0.0,0.0
83ce8cfffffffff,122.0,3.0,0.0
83ce8dfffffffff,13.0,0.0,0.0
83cea1fffffffff,24.0,0.0,0.0
83cea5fffffffff,6.0,0.0,0.0
83cea8fffffffff,223.0,18.0,0.0
83ceaafffffffff,8.0,0.0,0.0
83ceabfffffffff,46.0,0.0,0.0
83ceacfffffffff,35.0,0.0,0.0
83ceaefffffffff,295.0,3.0,0.0
83ced6fffffffff,25.0,0.0,0.0
83cf02fffffffff,7.0,2.0,0.0
83cf10fffffffff,14.0,6.0,0.0
83cf11fffffffff,48.0,3.0,0.0
83cf12fffffffff,4.0,0.0,0.0
83cf13fffffffff,5.0,0.0,0.0
83cf14fffffffff,15.0,0.0,0.0
83cf15fffffffff,65.0,9.0,0.0
83cf18fffffffff,5.0,0.0,0.0
83cf1afffffffff,9.0,3.0,0.0
83cf1bfffffffff,6.0,0.0,0.0
83cf1cfffffffff,1.0,1.0,0.0
83cf1efffffffff,12.0,0.0,0.0
83cf32fffffffff,52.0,29.0,0.0
83cf33fffffffff,4.0,4.0,0.0
83cf89fffffffff,13.0,0.0,0.0
83cf90fffffffff,7.0,0.0,0.0
83cf91fffffffff,10.0,0.0,0.0
83cf92fffffffff,5.0,0.0,0.0
83cf94fffffffff,67.0,1.0,0.0
83cf96fffffffff,1.0,0.0,0.0
83cfa0fffffffff,2.0,0.0,0.0
83cfa2fffffffff,28.0,0.0,0.0
83cfa4fffffffff,95.0,3.0,0.0
83cfa6fffffffff,4.0,0.0,0.0
83cfa9fffffffff,5.0,0.0,0.0
83cfadfffffffff,7.0,0.0,0.0
83cfb1fffffffff,4.0,0.0,0.0
83cfb2fffffffff,2.0,0.0,0.0
83cfb3fffffffff,2.0,0.0,0.0
83cfb5fffffffff,2.0,0.0,0.0
83d140fffffffff,1.0,1.0,0.0
83d161fffffffff,3.0,3.0,0.0
83d168fffffffff,4.0,0.0,0.0
83d169fffffffff,3.0,3.0,0.0
83d16cfffffffff,3.0,0.0,0.0
83d16dfffffffff,13.0,2.0,0.0
83d16efffffffff,2.0,0.0,0.0
83d44dfffffffff,4.0,2.0,0.0
83d6defffffffff,9.0,2.0,0.0
83d896fffffffff,2.0,0.0,0.0
83d99efffffffff,1.0,0.0,1.0
83da00fffffffff,42.0,9.0,32.0
83da01fffffffff,21.0,0.0,16.0
83da06fffffffff,25.0,2.0,18.0
83da08fffffffff,4.0,0.0,4.0
83da09fffffffff,17.0,0.0,13.0
83da0bfffffffff,12.0,4.0,8.0
83da0cfffffffff,19.0,2.0,8.0
83da13fffffffff,22.0,0.0,22.0
83da18fffffffff,19.0,1.0,17.0
83da19fffffffff,2.0,0.0,2.0
83da1afffffffff,12.0,0.0,12.0
83da1cfffffffff,6.0,3.0,0.0
83da1dfffffffff,13.0,9.0,2.0
83da32fffffffff,7.0,0.0,4.0
83da33fffffffff,2.0,2.0,0.0
83da54fffffffff,6.0,0.0,0.0
83da72fffffffff,5.0,0.0,0.0
83da73fffffffff,88.0,42.0,15.0
83da84fffffffff,267.0,179.0,64.0
83da85fffffffff,6.0,2.0,0.0
83da8cfffffffff,41.0,23.0,13.0
83da8efffffffff,45.0,15.0,27.0
83da94fffffffff,5.0,0.0,0.0
83da9cfffffffff,2.0,0.0,0.0
83daa1fffffffff,2.0,0.0,2.0
83daa3fffffffff,4.0,0.0,0.0
83daa4fffffffff,4.0,2.0,0.0
83daa8fffffffff,11.0,2.0,2.0
83daa9fffffffff,12.0,0.0,1.0
83daaafffffffff,71.0,16.0,31.0
83daabfffffffff,9.0,3.0,6.0
83daacfffffffff,12.0,0.0,8.0
83daadfffffffff,9.0,0.0,7.0
83dab1fffffffff,10.0,0.0,10.0
83db0dfffffffff,2.0,0.0,2.0
83db74fffffffff,1.0,0.0,1.0
83db80fffffffff,8.0,7.0,1.0
83db81fffffffff,1.0,0.0,1.0
83db82fffffffff,1.0,0.0,1.0
83db85fffffffff,18.0,9.0,2.0
83db8dfffffffff,5.0,0.0,3.0
83db9dfffffffff,1.0,0.0,0.0
83dc42fffffffff,2.0,2.0,0.0
83dc45fffffffff,1.0,0.0,0.0
83dc58fffffffff,2.0,0.0,0.0
83dc5efffffffff,1.0,0.0,0.0
83dcd8fffffffff,1.0,1.0,0.0
83dcdafffffffff,2.0,0.0,0.0
83dcddfffffffff,1.0,0.0,0.0
83dcebfffffffff,2.0,0.0,0.0
83dd42fffffffff,4.0,0.0,0.0
83dd44fffffffff,2.0,0.0,0.0
83dd46fffffffff,1.0,0.0,0.0
83dd5cfffffffff,4.0,0.0,0.0
83dd6cfffffffff,2.0,0.0,0.0
83de02fffffffff,9.0,0.0,0.0
83de03fffffffff,3.0,0.0,0.0
83de08fffffffff,27.0,0.0,0.0
83de09fffffffff,8.0,1.0,0.0
83de0afffffffff,81.0,31.0,0.0
83de0bfffffffff,16.0,2.0,0.0
83de0dfffffffff,22.0,2.0,0.0
83de0efffffffff,10.0,1.0,0.0
83de10fffffffff,5.0,0.0,0.0
83de11fffffffff,2.0,0.0,0.0
83de14fffffffff,2.0,0.0,0.0
83de18fffffffff,6.0,2.0,0.0
83de19fffffffff,101.0,76.0,0.0
83de1afffffffff,79.0,63.0,0.0
83de1bfffffffff,51.0,10.0,0.0
83de1cfffffffff,7.0,1.0,0.0
83de1dfffffffff,3.0,0.0,0.0
83de1efffffffff,3.0,0.0,0.0
83de20fffffffff,7.0,0.0,0.0
83de21fffffffff,3.0,0.0,0.0
83de23fffffffff,5.0,0.0,0.0
83de24fffffffff,4.0,3.0,0.0
83de25fffffffff,2.0,0.0,0.0
83de26fffffffff,16.0,0.0,0.0
83de28fffffffff,36.0,9.0,0.0
83de29fffffffff,7.0,0.0,0.0
83de2bfffffffff,17.0,9.0,0.0
83de2cfffffffff,12.0,0.0,0.0
83de2dfffffffff,4.0,1.0,0.0
83de2efffffffff,41.0,22.0,0.0
83de36fffffffff,11.0,1.0,0.0
83de41fffffffff,30.0,0.0,0.0
83de42fffffffff,1.0,0.0,0.0
83de43fffffffff,7.0,6.0,0.0
83de4bfffffffff,1.0,0.0,0.0
83de4cfffffffff,45.0,0.0,0.0
83de4dfffffffff,40.0,0.0,0.0
83de54fffffffff,2.0,2.0,0.0
83de56fffffffff,3.0,3.0,0.0
83de59fffffffff,3.0,1.0,0.0
83de5dfffffffff,4.0,0.0,0.0
83de60fffffffff,10.0,1.0,0.0
83de61fffffffff,2.0,2.0,0.0
83de62fffffffff,362.0,70.0,0.0
83de63fffffffff,60.0,5.0,0.0
83de64fffffffff,5.0,0.0,0.0
83de65fffffffff,1.0,0.0,0.0
83de66fffffffff,129.0,12.0,0.0
83de68fffffffff,6.0,0.0,0.0
83de69fffffffff,2.0,0.0,0.0
83de6afffffffff,7.0,0.0,0.0
83de6bfffffffff,4.0,0.0,0.0
83de6cfffffffff,2.0,1.0,0.0
83de6efffffffff,19.0,5.0,0.0
83de70fffffffff,248.0,88.0,0.0
83de71fffffffff,61.0,23.0,0.0
83de72fffffffff,92.0,39.0,0.0
83de73fffffffff,12.0,0.0,0.0
83de74fffffffff,56.0,11.0,0.0
83de75fffffffff,46.0,12.0,0.0
83de76fffffffff,14.0,0.0,0.0
83de80fffffffff,36.0,3.0,0.0
83de81fffffffff,45.0,13.0,0.0
83de82fffffffff,209.0,74.0,0.0
83de83fffffffff,2.0,0.0,0.0
83de84fffffffff,4.0,3.0,0.0
83de86fffffffff,1.0,0.0,0.0
83de88fffffffff,1.0,0.0,0.0
83de8cfffffffff,2.0,2.0,0.0
83de8efffffffff,3.0,1.0,0.0
83de90fffffffff,1.0,1.0,0.0
83de94fffffffff,14.0,0.0,0.0
83de95fffffffff,417.0,128.0,0.0
83dea0fffffffff,3.0,0.0,0.0
83dea2fffffffff,6.0,3.0,0.0
83dea3fffffffff,1.0,0.0,0.0
83dea4fffffffff,8.0,5.0,0.0
83dea6fffffffff,29.0,15.0,0.0
83dea8fffffffff,9.0,0.0,0.0
83dea9fffffffff,18.0,0.0,0.0
83deaafffffffff,173.0,68.0,0.0
83deabfffffffff,44.0,7.0,0.0
83deb0fffffffff,20.0,6.0,0.0
83deb1fffffffff,30.0,22.0,0.0
83deb2fffffffff,2.0,0.0,0.0
83deb3fffffffff,8.0,6.0,0.0
83deb4fffffffff,8.0,0.0,0.0
83deb5fffffffff,12.0,0.0,0.0
83deb6fffffffff,3.0,0.0,0.0
83dee4fffffffff,1.0,0.0,0.0
83dee5fffffffff,1.0,1.0,0.0
83def4fffffffff,4.0,1.0,0.0
83def6fffffffff,1.0,1.0,0.0
83df00fffffffff,76.0,28.0,0.0
83df01fffffffff,100.0,57.0,0.0
83df02fffffffff,33.0,17.0,0.0
83df03fffffffff,6.0,0.0,0.0
83df04fffffffff,54.0,29.0,0.0
83df05fffffffff,47.0,11.0,0.0
83df06fffffffff,54.0,14.0,0.0
83df08fffffffff,12.0,0.0,0.0
83df09fffffffff,16.0,0.0,0.0
83df0afffffffff,6.0,3.0,0.0
83df0bfffffffff,14.0,0.0,0.0
83df0cfffffffff,116.0,49.0,0.0
83df0dfffffffff,100.0,13.0,0.0
83df0efffffffff,12.0,2.0,0.0
83df10fffffffff,32.0,30.0,0.0
83df11fffffffff,18.0,0.0,0.0
83df12fffffffff,2.0,0.0,0.0
83df13fffffffff,18.0,4.0,0.0
83df14fffffffff,12.0,0.0,0.0
83df15fffffffff,37.0,21.0,0.0
83df16fffffffff,4.0,0.0,0.0
83df18fffffffff,21.0,14.0,0.0
83df1afffffffff,2.0,0.0,0.0
83df1bfffffffff,3.0,0.0,0.0
83df1cfffffffff,4.0,0.0,0.0
83df1dfffffffff,6.0,0.0,0.0
83df1efffffffff,165.0,52.0,0.0
83df20fffffffff,1.0,0.0,0.0
83df21fffffffff,8.0,0.0,0.0
83df22fffffffff,2.0,0.0,0.0
83df23fffffffff,29.0,8.0,0.0
83df24fffffffff,3.0,0.0,0.0
83df26fffffffff,3.0,2.0,0.0
83df28fffffffff,59.0,3.0,0.0
83df29fffffffff,3.0,2.0,0.0
83df2afffffffff,75.0,10.0,0.0
83df2bfffffffff,84.0,18.0,0.0
83df2cfffffffff,2.0,0.0,0.0
83df2efffffffff,10.0,0.0,0.0
83df30fffffffff,1.0,0.0,0.0
83df31fffffffff,28.0,5.0,0.0
83df33fffffffff,7.0,0.0,0.0
83df35fffffffff,12.0,0.0,0.0
83df40fffffffff,229.0,44.0,0.0
83df41fffffffff,5.0,0.0,0.0
83df42fffffffff,130.0,20.0,0.0
83df43fffffffff,144.0,57.0,0.0
83df44fffffffff,169.0,15.0,0.0
83df45fffffffff,970.0,141.0,0.0
83df46fffffffff,241.0,57.0,0.0
83df48fffffffff,16.0,0.0,0.0
83df4afffffffff,3.0,0.0,0.0
83df4bfffffffff,4.0,0.0,0.0
83df4cfffffffff,5.0,0.0,0.0
83df4dfffffffff,87.0,2.0,0.0
83df4efffffffff,2.0,0.0,0.0
83df51fffffffff,9.0,0.0,0.0
83df53fffffffff,4.0,0.0,0.0
83df54fffffffff,25.0,0.0,0.0
83df55fffffffff,23.0,2.0,0.0
83df56fffffffff,2.0,0.0,0.0
83df58fffffffff,13.0,0.0,0.0
83df59fffffffff,32.0,6.0,0.0
83df5afffffffff,11.0,0.0,0.0
83df5bfffffffff,25.0,0.0,0.0
83df5cfffffffff,86.0,0.0,0.0
83df5dfffffffff,111.0,6.0,0.0
83df5efffffffff,18.0,5.0,0.0
83df60fffffffff,4.0,4.0,0.0
83df61fffffffff,18.0,0.0,0.0
83df62fffffffff,5.0,0.0,0.0
83df63fffffffff,12.0,0.0,0.0
83df68fffffffff,754.0,136.0,0.0
83df69fffffffff,117.0,30.0,0.0
83df6afffffffff,4.0,0.0,0.0
83df6bfffffffff,14.0,0.0,0.0
83df6cfffffffff,106.0,28.0,0.0
83df6dfffffffff,219.0,103.0,0.0
83df6efffffffff,102.0,22.0,0.0
83df70fffffffff,94.0,15.0,0.0
83df71fffffffff,89.0,10.0,0.0
83df72fffffffff,77.0,21.0,0.0
83df73fffffffff,202.0,93.0,0.0
83df74fffffffff,4.0,0.0,0.0
83df75fffffffff,4.0,0.0,0.0
83df76fffffffff,72.0,31.0,0.0
83df80fffffffff,18.0,0.0,0.0
83df81fffffffff,35.0,4.0,0.0
83df83fffffffff,38.0,2.0,0.0
83df84fffffffff,2.0,2.0,0.0
83df85fffffffff,4.0,0.0,0.0
83df88fffffffff,20.0,16.0,0.0
83df89fffffffff,2.0,0.0,0.0
83df8afffffffff,9.0,0.0,0.0
83df8bfffffffff,5.0,5.0,0.0
83df8cfffffffff,13.0,0.0,0.0
83df8dfffffffff,15.0,7.0,0.0
83df8efffffffff,17.0,2.0,0.0
83df99fffffffff,2.0,0.0,0.0
83df9afffffffff,2.0,0.0,0.0
83df9bfffffffff,24.0,1.0,0.0
83df9dfffffffff,20.0,2.0,0.0
83dfa8fffffffff,13.0,0.0,0.0
83dfa9fffffffff,3.0,3.0,0.0
83dfaafffffffff,5.0,2.0,0.0
83dfabfffffffff,54.0,48.0,0.0
83dfacfffffffff,19.0,0.0,0.0
83dfadfffffffff,10.0,1.0,0.0
83e090fffffffff,30.0,30.0,0.0
83e091fffffffff,7.0,7.0,0.0
83e092fffffffff,11.0,11.0,0.0
83e093fffffffff,1.0,0.0,0.0
83e88afffffffff,7.0,0.0,0.0
83e898fffffffff,5.0,3.0,0.0
83e89bfffffffff,2.0,0.0,0.0
83e89cfffffffff,5.0,0.0,0.0
83e89dfffffffff,5.0,5.0,0.0
83e8d2fffffffff,2.0,0.0,0.0
83ead2fffffffff,1.0,0.0,1.0
83ead6fffffffff,1.0,0.0,1.0
83ebb2fffffffff,1.0,0.0,0.0
