cell_id,Saxicola maurus,Saxicola maurus hemprichii,Saxicola maurus [maurus Group],Saxicola maurus przewalskii
822db7fffffffff,736.0,173.0,35.0,0.0
82316ffffffffff,1.0,0.0,0.0,0.0
823c07fffffffff,858.0,0.0,47.0,2.0
823c0ffffffffff,245.0,0.0,4.0,4.0
823c17fffffffff,225.0,0.0,0.0,0.0
823c1ffffffffff,879.0,0.0,78.0,0.0
823c37fffffffff,338.0,0.0,24.0,0.0
823c47fffffffff,2.0,0.0,0.0,2.0
823c57fffffffff,297.0,0.0,0.0,5.0
823c5ffffffffff,1689.0,0.0,0.0,1.0
823c6ffffffffff,3.0,0.0,0.0,0.0
823c77fffffffff,5.0,0.0,0.0,2.0
823c87fffffffff,16.0,0.0,0.0,0.0
823c8ffffffffff,16.0,0.0,6.0,0.0
823c97fffffffff,25.0,0.0,0.0,0.0
823c9ffffffffff,5.0,0.0,0.0,0.0
823ca7fffffffff,43.0,0.0,0.0,0.0
823caffffffffff,54.0,0.0,1.0,0.0
823cb7fffffffff,985.0,0.0,0.0,0.0
823cc7fffffffff,311.0,0.0,0.0,0.0
823ccffffffffff,1.0,0.0,0.0,0.0
823cdffffffffff,2.0,0.0,0.0,0.0
823ce7fffffffff,1659.0,0.0,7.0,0.0
823ceffffffffff,1490.0,0.0,0.0,0.0
823cf7fffffffff,1339.0,0.0,59.0,0.0
823d07fffffffff,90.0,0.0,0.0,0.0
823d17fffffffff,1468.0,0.0,129.0,0.0
823d1ffffffffff,246.0,0.0,6.0,0.0
823d27fffffffff,17.0,0.0,0.0,0.0
823d37fffffffff,705.0,0.0,61.0,0.0
823d87fffffffff,705.0,0.0,6.0,0.0
823d8ffffffffff,303.0,0.0,70.0,0.0
823d97fffffffff,671.0,0.0,0.0,0.0
823d9ffffffffff,1263.0,0.0,0.0,0.0
823da7fffffffff,2758.0,0.0,1.0,0.0
823daffffffffff,1816.0,0.0,202.0,0.0
823db7fffffffff,491.0,0.0,0.0,0.0
823e47fffffffff,24.0,1.0,0.0,0.0
823e4ffffffffff,1.0,1.0,0.0,0.0
823e5ffffffffff,5.0,0.0,0.0,0.0
823e67fffffffff,2.0,0.0,0.0,0.0
823e6ffffffffff,650.0,171.0,44.0,0.0
823f4ffffffffff,6.0,0.0,0.0,0.0
82400ffffffffff,1.0,0.0,0.0,0.0
82401ffffffffff,1.0,0.0,0.0,0.0
82402ffffffffff,1.0,0.0,0.0,0.0
824047fffffffff,31.0,0.0,0.0,19.0
82404ffffffffff,82.0,0.0,0.0,47.0
824057fffffffff,1.0,0.0,0.0,0.0
82405ffffffffff,7.0,0.0,0.0,4.0
824067fffffffff,12.0,0.0,0.0,8.0
82406ffffffffff,3.0,0.0,0.0,1.0
824077fffffffff,15.0,0.0,0.0,4.0
8240affffffffff,1.0,0.0,0.0,0.0
8240c7fffffffff,47.0,0.0,0.0,4.0
8240cffffffffff,1.0,0.0,0.0,0.0
8240dffffffffff,10.0,0.0,0.0,1.0
8240e7fffffffff,11.0,0.0,0.0,0.0
8240effffffffff,9.0,0.0,0.0,0.0
8240f7fffffffff,1.0,0.0,0.0,0.0
824147fffffffff,11.0,0.0,0.0,6.0
82414ffffffffff,99.0,0.0,0.0,50.0
82415ffffffffff,5.0,0.0,0.0,2.0
824237fffffffff,6.0,0.0,0.0,0.0
82424ffffffffff,182.0,0.0,16.0,0.0
824257fffffffff,102.0,0.0,0.0,0.0
82425ffffffffff,49.0,0.0,0.0,0.0
82426ffffffffff,214.0,0.0,0.0,0.0
8242c7fffffffff,2255.0,0.0,0.0,0.0
8242cffffffffff,2446.0,0.0,0.0,0.0
8242d7fffffffff,12.0,0.0,0.0,0.0
8242dffffffffff,1854.0,0.0,0.0,0.0
8242e7fffffffff,126.0,0.0,0.0,0.0
8242effffffffff,117.0,0.0,0.0,0.0
824307fffffffff,2.0,0.0,0.0,0.0
824317fffffffff,6.0,0.0,0.0,0.0
824327fffffffff,24.0,0.0,0.0,0.0
824337fffffffff,6.0,0.0,0.0,0.0
824367fffffffff,42.0,0.0,0.0,0.0
824387fffffffff,4.0,0.0,0.0,0.0
82438ffffffffff,12.0,0.0,0.0,0.0
824397fffffffff,7.0,0.0,0.0,0.0
8243a7fffffffff,98.0,4.0,0.0,0.0
8243affffffffff,89.0,0.0,5.0,0.0
825207fffffffff,5.0,0.0,0.0,0.0
825217fffffffff,3.0,0.0,0.0,0.0
82521ffffffffff,3.0,0.0,0.0,0.0
825237fffffffff,4.0,0.0,0.0,0.0
82524ffffffffff,20.0,0.0,0.0,0.0
82526ffffffffff,9.0,0.0,0.0,0.0
825297fffffffff,3.0,0.0,0.0,0.0
82529ffffffffff,16.0,0.0,0.0,0.0
8252d7fffffffff,2.0,0.0,0.0,0.0
825317fffffffff,8.0,6.0,0.0,0.0
825327fffffffff,2.0,0.0,0.0,0.0
825347fffffffff,13.0,0.0,0.0,0.0
82534ffffffffff,21.0,5.0,0.0,0.0
825357fffffffff,6.0,1.0,0.0,0.0
825367fffffffff,62.0,6.0,0.0,0.0
82536ffffffffff,103.0,0.0,0.0,0.0
825377fffffffff,5.0,0.0,0.0,0.0
8253a7fffffffff,9.0,0.0,0.0,0.0
8253affffffffff,7.0,0.0,0.0,0.0
826007fffffffff,906.0,0.0,159.0,0.0
826017fffffffff,972.0,0.0,3.0,0.0
82601ffffffffff,850.0,0.0,24.0,0.0
826027fffffffff,199.0,0.0,14.0,0.0
826037fffffffff,183.0,0.0,14.0,0.0
826087fffffffff,292.0,0.0,0.0,0.0
82608ffffffffff,4115.0,0.0,0.0,0.0
826097fffffffff,870.0,0.0,0.0,0.0
82609ffffffffff,689.0,0.0,0.0,0.0
8260a7fffffffff,287.0,0.0,0.0,0.0
8260affffffffff,1587.0,0.0,6.0,0.0
8260b7fffffffff,1033.0,0.0,0.0,0.0
8260f7fffffffff,6.0,0.0,0.0,0.0
82618ffffffffff,143.0,0.0,11.0,0.0
82619ffffffffff,7.0,0.0,0.0,0.0
826337fffffffff,12.0,0.0,0.0,0.0
826487fffffffff,2.0,0.0,0.0,0.0
82648ffffffffff,2.0,0.0,0.0,0.0
826497fffffffff,12.0,0.0,0.0,9.0
82649ffffffffff,13.0,0.0,0.0,13.0
826597fffffffff,1.0,0.0,0.0,0.0
826a6ffffffffff,2.0,0.0,0.0,0.0
826b6ffffffffff,1.0,0.0,0.0,0.0
827acffffffffff,25.0,0.0,0.0,0.0
