cell_id,Ducula aenea,Ducula aenea [aenea Group],Ducula aenea nuchalis,Ducula aenea paulina
84601edffffffff,2.0,0.0,0.0,0.0
8460225ffffffff,4.0,0.0,0.0,0.0
846022dffffffff,85.0,0.0,0.0,0.0
8460261ffffffff,6.0,0.0,0.0,0.0
8460267ffffffff,108.0,0.0,0.0,0.0
8460311ffffffff,184.0,0.0,0.0,0.0
8460313ffffffff,265.0,0.0,0.0,0.0
8460315ffffffff,1.0,0.0,0.0,0.0
8460317ffffffff,66.0,0.0,0.0,0.0
8460319ffffffff,493.0,0.0,0.0,0.0
846031bffffffff,863.0,0.0,0.0,0.0
846031dffffffff,249.0,0.0,0.0,0.0
8460323ffffffff,3.0,0.0,0.0,0.0
8460327ffffffff,13.0,0.0,0.0,0.0
8460333ffffffff,14.0,0.0,0.0,0.0
8460335ffffffff,74.0,0.0,0.0,0.0
846033bffffffff,9.0,0.0,0.0,0.0
8460351ffffffff,5.0,0.0,0.0,0.0
8460353ffffffff,40.0,0.0,0.0,0.0
8460357ffffffff,4.0,0.0,0.0,0.0
846035bffffffff,5.0,0.0,0.0,0.0
8460a8bffffffff,2.0,0.0,0.0,0.0
8460a95ffffffff,2.0,0.0,0.0,0.0
8460a99ffffffff,33.0,0.0,0.0,0.0
8460a9dffffffff,12.0,0.0,0.0,0.0
8460ad1ffffffff,26.0,0.0,0.0,0.0
8460ad3ffffffff,5.0,0.0,0.0,0.0
8460ad7ffffffff,97.0,0.0,0.0,0.0
8460ad9ffffffff,10.0,0.0,0.0,0.0
8461005ffffffff,132.0,5.0,0.0,0.0
8461007ffffffff,82.0,6.0,0.0,0.0
8461021ffffffff,176.0,4.0,0.0,0.0
8461023ffffffff,614.0,34.0,0.0,0.0
8461025ffffffff,39.0,2.0,0.0,0.0
8461027ffffffff,367.0,21.0,0.0,0.0
8461029ffffffff,90.0,4.0,0.0,0.0
846102bffffffff,343.0,8.0,0.0,0.0
846102dffffffff,51.0,0.0,0.0,0.0
8461035ffffffff,125.0,0.0,0.0,0.0
846103dffffffff,132.0,4.0,0.0,0.0
8461067ffffffff,557.0,13.0,0.0,0.0
8461103ffffffff,4.0,0.0,0.0,0.0
846110bffffffff,2.0,0.0,0.0,0.0
8461111ffffffff,6.0,0.0,0.0,0.0
8461113ffffffff,2.0,0.0,0.0,0.0
8461117ffffffff,136.0,3.0,0.0,0.0
8461119ffffffff,41.0,0.0,0.0,0.0
846111bffffffff,35.0,0.0,0.0,0.0
8461131ffffffff,1.0,0.0,0.0,0.0
8461133ffffffff,1.0,0.0,0.0,0.0
8461151ffffffff,10.0,0.0,0.0,0.0
8461153ffffffff,1.0,0.0,0.0,0.0
8461157ffffffff,9.0,0.0,0.0,0.0
846115bffffffff,29.0,0.0,0.0,0.0
846118dffffffff,2.0,0.0,0.0,0.0
84611adffffffff,10.0,1.0,0.0,0.0
84611c1ffffffff,52.0,0.0,0.0,0.0
84611c5ffffffff,1.0,0.0,0.0,0.0
84611c7ffffffff,3.0,0.0,0.0,0.0
84611c9ffffffff,359.0,4.0,0.0,0.0
84611cbffffffff,581.0,3.0,0.0,0.0
84611cdffffffff,19.0,0.0,0.0,0.0
84611e1ffffffff,91.0,4.0,0.0,0.0
84611e3ffffffff,12.0,1.0,0.0,0.0
84611e7ffffffff,8.0,1.0,0.0,0.0
84611e9ffffffff,13.0,0.0,0.0,0.0
84611ebffffffff,38.0,5.0,0.0,0.0
84611edffffffff,37.0,0.0,0.0,0.0
8461ad9ffffffff,1.0,0.0,0.0,0.0
8464087ffffffff,2.0,0.0,0.0,0.0
84640a3ffffffff,1.0,0.0,0.0,0.0
84640a7ffffffff,8.0,0.0,0.0,0.0
84640b5ffffffff,4.0,0.0,0.0,0.0
84640b9ffffffff,125.0,0.0,0.0,0.0
84640bdffffffff,58.0,0.0,0.0,0.0
846414dffffffff,1.0,0.0,0.0,0.0
8464193ffffffff,5.0,0.0,0.0,0.0
84641bdffffffff,166.0,0.0,0.0,0.0
8464227ffffffff,26.0,0.0,0.0,0.0
846426dffffffff,3.0,0.0,0.0,0.0
8464313ffffffff,57.0,40.0,0.0,0.0
8464319ffffffff,2.0,2.0,0.0,0.0
8464331ffffffff,1.0,0.0,0.0,0.0
8464333ffffffff,2.0,0.0,0.0,0.0
8464363ffffffff,2.0,0.0,0.0,0.0
84648a5ffffffff,2.0,0.0,0.0,0.0
84648c1ffffffff,4.0,0.0,0.0,0.0
84648c9ffffffff,4.0,0.0,0.0,0.0
84648d3ffffffff,1.0,0.0,0.0,0.0
84648ebffffffff,10.0,0.0,0.0,0.0
8464983ffffffff,1.0,0.0,0.0,0.0
8464a03ffffffff,6.0,0.0,0.0,0.0
8464a1bffffffff,2.0,0.0,0.0,0.0
8464a39ffffffff,2.0,0.0,0.0,0.0
8464a3dffffffff,50.0,18.0,0.0,0.0
8464e45ffffffff,28.0,0.0,0.0,0.0
8464e49ffffffff,2322.0,0.0,0.0,0.0
8464e4dffffffff,148.0,0.0,0.0,0.0
8464e61ffffffff,29.0,0.0,0.0,0.0
8464e65ffffffff,28.0,0.0,0.0,0.0
8464e69ffffffff,83.0,0.0,0.0,0.0
8464e6bffffffff,4.0,0.0,0.0,0.0
8464e6dffffffff,50.0,0.0,0.0,0.0
8465005ffffffff,11.0,0.0,0.0,0.0
8465009ffffffff,2.0,0.0,0.0,0.0
8465029ffffffff,4.0,0.0,0.0,0.0
846502bffffffff,3.0,0.0,0.0,0.0
8465057ffffffff,1.0,0.0,0.0,0.0
8465191ffffffff,4.0,0.0,0.0,0.0
8465195ffffffff,1.0,0.0,0.0,0.0
846519dffffffff,1.0,0.0,0.0,0.0
8465205ffffffff,4.0,0.0,0.0,0.0
846520dffffffff,8.0,0.0,0.0,0.0
8465221ffffffff,23.0,0.0,0.0,0.0
8465223ffffffff,7.0,0.0,0.0,0.0
8465227ffffffff,5.0,0.0,0.0,0.0
8465229ffffffff,5.0,0.0,0.0,0.0
846522dffffffff,3.0,0.0,0.0,0.0
8465263ffffffff,12.0,0.0,0.0,0.0
846526bffffffff,2.0,0.0,0.0,0.0
84652b7ffffffff,2.0,2.0,0.0,0.0
8465353ffffffff,2.0,0.0,0.0,0.0
8465535ffffffff,2.0,0.0,0.0,0.0
8465545ffffffff,4.0,0.0,0.0,0.0
846556bffffffff,2.0,0.0,0.0,0.0
8465707ffffffff,8.0,0.0,0.0,0.0
8465731ffffffff,39.0,0.0,0.0,0.0
8465739ffffffff,8.0,0.0,0.0,0.0
8465803ffffffff,2.0,0.0,0.0,0.0
8465807ffffffff,3.0,0.0,0.0,0.0
8465811ffffffff,2.0,2.0,0.0,0.0
8465817ffffffff,2.0,2.0,0.0,0.0
8465819ffffffff,11.0,3.0,0.0,0.0
8465827ffffffff,1.0,1.0,0.0,0.0
8465851ffffffff,2.0,0.0,0.0,0.0
846585bffffffff,6.0,0.0,0.0,0.0
8465911ffffffff,274.0,39.0,0.0,0.0
8465913ffffffff,2.0,0.0,0.0,0.0
846591bffffffff,70.0,6.0,0.0,0.0
846591dffffffff,42.0,10.0,0.0,0.0
8465955ffffffff,2.0,0.0,0.0,0.0
8465959ffffffff,14.0,0.0,0.0,0.0
846595dffffffff,24.0,0.0,0.0,0.0
8465965ffffffff,2.0,0.0,0.0,0.0
8465969ffffffff,3.0,0.0,0.0,0.0
84659c1ffffffff,10.0,4.0,0.0,0.0
84659c9ffffffff,2.0,0.0,0.0,0.0
8465aadffffffff,1.0,0.0,0.0,0.0
8465b01ffffffff,180.0,27.0,0.0,0.0
8465b0bffffffff,2.0,0.0,0.0,0.0
8465b21ffffffff,8.0,3.0,0.0,0.0
8465b23ffffffff,19.0,0.0,0.0,0.0
8465b25ffffffff,6.0,3.0,0.0,0.0
8465b2bffffffff,1.0,0.0,0.0,0.0
8465b33ffffffff,3.0,0.0,0.0,0.0
8465b39ffffffff,4.0,0.0,0.0,0.0
8465b3dffffffff,6.0,0.0,0.0,0.0
8465b61ffffffff,3.0,0.0,0.0,0.0
8465b65ffffffff,1.0,0.0,0.0,0.0
8465b67ffffffff,1.0,0.0,0.0,0.0
8468025ffffffff,2.0,0.0,0.0,0.0
8468029ffffffff,2.0,0.0,0.0,0.0
846802dffffffff,1.0,0.0,0.0,0.0
8468057ffffffff,3.0,0.0,0.0,0.0
8468101ffffffff,4.0,2.0,0.0,0.0
8468113ffffffff,2.0,0.0,0.0,0.0
8468119ffffffff,3.0,0.0,0.0,0.0
846811bffffffff,4.0,0.0,0.0,0.0
846811dffffffff,2.0,0.0,0.0,0.0
8468123ffffffff,4.0,4.0,0.0,0.0
846812bffffffff,1.0,1.0,0.0,0.0
8468157ffffffff,404.0,48.0,0.0,0.0
8468167ffffffff,1.0,0.0,0.0,0.0
8468181ffffffff,15.0,0.0,0.0,0.0
8468189ffffffff,619.0,119.0,0.0,0.0
846818bffffffff,40.0,18.0,0.0,0.0
846818dffffffff,457.0,84.0,0.0,0.0
846819dffffffff,135.0,21.0,0.0,0.0
84681a9ffffffff,2.0,0.0,0.0,0.0
84681c1ffffffff,2.0,0.0,0.0,0.0
84681c3ffffffff,430.0,72.0,0.0,0.0
84681c5ffffffff,17.0,7.0,0.0,0.0
84681c7ffffffff,8.0,0.0,0.0,0.0
84681cbffffffff,1.0,0.0,0.0,0.0
84681d5ffffffff,648.0,104.0,0.0,0.0
84681d7ffffffff,4.0,0.0,0.0,0.0
84681e3ffffffff,1.0,0.0,0.0,0.0
84681edffffffff,4.0,0.0,0.0,0.0
8468281ffffffff,266.0,12.0,0.0,0.0
8468285ffffffff,186.0,16.0,0.0,0.0
84682a9ffffffff,9.0,2.0,0.0,0.0
84682d1ffffffff,25.0,0.0,0.0,0.0
8468401ffffffff,2.0,0.0,0.0,0.0
846841bffffffff,3.0,0.0,0.0,0.0
846842bffffffff,2.0,0.0,0.0,0.0
8468435ffffffff,5.0,5.0,0.0,0.0
8468447ffffffff,53.0,0.0,0.0,0.0
84684e5ffffffff,157.0,14.0,0.0,0.0
84685dbffffffff,1.0,1.0,0.0,0.0
84685ddffffffff,2.0,0.0,0.0,0.0
84685e9ffffffff,32.0,10.0,0.0,0.0
84686e9ffffffff,13.0,0.0,0.0,0.0
846871dffffffff,1.0,0.0,0.0,0.0
84688adffffffff,2.0,2.0,0.0,0.0
8468915ffffffff,2.0,0.0,0.0,0.0
8468965ffffffff,24.0,0.0,0.0,0.0
8468a47ffffffff,2.0,0.0,0.0,0.0
8468ab5ffffffff,3.0,0.0,0.0,0.0
8468ab7ffffffff,4.0,0.0,0.0,0.0
8468ac9ffffffff,11.0,9.0,0.0,0.0
8468c3dffffffff,8.0,0.0,0.0,0.0
8468c81ffffffff,4.0,0.0,0.0,0.0
8468c89ffffffff,1.0,0.0,0.0,0.0
8468c8bffffffff,397.0,0.0,0.0,128.0
8468ca9ffffffff,2.0,0.0,0.0,1.0
8468cadffffffff,2.0,0.0,0.0,2.0
8468cd1ffffffff,2.0,0.0,0.0,0.0
8468ce7ffffffff,100.0,0.0,0.0,41.0
8468d05ffffffff,2.0,0.0,0.0,2.0
8468d13ffffffff,4.0,0.0,0.0,0.0
8468d29ffffffff,3.0,0.0,0.0,0.0
8468d2bffffffff,5.0,0.0,0.0,1.0
8468d83ffffffff,2.0,0.0,0.0,0.0
8468d85ffffffff,4.0,0.0,0.0,2.0
8468d87ffffffff,5.0,0.0,0.0,0.0
8468d8bffffffff,6.0,0.0,0.0,2.0
8468dcdffffffff,13.0,0.0,0.0,0.0
8468ddbffffffff,15.0,0.0,0.0,6.0
8469415ffffffff,3.0,0.0,0.0,0.0
8469433ffffffff,9.0,0.0,0.0,0.0
8469439ffffffff,449.0,20.0,2.0,0.0
846943bffffffff,2.0,0.0,0.0,0.0
8469457ffffffff,2.0,0.0,0.0,0.0
846948dffffffff,1.0,0.0,0.0,0.0
84694e1ffffffff,2.0,0.0,0.0,0.0
84694e5ffffffff,6.0,0.0,0.0,0.0
84694e7ffffffff,2.0,0.0,0.0,0.0
8469583ffffffff,5.0,0.0,0.0,0.0
8469585ffffffff,1.0,0.0,0.0,0.0
846958bffffffff,19.0,0.0,0.0,0.0
846959dffffffff,4.0,0.0,0.0,0.0
84695a9ffffffff,3.0,0.0,0.0,0.0
84695c3ffffffff,2.0,0.0,0.0,0.0
84695d1ffffffff,2.0,0.0,0.0,0.0
846968bffffffff,2.0,0.0,0.0,0.0
84696d7ffffffff,21.0,9.0,0.0,0.0
84699a5ffffffff,3.0,0.0,0.0,0.0
8473b09ffffffff,6.0,0.0,0.0,0.0
8473b61ffffffff,2.0,0.0,0.0,0.0
848c13bffffffff,1.0,0.0,0.0,0.0
848c13dffffffff,2.0,0.0,0.0,0.0
848c1a7ffffffff,1.0,0.0,0.0,0.0
848c1edffffffff,3.0,0.0,0.0,0.0
848c881ffffffff,5.0,0.0,0.0,0.0
848c8c3ffffffff,1.0,0.0,0.0,0.0
848c921ffffffff,1.0,0.0,0.0,0.0
848c965ffffffff,2.0,0.0,0.0,0.0
848c993ffffffff,4.0,0.0,0.0,0.0
848cad5ffffffff,27.0,1.0,0.0,0.0
848caddffffffff,22.0,3.0,0.0,0.0
848cc27ffffffff,16.0,4.0,0.0,0.0
848cd0bffffffff,1.0,0.0,0.0,0.0
848cd8dffffffff,3.0,0.0,0.0,0.0
848d8cbffffffff,3.0,0.0,0.0,0.0
848d9a5ffffffff,5.0,0.0,0.0,0.0
848da25ffffffff,4.0,0.0,0.0,0.0
848da2dffffffff,8.0,0.0,0.0,0.0
848da67ffffffff,18.0,0.0,0.0,0.0
848db05ffffffff,1.0,0.0,0.0,0.0
848db53ffffffff,83.0,1.0,0.0,0.0
849421bffffffff,4.0,0.0,0.0,0.0
849500bffffffff,6.0,0.0,0.0,0.0
8495129ffffffff,4.0,0.0,0.0,0.0
849512bffffffff,3.0,0.0,0.0,0.0
849512dffffffff,6.0,0.0,0.0,0.0
84951abffffffff,28.0,3.0,0.0,0.0
84951e3ffffffff,37.0,4.0,0.0,0.0
84951e5ffffffff,69.0,5.0,0.0,0.0
84951e7ffffffff,24.0,1.0,0.0,0.0
8495217ffffffff,2.0,0.0,0.0,0.0
84952d5ffffffff,2.0,0.0,0.0,0.0
8495605ffffffff,8.0,0.0,0.0,4.0
8495661ffffffff,12.0,0.0,0.0,2.0
8495767ffffffff,1.0,0.0,0.0,0.0
8495a41ffffffff,2.0,0.0,0.0,0.0
8495a53ffffffff,8.0,0.0,0.0,0.0
8495a91ffffffff,9.0,5.0,0.0,0.0
8495a99ffffffff,95.0,8.0,0.0,0.0
8495a9bffffffff,32.0,0.0,0.0,0.0
8495ad7ffffffff,3.0,3.0,0.0,0.0
