cell_id,Melanerpes formicivorus,Melanerpes formicivorus [formicivorus Group],Melanerpes formicivorus angustifrons
8328f3fffffffff,13.0,0.0,0.0
8328f4fffffffff,16.0,0.0,0.0
8328f5fffffffff,4.0,0.0,0.0
8328f6fffffffff,5.0,0.0,0.0
832912fffffffff,19.0,9.0,0.0
832913fffffffff,3.0,3.0,0.0
832916fffffffff,2.0,0.0,0.0
83291afffffffff,11.0,5.0,0.0
832984fffffffff,6.0,0.0,0.0
832986fffffffff,24.0,0.0,0.0
832989fffffffff,21.0,0.0,0.0
83298cfffffffff,4.0,0.0,0.0
83298dfffffffff,6.0,0.0,0.0
832990fffffffff,5.0,0.0,0.0
832992fffffffff,4.0,0.0,0.0
8329a0fffffffff,81.0,0.0,0.0
8329a1fffffffff,50.0,11.0,0.0
8329a2fffffffff,24.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0
8329a4fffffffff,144.0,4.0,0.0
8329a5fffffffff,43.0,0.0,0.0
8329a6fffffffff,8.0,0.0,0.0
8329a8fffffffff,1.0,0.0,0.0
8329a9fffffffff,59.0,0.0,0.0
8329aafffffffff,3.0,3.0,0.0
8329abfffffffff,5.0,5.0,0.0
8329acfffffffff,164.0,8.0,0.0
8329adfffffffff,11.0,0.0,0.0
8329aefffffffff,2.0,0.0,0.0
8329b0fffffffff,5.0,2.0,0.0
8329b1fffffffff,9.0,0.0,0.0
8329b2fffffffff,9.0,2.0,0.0
8329b6fffffffff,27.0,25.0,0.0
83446cfffffffff,1.0,0.0,0.0
834520fffffffff,5.0,0.0,0.0
834521fffffffff,16.0,0.0,0.0
834522fffffffff,1.0,0.0,0.0
834523fffffffff,29.0,2.0,0.0
834525fffffffff,6.0,5.0,0.0
834526fffffffff,3.0,0.0,0.0
83452cfffffffff,37.0,0.0,0.0
83452efffffffff,61.0,0.0,0.0
834805fffffffff,16.0,0.0,9.0
83480afffffffff,4.0,4.0,0.0
834815fffffffff,1.0,1.0,0.0
83482efffffffff,5.0,0.0,5.0
834833fffffffff,1.0,0.0,0.0
83484afffffffff,2.0,0.0,0.0
834859fffffffff,5.0,0.0,0.0
83485bfffffffff,10.0,0.0,0.0
834880fffffffff,1.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0
834898fffffffff,8.0,0.0,0.0
83489cfffffffff,37.0,0.0,0.0
83489dfffffffff,12.0,0.0,0.0
8348a2fffffffff,15.0,14.0,0.0
8348abfffffffff,13.0,11.0,0.0
8348c0fffffffff,4.0,0.0,0.0
8348c1fffffffff,9.0,2.0,0.0
8348c3fffffffff,3.0,0.0,0.0
8348c5fffffffff,98.0,30.0,0.0
8348c6fffffffff,14.0,3.0,0.0
8348cafffffffff,2.0,0.0,0.0
8348ccfffffffff,3.0,0.0,0.0
8348cdfffffffff,114.0,23.0,0.0
8348d3fffffffff,1.0,0.0,0.0
8348d4fffffffff,6.0,6.0,0.0
8348d8fffffffff,114.0,0.0,0.0
8348dafffffffff,3.0,0.0,0.0
8348dcfffffffff,25.0,0.0,0.0
8348e3fffffffff,5.0,4.0,0.0
8348e8fffffffff,390.0,222.0,0.0
8348eafffffffff,33.0,14.0,0.0
8348ebfffffffff,200.0,39.0,0.0
8348ecfffffffff,31.0,8.0,0.0
8348eefffffffff,116.0,44.0,0.0
8348f2fffffffff,12.0,10.0,0.0
834982fffffffff,91.0,0.0,0.0
83498cfffffffff,1.0,0.0,0.0
834994fffffffff,5.0,0.0,0.0
834996fffffffff,17.0,2.0,0.0
83499cfffffffff,2.0,0.0,0.0
8349a2fffffffff,4.0,0.0,0.0
8349abfffffffff,2.0,0.0,0.0
8349b0fffffffff,1.0,0.0,0.0
8349b3fffffffff,7.0,4.0,0.0
8349b5fffffffff,3.0,0.0,0.0
83660bfffffffff,3.0,0.0,0.0
836618fffffffff,6.0,0.0,0.0
836619fffffffff,10.0,0.0,0.0
8366b4fffffffff,20.0,12.0,0.0
8366c2fffffffff,5.0,5.0,0.0
8366c4fffffffff,2.0,0.0,0.0
8366e0fffffffff,5.0,1.0,0.0
8366e4fffffffff,2.0,2.0,0.0
8366e6fffffffff,8.0,0.0,0.0
8366f1fffffffff,2.0,0.0,0.0
836d23fffffffff,3.0,0.0,0.0
836d25fffffffff,19.0,11.0,0.0
836d28fffffffff,4.0,0.0,0.0
836d29fffffffff,9.0,0.0,0.0
836d2bfffffffff,4.0,0.0,0.0
836d2dfffffffff,5.0,5.0,0.0
836d64fffffffff,2.0,0.0,0.0
836d69fffffffff,28.0,0.0,0.0
