cell_id,Strix virgata,Strix virgata [virgata Group],Strix virgata superciliaris/macconnelli,Strix virgata borelliana
836d6bfffffffff,367.0,0.0,0.0,0.0
836d6dfffffffff,186.0,0.0,0.0,0.0
836d6efffffffff,45.0,0.0,0.0,0.0
836d74fffffffff,161.0,0.0,0.0,0.0
836d75fffffffff,24.0,0.0,0.0,0.0
838102fffffffff,2.0,0.0,0.0,0.0
838114fffffffff,1.0,0.0,0.0,0.0
838133fffffffff,15.0,0.0,0.0,0.0
838134fffffffff,8.0,0.0,0.0,0.0
838136fffffffff,3.0,0.0,0.0,0.0
83814dfffffffff,10.0,0.0,0.0,0.0
838181fffffffff,13.0,0.0,0.0,0.0
838185fffffffff,5.0,0.0,0.0,0.0
8381aefffffffff,2.0,0.0,0.0,0.0
838a15fffffffff,1.0,0.0,1.0,0.0
838a45fffffffff,2.0,0.0,0.0,0.0
838a63fffffffff,2.0,0.0,0.0,0.0
838a6dfffffffff,33.0,0.0,0.0,0.0
838adcfffffffff,2.0,0.0,0.0,0.0
838af6fffffffff,9.0,0.0,2.0,0.0
838b00fffffffff,2.0,0.0,0.0,0.0
838b0dfffffffff,3.0,0.0,0.0,0.0
838b21fffffffff,1.0,0.0,0.0,0.0
838b22fffffffff,1.0,0.0,0.0,0.0
838b2efffffffff,1.0,0.0,0.0,0.0
838b40fffffffff,2.0,0.0,0.0,0.0
838b44fffffffff,33.0,0.0,0.0,0.0
838b45fffffffff,4.0,0.0,0.0,0.0
838b46fffffffff,5.0,0.0,0.0,0.0
838b48fffffffff,1.0,0.0,0.0,0.0
838b61fffffffff,30.0,0.0,0.0,0.0
838b62fffffffff,6.0,0.0,0.0,0.0
838b63fffffffff,31.0,0.0,0.0,0.0
838b69fffffffff,3.0,0.0,0.0,0.0
838b6efffffffff,11.0,0.0,0.0,0.0
838b71fffffffff,32.0,0.0,0.0,0.0
838b84fffffffff,1.0,0.0,0.0,0.0
838b99fffffffff,7.0,0.0,0.0,0.0
838b9dfffffffff,27.0,0.0,0.0,0.0
838ba0fffffffff,3.0,0.0,0.0,0.0
838bb5fffffffff,11.0,0.0,0.0,0.0
838f0dfffffffff,17.0,0.0,0.0,0.0
838f28fffffffff,1.0,0.0,0.0,0.0
838f29fffffffff,16.0,0.0,0.0,0.0
838f2afffffffff,11.0,0.0,0.0,0.0
838f2bfffffffff,3.0,0.0,0.0,0.0
838f2cfffffffff,22.0,0.0,0.0,0.0
838f2dfffffffff,1.0,0.0,0.0,0.0
838f40fffffffff,7.0,0.0,3.0,0.0
838f48fffffffff,8.0,0.0,0.0,0.0
838f4afffffffff,9.0,0.0,0.0,0.0
838f4bfffffffff,3.0,0.0,0.0,0.0
838f61fffffffff,1.0,0.0,0.0,0.0
838f63fffffffff,1.0,0.0,0.0,0.0
838f6bfffffffff,6.0,0.0,0.0,0.0
838f71fffffffff,1.0,0.0,0.0,0.0
838f74fffffffff,1.0,0.0,0.0,0.0
83a596fffffffff,31.0,0.0,0.0,0.0
83a801fffffffff,18.0,0.0,0.0,0.0
83a804fffffffff,3.0,0.0,0.0,0.0
83a806fffffffff,48.0,0.0,0.0,9.0
83a80cfffffffff,5.0,0.0,0.0,0.0
83a810fffffffff,108.0,0.0,0.0,0.0
83a811fffffffff,2.0,0.0,0.0,0.0
83a812fffffffff,56.0,0.0,0.0,7.0
83a813fffffffff,2.0,0.0,0.0,0.0
83a814fffffffff,41.0,0.0,0.0,0.0
83a815fffffffff,78.0,0.0,0.0,12.0
83a816fffffffff,1.0,0.0,0.0,0.0
83a81cfffffffff,2.0,0.0,0.0,0.0
83a81dfffffffff,4.0,0.0,0.0,0.0
83a81efffffffff,50.0,0.0,0.0,0.0
83a82afffffffff,2.0,0.0,0.0,0.0
83a82efffffffff,1.0,0.0,0.0,0.0
83a831fffffffff,24.0,0.0,0.0,6.0
83a833fffffffff,18.0,0.0,0.0,5.0
83a835fffffffff,16.0,0.0,0.0,0.0
83a859fffffffff,38.0,0.0,0.0,0.0
83a85dfffffffff,1.0,0.0,0.0,0.0
83a875fffffffff,2.0,0.0,0.0,0.0
83a880fffffffff,7.0,0.0,0.0,0.0
83a881fffffffff,7.0,0.0,0.0,0.0
83a882fffffffff,6.0,0.0,0.0,2.0
83a883fffffffff,6.0,0.0,0.0,0.0
83a884fffffffff,8.0,0.0,0.0,6.0
83a891fffffffff,19.0,0.0,0.0,0.0
83a8a1fffffffff,38.0,0.0,0.0,1.0
83a8a2fffffffff,22.0,0.0,0.0,3.0
83a8a3fffffffff,17.0,0.0,0.0,0.0
83a8a5fffffffff,26.0,0.0,0.0,0.0
83a8aafffffffff,3.0,0.0,0.0,0.0
83a8acfffffffff,12.0,0.0,0.0,0.0
83a8aefffffffff,2.0,0.0,0.0,0.0
83a91bfffffffff,25.0,0.0,0.0,0.0
83a91dfffffffff,6.0,0.0,0.0,0.0
83a942fffffffff,6.0,0.0,0.0,1.0
83a943fffffffff,9.0,0.0,0.0,0.0
83a946fffffffff,22.0,0.0,0.0,0.0
83a950fffffffff,15.0,0.0,0.0,0.0
83a953fffffffff,196.0,0.0,0.0,5.0
83a955fffffffff,8.0,0.0,0.0,0.0
83a95afffffffff,1.0,0.0,0.0,0.0
83a95cfffffffff,6.0,0.0,0.0,0.0
83a95efffffffff,5.0,0.0,0.0,0.0
