cell_id,Ramphastos tucanus,Ramphastos tucanus tucanus,Ramphastos tucanus cuvieri/inca
8466d89ffffffff,18.0,0.0,0.0
8466d8bffffffff,8.0,0.0,1.0
8466d8dffffffff,75.0,0.0,7.0
8466da3ffffffff,1.0,0.0,0.0
8466da7ffffffff,2.0,0.0,0.0
8466da9ffffffff,22.0,0.0,0.0
8466dadffffffff,54.0,0.0,1.0
8466db1ffffffff,41.0,0.0,7.0
8466db5ffffffff,10.0,0.0,0.0
8466dc1ffffffff,3.0,0.0,0.0
8466dc3ffffffff,1951.0,0.0,236.0
8466dc7ffffffff,189.0,0.0,0.0
8466dc9ffffffff,30.0,0.0,0.0
8466dcbffffffff,181.0,0.0,2.0
8466dcdffffffff,7.0,0.0,0.0
8466dd1ffffffff,24.0,0.0,0.0
8466dd3ffffffff,21.0,0.0,2.0
8466dd5ffffffff,173.0,0.0,6.0
8466dd7ffffffff,10.0,0.0,0.0
8466dd9ffffffff,12.0,0.0,0.0
8466ddbffffffff,21.0,0.0,0.0
8466dddffffffff,61.0,0.0,11.0
8466de1ffffffff,308.0,0.0,40.0
8466de3ffffffff,281.0,0.0,34.0
8466de7ffffffff,21.0,0.0,1.0
8466debffffffff,312.0,0.0,50.0
8466dedffffffff,4.0,0.0,0.0
8466e03ffffffff,16.0,0.0,0.0
8466e0bffffffff,38.0,0.0,0.0
8466e11ffffffff,132.0,0.0,0.0
8466e13ffffffff,17.0,0.0,0.0
8466e15ffffffff,304.0,0.0,0.0
8466e17ffffffff,65.0,0.0,0.0
8466e19ffffffff,16.0,0.0,0.0
8466e1dffffffff,161.0,0.0,0.0
8466e31ffffffff,9.0,0.0,0.0
8466e33ffffffff,2.0,0.0,0.0
8466e37ffffffff,10.0,0.0,0.0
8466e39ffffffff,118.0,0.0,0.0
8466e3bffffffff,158.0,0.0,0.0
8466e3dffffffff,8.0,0.0,0.0
8466e51ffffffff,32.0,0.0,0.0
8466e53ffffffff,125.0,0.0,0.0
8466e57ffffffff,294.0,0.0,0.0
8466e59ffffffff,59.0,0.0,0.0
8466e5bffffffff,40.0,0.0,0.0
8466e81ffffffff,4.0,0.0,0.0
8466e89ffffffff,1.0,0.0,0.0
8466e8dffffffff,25.0,0.0,0.0
8466e9dffffffff,38.0,0.0,0.0
8466eadffffffff,13.0,0.0,0.0
8466ec1ffffffff,23.0,0.0,0.0
8466ec3ffffffff,3.0,0.0,0.0
8466ec5ffffffff,68.0,0.0,0.0
8466ec7ffffffff,151.0,0.0,0.0
8466ec9ffffffff,56.0,0.0,0.0
8466ecbffffffff,480.0,0.0,1.0
8466ecdffffffff,2.0,0.0,0.0
8466ee1ffffffff,5.0,0.0,0.0
8466ee5ffffffff,396.0,0.0,0.0
8466ee7ffffffff,11.0,0.0,0.0
8466eebffffffff,14.0,0.0,0.0
8466eedffffffff,45.0,0.0,0.0
8467585ffffffff,4.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a5ffffffff,17.0,0.0,0.0
84675abffffffff,6.0,0.0,0.0
8480291ffffffff,1.0,0.0,0.0
8480445ffffffff,40.0,0.0,0.0
8480449ffffffff,4.0,0.0,0.0
848044dffffffff,20.0,0.0,0.0
8480465ffffffff,3.0,0.0,0.0
8480469ffffffff,383.0,0.0,0.0
848046bffffffff,4.0,0.0,0.0
84804c1ffffffff,4.0,0.0,0.0
84804cbffffffff,13.0,0.0,0.0
8480619ffffffff,22.0,0.0,0.0
8480623ffffffff,1.0,0.0,0.0
8480625ffffffff,9.0,0.0,0.0
8480627ffffffff,2.0,0.0,0.0
8480643ffffffff,7.0,0.0,0.0
8480655ffffffff,93.0,0.0,0.0
8480657ffffffff,2.0,0.0,0.0
848065dffffffff,3.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848066bffffffff,16.0,0.0,0.0
8480685ffffffff,2.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0
84806a3ffffffff,10.0,0.0,0.0
84806a7ffffffff,7.0,0.0,0.0
84806abffffffff,23.0,0.0,0.0
84806b3ffffffff,2.0,0.0,0.0
84806b7ffffffff,62.0,0.0,0.0
84806e7ffffffff,3.0,0.0,0.0
8480713ffffffff,47.0,0.0,0.0
8480717ffffffff,6.0,0.0,0.0
8480723ffffffff,3.0,0.0,0.0
8480745ffffffff,12.0,0.0,0.0
8480755ffffffff,2.0,0.0,0.0
8480759ffffffff,12.0,0.0,0.0
848075bffffffff,14.0,0.0,0.0
848075dffffffff,2.0,0.0,0.0
8481401ffffffff,15.0,0.0,0.0
8481403ffffffff,14.0,0.0,0.0
8481407ffffffff,2.0,0.0,0.0
8481423ffffffff,14.0,0.0,0.0
8481431ffffffff,18.0,0.0,0.0
8481437ffffffff,1.0,0.0,0.0
8481439ffffffff,8.0,0.0,0.0
8481447ffffffff,2.0,0.0,0.0
848146bffffffff,12.0,0.0,0.0
84814a1ffffffff,10.0,0.0,0.0
84814a9ffffffff,63.0,0.0,0.0
84814adffffffff,134.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0
84814d1ffffffff,3.0,0.0,0.0
84814d5ffffffff,105.0,0.0,0.0
84814d9ffffffff,16.0,0.0,0.0
84814e3ffffffff,49.0,0.0,0.0
84814e5ffffffff,4.0,0.0,0.0
84814e7ffffffff,203.0,0.0,0.0
8481513ffffffff,3.0,0.0,0.0
8481581ffffffff,2.0,0.0,0.0
8481583ffffffff,11.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,16.0,0.0,0.0
84815c9ffffffff,16.0,0.0,0.0
84815d3ffffffff,4.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,60.0,0.0,0.0
84815dbffffffff,20.0,0.0,0.0
84815e9ffffffff,1.0,0.0,0.0
8481635ffffffff,2.0,0.0,0.0
8481637ffffffff,10.0,0.0,0.0
848a003ffffffff,26.0,1.0,0.0
848a00bffffffff,17.0,0.0,0.0
848a01dffffffff,30.0,0.0,2.0
848a049ffffffff,1.0,0.0,0.0
848a04bffffffff,7.0,0.0,0.0
848a051ffffffff,24.0,0.0,0.0
848a059ffffffff,58.0,0.0,0.0
848a05bffffffff,50.0,0.0,0.0
848a05dffffffff,13.0,0.0,0.0
848a069ffffffff,57.0,0.0,0.0
848a109ffffffff,45.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a127ffffffff,1.0,0.0,0.0
848a143ffffffff,2.0,0.0,0.0
848a155ffffffff,77.0,0.0,0.0
848a157ffffffff,15.0,1.0,0.0
848a185ffffffff,2.0,0.0,0.0
848a191ffffffff,1.0,0.0,1.0
848a1a1ffffffff,1.0,0.0,1.0
848a1a7ffffffff,35.0,0.0,1.0
848a1abffffffff,4.0,0.0,2.0
848a1b9ffffffff,1.0,0.0,0.0
848a213ffffffff,2.0,0.0,0.0
848a217ffffffff,11.0,0.0,0.0
848a21bffffffff,6.0,0.0,0.0
848a233ffffffff,7.0,0.0,0.0
848a23bffffffff,14.0,0.0,0.0
848a243ffffffff,1.0,0.0,0.0
848a249ffffffff,22.0,0.0,0.0
848a25bffffffff,2.0,0.0,0.0
848a2cdffffffff,1.0,0.0,0.0
848a313ffffffff,37.0,0.0,0.0
848a317ffffffff,26.0,0.0,0.0
848a337ffffffff,27.0,0.0,0.0
848a33bffffffff,15.0,0.0,0.0
848a40dffffffff,2.0,0.0,0.0
848a419ffffffff,5.0,0.0,0.0
848a43bffffffff,8.0,0.0,0.0
848a451ffffffff,38.0,0.0,0.0
848a453ffffffff,1.0,0.0,0.0
848a459ffffffff,125.0,2.0,2.0
848a45bffffffff,109.0,0.0,0.0
848a45dffffffff,149.0,0.0,0.0
848a489ffffffff,3.0,0.0,0.0
848a4b9ffffffff,11.0,0.0,4.0
848a4bbffffffff,4.0,0.0,0.0
848a4e5ffffffff,2.0,0.0,0.0
848a525ffffffff,7.0,0.0,0.0
848a565ffffffff,3.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0
848a685ffffffff,1.0,0.0,0.0
848a68bffffffff,27.0,0.0,0.0
848a697ffffffff,1.0,0.0,0.0
848a699ffffffff,686.0,0.0,19.0
848a69bffffffff,1.0,0.0,0.0
848a69dffffffff,8.0,0.0,0.0
848a6b5ffffffff,2.0,0.0,0.0
848a6d1ffffffff,1.0,0.0,0.0
848a6d3ffffffff,34.0,0.0,0.0
848a6d7ffffffff,70.0,0.0,0.0
848a6d9ffffffff,104.0,0.0,3.0
848a6dbffffffff,263.0,0.0,7.0
848a6e5ffffffff,1.0,0.0,0.0
848a703ffffffff,6.0,0.0,0.0
848a707ffffffff,6.0,0.0,0.0
848a70bffffffff,16.0,0.0,0.0
848a73dffffffff,22.0,0.0,0.0
848a755ffffffff,11.0,0.0,0.0
848a809ffffffff,63.0,0.0,0.0
848a81bffffffff,30.0,0.0,0.0
848a827ffffffff,33.0,0.0,0.0
848a82dffffffff,2.0,0.0,0.0
848a837ffffffff,1.0,0.0,0.0
848a859ffffffff,2.0,0.0,0.0
848a85bffffffff,4.0,0.0,0.0
848a85dffffffff,2.0,0.0,0.0
848a8cbffffffff,3.0,0.0,0.0
848a8cdffffffff,4.0,0.0,0.0
848a8d9ffffffff,8.0,0.0,0.0
848a901ffffffff,2.0,0.0,0.0
848a913ffffffff,4.0,0.0,0.0
848a925ffffffff,34.0,0.0,0.0
848a927ffffffff,34.0,0.0,0.0
848a963ffffffff,1.0,0.0,0.0
848a999ffffffff,5.0,0.0,0.0
848a9c1ffffffff,3.0,0.0,0.0
848a9c9ffffffff,5.0,0.0,0.0
848a9cdffffffff,45.0,0.0,0.0
848a9d1ffffffff,5.0,0.0,0.0
848a9d3ffffffff,3.0,0.0,0.0
848aa87ffffffff,16.0,0.0,0.0
848aa8bffffffff,21.0,0.0,0.0
848aa93ffffffff,12.0,0.0,0.0
848aa97ffffffff,6.0,0.0,0.0
848aa9dffffffff,44.0,0.0,0.0
848aaa3ffffffff,31.0,0.0,0.0
848aaa5ffffffff,34.0,0.0,0.0
848aaadffffffff,48.0,0.0,0.0
848aab5ffffffff,3.0,0.0,0.0
848aab7ffffffff,1.0,1.0,0.0
848aab9ffffffff,3.0,0.0,0.0
848aabdffffffff,14.0,0.0,0.0
848aac9ffffffff,6.0,0.0,0.0
848aacbffffffff,11.0,0.0,0.0
848aad3ffffffff,2.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848aaddffffffff,13.0,0.0,0.0
848ab21ffffffff,1.0,0.0,0.0
848ac41ffffffff,1.0,0.0,0.0
848ad13ffffffff,21.0,0.0,0.0
848ad89ffffffff,16.0,0.0,0.0
848ad8dffffffff,11.0,0.0,0.0
848ada9ffffffff,2.0,0.0,0.0
848adb7ffffffff,4.0,0.0,0.0
848adb9ffffffff,8.0,0.0,0.0
848adbbffffffff,19.0,0.0,0.0
848adc1ffffffff,1.0,0.0,0.0
848adc5ffffffff,6.0,0.0,0.0
848adcdffffffff,7.0,0.0,0.0
848ade3ffffffff,4.0,0.0,0.0
848ae53ffffffff,1.0,0.0,0.0
848ae5bffffffff,56.0,0.0,37.0
848aee3ffffffff,4.0,0.0,0.0
848af03ffffffff,4.0,0.0,0.0
848af09ffffffff,217.0,3.0,37.0
848af0bffffffff,28.0,12.0,2.0
848af0dffffffff,5.0,0.0,0.0
848af11ffffffff,27.0,0.0,22.0
848af13ffffffff,6.0,0.0,0.0
848af19ffffffff,8.0,0.0,6.0
848af1dffffffff,25.0,0.0,5.0
848af29ffffffff,395.0,54.0,0.0
848af2bffffffff,32.0,0.0,0.0
848af2dffffffff,51.0,12.0,0.0
848af41ffffffff,79.0,0.0,5.0
848af43ffffffff,15.0,0.0,0.0
848af45ffffffff,89.0,0.0,20.0
848af47ffffffff,26.0,0.0,0.0
848af4dffffffff,13.0,0.0,0.0
848af61ffffffff,421.0,73.0,5.0
848af63ffffffff,345.0,33.0,0.0
848af67ffffffff,296.0,0.0,0.0
848af69ffffffff,42.0,3.0,2.0
848af6bffffffff,141.0,9.0,0.0
848af6dffffffff,1.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0
848b01bffffffff,1.0,0.0,0.0
848b065ffffffff,1.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b11bffffffff,6.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b1a5ffffffff,2.0,0.0,0.0
848b1cdffffffff,2.0,0.0,0.0
848b1dbffffffff,11.0,0.0,0.0
848b1e1ffffffff,4.0,0.0,0.0
848b1edffffffff,1.0,0.0,0.0
848b205ffffffff,5.0,0.0,0.0
848b211ffffffff,2.0,0.0,2.0
848b213ffffffff,13.0,0.0,0.0
848b221ffffffff,8.0,0.0,0.0
848b223ffffffff,87.0,0.0,5.0
848b229ffffffff,9.0,0.0,0.0
848b22bffffffff,18.0,0.0,2.0
848b239ffffffff,2.0,0.0,1.0
848b23bffffffff,8.0,0.0,0.0
848b23dffffffff,9.0,0.0,0.0
848b28bffffffff,4.0,0.0,4.0
848b2a5ffffffff,2.0,0.0,0.0
848b2c1ffffffff,3.0,0.0,0.0
848b2c5ffffffff,7.0,0.0,0.0
848b2c7ffffffff,8.0,0.0,0.0
848b2cdffffffff,1.0,0.0,0.0
848b2e9ffffffff,15.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b401ffffffff,65.0,0.0,3.0
848b40bffffffff,51.0,0.0,0.0
848b40dffffffff,108.0,0.0,5.0
848b429ffffffff,15.0,0.0,0.0
848b42dffffffff,2.0,0.0,0.0
848b445ffffffff,45.0,0.0,0.0
848b447ffffffff,20.0,0.0,0.0
848b449ffffffff,37.0,0.0,0.0
848b44bffffffff,312.0,0.0,31.0
848b44dffffffff,482.0,0.0,7.0
848b459ffffffff,95.0,0.0,6.0
848b461ffffffff,4.0,0.0,0.0
848b463ffffffff,5.0,0.0,0.0
848b469ffffffff,82.0,0.0,0.0
848b46bffffffff,48.0,0.0,0.0
848b483ffffffff,8.0,0.0,0.0
848b493ffffffff,4.0,0.0,0.0
848b4e5ffffffff,48.0,0.0,0.0
848b511ffffffff,13.0,0.0,0.0
848b513ffffffff,22.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b529ffffffff,20.0,0.0,2.0
848b52dffffffff,1.0,0.0,0.0
848b53dffffffff,4.0,0.0,0.0
848b561ffffffff,2.0,0.0,2.0
848b563ffffffff,5.0,0.0,0.0
848b567ffffffff,24.0,0.0,0.0
848b5c3ffffffff,6.0,0.0,0.0
848b5cdffffffff,70.0,0.0,0.0
848b5d1ffffffff,3.0,0.0,0.0
848b5e9ffffffff,2.0,0.0,0.0
848b617ffffffff,179.0,0.0,0.0
848b623ffffffff,22.0,0.0,1.0
848b627ffffffff,162.0,0.0,9.0
848b631ffffffff,22.0,0.0,0.0
848b633ffffffff,49.0,0.0,0.0
848b635ffffffff,46.0,0.0,1.0
848b637ffffffff,658.0,0.0,38.0
848b63bffffffff,111.0,0.0,21.0
848b63dffffffff,7.0,0.0,0.0
848b683ffffffff,7.0,0.0,0.0
848b68bffffffff,2.0,0.0,0.0
848b691ffffffff,9.0,0.0,0.0
848b693ffffffff,40.0,0.0,0.0
848b695ffffffff,17.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0
848b699ffffffff,6.0,0.0,0.0
848b69bffffffff,11.0,0.0,0.0
848b69dffffffff,1.0,0.0,0.0
848b6bbffffffff,7.0,0.0,0.0
848b6c1ffffffff,3.0,0.0,0.0
848b6c3ffffffff,17.0,0.0,0.0
848b6cbffffffff,16.0,0.0,0.0
848b6cdffffffff,3.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0
848b6e5ffffffff,93.0,0.0,17.0
848b6e7ffffffff,176.0,0.0,0.0
848b6edffffffff,141.0,0.0,7.0
848b709ffffffff,22.0,0.0,0.0
848b70bffffffff,2.0,0.0,2.0
848b711ffffffff,7.0,0.0,0.0
848b713ffffffff,838.0,0.0,4.0
848b717ffffffff,51.0,0.0,0.0
848b71bffffffff,58.0,0.0,9.0
848b743ffffffff,5.0,0.0,1.0
848b745ffffffff,15.0,0.0,0.0
848b747ffffffff,34.0,0.0,2.0
848b751ffffffff,7.0,0.0,0.0
848b755ffffffff,5.0,0.0,0.0
848b757ffffffff,14.0,0.0,14.0
848b821ffffffff,5.0,0.0,0.0
848b829ffffffff,3.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0
848b849ffffffff,58.0,0.0,0.0
848b881ffffffff,76.0,0.0,0.0
848b885ffffffff,1.0,0.0,0.0
848b889ffffffff,5.0,0.0,0.0
848b88dffffffff,2.0,0.0,0.0
848b8a1ffffffff,1.0,0.0,0.0
848b8a5ffffffff,3.0,0.0,0.0
848b96dffffffff,2.0,0.0,0.0
848b98bffffffff,19.0,0.0,0.0
848b999ffffffff,78.0,0.0,0.0
848b99dffffffff,104.0,0.0,0.0
848b9d1ffffffff,63.0,0.0,0.0
848b9d5ffffffff,887.0,0.0,0.0
848b9d7ffffffff,7.0,0.0,0.0
848ba09ffffffff,14.0,0.0,0.0
848ba0dffffffff,3.0,0.0,0.0
848ba47ffffffff,5.0,0.0,0.0
848ba55ffffffff,13.0,0.0,0.0
848ba63ffffffff,9.0,0.0,0.0
848bb59ffffffff,16.0,0.0,0.0
848e649ffffffff,12.0,0.0,0.0
848e65bffffffff,3.0,0.0,0.0
848f401ffffffff,218.0,0.0,0.0
848f403ffffffff,2.0,0.0,0.0
848f409ffffffff,3.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0
848f40dffffffff,9.0,0.0,0.0
848f435ffffffff,3.0,0.0,0.0
848f437ffffffff,4.0,0.0,0.0
848f439ffffffff,17.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0
848f44bffffffff,33.0,0.0,0.0
848f455ffffffff,4.0,0.0,0.0
848f461ffffffff,46.0,0.0,0.0
848f463ffffffff,12.0,0.0,0.0
848f465ffffffff,1.0,0.0,0.0
848f485ffffffff,20.0,0.0,0.0
848f487ffffffff,8.0,0.0,0.0
848f489ffffffff,33.0,0.0,0.0
848f48dffffffff,30.0,0.0,0.0
848f495ffffffff,4.0,0.0,0.0
848f4a1ffffffff,5.0,0.0,0.0
848f4a5ffffffff,3.0,0.0,0.0
848f4a9ffffffff,2.0,0.0,0.0
848f4abffffffff,3.0,0.0,0.0
848f4adffffffff,7.0,0.0,0.0
848f4b3ffffffff,2.0,0.0,0.0
848f4b5ffffffff,6.0,0.0,0.0
848f4c1ffffffff,4.0,0.0,0.0
848f4c7ffffffff,28.0,0.0,0.0
848f4e3ffffffff,3.0,0.0,0.0
848f4e7ffffffff,2.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0
848f5ddffffffff,5.0,0.0,0.0
848f611ffffffff,12.0,0.0,0.0
848f613ffffffff,52.0,0.0,0.0
848f617ffffffff,2.0,0.0,0.0
848f619ffffffff,87.0,0.0,0.0
848f61bffffffff,98.0,0.0,0.0
848f637ffffffff,2.0,0.0,0.0
848f655ffffffff,33.0,0.0,0.0
848f657ffffffff,93.0,0.0,0.0
848f6b3ffffffff,3.0,0.0,0.0
848f6b5ffffffff,61.0,0.0,0.0
848f6bbffffffff,9.0,0.0,0.0
848f6e1ffffffff,4.0,0.0,0.0
848f6e9ffffffff,15.0,0.0,0.0
848f6ebffffffff,7.0,0.0,0.0
848f705ffffffff,4.0,0.0,0.0
848f71bffffffff,6.0,0.0,0.0
848f71dffffffff,4.0,0.0,0.0
848f729ffffffff,4.0,0.0,0.0
848f72bffffffff,23.0,0.0,0.0
848f733ffffffff,2.0,0.0,0.0
