cell_id,Saxicola maurus,Saxicola maurus hemprichii,Saxicola maurus [maurus Group],Saxicola maurus przewalskii
833c15fffffffff,1.0,0.0,1.0,0.0
833c18fffffffff,2.0,0.0,0.0,0.0
833c19fffffffff,24.0,0.0,4.0,0.0
833c1bfffffffff,12.0,0.0,0.0,0.0
833c1cfffffffff,13.0,0.0,2.0,0.0
833c1dfffffffff,8.0,0.0,0.0,0.0
833c1efffffffff,2.0,0.0,0.0,0.0
833c33fffffffff,1.0,0.0,0.0,0.0
833c36fffffffff,2.0,0.0,0.0,0.0
833c52fffffffff,2.0,0.0,2.0,0.0
833c58fffffffff,13.0,0.0,3.0,7.0
833c5afffffffff,11.0,0.0,2.0,8.0
833c5bfffffffff,6.0,0.0,0.0,0.0
833c5cfffffffff,8.0,0.0,0.0,0.0
833c8dfffffffff,14.0,0.0,0.0,0.0
833ca8fffffffff,3.0,0.0,0.0,0.0
833cabfffffffff,5.0,0.0,0.0,0.0
833cb0fffffffff,4.0,0.0,0.0,0.0
833cb1fffffffff,7.0,0.0,1.0,0.0
833cb4fffffffff,2.0,0.0,2.0,0.0
833cb6fffffffff,10.0,0.0,10.0,0.0
833cc0fffffffff,3.0,0.0,0.0,0.0
833cc6fffffffff,4.0,0.0,0.0,0.0
833ce1fffffffff,1.0,0.0,0.0,0.0
833ce4fffffffff,1.0,0.0,0.0,0.0
833ce5fffffffff,8.0,0.0,0.0,0.0
833cecfffffffff,13.0,0.0,0.0,0.0
833cf0fffffffff,2.0,0.0,0.0,0.0
833cf1fffffffff,4.0,0.0,0.0,0.0
833cf2fffffffff,56.0,0.0,3.0,0.0
833cf4fffffffff,9.0,0.0,0.0,0.0
833cf6fffffffff,55.0,0.0,0.0,0.0
833d04fffffffff,7.0,0.0,7.0,0.0
833d10fffffffff,2.0,0.0,2.0,0.0
833d12fffffffff,5.0,0.0,0.0,0.0
833d13fffffffff,23.0,0.0,19.0,0.0
833d14fffffffff,5.0,0.0,5.0,0.0
833d35fffffffff,2.0,0.0,2.0,0.0
833d84fffffffff,7.0,0.0,7.0,0.0
833d85fffffffff,4.0,0.0,4.0,0.0
833d89fffffffff,1.0,0.0,0.0,0.0
833d8bfffffffff,2.0,0.0,0.0,0.0
833d8dfffffffff,21.0,0.0,1.0,18.0
833d96fffffffff,5.0,0.0,0.0,0.0
833d99fffffffff,2.0,0.0,0.0,0.0
833d9bfffffffff,9.0,0.0,3.0,0.0
833d9dfffffffff,1.0,0.0,1.0,0.0
833da1fffffffff,33.0,0.0,33.0,0.0
833da2fffffffff,1.0,0.0,1.0,0.0
833da3fffffffff,22.0,0.0,20.0,0.0
833da6fffffffff,13.0,0.0,13.0,0.0
833da9fffffffff,2.0,0.0,0.0,1.0
833dacfffffffff,2.0,0.0,0.0,0.0
833dadfffffffff,13.0,0.0,7.0,0.0
833daefffffffff,2.0,0.0,0.0,0.0
833db1fffffffff,6.0,0.0,6.0,0.0
833db5fffffffff,3.0,0.0,0.0,0.0
833db6fffffffff,1.0,0.0,1.0,0.0
833e41fffffffff,1.0,0.0,0.0,0.0
833e45fffffffff,11.0,2.0,0.0,0.0
833e68fffffffff,12.0,0.0,8.0,0.0
833e6cfffffffff,22.0,11.0,5.0,0.0
833f36fffffffff,2.0,2.0,0.0,0.0
833f45fffffffff,16.0,0.0,8.0,0.0
833f4dfffffffff,2.0,2.0,0.0,0.0
833f60fffffffff,1.0,0.0,0.0,0.0
834040fffffffff,3.0,0.0,0.0,0.0
834041fffffffff,1.0,0.0,0.0,0.0
834043fffffffff,9.0,0.0,0.0,0.0
83404cfffffffff,7.0,0.0,0.0,0.0
83404dfffffffff,5.0,0.0,2.0,0.0
83405afffffffff,2.0,0.0,0.0,2.0
83405cfffffffff,1.0,0.0,0.0,0.0
834071fffffffff,2.0,0.0,0.0,0.0
8340c1fffffffff,3.0,0.0,0.0,3.0
8340c2fffffffff,4.0,0.0,0.0,4.0
8340c3fffffffff,4.0,0.0,0.0,4.0
8340dcfffffffff,2.0,0.0,0.0,2.0
8340e1fffffffff,2.0,0.0,0.0,2.0
83414cfffffffff,2.0,0.0,0.0,1.0
834159fffffffff,1.0,0.0,0.0,1.0
83415afffffffff,1.0,0.0,0.0,1.0
834249fffffffff,8.0,0.0,0.0,0.0
834253fffffffff,9.0,0.0,9.0,0.0
834259fffffffff,2.0,0.0,2.0,0.0
83425afffffffff,2.0,0.0,2.0,0.0
8342c0fffffffff,30.0,0.0,30.0,0.0
8342c1fffffffff,76.0,0.0,76.0,0.0
8342c2fffffffff,28.0,0.0,28.0,0.0
8342c3fffffffff,15.0,0.0,12.0,0.0
8342c4fffffffff,43.0,0.0,41.0,0.0
8342c5fffffffff,4.0,0.0,2.0,0.0
8342c6fffffffff,25.0,0.0,25.0,0.0
8342c9fffffffff,4.0,0.0,2.0,0.0
8342cafffffffff,16.0,0.0,12.0,0.0
8342cbfffffffff,2.0,0.0,0.0,0.0
8342ccfffffffff,17.0,0.0,17.0,0.0
8342cdfffffffff,5.0,0.0,4.0,0.0
8342cefffffffff,88.0,0.0,67.0,0.0
8342d1fffffffff,8.0,0.0,8.0,0.0
8342d5fffffffff,2.0,0.0,2.0,0.0
8342d9fffffffff,1.0,0.0,0.0,0.0
8342dbfffffffff,38.0,0.0,36.0,0.0
8342dcfffffffff,11.0,0.0,9.0,0.0
8342ddfffffffff,77.0,0.0,76.0,0.0
8342e3fffffffff,4.0,0.0,4.0,0.0
8342e9fffffffff,5.0,0.0,5.0,0.0
8342eafffffffff,7.0,0.0,7.0,0.0
8342ebfffffffff,8.0,0.0,6.0,0.0
834396fffffffff,2.0,2.0,0.0,0.0
8343a0fffffffff,23.0,8.0,0.0,0.0
8343a1fffffffff,36.0,8.0,0.0,0.0
8343a3fffffffff,3.0,0.0,0.0,0.0
8343a6fffffffff,4.0,0.0,0.0,0.0
8343acfffffffff,67.0,5.0,3.0,0.0
8343aefffffffff,22.0,1.0,2.0,0.0
835202fffffffff,2.0,2.0,0.0,0.0
83529bfffffffff,1.0,0.0,0.0,0.0
8352d4fffffffff,1.0,0.0,0.0,0.0
83530dfffffffff,2.0,0.0,0.0,0.0
835312fffffffff,2.0,2.0,0.0,0.0
83534dfffffffff,29.0,6.0,0.0,0.0
83536afffffffff,2.0,0.0,0.0,0.0
836002fffffffff,137.0,0.0,44.0,0.0
836004fffffffff,13.0,0.0,3.0,0.0
836006fffffffff,3.0,0.0,3.0,0.0
836011fffffffff,14.0,0.0,7.0,0.0
836014fffffffff,3.0,0.0,3.0,0.0
836015fffffffff,9.0,0.0,0.0,0.0
836016fffffffff,19.0,0.0,0.0,0.0
83601efffffffff,22.0,0.0,20.0,0.0
836022fffffffff,79.0,0.0,14.0,0.0
836026fffffffff,12.0,0.0,4.0,0.0
836030fffffffff,14.0,0.0,2.0,0.0
836031fffffffff,71.0,0.0,29.0,0.0
836032fffffffff,1.0,0.0,0.0,0.0
836033fffffffff,2.0,0.0,0.0,0.0
836034fffffffff,2.0,0.0,2.0,0.0
836035fffffffff,6.0,0.0,2.0,0.0
836080fffffffff,3.0,0.0,3.0,0.0
836081fffffffff,1.0,0.0,1.0,0.0
836088fffffffff,91.0,0.0,89.0,0.0
83608afffffffff,2.0,0.0,2.0,0.0
83608bfffffffff,184.0,0.0,183.0,0.0
83608cfffffffff,1.0,0.0,1.0,0.0
83608efffffffff,126.0,0.0,120.0,0.0
836090fffffffff,35.0,0.0,35.0,0.0
836091fffffffff,1.0,0.0,1.0,0.0
836093fffffffff,10.0,0.0,10.0,0.0
836096fffffffff,50.0,0.0,50.0,0.0
836098fffffffff,2.0,0.0,2.0,0.0
836099fffffffff,59.0,0.0,59.0,0.0
83609cfffffffff,5.0,0.0,5.0,0.0
83609dfffffffff,11.0,0.0,11.0,0.0
83609efffffffff,22.0,0.0,22.0,0.0
8360a1fffffffff,5.0,0.0,5.0,0.0
8360a2fffffffff,23.0,0.0,21.0,0.0
8360a6fffffffff,8.0,0.0,8.0,0.0
8360a8fffffffff,6.0,0.0,6.0,0.0
8360a9fffffffff,33.0,0.0,15.0,0.0
8360aafffffffff,1.0,0.0,1.0,0.0
8360abfffffffff,4.0,0.0,4.0,0.0
8360adfffffffff,5.0,0.0,0.0,0.0
8360b1fffffffff,48.0,0.0,48.0,0.0
8360b3fffffffff,7.0,0.0,4.0,0.0
836102fffffffff,2.0,0.0,0.0,0.0
836106fffffffff,2.0,0.0,0.0,0.0
83611cfffffffff,7.0,0.0,0.0,0.0
836189fffffffff,14.0,0.0,4.0,0.0
83618cfffffffff,1.0,0.0,1.0,0.0
836332fffffffff,5.0,5.0,0.0,0.0
83640bfffffffff,2.0,0.0,2.0,0.0
836481fffffffff,1.0,0.0,0.0,0.0
836482fffffffff,8.0,0.0,0.0,8.0
83648dfffffffff,1.0,0.0,0.0,0.0
836490fffffffff,2.0,0.0,0.0,2.0
836491fffffffff,14.0,0.0,0.0,13.0
8364e4fffffffff,2.0,0.0,0.0,0.0
836592fffffffff,1.0,0.0,0.0,0.0
837acdfffffffff,2.0,0.0,0.0,0.0
837ad9fffffffff,2.0,0.0,0.0,0.0
837b59fffffffff,1.0,0.0,0.0,0.0
