cell_id,Pyrocephalus rubinus,Pyrocephalus rubinus [mexicanus Group],Pyrocephalus rubinus saturatus,Pyrocephalus rubinus [obscurus Group],Pyrocephalus rubinus rubinus
8326f2fffffffff,5.0,0.0,0.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0,0.0,0.0
832744fffffffff,7.0,0.0,0.0,0.0,0.0
83274afffffffff,42.0,0.0,0.0,0.0,0.0
83274bfffffffff,2.0,0.0,0.0,0.0,0.0
832758fffffffff,11.0,0.0,0.0,0.0,0.0
83275dfffffffff,6.0,0.0,0.0,0.0,0.0
832763fffffffff,5.0,0.0,0.0,0.0,0.0
832768fffffffff,2.0,0.0,0.0,0.0,0.0
83276bfffffffff,2.0,0.0,0.0,0.0,0.0
83276efffffffff,6.0,0.0,0.0,0.0,0.0
832771fffffffff,2.0,0.0,0.0,0.0,0.0
83278dfffffffff,6.0,0.0,0.0,0.0,0.0
832802fffffffff,28.0,0.0,0.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0,0.0,0.0
832816fffffffff,1.0,0.0,0.0,0.0,0.0
83281bfffffffff,119.0,0.0,0.0,0.0,0.0
83281cfffffffff,32.0,0.0,0.0,0.0,0.0
832830fffffffff,88.0,0.0,0.0,0.0,0.0
832832fffffffff,70.0,0.0,0.0,0.0,0.0
832833fffffffff,321.0,3.0,0.0,0.0,0.0
832834fffffffff,274.0,4.0,0.0,0.0,0.0
832835fffffffff,16.0,0.0,0.0,0.0,0.0
832836fffffffff,83.0,0.0,0.0,0.0,0.0
832891fffffffff,9.0,0.0,0.0,0.0,0.0
8328d1fffffffff,25.0,0.0,0.0,0.0,0.0
8328d5fffffffff,2.0,0.0,0.0,0.0,0.0
8328f0fffffffff,19.0,0.0,0.0,0.0,0.0
8328f4fffffffff,13.0,0.0,0.0,0.0,0.0
832912fffffffff,258.0,0.0,0.0,0.0,0.0
832913fffffffff,86.0,0.0,0.0,0.0,0.0
832916fffffffff,21.0,0.0,0.0,0.0,0.0
83291afffffffff,79.0,2.0,0.0,0.0,0.0
832981fffffffff,2.0,0.0,0.0,0.0,0.0
832982fffffffff,2.0,0.0,0.0,0.0,0.0
832984fffffffff,34.0,0.0,0.0,0.0,0.0
832985fffffffff,25.0,0.0,0.0,0.0,0.0
832986fffffffff,154.0,0.0,0.0,0.0,0.0
832988fffffffff,3.0,0.0,0.0,0.0,0.0
832989fffffffff,4.0,0.0,0.0,0.0,0.0
83298cfffffffff,46.0,0.0,0.0,0.0,0.0
832990fffffffff,10.0,0.0,0.0,0.0,0.0
832995fffffffff,70.0,0.0,0.0,0.0,0.0
8329a0fffffffff,409.0,0.0,0.0,0.0,0.0
8329a1fffffffff,728.0,0.0,0.0,0.0,0.0
8329a2fffffffff,142.0,0.0,0.0,0.0,0.0
8329a3fffffffff,13.0,0.0,0.0,0.0,0.0
8329a4fffffffff,895.0,1.0,0.0,0.0,0.0
8329a5fffffffff,1041.0,0.0,0.0,0.0,0.0
8329a6fffffffff,61.0,0.0,0.0,0.0,0.0
8329a8fffffffff,36.0,0.0,0.0,0.0,0.0
8329a9fffffffff,269.0,1.0,0.0,0.0,0.0
8329abfffffffff,23.0,4.0,0.0,0.0,0.0
8329acfffffffff,33.0,0.0,0.0,0.0,0.0
8329adfffffffff,74.0,0.0,0.0,0.0,0.0
8329aefffffffff,1.0,0.0,0.0,0.0,0.0
8329b0fffffffff,2.0,0.0,0.0,0.0,0.0
8329b1fffffffff,3.0,0.0,0.0,0.0,0.0
8329b2fffffffff,21.0,0.0,0.0,0.0,0.0
8329b3fffffffff,2.0,0.0,0.0,0.0,0.0
8329b5fffffffff,103.0,0.0,0.0,0.0,0.0
8329b6fffffffff,38.0,0.0,0.0,0.0,0.0
832a10fffffffff,2.0,0.0,0.0,0.0,0.0
832a30fffffffff,1.0,0.0,0.0,0.0,0.0
832a31fffffffff,49.0,0.0,0.0,0.0,0.0
832a34fffffffff,6.0,0.0,0.0,0.0,0.0
832a85fffffffff,33.0,0.0,0.0,0.0,0.0
832a86fffffffff,4.0,0.0,0.0,0.0,0.0
832a94fffffffff,13.0,0.0,0.0,0.0,0.0
832a95fffffffff,3.0,0.0,0.0,0.0,0.0
832aa8fffffffff,15.0,4.0,0.0,0.0,0.0
832aabfffffffff,2.0,0.0,0.0,0.0,0.0
832aadfffffffff,110.0,0.0,0.0,0.0,0.0
832ab0fffffffff,1.0,0.0,0.0,0.0,0.0
832ab2fffffffff,9.0,0.0,0.0,0.0,0.0
832ab3fffffffff,66.0,0.0,0.0,0.0,0.0
832ab4fffffffff,2.0,0.0,0.0,0.0,0.0
832ab6fffffffff,74.0,0.0,0.0,0.0,0.0
832ad4fffffffff,2.0,0.0,0.0,0.0,0.0
832af2fffffffff,71.0,0.0,0.0,0.0,0.0
832b19fffffffff,11.0,0.0,0.0,0.0,0.0
832b24fffffffff,10.0,0.0,0.0,0.0,0.0
832ba0fffffffff,29.0,0.0,0.0,0.0,0.0
832baafffffffff,62.0,0.0,0.0,0.0,0.0
834412fffffffff,26.0,0.0,0.0,0.0,0.0
834416fffffffff,1.0,0.0,0.0,0.0,0.0
83441afffffffff,19.0,0.0,0.0,0.0,0.0
83441efffffffff,10.0,0.0,0.0,0.0,0.0
834440fffffffff,107.0,0.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0,0.0
834442fffffffff,8.0,0.0,0.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0,0.0,0.0
834444fffffffff,3.0,0.0,0.0,0.0,0.0
834445fffffffff,142.0,0.0,0.0,0.0,0.0
834446fffffffff,191.0,0.0,0.0,0.0,0.0
83444cfffffffff,21.0,0.0,0.0,0.0,0.0
83444dfffffffff,11.0,0.0,0.0,0.0,0.0
83444efffffffff,10.0,0.0,0.0,0.0,0.0
834450fffffffff,270.0,0.0,0.0,0.0,0.0
834452fffffffff,5.0,0.0,0.0,0.0,0.0
834455fffffffff,203.0,0.0,0.0,0.0,0.0
834456fffffffff,51.0,0.0,0.0,0.0,0.0
834459fffffffff,1.0,0.0,0.0,0.0,0.0
83445afffffffff,9.0,0.0,0.0,0.0,0.0
83445efffffffff,2.0,0.0,0.0,0.0,0.0
834463fffffffff,7.0,0.0,0.0,0.0,0.0
834468fffffffff,6.0,0.0,0.0,0.0,0.0
83446afffffffff,4.0,0.0,0.0,0.0,0.0
83446cfffffffff,39.0,0.0,0.0,0.0,0.0
83446dfffffffff,64.0,0.0,0.0,0.0,0.0
83446efffffffff,16.0,0.0,0.0,0.0,0.0
834473fffffffff,64.0,2.0,0.0,0.0,0.0
8344a1fffffffff,2.0,0.0,0.0,0.0,0.0
8344a5fffffffff,199.0,0.0,0.0,0.0,0.0
8344a8fffffffff,100.0,0.0,0.0,0.0,0.0
8344a9fffffffff,643.0,2.0,0.0,0.0,0.0
8344acfffffffff,243.0,1.0,0.0,0.0,0.0
8344adfffffffff,10.0,3.0,0.0,0.0,0.0
8344aefffffffff,96.0,0.0,0.0,0.0,0.0
8344b5fffffffff,2.0,0.0,0.0,0.0,0.0
8344c4fffffffff,33.0,0.0,0.0,0.0,0.0
8344cdfffffffff,1.0,0.0,0.0,0.0,0.0
8344d0fffffffff,1.0,0.0,0.0,0.0,0.0
8344d1fffffffff,13.0,0.0,0.0,0.0,0.0
8344d3fffffffff,46.0,0.0,0.0,0.0,0.0
8344e0fffffffff,7.0,0.0,0.0,0.0,0.0
8344e2fffffffff,96.0,0.0,0.0,0.0,0.0
8344e3fffffffff,145.0,1.0,0.0,0.0,0.0
8344e4fffffffff,12.0,0.0,0.0,0.0,0.0
8344e5fffffffff,41.0,0.0,0.0,0.0,0.0
8344e6fffffffff,1093.0,12.0,0.0,0.0,0.0
8344e8fffffffff,3.0,0.0,0.0,0.0,0.0
8344eefffffffff,16.0,0.0,0.0,0.0,0.0
8344f0fffffffff,22.0,0.0,0.0,0.0,0.0
8344f1fffffffff,3.0,0.0,0.0,0.0,0.0
8344f3fffffffff,21.0,0.0,0.0,0.0,0.0
8344f4fffffffff,269.0,0.0,0.0,0.0,0.0
8344f5fffffffff,51.0,0.0,0.0,0.0,0.0
8344f6fffffffff,10.0,0.0,0.0,0.0,0.0
83451bfffffffff,2.0,0.0,0.0,0.0,0.0
834520fffffffff,2.0,0.0,0.0,0.0,0.0
834522fffffffff,6.0,0.0,0.0,0.0,0.0
834523fffffffff,3.0,0.0,0.0,0.0,0.0
834525fffffffff,20.0,0.0,0.0,0.0,0.0
83452afffffffff,17.0,0.0,0.0,0.0,0.0
83452cfffffffff,26.0,3.0,0.0,0.0,0.0
83452dfffffffff,4.0,4.0,0.0,0.0,0.0
834572fffffffff,1.0,0.0,0.0,0.0,0.0
83480afffffffff,4.0,4.0,0.0,0.0,0.0
83480dfffffffff,5.0,0.0,0.0,0.0,0.0
83482bfffffffff,1.0,0.0,0.0,0.0,0.0
834836fffffffff,2.0,2.0,0.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0,0.0,0.0
83484afffffffff,38.0,0.0,0.0,0.0,0.0
834858fffffffff,1.0,0.0,0.0,0.0,0.0
834859fffffffff,18.0,0.0,0.0,0.0,0.0
83485bfffffffff,43.0,0.0,0.0,0.0,0.0
834872fffffffff,2.0,0.0,0.0,0.0,0.0
834880fffffffff,17.0,0.0,0.0,0.0,0.0
834882fffffffff,5.0,0.0,0.0,0.0,0.0
834883fffffffff,5.0,0.0,0.0,0.0,0.0
834886fffffffff,10.0,0.0,0.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0,0.0,0.0
83488afffffffff,1.0,0.0,0.0,0.0,0.0
83488bfffffffff,14.0,0.0,0.0,0.0,0.0
83488efffffffff,4.0,0.0,0.0,0.0,0.0
834890fffffffff,5.0,0.0,0.0,0.0,0.0
834891fffffffff,6.0,2.0,0.0,0.0,0.0
834892fffffffff,19.0,0.0,0.0,0.0,0.0
834893fffffffff,14.0,0.0,0.0,0.0,0.0
834895fffffffff,41.0,0.0,0.0,0.0,0.0
834898fffffffff,114.0,2.0,0.0,0.0,0.0
83489afffffffff,60.0,0.0,0.0,0.0,0.0
83489bfffffffff,22.0,0.0,0.0,0.0,0.0
83489cfffffffff,9.0,0.0,0.0,0.0,0.0
83489dfffffffff,8.0,0.0,0.0,0.0,0.0
83489efffffffff,204.0,3.0,0.0,0.0,0.0
8348abfffffffff,5.0,0.0,0.0,0.0,0.0
8348b1fffffffff,3.0,0.0,0.0,0.0,0.0
8348b2fffffffff,11.0,0.0,0.0,0.0,0.0
8348b3fffffffff,17.0,0.0,0.0,0.0,0.0
8348c1fffffffff,3.0,0.0,0.0,0.0,0.0
8348c2fffffffff,103.0,0.0,0.0,0.0,0.0
8348c3fffffffff,32.0,1.0,0.0,0.0,0.0
8348c5fffffffff,69.0,1.0,0.0,0.0,0.0
8348c6fffffffff,22.0,0.0,0.0,0.0,0.0
8348c8fffffffff,17.0,0.0,0.0,0.0,0.0
8348c9fffffffff,22.0,2.0,0.0,0.0,0.0
8348ccfffffffff,15.0,0.0,0.0,0.0,0.0
8348cdfffffffff,13.0,0.0,0.0,0.0,0.0
8348cefffffffff,10.0,5.0,0.0,0.0,0.0
8348d0fffffffff,3.0,0.0,0.0,0.0,0.0
8348d1fffffffff,41.0,0.0,0.0,0.0,0.0
8348d2fffffffff,6.0,0.0,0.0,0.0,0.0
8348d3fffffffff,11.0,0.0,0.0,0.0,0.0
8348d4fffffffff,28.0,0.0,0.0,0.0,0.0
8348d6fffffffff,4.0,0.0,0.0,0.0,0.0
8348d8fffffffff,46.0,0.0,0.0,0.0,0.0
8348dafffffffff,1.0,0.0,0.0,0.0,0.0
8348dcfffffffff,16.0,0.0,0.0,0.0,0.0
8348ddfffffffff,5.0,0.0,0.0,0.0,0.0
8348defffffffff,5.0,0.0,0.0,0.0,0.0
8348e3fffffffff,8.0,0.0,0.0,0.0,0.0
8348e8fffffffff,972.0,828.0,0.0,0.0,0.0
8348e9fffffffff,16.0,0.0,0.0,0.0,0.0
8348eafffffffff,31.0,1.0,0.0,0.0,0.0
8348ebfffffffff,28.0,1.0,0.0,0.0,0.0
8348ecfffffffff,55.0,29.0,0.0,0.0,0.0
8348eefffffffff,201.0,23.0,0.0,0.0,0.0
8348f2fffffffff,21.0,2.0,0.0,0.0,0.0
8348f3fffffffff,4.0,0.0,0.0,0.0,0.0
8348f6fffffffff,2.0,0.0,0.0,0.0,0.0
834908fffffffff,2.0,0.0,0.0,0.0,0.0
834982fffffffff,75.0,74.0,0.0,0.0,0.0
834983fffffffff,18.0,18.0,0.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0,0.0
834994fffffffff,26.0,2.0,0.0,0.0,0.0
834995fffffffff,2.0,2.0,0.0,0.0,0.0
834996fffffffff,14.0,1.0,0.0,0.0,0.0
8349a8fffffffff,12.0,9.0,0.0,0.0,0.0
8349aafffffffff,3.0,0.0,0.0,0.0,0.0
8349b1fffffffff,1.0,1.0,0.0,0.0,0.0
8349b2fffffffff,1.0,0.0,0.0,0.0,0.0
8349b3fffffffff,35.0,35.0,0.0,0.0,0.0
8349b5fffffffff,6.0,6.0,0.0,0.0,0.0
836608fffffffff,4.0,0.0,0.0,0.0,0.0
836612fffffffff,2.0,0.0,0.0,0.0,0.0
836622fffffffff,1.0,0.0,1.0,0.0,0.0
836625fffffffff,2.0,0.0,2.0,0.0,0.0
8366a5fffffffff,3.0,0.0,0.0,0.0,0.0
8366b5fffffffff,10.0,0.0,0.0,0.0,0.0
8366d1fffffffff,3.0,0.0,0.0,0.0,0.0
8366d3fffffffff,5.0,0.0,0.0,0.0,0.0
8366d5fffffffff,12.0,0.0,0.0,0.0,0.0
8366dbfffffffff,2.0,0.0,0.0,0.0,0.0
8366dcfffffffff,18.0,0.0,0.0,0.0,0.0
8366defffffffff,22.0,0.0,0.0,0.0,0.0
8366f0fffffffff,2.0,0.0,0.0,0.0,0.0
8366f1fffffffff,1.0,0.0,0.0,0.0,0.0
8366f5fffffffff,2.0,0.0,0.0,0.0,0.0
836746fffffffff,4.0,0.0,0.0,0.0,0.0
836759fffffffff,2.0,0.0,0.0,0.0,0.0
83675efffffffff,1.0,0.0,0.0,0.0,0.0
836d21fffffffff,5.0,1.0,0.0,0.0,0.0
836d23fffffffff,1.0,0.0,0.0,0.0,0.0
836d25fffffffff,28.0,24.0,0.0,0.0,0.0
836d28fffffffff,14.0,0.0,0.0,0.0,0.0
836d29fffffffff,4.0,0.0,0.0,0.0,0.0
836d2dfffffffff,12.0,0.0,0.0,0.0,0.0
836d2efffffffff,4.0,0.0,0.0,0.0,0.0
836d32fffffffff,5.0,0.0,0.0,0.0,0.0
836d34fffffffff,6.0,6.0,0.0,0.0,0.0
836d66fffffffff,7.0,0.0,0.0,0.0,0.0
838124fffffffff,3.0,0.0,0.0,0.0,0.0
838a45fffffffff,1.0,0.0,0.0,0.0,0.0
838a6dfffffffff,2.0,0.0,0.0,0.0,0.0
838b0cfffffffff,2.0,0.0,0.0,0.0,0.0
838b22fffffffff,6.0,0.0,0.0,0.0,2.0
838b42fffffffff,1.0,0.0,0.0,0.0,0.0
838b44fffffffff,1.0,0.0,0.0,0.0,0.0
838b63fffffffff,17.0,0.0,0.0,0.0,14.0
838b69fffffffff,1.0,0.0,0.0,0.0,0.0
838b71fffffffff,2.0,0.0,0.0,0.0,2.0
838e45fffffffff,2.0,0.0,0.0,0.0,0.0
838e62fffffffff,3.0,0.0,0.0,0.0,0.0
838f2dfffffffff,9.0,0.0,0.0,0.0,0.0
838f50fffffffff,12.0,0.0,0.0,12.0,0.0
838f51fffffffff,2.0,0.0,0.0,2.0,0.0
838f54fffffffff,5.0,0.0,0.0,1.0,0.0
838f55fffffffff,1.0,0.0,0.0,1.0,0.0
838f61fffffffff,3.0,0.0,0.0,0.0,0.0
838f72fffffffff,7.0,0.0,0.0,0.0,0.0
838f73fffffffff,2.0,0.0,0.0,2.0,0.0
838f76fffffffff,1.0,0.0,0.0,1.0,0.0
83a810fffffffff,1.0,0.0,0.0,0.0,0.0
83a811fffffffff,2.0,0.0,0.0,0.0,0.0
83a814fffffffff,4.0,0.0,0.0,0.0,2.0
83a831fffffffff,10.0,0.0,0.0,0.0,0.0
83a833fffffffff,2.0,0.0,0.0,0.0,0.0
83a835fffffffff,4.0,0.0,0.0,0.0,0.0
83a8abfffffffff,1.0,0.0,0.0,0.0,0.0
83a8adfffffffff,2.0,0.0,0.0,0.0,0.0
83a901fffffffff,10.0,0.0,0.0,0.0,0.0
83a905fffffffff,18.0,0.0,0.0,0.0,2.0
83a909fffffffff,1.0,0.0,0.0,0.0,0.0
83a90afffffffff,2.0,0.0,0.0,0.0,0.0
83a90cfffffffff,2.0,0.0,0.0,0.0,0.0
83a918fffffffff,2.0,0.0,0.0,0.0,0.0
83a91bfffffffff,5.0,0.0,0.0,0.0,0.0
83a921fffffffff,13.0,0.0,0.0,0.0,0.0
83a929fffffffff,6.0,0.0,0.0,0.0,0.0
83a92cfffffffff,8.0,0.0,0.0,0.0,0.0
83a92dfffffffff,21.0,0.0,0.0,0.0,1.0
83a92efffffffff,25.0,0.0,0.0,0.0,0.0
83a944fffffffff,32.0,0.0,0.0,0.0,0.0
83a960fffffffff,9.0,0.0,0.0,0.0,3.0
83a961fffffffff,22.0,0.0,0.0,0.0,0.0
83a962fffffffff,3.0,0.0,0.0,0.0,3.0
83a963fffffffff,5.0,0.0,0.0,0.0,0.0
83a964fffffffff,3.0,0.0,0.0,0.0,0.0
83a965fffffffff,2.0,0.0,0.0,0.0,0.0
83a966fffffffff,6.0,0.0,0.0,0.0,0.0
83a96cfffffffff,1.0,0.0,0.0,0.0,0.0
83a96dfffffffff,3.0,0.0,0.0,0.0,0.0
83a971fffffffff,2.0,0.0,0.0,0.0,0.0
83b20afffffffff,2.0,0.0,0.0,0.0,0.0
83b241fffffffff,1.0,0.0,0.0,0.0,0.0
83b242fffffffff,2.0,0.0,0.0,0.0,0.0
83b243fffffffff,1.0,0.0,0.0,0.0,0.0
83b246fffffffff,4.0,0.0,0.0,0.0,2.0
83b248fffffffff,3.0,0.0,0.0,0.0,0.0
83b249fffffffff,22.0,0.0,0.0,0.0,0.0
83b24bfffffffff,8.0,0.0,0.0,0.0,0.0
83b24cfffffffff,1.0,0.0,0.0,0.0,0.0
83b24dfffffffff,126.0,0.0,0.0,0.0,0.0
83b25bfffffffff,2.0,0.0,0.0,0.0,0.0
83b25dfffffffff,4.0,0.0,0.0,0.0,0.0
83b261fffffffff,4.0,0.0,0.0,0.0,0.0
83b268fffffffff,22.0,0.0,0.0,0.0,0.0
83b269fffffffff,55.0,0.0,0.0,0.0,0.0
83b26afffffffff,1.0,0.0,0.0,0.0,0.0
83b26bfffffffff,20.0,0.0,0.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0,0.0,0.0
83b26dfffffffff,48.0,0.0,0.0,0.0,0.0
83b272fffffffff,1.0,0.0,0.0,0.0,0.0
83b275fffffffff,2.0,0.0,0.0,0.0,0.0
83b2c5fffffffff,2.0,0.0,0.0,0.0,0.0
83b2e9fffffffff,3.0,0.0,0.0,0.0,0.0
83b2ebfffffffff,3.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,3.0,0.0,0.0,0.0,0.0
83b300fffffffff,1.0,0.0,1.0,0.0,0.0
83b30bfffffffff,2.0,0.0,0.0,0.0,0.0
83b340fffffffff,1.0,0.0,0.0,0.0,0.0
83b342fffffffff,4.0,0.0,0.0,0.0,0.0
83b343fffffffff,7.0,0.0,0.0,0.0,0.0
83b344fffffffff,9.0,0.0,0.0,0.0,0.0
83b346fffffffff,2.0,0.0,0.0,0.0,0.0
83b351fffffffff,11.0,0.0,0.0,0.0,0.0
83b355fffffffff,6.0,0.0,0.0,0.0,0.0
83b356fffffffff,1.0,0.0,0.0,0.0,0.0
83b35afffffffff,2.0,0.0,0.0,0.0,0.0
83b35efffffffff,4.0,0.0,0.0,0.0,0.0
83b366fffffffff,1.0,0.0,0.0,0.0,0.0
83c219fffffffff,3.0,0.0,0.0,0.0,3.0
83c21bfffffffff,4.0,0.0,0.0,0.0,4.0
83c2c3fffffffff,3.0,0.0,0.0,0.0,0.0
83c2c5fffffffff,55.0,0.0,0.0,0.0,6.0
83c2c6fffffffff,5.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,83.0,0.0,0.0,0.0,0.0
83c2cbfffffffff,5.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,65.0,0.0,0.0,0.0,0.0
83c2d1fffffffff,4.0,0.0,0.0,0.0,0.0
83c2d5fffffffff,4.0,0.0,0.0,0.0,0.0
83c2d9fffffffff,57.0,0.0,0.0,0.0,1.0
83c2e9fffffffff,10.0,0.0,0.0,0.0,0.0
83c2eafffffffff,3.0,0.0,0.0,0.0,0.0
83c2ebfffffffff,16.0,0.0,0.0,0.0,0.0
83c2eefffffffff,3.0,0.0,0.0,0.0,0.0
83c2f2fffffffff,3.0,0.0,0.0,0.0,0.0
83c2f3fffffffff,13.0,0.0,0.0,0.0,2.0
83c305fffffffff,2.0,0.0,0.0,0.0,0.0
83c32efffffffff,6.0,0.0,0.0,0.0,0.0
83c343fffffffff,6.0,0.0,0.0,0.0,0.0
83c34cfffffffff,2.0,0.0,0.0,0.0,0.0
83c352fffffffff,2.0,0.0,0.0,0.0,0.0
83c36cfffffffff,3.0,0.0,0.0,0.0,0.0
83ce82fffffffff,2.0,0.0,0.0,0.0,0.0
83cea3fffffffff,2.0,0.0,0.0,0.0,0.0
