cell_id,Passerculus sandwichensis,Passerculus sandwichensis [sandwichensis Group],Passerculus sandwichensis princeps,Passerculus sandwichensis [guttatus Group],Passerculus sandwichensis sanctorum,Passerculus sandwichensis rostratus/atratus
8212effffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8213a7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,142.0,0.0,17.0,0.0,0.0,0.0
821aaffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,40.0,10.0,0.0,0.0,0.0,0.0
8222effffffffff,6.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,29.0,9.0,0.0,0.0,0.0,0.0
822617fffffffff,7.0,4.0,0.0,0.0,0.0,0.0
82261ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,19.0,2.0,0.0,0.0,0.0,0.0
82262ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,108.0,2.0,0.0,0.0,0.0,0.0
82264ffffffffff,257.0,51.0,0.0,0.0,0.0,0.0
822657fffffffff,94.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,153.0,20.0,0.0,0.0,0.0,0.0
822667fffffffff,145.0,4.0,0.0,0.0,0.0,0.0
82266ffffffffff,168.0,5.0,0.0,0.0,0.0,0.0
822677fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,146.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,197.0,2.0,0.0,0.0,0.0,0.0
822697fffffffff,301.0,93.0,0.0,0.0,0.0,0.0
82269ffffffffff,122.0,0.0,0.0,0.0,0.0,0.0
8226a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,87.0,2.0,0.0,0.0,0.0,0.0
8226b7fffffffff,10.0,2.0,0.0,0.0,0.0,0.0
8226c7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,108.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
822707fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,53.0,24.0,0.0,0.0,0.0,0.0
822717fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,63.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,338.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,63.0,2.0,0.0,0.0,0.0,0.0
82275ffffffffff,184.0,2.0,0.0,0.0,0.0,0.0
822767fffffffff,38.0,5.0,0.0,0.0,0.0,0.0
82276ffffffffff,89.0,7.0,0.0,0.0,0.0,0.0
822777fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,18.0,6.0,0.0,0.0,0.0,0.0
82279ffffffffff,27.0,2.0,0.0,0.0,0.0,0.0
8227a7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,22.0,11.0,0.0,0.0,0.0,0.0
822817fffffffff,101.0,14.0,0.0,0.0,0.0,0.0
82281ffffffffff,97.0,3.0,0.0,0.0,0.0,0.0
822837fffffffff,2672.0,229.0,0.0,0.0,0.0,44.0
822887fffffffff,377.0,4.0,0.0,0.0,0.0,0.0
82288ffffffffff,71.0,6.0,0.0,0.0,0.0,0.0
822897fffffffff,58.0,1.0,0.0,0.0,0.0,0.0
82289ffffffffff,58.0,23.0,0.0,0.0,0.0,0.0
8228a7fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,34.0,3.0,0.0,0.0,0.0,0.0
8228b7fffffffff,92.0,20.0,0.0,0.0,0.0,0.0
8228c7fffffffff,59.0,7.0,0.0,0.0,0.0,0.0
8228d7fffffffff,74.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,59.0,5.0,0.0,0.0,0.0,0.0
8228f7fffffffff,57.0,5.0,0.0,0.0,0.0,0.0
822917fffffffff,33.0,6.0,0.0,0.0,0.0,25.0
82291ffffffffff,17.0,13.0,0.0,0.0,0.0,0.0
822987fffffffff,29.0,2.0,0.0,0.0,0.0,0.0
82298ffffffffff,45.0,14.0,0.0,0.0,0.0,0.0
822997fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
82299ffffffffff,11.0,8.0,0.0,0.0,0.0,0.0
8229a7fffffffff,798.0,166.0,0.0,34.0,0.0,297.0
8229affffffffff,184.0,85.0,0.0,0.0,0.0,64.0
8229b7fffffffff,84.0,14.0,0.0,0.0,0.0,0.0
822a07fffffffff,57.0,25.0,0.0,0.0,0.0,0.0
822a17fffffffff,2247.0,222.0,125.0,0.0,0.0,0.0
822a37fffffffff,951.0,192.0,161.0,0.0,0.0,0.0
822a87fffffffff,66.0,18.0,0.0,0.0,0.0,0.0
822a8ffffffffff,219.0,68.0,0.0,0.0,0.0,0.0
822a97fffffffff,129.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,241.0,65.0,0.0,0.0,0.0,0.0
822aaffffffffff,1231.0,208.0,129.0,0.0,0.0,0.0
822ab7fffffffff,676.0,106.0,0.0,0.0,0.0,0.0
822ad7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,145.0,22.0,51.0,0.0,0.0,0.0
822b07fffffffff,94.0,8.0,18.0,0.0,0.0,0.0
822b0ffffffffff,140.0,9.0,86.0,0.0,0.0,0.0
822b17fffffffff,30.0,1.0,0.0,0.0,0.0,0.0
822b1ffffffffff,145.0,27.0,30.0,0.0,0.0,0.0
822b27fffffffff,35.0,5.0,0.0,0.0,0.0,0.0
822b2ffffffffff,203.0,5.0,186.0,0.0,0.0,0.0
822b37fffffffff,29.0,2.0,0.0,0.0,0.0,0.0
822b87fffffffff,171.0,19.0,0.0,0.0,0.0,0.0
822b8ffffffffff,416.0,69.0,0.0,0.0,0.0,0.0
822b97fffffffff,78.0,6.0,0.0,0.0,0.0,0.0
822b9ffffffffff,456.0,79.0,0.0,0.0,0.0,0.0
822ba7fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,281.0,47.0,1.0,0.0,0.0,0.0
822bb7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,22.0,1.0,0.0,0.0,0.0,0.0
82441ffffffffff,51.0,11.0,0.0,0.0,0.0,0.0
824437fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,124.0,1.0,0.0,0.0,0.0,0.0
82444ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,40.0,3.0,0.0,0.0,0.0,0.0
82445ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,95.0,8.0,0.0,0.0,0.0,0.0
824477fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,29.0,6.0,0.0,0.0,0.0,0.0
8244a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,76.0,2.0,0.0,0.0,0.0,0.0
8244b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,211.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,222.0,20.0,0.0,0.0,0.0,0.0
8244d7fffffffff,33.0,2.0,3.0,0.0,0.0,0.0
8244dffffffffff,103.0,5.0,0.0,0.0,0.0,0.0
8244e7fffffffff,35.0,9.0,0.0,0.0,0.0,0.0
8244effffffffff,50.0,1.0,0.0,0.0,0.0,0.0
8244f7fffffffff,177.0,16.0,3.0,0.0,0.0,0.0
824507fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,89.0,0.0,0.0,0.0,0.0,0.0
824537fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
824577fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
82458ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8245a7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8245b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
82482ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,8.0,1.0,0.0,2.0,3.0,2.0
82484ffffffffff,10.0,7.0,0.0,1.0,0.0,2.0
824857fffffffff,8.0,3.0,0.0,0.0,0.0,5.0
82485ffffffffff,234.0,56.0,0.0,16.0,0.0,31.0
824877fffffffff,23.0,3.0,0.0,3.0,0.0,0.0
824887fffffffff,8.0,2.0,0.0,0.0,0.0,0.0
82488ffffffffff,34.0,6.0,0.0,0.0,0.0,0.0
824897fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,58.0,6.0,0.0,0.0,0.0,0.0
8248a7fffffffff,4.0,1.0,0.0,0.0,0.0,0.0
8248affffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,32.0,10.0,0.0,0.0,0.0,0.0
8248cffffffffff,54.0,8.0,0.0,0.0,0.0,0.0
8248d7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,38.0,3.0,0.0,0.0,0.0,0.0
8248e7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,432.0,171.0,0.0,0.0,0.0,0.0
8248f7fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,40.0,3.0,0.0,0.0,0.0,0.0
82499ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824c87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,5.0,1.0,0.0,0.0,0.0,0.0
826787fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
826d2ffffffffff,57.0,3.0,0.0,0.0,0.0,0.0
826d37fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,60.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0
826d77fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
