cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
83ce8bfffffffff,38.0,0.0,0.0,0.0
83ce8cfffffffff,1290.0,0.0,0.0,0.0
83ce8dfffffffff,1.0,0.0,0.0,0.0
83ce8efffffffff,294.0,0.0,0.0,0.0
83ce90fffffffff,1.0,0.0,0.0,0.0
83ce91fffffffff,2.0,0.0,0.0,0.0
83ce92fffffffff,4.0,0.0,0.0,0.0
83ce93fffffffff,168.0,0.0,0.0,0.0
83ce94fffffffff,6.0,0.0,0.0,0.0
83ce95fffffffff,11.0,0.0,0.0,0.0
83ce96fffffffff,32.0,0.0,0.0,0.0
83ce98fffffffff,112.0,0.0,0.0,0.0
83ce99fffffffff,44.0,0.0,0.0,0.0
83ce9bfffffffff,23.0,0.0,0.0,0.0
83ce9cfffffffff,75.0,0.0,0.0,0.0
83ce9dfffffffff,70.0,0.0,0.0,0.0
83ce9efffffffff,30.0,0.0,0.0,0.0
83cea0fffffffff,39.0,0.0,0.0,0.0
83cea1fffffffff,283.0,0.0,0.0,0.0
83cea2fffffffff,3.0,0.0,0.0,0.0
83cea3fffffffff,14.0,0.0,0.0,0.0
83cea5fffffffff,10.0,0.0,0.0,0.0
83cea8fffffffff,818.0,0.0,0.0,0.0
83ceaafffffffff,1968.0,0.0,0.0,0.0
83ceabfffffffff,16.0,0.0,0.0,0.0
83ceacfffffffff,393.0,0.0,0.0,0.0
83ceaefffffffff,421.0,0.0,0.0,0.0
83ceb1fffffffff,2.0,0.0,0.0,0.0
83ceb3fffffffff,2.0,0.0,0.0,0.0
83cf88fffffffff,7.0,0.0,0.0,0.0
83cf8afffffffff,2.0,0.0,0.0,0.0
83cf8bfffffffff,1.0,0.0,0.0,0.0
83cf8cfffffffff,1.0,0.0,0.0,0.0
83cf8efffffffff,18.0,0.0,0.0,0.0
83cf91fffffffff,5.0,0.0,0.0,0.0
83cf94fffffffff,2.0,0.0,0.0,0.0
83cf98fffffffff,17.0,0.0,0.0,0.0
83cf9efffffffff,9.0,0.0,0.0,0.0
83de6bfffffffff,4.0,0.0,0.0,0.0
