cell_id,Periparus ater,Periparus ater britannicus/hibernicus,Periparus ater [ater Group],Periparus ater ledouci/atlas,Periparus ater cypriotes,Periparus ater [phaeonotus Group],Periparus ater melanolophus,Periparus ater [aemodius Group],Periparus ater ptilosus/kuatunensis
84088b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84088d3ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e1ffffffff,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e3ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84088e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408901ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840890dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408937ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840895bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408961ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408965ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840898dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408991ffffffff,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408997ffffffff,75.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8408999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840899bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089b7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d3ffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089d9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b1dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d41ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d8bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408da9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409595ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84095abffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409811ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409819ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409823ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409825ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840982bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409885ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409893ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409897ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409899ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840989bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84098ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409937ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409981ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,78.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8409997ffffffff,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840999bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840999dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099cdffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409ab3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840a337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840a911ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840b9a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841008bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410169ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c07ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c23ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c35ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410d21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc9ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dcdffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410ee1ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f0dffffffff,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f29ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841100dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411031ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411045ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841105bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411063ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841115bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411169ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411233ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411235ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411237ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411241ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411245ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411249ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411251ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841125bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411261ffffffff,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8411263ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411269ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841126bffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,171.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
841128dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84112cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84112d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84112edffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841130bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411347ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411349ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841134dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411355ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841135dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411367ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411811ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411813ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841181bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841181dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411853ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118adffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118cdffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa1ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa5ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa7ffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aabffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aadffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411b4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414813ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84149adffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84149e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841598bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841598dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416161ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84178b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418013ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418019ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841801bffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841801dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418053ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418059ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841805bffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84180cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418203ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418213ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418215ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841821bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841821dffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418233ffffffff,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418235ffffffff,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418237ffffffff,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841823dffffffff,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418251ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418255ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418257ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418259ffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841825bffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418281ffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418285ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418289ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841828bffffffff,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841828dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a3ffffffff,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a5ffffffff,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a9ffffffff,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182abffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182adffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c1ffffffff,523.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c3ffffffff,188.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c5ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c9ffffffff,52.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182cbffffffff,279.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182cdffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e5ffffffff,86.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e7ffffffff,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e9ffffffff,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182ebffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182edffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418443ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418459ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841845dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
