cell_id,Athene cunicularia,Athene cunicularia hypugaea/rostrata,Athene cunicularia floridana,Athene cunicularia [guadeloupensis Group],Athene cunicularia [tolimae Group],Athene cunicularia nanodes/juninensis,Athene cunicularia grallaria,Athene cunicularia [cunicularia Group]
84268d7ffffffff,39.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d9ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84268dbffffffff,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84268ddffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84268e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426929ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426945ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426953ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426961ffffffff,259.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0
8426963ffffffff,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842696bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426981ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426985ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842698dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269bdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c3ffffffff,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269cdffffffff,135.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a81ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a87ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a8bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a95ffffffff,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a97ffffffff,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa7ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa9ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aabffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aadffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ae9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b07ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c37ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ca3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426cb9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ce5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d1dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d35ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d45ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d49ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d4bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d4dffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d8bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dd1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dd3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dd7ffffffff,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dd9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ddbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ec9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426eedffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f11ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f1dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f21ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f27ffffffff,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f2dffffffff,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427183ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842719dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427435ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842788dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84278c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84278c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84278c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84278cbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427909ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842791bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427927ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842792dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842795bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842798dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84279abffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84279e1ffffffff,48.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84279ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427a85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428005ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428023ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842802bffffffff,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428063ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428069ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842806bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842806dffffffff,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428103ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428117ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428121ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842812bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842813bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428151ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428159ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842816bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428183ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281cbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84281ebffffffff,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428301ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428305ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428309ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428321ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428323ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428329ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842832bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428343ffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428347ffffffff,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428355ffffffff,87.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
8428357ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428363ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428367ffffffff,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842836bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842836dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428811ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428813ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842881bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428841ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428843ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428849ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842884bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842885dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428889ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842888bffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428893ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428897ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428899ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842889bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842889dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84288a3ffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84288abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84288b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84288c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84288e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428907ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842893dffffffff,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428943ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428949ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842898dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a87ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428ae3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428aebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428aedffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b61ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b69ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b6bffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d0bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d11ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d55ffffffff,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f01ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f05ffffffff,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f4bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f51ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f55ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f59ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429125ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842912dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429167ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84291a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84291a7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842981bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429823ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842984dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429855ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429857ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842985bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842986bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429893ffffffff,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84298c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84298c9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84298cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84298cdffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84298e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429933ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a01ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a05ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a0bffffffff,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a19ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a31ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a3bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a41ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a4dffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a55ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a57ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a59ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a61ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a63ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a6bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a6dffffffff,71.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429a99ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429aa5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429aa7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429abbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b29ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b5dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b67ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842a103ffffffff,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842aad5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad03ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842b169ffffffff,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b1d5ffffffff,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b831ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842b9bdffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444131ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444133ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444137ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844413dffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
844415dffffffff,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84441a1ffffffff,22.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
84441a7ffffffff,75.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
84441a9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84441adffffffff,69.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
84441e5ffffffff,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
84441e7ffffffff,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
844436bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444459ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444465ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444505ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444509ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844450dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444563ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444567ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444633ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84446c5ffffffff,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84446cdffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
