cell_id,Rallus crepitans,Rallus crepitans crepitans/waynei,Rallus crepitans saturatus/scottii,Rallus crepitans [caribaeus Group],Rallus crepitans [pallidus Group]
834c83fffffffff,46.0,0.0,0.0,0.0,0.0
834c88fffffffff,330.0,0.0,0.0,4.0,0.0
834c8cfffffffff,3.0,0.0,0.0,0.0,0.0
834c93fffffffff,73.0,0.0,0.0,2.0,0.0
834c94fffffffff,15.0,0.0,0.0,0.0,0.0
834c95fffffffff,4.0,0.0,0.0,0.0,0.0
834c96fffffffff,2.0,0.0,0.0,0.0,0.0
834c98fffffffff,17.0,0.0,0.0,3.0,0.0
834c9afffffffff,2.0,0.0,0.0,0.0,0.0
834caafffffffff,35.0,0.0,0.0,0.0,0.0
834cb2fffffffff,10.0,0.0,0.0,0.0,0.0
834cb3fffffffff,56.0,0.0,0.0,0.0,0.0
834cc0fffffffff,631.0,0.0,0.0,61.0,0.0
834cc5fffffffff,344.0,0.0,0.0,84.0,0.0
834cd0fffffffff,100.0,0.0,0.0,41.0,0.0
834cd2fffffffff,25.0,0.0,0.0,1.0,0.0
834cd5fffffffff,3.0,0.0,0.0,0.0,0.0
834cd6fffffffff,2.0,0.0,0.0,0.0,0.0
834ce8fffffffff,59.0,0.0,0.0,0.0,0.0
834ceafffffffff,417.0,0.0,0.0,31.0,0.0
834ceefffffffff,64.0,0.0,0.0,5.0,0.0
834cf2fffffffff,1.0,0.0,0.0,0.0,0.0
834cf3fffffffff,36.0,0.0,0.0,0.0,0.0
835e59fffffffff,2.0,0.0,0.0,0.0,0.0
835e5dfffffffff,22.0,0.0,0.0,0.0,0.0
836720fffffffff,2.0,0.0,0.0,0.0,0.0
836726fffffffff,24.0,0.0,0.0,0.0,0.0
836732fffffffff,58.0,0.0,0.0,1.0,0.0
