cell_id,Lanius excubitor,Lanius excubitor [excubitor Group],Lanius excubitor [elegans Group],Lanius excubitor aucheri/buryi,Lanius excubitor uncinatus,Lanius excubitor pallidirostris,Lanius excubitor lahtora
821167fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
82119ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8211affffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
8211b7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,654.0,4.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,272.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,211.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,287.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,212.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,219.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,715.0,0.0,0.0,0.0,0.0,0.0,0.0
821e47fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
821e4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e57fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
821e67fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
821e87fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,225.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,61.0,9.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,166.0,0.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,28.0,2.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,126.0,48.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,33.0,8.0,0.0,0.0,0.0,0.0,0.0
821f47fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,222.0,0.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,192.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
821f6ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,182.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,147.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82200ffffffffff,30.0,0.0,0.0,0.0,0.0,30.0,0.0
822017fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
82201ffffffffff,60.0,0.0,0.0,0.0,0.0,45.0,0.0
82204ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822057fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82205ffffffffff,17.0,0.0,0.0,0.0,0.0,9.0,0.0
822087fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8220b7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8220c7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8220cffffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8220e7fffffffff,12.0,0.0,0.0,0.0,0.0,12.0,0.0
8220f7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
822187fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
82218ffffffffff,16.0,0.0,0.0,0.0,0.0,16.0,0.0
82219ffffffffff,20.0,0.0,0.0,0.0,0.0,14.0,0.0
822407fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
82240ffffffffff,4.0,0.0,0.0,0.0,0.0,1.0,0.0
82241ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82242ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822447fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822457fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8224d7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8224e7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8225a7fffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
8225affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8225b7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822c07fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0
822c17fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822c1ffffffffff,13.0,0.0,0.0,0.0,0.0,2.0,0.0
822c27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822c2ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
822c67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822c77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c87fffffffff,46.0,0.0,0.0,0.0,0.0,14.0,0.0
822c8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,1288.0,0.0,0.0,0.0,0.0,1043.0,0.0
822c9ffffffffff,11.0,0.0,0.0,0.0,0.0,7.0,0.0
822ca7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822caffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822cc7fffffffff,25.0,0.0,0.0,0.0,0.0,14.0,0.0
822ccffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822cd7fffffffff,63.0,0.0,0.0,0.0,0.0,32.0,0.0
822cdffffffffff,49.0,0.0,0.0,0.0,0.0,33.0,0.0
822ce7fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
822cf7fffffffff,73.0,0.0,0.0,0.0,0.0,48.0,0.0
822d07fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822d2ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
822d77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d97fffffffff,22.0,0.0,0.0,9.0,0.0,0.0,0.0
822da7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,3243.0,0.0,27.0,713.0,0.0,0.0,0.0
8231a7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82344ffffffffff,262.0,0.0,94.0,0.0,0.0,0.0,0.0
82346ffffffffff,1419.0,0.0,547.0,0.0,0.0,0.0,0.0
823817fffffffff,227.0,0.0,154.0,0.0,0.0,0.0,0.0
823837fffffffff,42.0,0.0,6.0,0.0,0.0,0.0,0.0
823847fffffffff,35.0,2.0,14.0,0.0,0.0,0.0,0.0
82384ffffffffff,98.0,0.0,64.0,0.0,0.0,0.0,0.0
823857fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
82385ffffffffff,14.0,0.0,7.0,0.0,0.0,0.0,0.0
823867fffffffff,16.0,0.0,14.0,0.0,0.0,0.0,0.0
82386ffffffffff,183.0,7.0,115.0,0.0,0.0,0.0,0.0
823877fffffffff,20.0,0.0,17.0,0.0,0.0,0.0,0.0
8238a7fffffffff,13.0,0.0,13.0,0.0,0.0,0.0,0.0
8238dffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,60.0,0.0,26.0,0.0,0.0,0.0,0.0
823967fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,383.0,0.0,196.0,0.0,0.0,0.0,0.0
82398ffffffffff,415.0,0.0,224.0,0.0,0.0,0.0,0.0
823997fffffffff,311.0,0.0,152.0,0.0,0.0,0.0,0.0
82399ffffffffff,71.0,0.0,56.0,0.0,0.0,0.0,0.0
8239affffffffff,232.0,0.0,127.0,0.0,0.0,0.0,0.0
823caffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,2.0
823cb7fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
823d67fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
823d87fffffffff,186.0,0.0,0.0,0.0,0.0,0.0,34.0
823d97fffffffff,90.0,0.0,0.0,0.0,0.0,0.0,19.0
823d9ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,3.0
823da7fffffffff,1108.0,0.0,0.0,0.0,0.0,0.0,339.0
823db7fffffffff,410.0,0.0,0.0,0.0,0.0,0.0,97.0
823e47fffffffff,24.0,0.0,6.0,0.0,0.0,14.0,0.0
823e4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823e5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
823e67fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,1951.0,0.0,10.0,254.0,0.0,0.0,0.0
823e77fffffffff,22.0,0.0,7.0,0.0,0.0,0.0,0.0
823f5ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82420ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824237fffffffff,24.0,0.0,0.0,0.0,0.0,2.0,0.0
824247fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824257fffffffff,906.0,0.0,0.0,0.0,0.0,0.0,206.0
82425ffffffffff,289.0,0.0,0.0,0.0,0.0,0.0,99.0
82426ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,747.0,0.0,0.0,0.0,0.0,0.0,118.0
8242cffffffffff,137.0,0.0,0.0,0.0,0.0,0.0,18.0
8242dffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8242e7fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,17.0
8242effffffffff,38.0,0.0,0.0,0.0,0.0,0.0,22.0
824307fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
824317fffffffff,71.0,0.0,0.0,0.0,0.0,17.0,0.0
82431ffffffffff,41.0,0.0,0.0,0.0,0.0,10.0,0.0
824327fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
82432ffffffffff,4.0,0.0,0.0,0.0,0.0,1.0,0.0
824337fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
824367fffffffff,75.0,0.0,0.0,0.0,0.0,5.0,0.0
824377fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
824387fffffffff,11.0,0.0,0.0,3.0,0.0,8.0,0.0
82438ffffffffff,54.0,0.0,0.0,35.0,0.0,4.0,0.0
824397fffffffff,56.0,0.0,0.0,40.0,0.0,12.0,0.0
82439ffffffffff,39.0,0.0,0.0,19.0,0.0,14.0,0.0
8243a7fffffffff,1181.0,0.0,0.0,825.0,0.0,165.0,0.0
8243affffffffff,2000.0,0.0,0.0,1683.0,0.0,142.0,0.0
8243b7fffffffff,4.0,0.0,0.0,3.0,0.0,1.0,0.0
825207fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
825217fffffffff,15.0,0.0,0.0,10.0,0.0,0.0,0.0
82521ffffffffff,19.0,0.0,0.0,8.0,0.0,7.0,0.0
82522ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
825237fffffffff,17.0,0.0,0.0,11.0,0.0,2.0,0.0
82524ffffffffff,63.0,0.0,0.0,43.0,0.0,12.0,0.0
82526ffffffffff,86.0,0.0,0.0,60.0,0.0,20.0,0.0
825287fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82528ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8252b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8252d7fffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0
825307fffffffff,3.0,0.0,0.0,1.0,0.0,1.0,0.0
825317fffffffff,12.0,0.0,0.0,5.0,0.0,0.0,0.0
82531ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
825337fffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0
825347fffffffff,37.0,0.0,0.0,13.0,0.0,12.0,0.0
82534ffffffffff,93.0,0.0,0.0,34.0,0.0,45.0,0.0
825357fffffffff,28.0,0.0,0.0,16.0,0.0,0.0,0.0
825367fffffffff,127.0,0.0,0.0,9.0,0.0,70.0,0.0
82536ffffffffff,254.0,0.0,0.0,97.0,0.0,18.0,0.0
825377fffffffff,17.0,0.0,0.0,8.0,0.0,5.0,0.0
8253a7fffffffff,13.0,0.0,2.0,0.0,0.0,0.0,0.0
8253affffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
825407fffffffff,33.0,0.0,12.0,0.0,0.0,0.0,0.0
825417fffffffff,170.0,0.0,96.0,0.0,0.0,0.0,0.0
82541ffffffffff,39.0,0.0,13.0,0.0,0.0,0.0,0.0
825437fffffffff,9.0,0.0,8.0,0.0,0.0,0.0,0.0
82550ffffffffff,24.0,0.0,21.0,0.0,0.0,0.0,0.0
825517fffffffff,172.0,0.0,154.0,0.0,0.0,0.0,0.0
82551ffffffffff,39.0,0.0,36.0,0.0,0.0,0.0,0.0
825527fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
825537fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8255affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82585ffffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
825907fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82592ffffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0
825967fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
825977fffffffff,10.0,0.0,2.0,0.0,0.0,0.0,0.0
826017fffffffff,188.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,438.0,0.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
826327fffffffff,22.0,0.0,0.0,4.0,0.0,2.0,0.0
826337fffffffff,73.0,0.0,0.0,29.0,0.0,31.0,0.0
8263affffffffff,10.0,0.0,0.0,0.0,5.0,0.0,0.0
826b27fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
826b37fffffffff,4.0,0.0,1.0,0.0,0.0,0.0,0.0
827acffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
827adffffffffff,76.0,0.0,0.0,0.0,0.0,26.0,0.0
