cell_id,Oceanites oceanicus,Oceanites oceanicus oceanicus/exasperatus,Oceanites oceanicus chilensis
82661ffffffffff,1.0,0.0,0.0
8266affffffffff,1.0,0.0,0.0
826747fffffffff,2.0,0.0,0.0
826c67fffffffff,10.0,0.0,0.0
826d6ffffffffff,2.0,0.0,0.0
827297fffffffff,3.0,0.0,0.0
82739ffffffffff,2.0,0.0,0.0
827b5ffffffffff,9.0,0.0,0.0
82819ffffffffff,10.0,0.0,0.0
828e67fffffffff,8.0,0.0,4.0
828e77fffffffff,3.0,0.0,0.0
828f57fffffffff,2.0,0.0,0.0
829457fffffffff,1.0,0.0,0.0
829477fffffffff,1.0,0.0,0.0
8294affffffffff,1.0,0.0,0.0
8295a7fffffffff,5.0,0.0,0.0
829e0ffffffffff,1.0,0.0,0.0
829ef7fffffffff,1.0,0.0,0.0
82a707fffffffff,2.0,0.0,0.0
82a727fffffffff,10.0,0.0,0.0
82a79ffffffffff,1.0,0.0,0.0
82a817fffffffff,34.0,14.0,0.0
82a927fffffffff,4.0,0.0,0.0
82ad17fffffffff,3.0,0.0,0.0
82ad1ffffffffff,3.0,0.0,0.0
82ad37fffffffff,5.0,0.0,0.0
82b207fffffffff,1.0,0.0,0.0
82b28ffffffffff,2.0,0.0,0.0
82b2c7fffffffff,144.0,0.0,80.0
82b2d7fffffffff,2.0,0.0,0.0
82b2dffffffffff,78.0,0.0,76.0
82b307fffffffff,47.0,0.0,7.0
82b31ffffffffff,11.0,0.0,0.0
82ba07fffffffff,9.0,0.0,0.0
82ba1ffffffffff,8.0,0.0,0.0
82ba27fffffffff,1.0,0.0,0.0
82bb0ffffffffff,17.0,0.0,0.0
82bb57fffffffff,56.0,0.0,0.0
82be0ffffffffff,15.0,0.0,0.0
82be1ffffffffff,42.0,0.0,0.0
82be2ffffffffff,20.0,2.0,0.0
82be6ffffffffff,2.0,0.0,0.0
82be87fffffffff,1.0,0.0,0.0
82be8ffffffffff,19.0,0.0,0.0
82beaffffffffff,47.0,0.0,0.0
82bf5ffffffffff,18.0,0.0,0.0
82c207fffffffff,7.0,0.0,0.0
82c217fffffffff,9.0,0.0,0.0
82c227fffffffff,3.0,0.0,0.0
82c28ffffffffff,1.0,0.0,0.0
82c307fffffffff,11.0,3.0,0.0
82c317fffffffff,6.0,0.0,0.0
82c327fffffffff,2.0,0.0,0.0
82c32ffffffffff,1.0,0.0,0.0
82c337fffffffff,75.0,0.0,0.0
82c987fffffffff,2.0,0.0,0.0
82ce17fffffffff,58.0,0.0,54.0
82ce37fffffffff,87.0,0.0,87.0
82ce8ffffffffff,88.0,0.0,88.0
82ceaffffffffff,4.0,0.0,3.0
82ced7fffffffff,2.0,0.0,2.0
82cf17fffffffff,25.0,0.0,25.0
82cf1ffffffffff,3.0,0.0,3.0
82cf97fffffffff,1.0,0.0,0.0
82da07fffffffff,18.0,0.0,0.0
82da1ffffffffff,4.0,0.0,0.0
82da37fffffffff,6.0,0.0,0.0
82da87fffffffff,40.0,0.0,0.0
82daaffffffffff,1.0,0.0,0.0
82db87fffffffff,10.0,0.0,0.0
82db97fffffffff,2.0,0.0,0.0
82dc5ffffffffff,2.0,0.0,0.0
82dcdffffffffff,2.0,0.0,0.0
82dceffffffffff,2.0,0.0,0.0
82de07fffffffff,1.0,0.0,0.0
82de0ffffffffff,5.0,0.0,0.0
82de1ffffffffff,14.0,0.0,0.0
82de27fffffffff,2.0,0.0,0.0
82de4ffffffffff,19.0,0.0,4.0
82deaffffffffff,1.0,0.0,0.0
82deb7fffffffff,2.0,0.0,0.0
82df07fffffffff,15.0,15.0,0.0
82df0ffffffffff,5.0,0.0,0.0
82df1ffffffffff,43.0,43.0,0.0
82df2ffffffffff,5.0,0.0,0.0
82df37fffffffff,23.0,22.0,0.0
82df47fffffffff,40.0,0.0,26.0
82df4ffffffffff,2.0,0.0,0.0
82df5ffffffffff,28.0,0.0,26.0
82df6ffffffffff,17.0,0.0,9.0
82df8ffffffffff,8.0,7.0,0.0
82df9ffffffffff,3.0,0.0,0.0
