cell_id,Passerculus sandwichensis,Passerculus sandwichensis [sandwichensis Group],Passerculus sandwichensis princeps,Passerculus sandwichensis [guttatus Group],Passerculus sandwichensis sanctorum,Passerculus sandwichensis rostratus/atratus
8226affffffffff,1813.0,7.0,0.0,0.0,0.0,0.0
8226b7fffffffff,701.0,54.0,0.0,0.0,0.0,0.0
8226c7fffffffff,1941.0,2.0,0.0,0.0,0.0,0.0
8226cffffffffff,8891.0,32.0,0.0,0.0,0.0,0.0
8226d7fffffffff,620.0,15.0,0.0,0.0,0.0,0.0
8226dffffffffff,2094.0,29.0,0.0,0.0,0.0,0.0
8226e7fffffffff,4474.0,56.0,0.0,0.0,0.0,0.0
8226effffffffff,2772.0,19.0,0.0,0.0,0.0,0.0
8226f7fffffffff,853.0,20.0,0.0,0.0,0.0,0.0
822707fffffffff,3477.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,2620.0,177.0,0.0,0.0,0.0,0.0
822717fffffffff,2697.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,3214.0,141.0,0.0,0.0,0.0,0.0
82272ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
822737fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,2693.0,59.0,0.0,0.0,0.0,0.0
82274ffffffffff,9070.0,9.0,0.0,0.0,0.0,0.0
822757fffffffff,4199.0,505.0,0.0,0.0,0.0,0.0
82275ffffffffff,10225.0,239.0,0.0,0.0,0.0,0.0
822767fffffffff,2308.0,84.0,0.0,0.0,0.0,0.0
82276ffffffffff,6556.0,410.0,0.0,0.0,0.0,0.0
822777fffffffff,1351.0,60.0,0.0,0.0,0.0,0.0
822787fffffffff,1548.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,903.0,83.0,0.0,0.0,0.0,0.0
822797fffffffff,2786.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,890.0,19.0,0.0,0.0,0.0,0.0
8227a7fffffffff,1616.0,3.0,0.0,0.0,0.0,0.0
8227affffffffff,2898.0,166.0,0.0,0.0,0.0,0.0
8227b7fffffffff,2023.0,41.0,0.0,0.0,0.0,0.0
822807fffffffff,7232.0,497.0,0.0,0.0,0.0,0.0
822817fffffffff,6260.0,28.0,0.0,0.0,0.0,0.0
82281ffffffffff,7365.0,194.0,0.0,0.0,0.0,0.0
822837fffffffff,63123.0,3939.0,0.0,0.0,0.0,0.0
822887fffffffff,2667.0,3.0,0.0,0.0,0.0,0.0
82288ffffffffff,4925.0,115.0,0.0,0.0,0.0,0.0
822897fffffffff,4698.0,86.0,0.0,0.0,0.0,0.0
82289ffffffffff,2295.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,221.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,5007.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,1887.0,201.0,0.0,0.0,0.0,0.0
8228c7fffffffff,7102.0,285.0,0.0,0.0,0.0,0.0
8228cffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,34812.0,1221.0,0.0,0.0,0.0,0.0
8228dffffffffff,13522.0,73.0,0.0,0.0,0.0,0.0
8228e7fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,20993.0,212.0,0.0,0.0,0.0,0.0
822917fffffffff,4481.0,117.0,0.0,465.0,0.0,16.0
82291ffffffffff,343.0,170.0,0.0,0.0,0.0,0.0
822987fffffffff,3204.0,58.0,0.0,0.0,0.0,0.0
82298ffffffffff,4515.0,98.0,0.0,0.0,0.0,0.0
822997fffffffff,521.0,13.0,0.0,0.0,0.0,0.0
82299ffffffffff,455.0,39.0,0.0,0.0,0.0,0.0
8229a7fffffffff,44061.0,4827.0,0.0,7167.0,0.0,119.0
8229affffffffff,16873.0,1106.0,0.0,0.0,0.0,0.0
8229b7fffffffff,2607.0,437.0,0.0,0.0,0.0,0.0
822a07fffffffff,1332.0,317.0,77.0,0.0,0.0,0.0
822a17fffffffff,33949.0,2374.0,1441.0,0.0,0.0,0.0
822a27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,35918.0,6018.0,947.0,0.0,0.0,0.0
822a4ffffffffff,92.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,2396.0,226.0,0.0,0.0,0.0,0.0
822a8ffffffffff,4951.0,833.0,0.0,0.0,0.0,0.0
822a97fffffffff,4497.0,14.0,0.0,0.0,0.0,0.0
822a9ffffffffff,496.0,18.0,0.0,0.0,0.0,0.0
822aa7fffffffff,9946.0,2726.0,0.0,0.0,0.0,0.0
822aaffffffffff,39521.0,7974.0,828.0,0.0,0.0,0.0
822ab7fffffffff,16348.0,647.0,0.0,0.0,0.0,0.0
822ad7fffffffff,3093.0,109.0,69.0,0.0,0.0,0.0
822af7fffffffff,9912.0,1410.0,280.0,0.0,0.0,0.0
822b07fffffffff,4956.0,431.0,7.0,0.0,0.0,0.0
822b0ffffffffff,5523.0,487.0,503.0,0.0,0.0,0.0
822b17fffffffff,10831.0,241.0,0.0,0.0,0.0,0.0
822b1ffffffffff,11679.0,1128.0,89.0,0.0,0.0,0.0
822b27fffffffff,3689.0,26.0,0.0,0.0,0.0,0.0
822b2ffffffffff,1060.0,162.0,61.0,0.0,0.0,0.0
822b37fffffffff,4510.0,2.0,0.0,0.0,0.0,0.0
822b87fffffffff,7484.0,469.0,0.0,0.0,0.0,0.0
822b8ffffffffff,12149.0,1498.0,0.0,0.0,0.0,0.0
822b97fffffffff,2279.0,169.0,0.0,0.0,0.0,0.0
822b9ffffffffff,18934.0,1789.0,0.0,0.0,0.0,0.0
822ba7fffffffff,4004.0,2.0,0.0,0.0,0.0,0.0
822baffffffffff,17271.0,61.0,0.0,0.0,0.0,0.0
822bb7fffffffff,1679.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,1952.0,68.0,0.0,0.0,0.0,0.0
82441ffffffffff,4304.0,407.0,0.0,0.0,0.0,0.0
824427fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824437fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,12549.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,3282.0,1.0,0.0,0.0,0.0,0.0
824457fffffffff,5417.0,44.0,0.0,0.0,0.0,0.0
82445ffffffffff,1709.0,106.0,0.0,0.0,0.0,0.0
824467fffffffff,2011.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,26304.0,500.0,0.0,0.0,0.0,0.0
824477fffffffff,2761.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,915.0,45.0,0.0,0.0,0.0,0.0
8244affffffffff,13890.0,909.0,0.0,0.0,0.0,0.0
8244b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,4677.0,833.0,0.0,0.0,0.0,0.0
8244cffffffffff,3430.0,374.0,0.0,0.0,0.0,0.0
8244d7fffffffff,9811.0,423.0,78.0,0.0,0.0,0.0
8244dffffffffff,4583.0,246.0,0.0,0.0,0.0,0.0
8244e7fffffffff,3621.0,295.0,0.0,0.0,0.0,0.0
8244effffffffff,1530.0,107.0,0.0,0.0,0.0,0.0
8244f7fffffffff,10033.0,605.0,4.0,0.0,0.0,0.0
824507fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,298.0,0.0,0.0,0.0,0.0,0.0
82451ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,70.0,0.0,0.0,0.0,0.0,0.0
82456ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824577fffffffff,198.0,0.0,0.0,0.0,0.0,0.0
82458ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82459ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,142.0,0.0,0.0,0.0,0.0,96.0
82480ffffffffff,75.0,2.0,0.0,0.0,0.0,23.0
824817fffffffff,369.0,0.0,0.0,0.0,0.0,0.0
82481ffffffffff,59.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,159.0,21.0,0.0,5.0,0.0,18.0
82482ffffffffff,207.0,17.0,0.0,9.0,0.0,25.0
824837fffffffff,425.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,203.0,83.0,0.0,10.0,0.0,3.0
82484ffffffffff,200.0,50.0,0.0,17.0,0.0,4.0
824857fffffffff,242.0,34.0,0.0,2.0,0.0,42.0
82485ffffffffff,3023.0,299.0,0.0,147.0,0.0,132.0
824877fffffffff,484.0,61.0,0.0,36.0,0.0,19.0
824887fffffffff,3452.0,65.0,0.0,0.0,0.0,0.0
82488ffffffffff,1465.0,24.0,0.0,0.0,0.0,0.0
824897fffffffff,17457.0,349.0,0.0,0.0,0.0,0.0
82489ffffffffff,19144.0,201.0,0.0,0.0,0.0,0.0
8248a7fffffffff,395.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,366.0,24.0,0.0,0.0,0.0,0.0
8248b7fffffffff,13372.0,1069.0,0.0,0.0,0.0,0.0
8248c7fffffffff,2739.0,263.0,0.0,0.0,0.0,0.0
8248cffffffffff,1129.0,149.0,0.0,0.0,0.0,0.0
8248d7fffffffff,976.0,20.0,0.0,0.0,0.0,0.0
8248dffffffffff,2271.0,40.0,0.0,0.0,0.0,0.0
8248e7fffffffff,120.0,7.0,0.0,0.0,0.0,0.0
8248effffffffff,14884.0,1501.0,0.0,0.0,0.0,0.0
8248f7fffffffff,769.0,6.0,0.0,0.0,0.0,0.0
824987fffffffff,471.0,32.0,0.0,0.0,0.0,0.0
82498ffffffffff,60.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,2154.0,259.0,0.0,0.0,0.0,0.0
82499ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,379.0,3.0,0.0,0.0,0.0,0.0
8249b7fffffffff,16.0,1.0,0.0,0.0,0.0,0.0
826d07fffffffff,19.0,1.0,0.0,0.0,0.0,0.0
826d17fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,45.0,8.0,0.0,0.0,0.0,0.0
826d2ffffffffff,294.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,891.0,23.0,0.0,0.0,0.0,0.0
