cell_id,Oenanthe pleschanka,Oenanthe pleschanka (vittata form)
8420a2bffffffff,1.0,0.0
8420a65ffffffff,26.0,0.0
8420a87ffffffff,1.0,0.0
8420a9bffffffff,8.0,0.0
8420ad1ffffffff,5.0,0.0
8420ae1ffffffff,1.0,0.0
8420b13ffffffff,2.0,0.0
8420b3bffffffff,2.0,0.0
8420c0bffffffff,3.0,0.0
8420c1bffffffff,2.0,0.0
8420c93ffffffff,3.0,0.0
8420e01ffffffff,1.0,0.0
8420e05ffffffff,12.0,0.0
8420e07ffffffff,126.0,0.0
8420e0bffffffff,1.0,0.0
8420e15ffffffff,2.0,0.0
8420e2bffffffff,8.0,0.0
8420e31ffffffff,4.0,0.0
8420e39ffffffff,16.0,0.0
8420e3dffffffff,15.0,0.0
8420e45ffffffff,11.0,0.0
8420e4dffffffff,2.0,0.0
8420e69ffffffff,3.0,0.0
8420ea9ffffffff,2.0,0.0
8420f41ffffffff,1.0,0.0
8420f45ffffffff,2.0,0.0
8420f49ffffffff,2.0,0.0
8420f51ffffffff,4.0,0.0
8420f53ffffffff,4.0,0.0
8420f55ffffffff,4.0,0.0
8420f5dffffffff,2.0,0.0
84218b3ffffffff,7.0,0.0
8421981ffffffff,4.0,0.0
8421983ffffffff,5.0,0.0
842199dffffffff,3.0,0.0
84219d3ffffffff,2.0,0.0
8421b59ffffffff,2.0,0.0
8424001ffffffff,13.0,0.0
8424005ffffffff,6.0,0.0
842400dffffffff,5.0,0.0
842402bffffffff,1.0,0.0
8424037ffffffff,4.0,0.0
8424039ffffffff,1.0,0.0
842405bffffffff,1.0,0.0
842405dffffffff,4.0,0.0
84240adffffffff,8.0,0.0
84240cdffffffff,3.0,0.0
84240e7ffffffff,2.0,0.0
84241d9ffffffff,10.0,0.0
8424209ffffffff,1.0,0.0
8424215ffffffff,2.0,0.0
8424251ffffffff,6.0,0.0
842426bffffffff,2.0,0.0
842428bffffffff,4.0,0.0
842428dffffffff,3.0,0.0
8424299ffffffff,6.0,0.0
842429bffffffff,1.0,0.0
84242c7ffffffff,3.0,0.0
84242d3ffffffff,1.0,0.0
84242e1ffffffff,4.0,0.0
8424357ffffffff,1.0,0.0
84244b1ffffffff,3.0,0.0
8424505ffffffff,5.0,0.0
842450dffffffff,3.0,0.0
842451dffffffff,11.0,0.0
8424521ffffffff,2.0,0.0
8424529ffffffff,8.0,0.0
842452dffffffff,2.0,0.0
8424567ffffffff,60.0,0.0
842460dffffffff,14.0,0.0
8424631ffffffff,1.0,0.0
8424647ffffffff,1.0,0.0
8424661ffffffff,6.0,0.0
8424731ffffffff,1.0,0.0
8424759ffffffff,5.0,0.0
8424765ffffffff,2.0,0.0
842476dffffffff,12.0,0.0
84248b1ffffffff,7.0,0.0
84248bdffffffff,1.0,0.0
8424981ffffffff,1.0,0.0
8424aa3ffffffff,1.0,0.0
8424c05ffffffff,6.0,0.0
8424d23ffffffff,7.0,0.0
8424d53ffffffff,2.0,0.0
8424d6dffffffff,7.0,0.0
8424eb5ffffffff,2.0,0.0
8425001ffffffff,2.0,0.0
8425023ffffffff,2.0,0.0
842502bffffffff,6.0,0.0
842503dffffffff,2.0,0.0
8425105ffffffff,2.0,0.0
842510dffffffff,5.0,0.0
8425115ffffffff,5.0,0.0
8425121ffffffff,2.0,0.0
8425123ffffffff,7.0,0.0
8425127ffffffff,2.0,0.0
8425129ffffffff,2.0,0.0
842512bffffffff,3.0,0.0
8425131ffffffff,2.0,0.0
8425133ffffffff,1.0,0.0
8425135ffffffff,42.0,0.0
8425145ffffffff,3.0,0.0
8425161ffffffff,3.0,0.0
8425169ffffffff,5.0,0.0
84251b3ffffffff,2.0,0.0
84251b7ffffffff,1.0,0.0
84251bdffffffff,2.0,0.0
8425403ffffffff,1.0,0.0
8425407ffffffff,5.0,0.0
8425425ffffffff,4.0,0.0
8425461ffffffff,1.0,0.0
8425523ffffffff,1.0,0.0
84255a3ffffffff,10.0,0.0
84255a5ffffffff,10.0,0.0
84255a7ffffffff,19.0,0.0
84255a9ffffffff,2.0,0.0
84255b5ffffffff,5.0,0.0
84255b7ffffffff,4.0,0.0
84255bdffffffff,2.0,0.0
8425891ffffffff,1.0,0.0
8425a01ffffffff,1.0,0.0
8425a03ffffffff,2.0,0.0
8425a15ffffffff,2.0,0.0
8425a17ffffffff,1.0,0.0
8425a1dffffffff,2.0,0.0
8425a41ffffffff,8.0,0.0
8425a45ffffffff,1.0,0.0
8425a49ffffffff,6.0,0.0
8425a4dffffffff,2.0,0.0
8425ab1ffffffff,1.0,0.0
8425ac5ffffffff,2.0,0.0
8425ac9ffffffff,63.0,0.0
8425acbffffffff,3.0,0.0
8425ad5ffffffff,2.0,0.0
8425ae9ffffffff,9.0,0.0
8425b03ffffffff,8.0,0.0
8425b07ffffffff,16.0,0.0
8425b0dffffffff,2.0,0.0
8425b47ffffffff,5.0,0.0
8425b6bffffffff,2.0,0.0
842c003ffffffff,9.0,0.0
842c015ffffffff,2.0,0.0
842c01bffffffff,2.0,0.0
842c01dffffffff,9.0,0.0
842c035ffffffff,2.0,0.0
842c0b7ffffffff,12.0,0.0
842c0bbffffffff,2.0,0.0
842c0c1ffffffff,21.0,0.0
842c0c7ffffffff,3.0,0.0
842c0c9ffffffff,51.0,0.0
842c0cbffffffff,2.0,0.0
842c13bffffffff,3.0,0.0
842c19dffffffff,2.0,0.0
842c215ffffffff,1.0,0.0
842c219ffffffff,2.0,0.0
842c21dffffffff,2.0,0.0
842c285ffffffff,3.0,0.0
842c2a1ffffffff,9.0,0.0
842c2a3ffffffff,16.0,0.0
842c2a7ffffffff,1.0,0.0
842c2abffffffff,1.0,0.0
842c2b3ffffffff,2.0,0.0
842c2e7ffffffff,1.0,0.0
842c42dffffffff,1.0,0.0
842c439ffffffff,2.0,0.0
842c4b9ffffffff,2.0,0.0
842c56dffffffff,8.0,0.0
842c6a9ffffffff,1.0,0.0
842c6d1ffffffff,2.0,0.0
842c763ffffffff,3.0,0.0
842c765ffffffff,3.0,0.0
842c767ffffffff,9.0,0.0
842c833ffffffff,2.0,0.0
842c835ffffffff,1.0,0.0
842c899ffffffff,1.0,0.0
842c8adffffffff,2.0,0.0
842c8ebffffffff,1.0,0.0
842c8edffffffff,3.0,0.0
842c901ffffffff,12.0,0.0
842c903ffffffff,120.0,0.0
842c911ffffffff,7.0,0.0
842c915ffffffff,98.0,0.0
842c917ffffffff,11.0,0.0
842c931ffffffff,90.0,0.0
842c933ffffffff,93.0,0.0
842c935ffffffff,256.0,0.0
842c937ffffffff,18.0,0.0
842c939ffffffff,11.0,0.0
842c93bffffffff,533.0,0.0
842c93dffffffff,3.0,0.0
842c9c9ffffffff,8.0,0.0
842c9d9ffffffff,2.0,0.0
842c9e3ffffffff,2.0,0.0
842c9e9ffffffff,7.0,0.0
842c9edffffffff,2.0,0.0
842caadffffffff,3.0,0.0
842caebffffffff,2.0,0.0
842cc07ffffffff,27.0,0.0
842cc21ffffffff,7.0,0.0
842cc2bffffffff,3.0,0.0
842cc2dffffffff,4.0,0.0
842cc33ffffffff,8.0,0.0
842cc35ffffffff,3.0,0.0
842cc3dffffffff,2.0,0.0
842cc6bffffffff,2.0,0.0
842ccb1ffffffff,12.0,0.0
842ccb7ffffffff,1.0,0.0
842ccb9ffffffff,2.0,0.0
842cce1ffffffff,4.0,0.0
842cce3ffffffff,1.0,0.0
842cd45ffffffff,2.0,0.0
842cd49ffffffff,2.0,0.0
842cd4bffffffff,25.0,0.0
842cd59ffffffff,6.0,0.0
842cd5bffffffff,22.0,0.0
842cd5dffffffff,2.0,0.0
842cd8bffffffff,2.0,0.0
842cdd5ffffffff,10.0,0.0
842cf03ffffffff,3.0,0.0
842cf07ffffffff,9.0,0.0
842cf0bffffffff,1.0,0.0
842cf15ffffffff,4.0,0.0
842cf23ffffffff,2.0,0.0
842cf27ffffffff,13.0,0.0
842cf31ffffffff,6.0,0.0
842cf33ffffffff,4.0,0.0
842cf35ffffffff,14.0,0.0
842cf37ffffffff,22.0,0.0
842cf3bffffffff,1.0,0.0
842d291ffffffff,6.0,0.0
842d293ffffffff,2.0,0.0
842d295ffffffff,2.0,0.0
842d5c3ffffffff,9.0,0.0
842d5cbffffffff,1.0,0.0
842d719ffffffff,2.0,0.0
842d721ffffffff,4.0,0.0
842d745ffffffff,2.0,0.0
842da23ffffffff,1.0,0.0
842da25ffffffff,6.0,0.0
842daa9ffffffff,2.0,0.0
8431057ffffffff,1.0,0.0
8431105ffffffff,2.0,0.0
84312c5ffffffff,2.0,0.0
8431859ffffffff,1.0,0.0
84318d7ffffffff,4.0,0.0
843d005ffffffff,8.0,0.0
843d00dffffffff,2.0,0.0
843d025ffffffff,14.0,0.0
843d041ffffffff,2.0,0.0
843d043ffffffff,1.0,0.0
843d049ffffffff,4.0,0.0
843d04dffffffff,1.0,0.0
843d06bffffffff,4.0,0.0
843d225ffffffff,2.0,0.0
843d227ffffffff,3.0,0.0
843d22dffffffff,7.0,0.0
843d261ffffffff,1.0,0.0
843d26bffffffff,1.0,0.0
843d311ffffffff,2.0,0.0
843d35bffffffff,4.0,0.0
843d35dffffffff,5.0,0.0
843d497ffffffff,1.0,0.0
8440da3ffffffff,2.0,0.0
8443029ffffffff,2.0,0.0
8443047ffffffff,2.0,0.0
844306bffffffff,3.0,0.0
8443107ffffffff,2.0,0.0
8443133ffffffff,2.0,0.0
844315bffffffff,2.0,0.0
8443163ffffffff,2.0,0.0
84431a9ffffffff,4.0,0.0
84431e1ffffffff,5.0,0.0
84431e9ffffffff,4.0,0.0
8443265ffffffff,2.0,0.0
8443267ffffffff,5.0,0.0
84432c5ffffffff,3.0,0.0
84432e7ffffffff,2.0,0.0
8443303ffffffff,1.0,0.0
8443311ffffffff,2.0,0.0
8443319ffffffff,2.0,0.0
8443343ffffffff,2.0,0.0
8443601ffffffff,4.0,0.0
8443603ffffffff,13.0,0.0
8443609ffffffff,5.0,0.0
844360bffffffff,13.0,0.0
844361dffffffff,6.0,0.0
844363dffffffff,2.0,0.0
844364bffffffff,2.0,0.0
8443655ffffffff,3.0,0.0
844365dffffffff,7.0,0.0
844371dffffffff,1.0,0.0
844374dffffffff,2.0,0.0
8443813ffffffff,2.0,0.0
8443929ffffffff,3.0,0.0
844396dffffffff,7.0,0.0
8443981ffffffff,2.0,0.0
8443989ffffffff,1.0,0.0
844398dffffffff,1.0,0.0
8443a01ffffffff,2.0,0.0
8443a03ffffffff,112.0,0.0
8443a0dffffffff,5.0,0.0
8443a11ffffffff,10.0,0.0
8443a13ffffffff,61.0,0.0
8443a15ffffffff,20.0,0.0
8443a17ffffffff,57.0,0.0
8443a29ffffffff,1.0,0.0
8443a2dffffffff,1.0,0.0
8443a33ffffffff,4.0,0.0
8443a37ffffffff,14.0,0.0
8443a39ffffffff,13.0,0.0
8443a41ffffffff,1.0,0.0
8443a63ffffffff,10.0,0.0
8443a69ffffffff,28.0,0.0
8443a6bffffffff,5.0,0.0
8443a89ffffffff,25.0,0.0
8443a8dffffffff,5.0,0.0
8443a93ffffffff,3.0,0.0
8443ac1ffffffff,32.0,0.0
8443ac3ffffffff,81.0,0.0
8443ac5ffffffff,6.0,0.0
8443ac7ffffffff,9.0,0.0
8443ac9ffffffff,1.0,0.0
8443acbffffffff,5.0,0.0
8443acdffffffff,42.0,0.0
8443ae3ffffffff,2.0,0.0
8443ae5ffffffff,193.0,0.0
8443aebffffffff,2.0,0.0
8443aedffffffff,40.0,0.0
8443b53ffffffff,3.0,0.0
8452025ffffffff,12.0,0.0
8452027ffffffff,2.0,0.0
845202dffffffff,4.0,0.0
8452065ffffffff,16.0,0.0
8452113ffffffff,3.0,0.0
845213bffffffff,1.0,0.0
8452153ffffffff,2.0,0.0
8452155ffffffff,1.0,0.0
845215bffffffff,6.0,0.0
84521b3ffffffff,1.0,0.0
84521c5ffffffff,7.0,0.0
84521e9ffffffff,4.0,0.0
8452303ffffffff,4.0,0.0
8452329ffffffff,1.0,0.0
84524c9ffffffff,2.0,0.0
84524d3ffffffff,5.0,0.0
84524d7ffffffff,2.0,0.0
84524ddffffffff,7.0,0.0
845269bffffffff,6.0,0.0
84526b5ffffffff,1.0,0.0
84526bbffffffff,4.0,0.0
8452803ffffffff,2.0,0.0
845280dffffffff,8.0,0.0
8452831ffffffff,8.0,0.0
8452863ffffffff,6.0,0.0
8452893ffffffff,2.0,0.0
84528edffffffff,2.0,0.0
8452997ffffffff,15.0,0.0
84529b1ffffffff,7.0,0.0
84529b5ffffffff,59.0,0.0
84529b7ffffffff,6.0,0.0
84529b9ffffffff,77.0,0.0
84529bbffffffff,14.0,0.0
8452ca7ffffffff,3.0,0.0
8452ca9ffffffff,1.0,0.0
8452d41ffffffff,26.0,0.0
8452d45ffffffff,27.0,0.0
8452d47ffffffff,4.0,0.0
8452d69ffffffff,2.0,0.0
845343dffffffff,6.0,0.0
8453451ffffffff,24.0,0.0
8453457ffffffff,1.0,0.0
845345bffffffff,9.0,0.0
845345dffffffff,5.0,0.0
84534cdffffffff,8.0,0.0
84534d3ffffffff,5.0,0.0
84534d5ffffffff,49.0,0.0
84534d9ffffffff,4.0,0.0
84534dbffffffff,44.0,0.0
84534ddffffffff,3.0,0.0
8453551ffffffff,2.0,0.0
845355dffffffff,1.0,0.0
8453621ffffffff,3.0,0.0
8453629ffffffff,3.0,0.0
8453631ffffffff,10.0,0.0
845363bffffffff,3.0,0.0
845363dffffffff,2.0,0.0
8453645ffffffff,152.0,0.0
845364dffffffff,9.0,0.0
8453669ffffffff,4.0,0.0
8453685ffffffff,19.0,0.0
8453687ffffffff,3.0,0.0
84536a3ffffffff,89.0,0.0
84536a9ffffffff,2.0,0.0
84536b5ffffffff,3.0,0.0
84536bdffffffff,11.0,0.0
84536e5ffffffff,16.0,0.0
84536e7ffffffff,6.0,0.0
84536edffffffff,4.0,0.0
8453723ffffffff,1.0,0.0
845372bffffffff,2.0,0.0
8453735ffffffff,3.0,0.0
8453765ffffffff,6.0,0.0
8453ad7ffffffff,2.0,0.0
846330bffffffff,3.0,0.0
8463321ffffffff,5.0,0.0
8463325ffffffff,3.0,0.0
8463367ffffffff,2.0,0.0
846336dffffffff,5.0,0.0
846a4b3ffffffff,6.0,0.0
846a5a7ffffffff,3.0,0.0
846a5a9ffffffff,3.0,0.0
846a5abffffffff,3.0,0.0
846a697ffffffff,8.0,0.0
846a6c7ffffffff,1.0,0.0
846ac3dffffffff,7.0,0.0
846ae85ffffffff,2.0,0.0
846aea1ffffffff,3.0,0.0
846aee3ffffffff,4.0,0.0
847a1ebffffffff,2.0,0.0
847a401ffffffff,45.0,0.0
847a403ffffffff,16.0,0.0
847a405ffffffff,12.0,0.0
847a407ffffffff,80.0,0.0
847a40bffffffff,22.0,0.0
847a40dffffffff,6.0,0.0
847a413ffffffff,6.0,0.0
847a415ffffffff,1.0,0.0
847a417ffffffff,2.0,0.0
847a41dffffffff,37.0,0.0
847a43bffffffff,3.0,0.0
847a43dffffffff,1.0,0.0
847a453ffffffff,2.0,0.0
847a457ffffffff,6.0,0.0
847a45dffffffff,4.0,0.0
847a481ffffffff,3.0,0.0
847a483ffffffff,2.0,0.0
847a48dffffffff,2.0,0.0
847a495ffffffff,2.0,0.0
847a4b1ffffffff,3.0,0.0
847a4b5ffffffff,4.0,0.0
847a4bbffffffff,2.0,0.0
847a4c1ffffffff,5.0,0.0
847a4cdffffffff,4.0,0.0
847a4d1ffffffff,2.0,0.0
847a4ddffffffff,3.0,0.0
847a4e9ffffffff,1.0,0.0
847a531ffffffff,1.0,0.0
847a5a5ffffffff,5.0,0.0
847a5adffffffff,3.0,0.0
847a601ffffffff,4.0,0.0
847a609ffffffff,42.0,0.0
847a60bffffffff,14.0,0.0
847a617ffffffff,2.0,0.0
847a619ffffffff,4.0,0.0
847a61bffffffff,2.0,0.0
847a61dffffffff,9.0,0.0
847a641ffffffff,26.0,0.0
847a643ffffffff,2.0,0.0
847a645ffffffff,1.0,0.0
847a647ffffffff,8.0,0.0
847a655ffffffff,2.0,0.0
847a657ffffffff,2.0,0.0
847a659ffffffff,3.0,0.0
847a65dffffffff,4.0,0.0
847a66bffffffff,4.0,0.0
847a681ffffffff,40.0,0.0
847a683ffffffff,34.0,0.0
847a685ffffffff,4.0,0.0
847a687ffffffff,4.0,0.0
847a689ffffffff,2.0,0.0
847a6a1ffffffff,50.0,0.0
847a6a5ffffffff,9.0,0.0
847a6a7ffffffff,4.0,0.0
847a6adffffffff,16.0,0.0
847a6c1ffffffff,2.0,0.0
847a6c9ffffffff,2.0,0.0
847a6d1ffffffff,22.0,0.0
847a6d5ffffffff,2.0,0.0
847a6d9ffffffff,11.0,0.0
847a6dbffffffff,2.0,0.0
847a6ddffffffff,4.0,0.0
847a6e1ffffffff,9.0,0.0
847a6e5ffffffff,59.0,0.0
847a6e7ffffffff,13.0,0.0
847a6e9ffffffff,3.0,0.0
847a6ebffffffff,2.0,0.0
847a6edffffffff,7.0,0.0
847ac15ffffffff,1.0,0.0
847ac81ffffffff,39.0,0.0
847ac83ffffffff,7.0,0.0
847ac8bffffffff,22.0,0.0
847ac97ffffffff,2.0,0.0
847ac9dffffffff,3.0,0.0
847aca3ffffffff,25.0,0.0
847aca5ffffffff,2.0,0.0
847acabffffffff,9.0,0.0
847acb5ffffffff,4.0,0.0
847acc3ffffffff,3.0,0.0
847acc5ffffffff,17.0,0.0
847acc7ffffffff,3.0,0.0
847accdffffffff,4.0,0.0
847acd1ffffffff,3.0,0.0
847acd5ffffffff,14.0,0.0
847acd7ffffffff,2.0,0.0
847ace9ffffffff,5.0,0.0
847ad91ffffffff,11.0,0.0
847ad93ffffffff,34.0,0.0
847ad95ffffffff,33.0,0.0
847ad97ffffffff,3.0,0.0
847ad99ffffffff,136.0,0.0
847ad9dffffffff,4.0,0.0
847adb1ffffffff,2.0,0.0
847ae81ffffffff,4.0,0.0
847ae85ffffffff,30.0,0.0
847ae87ffffffff,18.0,0.0
847ae8bffffffff,1.0,0.0
847ae91ffffffff,7.0,0.0
847ae97ffffffff,1.0,0.0
847ae99ffffffff,19.0,0.0
847ae9bffffffff,51.0,0.0
847ae9dffffffff,13.0,0.0
847aea3ffffffff,5.0,0.0
847aea7ffffffff,10.0,0.0
847aeabffffffff,4.0,0.0
847aeb1ffffffff,2.0,0.0
847aeb3ffffffff,1.0,0.0
847aed1ffffffff,1.0,0.0
847aed3ffffffff,30.0,0.0
847aedbffffffff,2.0,0.0
847aee3ffffffff,3.0,0.0
8496907ffffffff,6.0,0.0
8496921ffffffff,3.0,0.0
8496925ffffffff,16.0,0.0
849692dffffffff,5.0,0.0
8496931ffffffff,3.0,0.0
8496933ffffffff,8.0,0.0
8496935ffffffff,18.0,0.0
8496937ffffffff,19.0,0.0
849693dffffffff,1.0,0.0
