cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
838a70fffffffff,23.0,0.0,0.0
838a73fffffffff,2.0,0.0,0.0
838a75fffffffff,2.0,0.0,0.0
838a80fffffffff,5.0,0.0,0.0
838a81fffffffff,1.0,0.0,0.0
838a82fffffffff,7.0,0.0,0.0
838a85fffffffff,2.0,0.0,0.0
838a8cfffffffff,55.0,0.0,5.0
838a8efffffffff,10.0,0.0,0.0
838a92fffffffff,12.0,0.0,0.0
838a95fffffffff,2.0,0.0,0.0
838a9cfffffffff,19.0,0.0,0.0
838a9dfffffffff,23.0,0.0,0.0
838a9efffffffff,2.0,0.0,0.0
838aa8fffffffff,9.0,0.0,0.0
838aa9fffffffff,39.0,0.0,0.0
838aaafffffffff,12.0,0.0,3.0
838aabfffffffff,76.0,0.0,19.0
838aadfffffffff,2.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ad1fffffffff,37.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0
838adafffffffff,62.0,0.0,0.0
838adbfffffffff,65.0,0.0,0.0
838adcfffffffff,46.0,0.0,0.0
838adefffffffff,15.0,0.0,0.0
838ae5fffffffff,72.0,0.0,0.0
838af0fffffffff,10.0,0.0,4.0
838af1fffffffff,7.0,0.0,4.0
838af2fffffffff,15.0,0.0,0.0
838af4fffffffff,115.0,0.0,14.0
838af6fffffffff,451.0,0.0,52.0
838b00fffffffff,14.0,0.0,0.0
838b01fffffffff,6.0,0.0,0.0
838b04fffffffff,8.0,0.0,0.0
838b05fffffffff,12.0,0.0,0.0
838b06fffffffff,5.0,0.0,0.0
838b08fffffffff,22.0,0.0,0.0
838b09fffffffff,2.0,0.0,0.0
838b0bfffffffff,13.0,0.0,0.0
838b0cfffffffff,260.0,0.0,0.0
838b0dfffffffff,280.0,0.0,0.0
838b0efffffffff,14.0,0.0,0.0
838b10fffffffff,22.0,0.0,1.0
838b11fffffffff,2.0,0.0,0.0
838b12fffffffff,4.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0
838b1cfffffffff,6.0,0.0,0.0
838b1efffffffff,22.0,0.0,0.0
838b20fffffffff,63.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0
838b22fffffffff,622.0,0.0,0.0
838b23fffffffff,73.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0
838b26fffffffff,23.0,0.0,0.0
838b29fffffffff,4.0,0.0,0.0
838b2afffffffff,217.0,0.0,0.0
838b2bfffffffff,13.0,0.0,0.0
838b2cfffffffff,120.0,0.0,0.0
838b2efffffffff,3.0,0.0,0.0
838b31fffffffff,90.0,0.0,0.0
838b32fffffffff,4.0,0.0,0.0
838b33fffffffff,2.0,0.0,0.0
838b36fffffffff,19.0,0.0,0.0
838b40fffffffff,33.0,0.0,0.0
838b42fffffffff,17.0,0.0,0.0
838b44fffffffff,243.0,0.0,21.0
838b45fffffffff,13.0,0.0,0.0
838b46fffffffff,25.0,0.0,0.0
838b48fffffffff,2.0,0.0,2.0
838b4afffffffff,1.0,0.0,1.0
838b4efffffffff,9.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,61.0,0.0,4.0
838b52fffffffff,9.0,0.0,0.0
838b56fffffffff,33.0,0.0,0.0
838b5cfffffffff,34.0,0.0,14.0
838b5dfffffffff,5.0,0.0,5.0
838b61fffffffff,4.0,0.0,0.0
838b62fffffffff,1.0,0.0,0.0
838b63fffffffff,347.0,0.0,47.0
838b69fffffffff,19.0,0.0,0.0
838b6efffffffff,178.0,0.0,14.0
838b70fffffffff,1.0,0.0,0.0
838b71fffffffff,230.0,0.0,6.0
838b72fffffffff,15.0,0.0,0.0
838b74fffffffff,31.0,0.0,0.0
838b75fffffffff,1.0,0.0,0.0
838b76fffffffff,98.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0
838b84fffffffff,28.0,0.0,5.0
838b88fffffffff,18.0,0.0,0.0
838b8dfffffffff,2.0,0.0,2.0
838b90fffffffff,1.0,0.0,0.0
838b98fffffffff,1.0,0.0,0.0
838b99fffffffff,46.0,0.0,0.0
838b9dfffffffff,257.0,0.0,22.0
838ba0fffffffff,11.0,0.0,0.0
838ba4fffffffff,7.0,0.0,3.0
838ba5fffffffff,5.0,0.0,0.0
838ba6fffffffff,157.0,0.0,33.0
838bb4fffffffff,1.0,0.0,0.0
838bb5fffffffff,30.0,0.0,0.0
838e64fffffffff,103.0,0.0,0.0
838e65fffffffff,1.0,0.0,0.0
838f09fffffffff,24.0,0.0,0.0
838f0dfffffffff,191.0,0.0,16.0
838f21fffffffff,4.0,0.0,0.0
838f28fffffffff,118.0,0.0,7.0
838f2afffffffff,46.0,0.0,0.0
838f2bfffffffff,791.0,0.0,88.0
838f2cfffffffff,70.0,0.0,7.0
838f2efffffffff,275.0,0.0,11.0
838f40fffffffff,331.0,0.0,8.0
838f41fffffffff,1.0,0.0,0.0
838f43fffffffff,15.0,0.0,0.0
838f44fffffffff,18.0,0.0,0.0
838f46fffffffff,265.0,0.0,27.0
838f48fffffffff,72.0,0.0,0.0
838f4afffffffff,3.0,0.0,0.0
838f4bfffffffff,4.0,0.0,0.0
838f4cfffffffff,111.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0
838f5dfffffffff,4.0,0.0,0.0
838f61fffffffff,391.0,0.0,0.0
838f63fffffffff,8.0,0.0,0.0
838f6cfffffffff,7.0,0.0,0.0
838f6efffffffff,86.0,0.0,0.0
838f71fffffffff,15.0,0.0,0.0
838f74fffffffff,2.0,0.0,0.0
838f76fffffffff,6.0,0.0,0.0
83a596fffffffff,46.0,0.0,6.0
83a800fffffffff,11.0,0.0,0.0
83a801fffffffff,35.0,0.0,0.0
83a802fffffffff,19.0,0.0,4.0
83a803fffffffff,6.0,0.0,0.0
83a804fffffffff,69.0,0.0,13.0
83a805fffffffff,10.0,0.0,0.0
83a806fffffffff,244.0,0.0,46.0
83a808fffffffff,8.0,0.0,2.0
83a809fffffffff,2.0,0.0,0.0
83a80afffffffff,10.0,0.0,2.0
83a80bfffffffff,15.0,0.0,0.0
83a80cfffffffff,27.0,0.0,0.0
83a80dfffffffff,8.0,0.0,2.0
83a80efffffffff,28.0,0.0,0.0
83a810fffffffff,1693.0,0.0,43.0
83a811fffffffff,373.0,0.0,37.0
83a812fffffffff,563.0,0.0,61.0
83a813fffffffff,369.0,0.0,161.0
83a814fffffffff,65.0,0.0,2.0
83a815fffffffff,88.0,0.0,2.0
83a818fffffffff,152.0,0.0,0.0
83a819fffffffff,66.0,0.0,0.0
83a81afffffffff,53.0,0.0,0.0
83a81bfffffffff,62.0,0.0,7.0
83a81cfffffffff,188.0,0.0,2.0
83a81dfffffffff,23.0,0.0,2.0
83a81efffffffff,1695.0,0.0,12.0
83a820fffffffff,2.0,0.0,0.0
83a821fffffffff,7.0,0.0,0.0
83a822fffffffff,5.0,0.0,1.0
83a823fffffffff,8.0,0.0,0.0
83a824fffffffff,37.0,0.0,0.0
83a825fffffffff,24.0,0.0,3.0
83a826fffffffff,16.0,0.0,0.0
83a829fffffffff,53.0,0.0,0.0
83a82afffffffff,2.0,0.0,0.0
83a82bfffffffff,30.0,0.0,0.0
83a82cfffffffff,13.0,0.0,0.0
83a82dfffffffff,8.0,0.0,0.0
83a831fffffffff,299.0,0.0,25.0
83a833fffffffff,28.0,0.0,5.0
83a835fffffffff,177.0,0.0,5.0
83a840fffffffff,665.0,0.0,4.0
83a841fffffffff,49.0,0.0,0.0
83a842fffffffff,70.0,0.0,0.0
83a843fffffffff,12.0,0.0,0.0
83a844fffffffff,67.0,0.0,0.0
83a845fffffffff,53.0,0.0,0.0
83a846fffffffff,349.0,0.0,37.0
83a849fffffffff,2.0,0.0,0.0
83a84afffffffff,25.0,0.0,5.0
83a84bfffffffff,2.0,0.0,0.0
83a84efffffffff,19.0,0.0,0.0
83a851fffffffff,2.0,0.0,0.0
83a852fffffffff,5.0,0.0,0.0
83a855fffffffff,15.0,0.0,2.0
83a859fffffffff,3616.0,0.0,586.0
83a85afffffffff,9.0,0.0,0.0
83a85bfffffffff,32.0,0.0,17.0
83a85cfffffffff,1.0,0.0,0.0
83a85dfffffffff,1980.0,0.0,309.0
83a860fffffffff,57.0,0.0,0.0
83a861fffffffff,4.0,0.0,0.0
83a862fffffffff,30.0,0.0,0.0
83a863fffffffff,16.0,0.0,0.0
83a864fffffffff,16.0,0.0,0.0
83a865fffffffff,45.0,0.0,0.0
83a866fffffffff,13.0,0.0,0.0
83a869fffffffff,2.0,0.0,0.0
83a86afffffffff,1.0,0.0,0.0
83a86cfffffffff,12.0,0.0,0.0
83a86dfffffffff,2.0,0.0,0.0
83a86efffffffff,11.0,0.0,0.0
83a870fffffffff,15.0,0.0,0.0
83a871fffffffff,4.0,0.0,0.0
83a873fffffffff,47.0,0.0,3.0
83a875fffffffff,6.0,0.0,0.0
83a876fffffffff,26.0,0.0,0.0
83a880fffffffff,14.0,0.0,2.0
83a881fffffffff,4.0,0.0,2.0
83a883fffffffff,40.0,0.0,6.0
83a884fffffffff,67.0,0.0,8.0
83a886fffffffff,62.0,0.0,3.0
83a888fffffffff,2.0,0.0,0.0
83a88bfffffffff,17.0,0.0,0.0
83a88cfffffffff,23.0,0.0,0.0
83a88dfffffffff,132.0,0.0,16.0
83a88efffffffff,2.0,0.0,0.0
83a891fffffffff,153.0,0.0,31.0
83a893fffffffff,6.0,0.0,0.0
83a895fffffffff,46.0,0.0,5.0
83a89bfffffffff,5.0,0.0,0.0
83a89cfffffffff,4.0,0.0,0.0
83a89efffffffff,4.0,0.0,0.0
83a8a0fffffffff,290.0,0.0,3.0
83a8a1fffffffff,172.0,0.0,17.0
83a8a2fffffffff,751.0,0.0,114.0
83a8a3fffffffff,46.0,0.0,1.0
83a8a5fffffffff,1.0,0.0,0.0
83a8a8fffffffff,18.0,0.0,0.0
83a8a9fffffffff,16.0,0.0,1.0
83a8aafffffffff,40.0,0.0,4.0
83a8abfffffffff,45.0,0.0,2.0
83a8acfffffffff,76.0,0.0,7.0
83a8adfffffffff,19.0,0.0,0.0
83a8b1fffffffff,57.0,0.0,2.0
83a8c0fffffffff,109.0,0.0,2.0
83a8c2fffffffff,49.0,0.0,6.0
83a8c4fffffffff,16.0,0.0,0.0
83a8c5fffffffff,3.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8c8fffffffff,3.0,0.0,2.0
83a8c9fffffffff,13.0,0.0,12.0
83a8cafffffffff,5.0,0.0,0.0
83a8ccfffffffff,6.0,0.0,3.0
83a8cefffffffff,6.0,0.0,4.0
83a8d0fffffffff,27.0,0.0,0.0
83a8d1fffffffff,59.0,0.0,4.0
83a8d3fffffffff,10.0,0.0,2.0
83a8d4fffffffff,60.0,0.0,0.0
83a8d5fffffffff,3.0,0.0,0.0
83a8d6fffffffff,2.0,0.0,0.0
83a8d9fffffffff,10.0,0.0,0.0
83a8dbfffffffff,2.0,0.0,0.0
83a8dcfffffffff,1.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0
83a8defffffffff,8.0,0.0,0.0
83a8e0fffffffff,1.0,0.0,0.0
83a8e4fffffffff,4.0,0.0,0.0
83a8e5fffffffff,4.0,0.0,0.0
83a8e6fffffffff,28.0,0.0,4.0
83a8eafffffffff,1.0,0.0,0.0
83a8ecfffffffff,4.0,0.0,0.0
83a8f1fffffffff,3.0,0.0,0.0
83a8f4fffffffff,18.0,0.0,0.0
83a8f5fffffffff,5.0,0.0,0.0
83a8f6fffffffff,4.0,0.0,0.0
83a901fffffffff,188.0,0.0,16.0
83a903fffffffff,49.0,0.0,1.0
83a905fffffffff,267.0,0.0,32.0
83a908fffffffff,9.0,0.0,0.0
83a909fffffffff,48.0,0.0,0.0
83a90afffffffff,4.0,0.0,1.0
83a90bfffffffff,6.0,0.0,0.0
83a90cfffffffff,55.0,0.0,0.0
83a90dfffffffff,24.0,0.0,4.0
83a90efffffffff,62.0,0.0,3.0
83a918fffffffff,70.0,0.0,4.0
83a919fffffffff,19.0,0.0,1.0
83a91bfffffffff,126.0,0.0,1.0
83a91dfffffffff,62.0,0.0,5.0
83a921fffffffff,103.0,0.0,2.0
83a928fffffffff,2.0,0.0,0.0
83a929fffffffff,27.0,0.0,0.0
83a92afffffffff,8.0,0.0,0.0
83a92cfffffffff,287.0,0.0,0.0
83a92dfffffffff,138.0,0.0,8.0
83a92efffffffff,289.0,0.0,12.0
83a940fffffffff,53.0,0.0,0.0
83a941fffffffff,694.0,0.0,0.0
83a942fffffffff,100.0,0.0,0.0
83a943fffffffff,78.0,0.0,0.0
83a944fffffffff,940.0,0.0,0.0
83a945fffffffff,448.0,0.0,0.0
83a946fffffffff,1026.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a949fffffffff,5.0,0.0,0.0
83a94afffffffff,23.0,0.0,0.0
83a94bfffffffff,48.0,0.0,0.0
83a94cfffffffff,71.0,0.0,0.0
83a94dfffffffff,27.0,0.0,0.0
83a94efffffffff,2126.0,0.0,0.0
83a950fffffffff,38.0,0.0,0.0
83a951fffffffff,11.0,0.0,0.0
83a952fffffffff,15.0,0.0,0.0
83a953fffffffff,307.0,0.0,2.0
83a954fffffffff,3.0,0.0,0.0
83a955fffffffff,37.0,0.0,0.0
83a958fffffffff,2.0,0.0,0.0
83a959fffffffff,25.0,0.0,0.0
83a95afffffffff,84.0,0.0,0.0
83a95bfffffffff,16.0,0.0,0.0
83a95cfffffffff,45.0,0.0,0.0
83a95dfffffffff,401.0,0.0,0.0
83a95efffffffff,252.0,0.0,4.0
83a960fffffffff,73.0,0.0,0.0
83a961fffffffff,157.0,0.0,0.0
83a962fffffffff,1060.0,0.0,0.0
83a963fffffffff,181.0,0.0,0.0
83a964fffffffff,252.0,0.0,0.0
83a965fffffffff,31.0,0.0,0.0
83a966fffffffff,41.0,0.0,2.0
83a968fffffffff,119.0,0.0,0.0
83a969fffffffff,3.0,0.0,0.0
83a96afffffffff,773.0,0.0,0.0
83a96bfffffffff,29.0,0.0,0.0
83a96cfffffffff,22.0,0.0,0.0
83a96dfffffffff,4.0,0.0,0.0
83a96efffffffff,435.0,0.0,0.0
83a971fffffffff,161.0,0.0,0.0
83a972fffffffff,6.0,0.0,0.0
83a973fffffffff,2.0,0.0,0.0
83a974fffffffff,47.0,0.0,0.0
83a975fffffffff,33.0,0.0,0.0
83a976fffffffff,96.0,0.0,0.0
83b229fffffffff,2.0,0.0,0.0
83b241fffffffff,9.0,0.0,0.0
83b242fffffffff,15.0,0.0,0.0
83b243fffffffff,7.0,0.0,0.0
83b245fffffffff,22.0,0.0,0.0
83b248fffffffff,2.0,0.0,0.0
83b249fffffffff,3.0,0.0,0.0
83b24afffffffff,27.0,0.0,0.0
83b24cfffffffff,27.0,0.0,0.0
83b24dfffffffff,29.0,0.0,0.0
83b24efffffffff,21.0,0.0,0.0
83b259fffffffff,7.0,0.0,0.0
83b25bfffffffff,2.0,0.0,0.0
83b25cfffffffff,2.0,0.0,0.0
83b25dfffffffff,163.0,0.0,0.0
83b262fffffffff,62.0,0.0,0.0
83b263fffffffff,11.0,0.0,0.0
83b266fffffffff,10.0,0.0,0.0
83b268fffffffff,89.0,0.0,0.0
83b269fffffffff,123.0,0.0,0.0
83b26afffffffff,10.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,134.0,0.0,0.0
83b26efffffffff,10.0,0.0,0.0
83b270fffffffff,6.0,0.0,0.0
83b274fffffffff,67.0,0.0,0.0
83b275fffffffff,288.0,0.0,0.0
83b2e1fffffffff,5.0,0.0,0.0
83b340fffffffff,29.0,0.0,0.0
83b341fffffffff,2.0,0.0,0.0
83b342fffffffff,140.0,0.0,0.0
83b343fffffffff,62.0,0.0,0.0
83b344fffffffff,51.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
