cell_id,Dryocopus lineatus,Dryocopus lineatus [lineatus Group],Dryocopus lineatus fuscipennis
83a8f5fffffffff,1.0,1.0,0.0
83a8f6fffffffff,1.0,0.0,0.0
83a908fffffffff,1.0,0.0,0.0
83a909fffffffff,20.0,0.0,0.0
83a90bfffffffff,2.0,0.0,0.0
83a90dfffffffff,2.0,0.0,0.0
83a919fffffffff,48.0,1.0,0.0
83a91bfffffffff,49.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0
83a92efffffffff,2.0,0.0,0.0
83a940fffffffff,1.0,0.0,0.0
83a942fffffffff,58.0,0.0,0.0
83a943fffffffff,76.0,0.0,0.0
83a944fffffffff,1.0,0.0,0.0
83a945fffffffff,6.0,0.0,0.0
83a946fffffffff,242.0,0.0,0.0
83a94efffffffff,7.0,0.0,0.0
83a950fffffffff,411.0,0.0,0.0
83a951fffffffff,45.0,0.0,0.0
83a952fffffffff,54.0,2.0,0.0
83a953fffffffff,713.0,2.0,0.0
83a954fffffffff,6.0,0.0,0.0
83a955fffffffff,133.0,0.0,0.0
83a956fffffffff,4.0,0.0,0.0
83a95afffffffff,32.0,0.0,0.0
83a95bfffffffff,1.0,0.0,0.0
83a95cfffffffff,45.0,0.0,0.0
83a95dfffffffff,9.0,0.0,0.0
83a95efffffffff,22.0,0.0,0.0
83a962fffffffff,4.0,0.0,0.0
83a963fffffffff,2.0,0.0,0.0
83a968fffffffff,2.0,0.0,0.0
83a96afffffffff,2.0,0.0,0.0
83a96bfffffffff,4.0,0.0,0.0
83a96efffffffff,4.0,0.0,0.0
83a971fffffffff,64.0,0.0,0.0
83a972fffffffff,4.0,0.0,0.0
83a973fffffffff,18.0,0.0,0.0
83a975fffffffff,2.0,0.0,0.0
83b324fffffffff,7.0,0.0,0.0
83b325fffffffff,26.0,0.0,0.0
83b366fffffffff,9.0,0.0,0.0
