cell_id,Xiphorhynchus guttatus,Xiphorhynchus guttatus [guttatus Group],Xiphorhynchus guttatus guttatoides/dorbignyanus,Xiphorhynchus guttatus [eytoni Group]
84665a3ffffffff,2.0,0.0,0.0,0.0
84665abffffffff,181.0,0.0,0.0,0.0
84665bdffffffff,300.0,0.0,4.0,0.0
84665e9ffffffff,8.0,0.0,0.0,0.0
846661dffffffff,4.0,0.0,0.0,0.0
8466631ffffffff,3.0,0.0,0.0,0.0
8466633ffffffff,8.0,0.0,0.0,0.0
8466637ffffffff,29.0,2.0,0.0,0.0
8466639ffffffff,12.0,0.0,0.0,0.0
846663dffffffff,3.0,0.0,0.0,0.0
84666a1ffffffff,2.0,0.0,0.0,0.0
84666b7ffffffff,1.0,0.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0,0.0
84666c5ffffffff,2.0,0.0,0.0,0.0
84666e3ffffffff,2.0,0.0,0.0,0.0
84666ebffffffff,1.0,0.0,0.0,0.0
8466723ffffffff,3.0,0.0,0.0,0.0
8466725ffffffff,10.0,0.0,0.0,0.0
8466727ffffffff,7.0,0.0,0.0,0.0
8466763ffffffff,2.0,0.0,0.0,0.0
8466c01ffffffff,2.0,0.0,0.0,0.0
8466c05ffffffff,1.0,0.0,0.0,0.0
8466c0dffffffff,11.0,0.0,0.0,0.0
8466c17ffffffff,6.0,0.0,0.0,0.0
8466c21ffffffff,52.0,0.0,0.0,0.0
8466c23ffffffff,48.0,0.0,0.0,0.0
8466c27ffffffff,7.0,0.0,0.0,0.0
8466c29ffffffff,15.0,0.0,0.0,0.0
8466c2bffffffff,12.0,0.0,0.0,0.0
8466c2dffffffff,3.0,0.0,0.0,0.0
8466c35ffffffff,3.0,0.0,0.0,0.0
8466c37ffffffff,2.0,0.0,1.0,0.0
8466c53ffffffff,11.0,0.0,0.0,0.0
8466c57ffffffff,4.0,0.0,0.0,0.0
8466c5bffffffff,5.0,0.0,0.0,0.0
8466c5dffffffff,64.0,0.0,0.0,0.0
8466c67ffffffff,5.0,0.0,0.0,0.0
8466c95ffffffff,4.0,0.0,0.0,0.0
8466cc5ffffffff,6.0,0.0,0.0,0.0
8466ce1ffffffff,13.0,0.0,0.0,0.0
8466ce5ffffffff,3.0,0.0,0.0,0.0
8466ce9ffffffff,55.0,0.0,0.0,0.0
8466cedffffffff,8.0,0.0,0.0,0.0
8466d13ffffffff,15.0,0.0,0.0,0.0
8466d19ffffffff,3.0,0.0,0.0,0.0
8466d1bffffffff,65.0,0.0,0.0,0.0
8466d81ffffffff,64.0,0.0,10.0,0.0
8466d89ffffffff,3.0,0.0,0.0,0.0
8466d8bffffffff,3.0,0.0,3.0,0.0
8466d8dffffffff,15.0,0.0,2.0,0.0
8466da1ffffffff,4.0,0.0,0.0,0.0
8466da3ffffffff,8.0,0.0,0.0,0.0
8466da7ffffffff,3.0,0.0,0.0,0.0
8466da9ffffffff,9.0,0.0,0.0,0.0
8466dadffffffff,96.0,0.0,18.0,0.0
8466db1ffffffff,24.0,0.0,3.0,0.0
8466db5ffffffff,11.0,0.0,0.0,0.0
8466dc1ffffffff,1.0,0.0,0.0,0.0
8466dc3ffffffff,1137.0,0.0,149.0,0.0
8466dc7ffffffff,51.0,0.0,0.0,0.0
8466dc9ffffffff,16.0,0.0,0.0,0.0
8466dcbffffffff,32.0,0.0,4.0,0.0
8466dd1ffffffff,1.0,0.0,0.0,0.0
8466dd3ffffffff,7.0,0.0,2.0,0.0
8466dd5ffffffff,78.0,0.0,6.0,0.0
8466dd7ffffffff,10.0,0.0,0.0,0.0
8466dd9ffffffff,10.0,0.0,0.0,0.0
8466ddbffffffff,14.0,0.0,0.0,0.0
8466dddffffffff,25.0,0.0,3.0,0.0
8466de1ffffffff,65.0,0.0,5.0,0.0
8466de3ffffffff,135.0,0.0,17.0,0.0
8466de7ffffffff,15.0,0.0,1.0,0.0
8466debffffffff,107.0,0.0,19.0,0.0
8466e03ffffffff,44.0,0.0,0.0,0.0
8466e0bffffffff,47.0,0.0,0.0,0.0
8466e11ffffffff,3.0,0.0,0.0,0.0
8466e13ffffffff,2.0,0.0,0.0,0.0
8466e15ffffffff,25.0,0.0,0.0,0.0
8466e1dffffffff,2.0,0.0,0.0,0.0
8466e39ffffffff,5.0,0.0,0.0,0.0
8466e3bffffffff,39.0,0.0,0.0,0.0
8466e51ffffffff,5.0,0.0,0.0,0.0
8466e53ffffffff,2.0,0.0,0.0,0.0
8466e55ffffffff,2.0,0.0,0.0,0.0
8466e57ffffffff,419.0,0.0,0.0,0.0
8466e59ffffffff,21.0,0.0,0.0,0.0
8466e8dffffffff,7.0,0.0,0.0,0.0
8466e9dffffffff,2.0,0.0,0.0,0.0
8466eadffffffff,7.0,0.0,0.0,0.0
8466ec1ffffffff,12.0,0.0,0.0,0.0
8466ec5ffffffff,26.0,0.0,0.0,0.0
8466ec7ffffffff,105.0,0.0,0.0,0.0
8466ec9ffffffff,8.0,0.0,0.0,0.0
8466ecbffffffff,262.0,0.0,0.0,0.0
8466ee5ffffffff,104.0,0.0,0.0,0.0
8466ee7ffffffff,12.0,0.0,0.0,0.0
8466eebffffffff,8.0,0.0,0.0,0.0
8466eedffffffff,4.0,0.0,0.0,0.0
8480011ffffffff,1.0,0.0,0.0,0.0
8480021ffffffff,4.0,0.0,0.0,0.0
8480053ffffffff,14.0,0.0,9.0,2.0
8480055ffffffff,5.0,0.0,0.0,5.0
84800c3ffffffff,1.0,0.0,1.0,0.0
84800c5ffffffff,1.0,0.0,1.0,0.0
84800cbffffffff,1.0,0.0,1.0,0.0
8480101ffffffff,17.0,0.0,13.0,0.0
8480109ffffffff,105.0,0.0,36.0,8.0
848011bffffffff,1.0,0.0,0.0,0.0
8480293ffffffff,2.0,0.0,0.0,0.0
8480445ffffffff,2.0,0.0,0.0,0.0
848044dffffffff,3.0,0.0,0.0,0.0
8480465ffffffff,3.0,0.0,0.0,0.0
8480469ffffffff,202.0,0.0,155.0,10.0
84804cbffffffff,2.0,0.0,0.0,0.0
848054bffffffff,4.0,3.0,0.0,0.0
8480619ffffffff,12.0,0.0,0.0,12.0
8480623ffffffff,2.0,0.0,0.0,0.0
8480625ffffffff,4.0,0.0,0.0,4.0
8480643ffffffff,11.0,0.0,11.0,0.0
8480655ffffffff,20.0,0.0,12.0,8.0
8480665ffffffff,3.0,0.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0,0.0
848068bffffffff,4.0,1.0,0.0,0.0
84806a3ffffffff,8.0,0.0,0.0,0.0
84806a7ffffffff,3.0,0.0,0.0,0.0
84806abffffffff,9.0,2.0,0.0,0.0
84806b3ffffffff,1.0,1.0,0.0,0.0
84806b7ffffffff,22.0,7.0,0.0,0.0
8480713ffffffff,27.0,0.0,4.0,4.0
8480717ffffffff,3.0,0.0,0.0,0.0
8480723ffffffff,2.0,0.0,0.0,0.0
8480737ffffffff,1.0,0.0,1.0,0.0
8480743ffffffff,1.0,0.0,0.0,0.0
8480745ffffffff,4.0,0.0,4.0,0.0
8480759ffffffff,12.0,0.0,0.0,0.0
848075bffffffff,6.0,0.0,0.0,6.0
848075dffffffff,3.0,0.0,2.0,0.0
8481149ffffffff,10.0,2.0,0.0,0.0
84812d1ffffffff,7.0,0.0,5.0,0.0
84812d7ffffffff,14.0,0.0,9.0,0.0
8481321ffffffff,26.0,5.0,0.0,0.0
8481323ffffffff,21.0,7.0,0.0,0.0
8481327ffffffff,35.0,24.0,0.0,0.0
8481329ffffffff,2.0,2.0,0.0,0.0
848132dffffffff,2.0,2.0,0.0,0.0
8481339ffffffff,4.0,0.0,0.0,0.0
8481363ffffffff,26.0,7.0,0.0,0.0
8481401ffffffff,8.0,0.0,4.0,0.0
8481403ffffffff,4.0,0.0,0.0,2.0
8481423ffffffff,3.0,0.0,3.0,0.0
8481431ffffffff,6.0,0.0,5.0,0.0
8481437ffffffff,1.0,0.0,0.0,0.0
8481439ffffffff,4.0,0.0,0.0,0.0
8481447ffffffff,2.0,0.0,2.0,0.0
848144bffffffff,10.0,0.0,8.0,0.0
848145dffffffff,50.0,0.0,48.0,0.0
848146bffffffff,8.0,0.0,6.0,0.0
8481485ffffffff,1.0,0.0,0.0,0.0
84814a1ffffffff,10.0,0.0,8.0,2.0
84814a9ffffffff,51.0,0.0,29.0,8.0
84814adffffffff,52.0,0.0,31.0,8.0
84814d5ffffffff,42.0,0.0,37.0,0.0
84814d9ffffffff,8.0,0.0,8.0,0.0
84814e3ffffffff,43.0,0.0,23.0,0.0
84814e5ffffffff,5.0,0.0,5.0,0.0
84814e7ffffffff,135.0,0.0,85.0,9.0
8481513ffffffff,2.0,0.0,2.0,0.0
848151bffffffff,1.0,0.0,0.0,0.0
8481581ffffffff,3.0,0.0,0.0,0.0
8481583ffffffff,9.0,0.0,0.0,0.0
848159dffffffff,4.0,0.0,0.0,4.0
84815a1ffffffff,2.0,0.0,0.0,1.0
84815a7ffffffff,2.0,0.0,0.0,2.0
84815abffffffff,6.0,0.0,5.0,0.0
84815c9ffffffff,14.0,0.0,9.0,0.0
84815d7ffffffff,1.0,0.0,1.0,0.0
84815d9ffffffff,43.0,0.0,23.0,0.0
84815dbffffffff,4.0,0.0,2.0,0.0
84815e9ffffffff,5.0,0.0,0.0,2.0
848162bffffffff,24.0,0.0,5.0,0.0
8481635ffffffff,83.0,0.0,71.0,0.0
8481637ffffffff,2.0,0.0,2.0,0.0
848166dffffffff,4.0,0.0,4.0,0.0
8481711ffffffff,111.0,0.0,77.0,1.0
8481713ffffffff,84.0,0.0,78.0,0.0
8481715ffffffff,1.0,0.0,1.0,0.0
848175dffffffff,12.0,0.0,10.0,0.0
8481851ffffffff,5.0,0.0,0.0,0.0
8481859ffffffff,5.0,3.0,0.0,0.0
84818b3ffffffff,1.0,0.0,0.0,0.0
84819d1ffffffff,4.0,1.0,0.0,0.0
848a003ffffffff,12.0,0.0,2.0,1.0
848a00bffffffff,1.0,0.0,0.0,0.0
848a01dffffffff,11.0,0.0,0.0,0.0
848a049ffffffff,3.0,0.0,3.0,0.0
848a051ffffffff,16.0,0.0,8.0,0.0
848a055ffffffff,1.0,0.0,0.0,0.0
848a059ffffffff,18.0,0.0,10.0,0.0
848a05bffffffff,28.0,0.0,9.0,0.0
848a05dffffffff,4.0,0.0,2.0,0.0
848a069ffffffff,30.0,0.0,11.0,0.0
848a109ffffffff,41.0,0.0,0.0,0.0
848a155ffffffff,57.0,0.0,0.0,0.0
848a157ffffffff,6.0,0.0,0.0,0.0
848a191ffffffff,1.0,0.0,1.0,0.0
848a1a7ffffffff,5.0,0.0,0.0,0.0
848a1e5ffffffff,2.0,0.0,0.0,2.0
848a213ffffffff,1.0,0.0,1.0,0.0
848a217ffffffff,1.0,0.0,0.0,0.0
848a233ffffffff,4.0,0.0,1.0,0.0
848a23bffffffff,5.0,0.0,2.0,0.0
848a249ffffffff,5.0,0.0,4.0,0.0
848a25bffffffff,3.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,0.0
848a313ffffffff,13.0,0.0,0.0,0.0
848a317ffffffff,17.0,0.0,8.0,0.0
848a337ffffffff,10.0,2.0,0.0,0.0
848a33bffffffff,2.0,0.0,0.0,0.0
848a359ffffffff,1.0,0.0,1.0,0.0
848a451ffffffff,25.0,0.0,0.0,0.0
848a459ffffffff,88.0,0.0,3.0,0.0
848a45bffffffff,79.0,0.0,0.0,0.0
848a45dffffffff,37.0,0.0,0.0,0.0
848a4b9ffffffff,5.0,0.0,0.0,0.0
848a4cdffffffff,1.0,0.0,0.0,0.0
848a525ffffffff,3.0,0.0,0.0,0.0
848a565ffffffff,1.0,0.0,0.0,0.0
848a68bffffffff,20.0,0.0,0.0,0.0
848a699ffffffff,186.0,0.0,0.0,0.0
848a69bffffffff,1.0,0.0,0.0,0.0
848a69dffffffff,5.0,0.0,0.0,0.0
848a6b5ffffffff,3.0,0.0,0.0,0.0
848a6d1ffffffff,3.0,0.0,0.0,0.0
848a6d3ffffffff,65.0,0.0,0.0,0.0
848a6d7ffffffff,81.0,0.0,0.0,0.0
848a6d9ffffffff,182.0,0.0,0.0,0.0
848a6dbffffffff,130.0,0.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0,0.0
848a707ffffffff,4.0,0.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0,0.0
848a73dffffffff,12.0,0.0,0.0,0.0
848a809ffffffff,49.0,0.0,23.0,0.0
848a81bffffffff,23.0,0.0,0.0,17.0
848a827ffffffff,14.0,0.0,0.0,0.0
848a85dffffffff,1.0,0.0,1.0,0.0
848a8d9ffffffff,1.0,0.0,0.0,0.0
848a913ffffffff,4.0,0.0,0.0,0.0
848a925ffffffff,18.0,0.0,2.0,16.0
848a927ffffffff,24.0,0.0,0.0,15.0
848a963ffffffff,4.0,0.0,4.0,0.0
848a9c1ffffffff,2.0,0.0,0.0,0.0
848a9c9ffffffff,3.0,0.0,0.0,0.0
848a9cdffffffff,28.0,0.0,0.0,0.0
848a9d3ffffffff,2.0,0.0,0.0,0.0
848aa87ffffffff,7.0,0.0,0.0,1.0
848aa8bffffffff,9.0,0.0,0.0,9.0
848aa93ffffffff,8.0,0.0,8.0,0.0
848aa9dffffffff,9.0,0.0,0.0,9.0
848aaa3ffffffff,23.0,6.0,0.0,17.0
848aaa5ffffffff,22.0,0.0,0.0,22.0
848aaadffffffff,26.0,0.0,0.0,26.0
848aab9ffffffff,6.0,0.0,0.0,6.0
848aabdffffffff,16.0,0.0,0.0,13.0
848aac9ffffffff,5.0,0.0,0.0,3.0
848aacbffffffff,8.0,0.0,0.0,0.0
848aad5ffffffff,4.0,0.0,0.0,0.0
848aadbffffffff,1.0,0.0,1.0,0.0
848aaddffffffff,15.0,0.0,0.0,9.0
848ab65ffffffff,3.0,0.0,3.0,0.0
848ad13ffffffff,22.0,6.0,0.0,0.0
848ad89ffffffff,4.0,0.0,0.0,0.0
848ad8dffffffff,8.0,2.0,0.0,0.0
848ada9ffffffff,26.0,0.0,0.0,0.0
848adb9ffffffff,4.0,0.0,0.0,0.0
848adbbffffffff,6.0,0.0,0.0,0.0
848adc5ffffffff,13.0,0.0,0.0,0.0
848ade3ffffffff,7.0,0.0,0.0,0.0
848adebffffffff,1.0,0.0,0.0,0.0
848ae53ffffffff,1.0,0.0,0.0,0.0
848ae59ffffffff,1.0,0.0,0.0,0.0
848ae5bffffffff,12.0,0.0,0.0,0.0
848af09ffffffff,75.0,0.0,51.0,0.0
848af0bffffffff,4.0,0.0,2.0,0.0
848af11ffffffff,14.0,0.0,0.0,0.0
848af1dffffffff,2.0,0.0,0.0,0.0
848af29ffffffff,10.0,0.0,0.0,0.0
848af41ffffffff,34.0,0.0,24.0,0.0
848af43ffffffff,2.0,0.0,2.0,0.0
848af45ffffffff,31.0,0.0,15.0,1.0
848af4dffffffff,6.0,0.0,4.0,0.0
848af61ffffffff,10.0,0.0,0.0,0.0
848af63ffffffff,2.0,0.0,0.0,0.0
848af69ffffffff,18.0,5.0,2.0,1.0
848af6bffffffff,3.0,0.0,0.0,0.0
848b001ffffffff,1.0,0.0,0.0,0.0
848b045ffffffff,15.0,0.0,3.0,0.0
848b051ffffffff,1.0,0.0,0.0,0.0
848b05dffffffff,9.0,0.0,0.0,0.0
848b065ffffffff,2.0,0.0,0.0,0.0
848b069ffffffff,2.0,0.0,0.0,0.0
848b08bffffffff,1.0,0.0,0.0,0.0
848b0bdffffffff,5.0,0.0,4.0,0.0
848b0c1ffffffff,3.0,0.0,0.0,0.0
848b0c9ffffffff,83.0,0.0,4.0,0.0
848b0cbffffffff,3.0,0.0,0.0,0.0
848b0d1ffffffff,18.0,0.0,0.0,0.0
848b0d3ffffffff,6.0,0.0,0.0,0.0
848b0d9ffffffff,2.0,0.0,0.0,0.0
848b0dbffffffff,3.0,0.0,0.0,0.0
848b0e7ffffffff,3.0,0.0,0.0,0.0
848b105ffffffff,2.0,0.0,0.0,0.0
848b10dffffffff,4.0,0.0,4.0,0.0
848b11bffffffff,7.0,0.0,0.0,0.0
848b11dffffffff,8.0,0.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0,0.0
848b1dbffffffff,2.0,0.0,0.0,0.0
848b1e1ffffffff,6.0,0.0,0.0,0.0
848b1edffffffff,7.0,0.0,0.0,0.0
848b203ffffffff,1.0,0.0,1.0,0.0
848b205ffffffff,11.0,0.0,2.0,0.0
848b211ffffffff,3.0,0.0,0.0,0.0
848b213ffffffff,9.0,0.0,4.0,0.0
848b221ffffffff,39.0,0.0,0.0,0.0
848b223ffffffff,119.0,0.0,0.0,0.0
848b225ffffffff,9.0,0.0,0.0,0.0
848b229ffffffff,13.0,0.0,1.0,0.0
848b22bffffffff,5.0,0.0,0.0,0.0
848b22dffffffff,174.0,0.0,8.0,0.0
848b23bffffffff,4.0,0.0,0.0,0.0
848b23dffffffff,10.0,0.0,0.0,0.0
848b247ffffffff,2.0,0.0,0.0,0.0
848b267ffffffff,1.0,0.0,0.0,0.0
848b2a5ffffffff,7.0,0.0,1.0,0.0
848b2a7ffffffff,10.0,0.0,0.0,0.0
848b2b5ffffffff,4.0,0.0,0.0,0.0
848b2c5ffffffff,5.0,0.0,0.0,0.0
848b2cdffffffff,1.0,0.0,0.0,0.0
848b2e9ffffffff,18.0,0.0,1.0,0.0
848b2ebffffffff,2.0,0.0,0.0,0.0
848b2edffffffff,2.0,0.0,0.0,0.0
848b315ffffffff,69.0,0.0,0.0,0.0
848b319ffffffff,2.0,0.0,0.0,0.0
848b363ffffffff,6.0,0.0,0.0,0.0
848b365ffffffff,2.0,0.0,0.0,0.0
848b401ffffffff,27.0,0.0,0.0,0.0
848b40bffffffff,33.0,0.0,0.0,0.0
848b40dffffffff,102.0,0.0,2.0,0.0
848b429ffffffff,11.0,0.0,0.0,0.0
848b42dffffffff,4.0,0.0,0.0,0.0
848b445ffffffff,7.0,0.0,0.0,0.0
848b447ffffffff,14.0,0.0,1.0,0.0
848b449ffffffff,54.0,0.0,3.0,0.0
848b44bffffffff,252.0,0.0,20.0,0.0
848b44dffffffff,373.0,0.0,4.0,0.0
848b459ffffffff,33.0,0.0,0.0,0.0
848b463ffffffff,4.0,0.0,0.0,0.0
848b469ffffffff,44.0,0.0,1.0,0.0
848b46bffffffff,61.0,0.0,0.0,0.0
848b481ffffffff,1.0,0.0,1.0,0.0
848b493ffffffff,2.0,0.0,0.0,0.0
848b4e5ffffffff,24.0,0.0,12.0,0.0
848b511ffffffff,38.0,0.0,8.0,0.0
848b513ffffffff,32.0,0.0,4.0,0.0
848b51dffffffff,2.0,0.0,0.0,0.0
848b529ffffffff,20.0,0.0,1.0,0.0
848b53dffffffff,6.0,0.0,0.0,0.0
848b563ffffffff,29.0,0.0,1.0,0.0
848b567ffffffff,12.0,0.0,0.0,0.0
848b56bffffffff,3.0,0.0,0.0,0.0
848b5c3ffffffff,5.0,0.0,0.0,0.0
848b5cdffffffff,84.0,0.0,46.0,0.0
848b5e9ffffffff,2.0,0.0,0.0,0.0
848b617ffffffff,234.0,0.0,6.0,0.0
848b623ffffffff,21.0,0.0,2.0,0.0
848b627ffffffff,100.0,0.0,2.0,0.0
848b631ffffffff,15.0,0.0,1.0,0.0
848b633ffffffff,13.0,0.0,0.0,0.0
848b635ffffffff,42.0,0.0,0.0,0.0
848b637ffffffff,422.0,0.0,22.0,0.0
848b639ffffffff,2.0,0.0,0.0,0.0
848b63bffffffff,290.0,0.0,32.0,0.0
848b63dffffffff,1.0,0.0,0.0,0.0
848b683ffffffff,4.0,0.0,0.0,0.0
848b689ffffffff,1.0,0.0,0.0,0.0
848b691ffffffff,4.0,0.0,0.0,0.0
848b693ffffffff,27.0,0.0,0.0,0.0
848b695ffffffff,7.0,0.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0,0.0
848b699ffffffff,4.0,0.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0,0.0
848b6bbffffffff,8.0,0.0,0.0,0.0
848b6c3ffffffff,4.0,0.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0,0.0
848b6e5ffffffff,57.0,0.0,2.0,0.0
848b6e7ffffffff,109.0,0.0,0.0,0.0
848b6edffffffff,97.0,0.0,7.0,0.0
848b709ffffffff,14.0,0.0,0.0,0.0
848b711ffffffff,2.0,0.0,0.0,0.0
848b713ffffffff,1004.0,0.0,5.0,0.0
848b717ffffffff,61.0,0.0,0.0,0.0
848b71bffffffff,51.0,0.0,0.0,0.0
848b745ffffffff,16.0,0.0,0.0,0.0
848b747ffffffff,20.0,0.0,0.0,0.0
848b74bffffffff,2.0,0.0,0.0,0.0
848b751ffffffff,5.0,0.0,0.0,0.0
848b755ffffffff,4.0,0.0,0.0,0.0
848b757ffffffff,8.0,0.0,2.0,0.0
848b75bffffffff,2.0,0.0,0.0,0.0
848b75dffffffff,39.0,0.0,0.0,0.0
848b761ffffffff,5.0,0.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0,0.0
848b765ffffffff,3.0,0.0,0.0,0.0
848b821ffffffff,4.0,0.0,4.0,0.0
848b829ffffffff,3.0,0.0,3.0,0.0
848b82dffffffff,2.0,0.0,2.0,0.0
848b835ffffffff,1.0,0.0,1.0,0.0
848b839ffffffff,4.0,0.0,4.0,0.0
848b849ffffffff,75.0,0.0,0.0,41.0
848b881ffffffff,14.0,0.0,0.0,3.0
848b889ffffffff,8.0,0.0,0.0,0.0
848b88dffffffff,4.0,0.0,0.0,1.0
848b8a1ffffffff,1.0,0.0,1.0,0.0
848b8a5ffffffff,6.0,0.0,6.0,0.0
848b96dffffffff,2.0,0.0,0.0,0.0
848b999ffffffff,34.0,0.0,29.0,0.0
848b99dffffffff,64.0,0.0,1.0,2.0
848b9c3ffffffff,2.0,0.0,0.0,0.0
848b9d1ffffffff,34.0,0.0,3.0,2.0
848b9d3ffffffff,1.0,0.0,1.0,0.0
848b9d5ffffffff,412.0,0.0,12.0,22.0
848b9d7ffffffff,2.0,0.0,0.0,0.0
848ba09ffffffff,12.0,0.0,2.0,0.0
848ba25ffffffff,6.0,0.0,0.0,0.0
848ba45ffffffff,6.0,0.0,6.0,0.0
848ba47ffffffff,7.0,0.0,5.0,0.0
848ba55ffffffff,7.0,0.0,0.0,0.0
848ba63ffffffff,38.0,0.0,4.0,0.0
848ba65ffffffff,5.0,0.0,0.0,0.0
848ba6dffffffff,2.0,0.0,0.0,0.0
848bb53ffffffff,7.0,0.0,0.0,0.0
848bb59ffffffff,190.0,0.0,31.0,4.0
848e643ffffffff,6.0,0.0,0.0,0.0
848e659ffffffff,2.0,0.0,0.0,0.0
848e65bffffffff,5.0,0.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0,0.0
848f401ffffffff,108.0,0.0,7.0,0.0
848f407ffffffff,14.0,0.0,4.0,0.0
848f409ffffffff,2.0,0.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0,0.0
848f411ffffffff,2.0,0.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0,0.0
848f435ffffffff,2.0,0.0,0.0,0.0
848f439ffffffff,11.0,0.0,0.0,0.0
848f447ffffffff,2.0,0.0,0.0,0.0
848f44bffffffff,4.0,0.0,0.0,0.0
848f455ffffffff,5.0,0.0,0.0,0.0
848f461ffffffff,68.0,0.0,0.0,0.0
