cell_id,Anarhynchus nivosus,Anarhynchus nivosus nivosus,Anarhynchus nivosus occidentalis
82481ffffffffff,2.0,0.0,0.0
824827fffffffff,2.0,0.0,0.0
82482ffffffffff,4.0,0.0,0.0
824847fffffffff,8.0,0.0,0.0
824857fffffffff,13.0,9.0,0.0
82485ffffffffff,147.0,3.0,0.0
824877fffffffff,4.0,0.0,0.0
824887fffffffff,83.0,0.0,0.0
82488ffffffffff,33.0,0.0,0.0
824897fffffffff,68.0,0.0,0.0
82489ffffffffff,94.0,0.0,0.0
8248b7fffffffff,452.0,0.0,0.0
8248c7fffffffff,4.0,0.0,0.0
8248cffffffffff,15.0,2.0,0.0
8248d7fffffffff,87.0,0.0,0.0
8248dffffffffff,15.0,0.0,0.0
8248effffffffff,266.0,0.0,0.0
8248f7fffffffff,2.0,0.0,0.0
824987fffffffff,11.0,0.0,0.0
824997fffffffff,24.0,0.0,0.0
82499ffffffffff,3.0,0.0,0.0
8249affffffffff,14.0,5.0,0.0
824c87fffffffff,1.0,0.0,0.0
824c8ffffffffff,6.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0
824caffffffffff,2.0,0.0,0.0
824cc7fffffffff,31.0,0.0,0.0
824cd7fffffffff,5.0,0.0,0.0
824ceffffffffff,9.0,0.0,0.0
825e5ffffffffff,12.0,2.0,0.0
825f4ffffffffff,21.0,0.0,0.0
826607fffffffff,1.0,0.0,0.0
826627fffffffff,11.0,0.0,0.0
8266a7fffffffff,29.0,0.0,0.0
8266b7fffffffff,2.0,0.0,0.0
826727fffffffff,1.0,1.0,0.0
826747fffffffff,52.0,0.0,0.0
826757fffffffff,56.0,2.0,0.0
82676ffffffffff,3.0,2.0,0.0
826d07fffffffff,15.0,0.0,0.0
826d17fffffffff,2.0,0.0,0.0
826d27fffffffff,1.0,0.0,0.0
826d2ffffffffff,35.0,0.0,0.0
826d37fffffffff,4.0,0.0,0.0
826d67fffffffff,36.0,0.0,0.0
826d6ffffffffff,44.0,0.0,0.0
826d77fffffffff,36.0,0.0,0.0
828e47fffffffff,17.0,0.0,4.0
828e77fffffffff,7.0,0.0,0.0
828f57fffffffff,3.0,0.0,3.0
82b207fffffffff,30.0,0.0,0.0
82b21ffffffffff,26.0,0.0,0.0
82b2c7fffffffff,94.0,0.0,0.0
82b2dffffffffff,6.0,0.0,0.0
82b2e7fffffffff,143.0,0.0,1.0
82b307fffffffff,5.0,0.0,0.0
82b31ffffffffff,3.0,0.0,0.0
82b337fffffffff,1.0,0.0,0.0
82ce8ffffffffff,30.0,0.0,0.0
82ceaffffffffff,1.0,0.0,0.0
