cell_id,Chlidonias niger,Chlidonias niger niger,Chlidonias niger surinamensis
8226cffffffffff,48.0,0.0,0.0
8226d7fffffffff,15.0,0.0,0.0
8226dffffffffff,18.0,0.0,0.0
8226e7fffffffff,82.0,0.0,0.0
8226effffffffff,16.0,0.0,0.0
8226f7fffffffff,73.0,0.0,0.0
822707fffffffff,14.0,0.0,0.0
82270ffffffffff,14.0,0.0,3.0
822717fffffffff,13.0,0.0,3.0
82271ffffffffff,15.0,0.0,4.0
822727fffffffff,1.0,0.0,0.0
822747fffffffff,47.0,0.0,0.0
82274ffffffffff,320.0,0.0,0.0
822757fffffffff,87.0,0.0,0.0
82275ffffffffff,165.0,0.0,2.0
822767fffffffff,79.0,0.0,0.0
82276ffffffffff,129.0,0.0,24.0
822777fffffffff,4.0,0.0,0.0
822787fffffffff,16.0,0.0,0.0
82278ffffffffff,4.0,0.0,0.0
822797fffffffff,10.0,0.0,0.0
8227a7fffffffff,18.0,0.0,0.0
8227affffffffff,8.0,0.0,1.0
8227b7fffffffff,6.0,0.0,2.0
822807fffffffff,26.0,0.0,0.0
822817fffffffff,29.0,0.0,0.0
82281ffffffffff,40.0,0.0,0.0
822837fffffffff,329.0,0.0,4.0
822887fffffffff,9.0,0.0,0.0
82288ffffffffff,63.0,0.0,1.0
822897fffffffff,22.0,0.0,0.0
82289ffffffffff,12.0,0.0,0.0
8228a7fffffffff,2.0,0.0,0.0
8228affffffffff,62.0,0.0,0.0
8228b7fffffffff,17.0,0.0,0.0
8228c7fffffffff,4.0,0.0,0.0
8228d7fffffffff,48.0,0.0,0.0
8228f7fffffffff,121.0,0.0,0.0
822917fffffffff,68.0,0.0,0.0
82291ffffffffff,10.0,0.0,0.0
822987fffffffff,3.0,0.0,0.0
82298ffffffffff,6.0,0.0,0.0
822997fffffffff,2.0,0.0,0.0
82299ffffffffff,5.0,0.0,0.0
8229a7fffffffff,537.0,0.0,3.0
8229affffffffff,60.0,0.0,0.0
8229b7fffffffff,67.0,0.0,2.0
822a07fffffffff,64.0,0.0,1.0
822a17fffffffff,442.0,0.0,10.0
822a1ffffffffff,44.0,0.0,0.0
822a37fffffffff,251.0,0.0,0.0
822a4ffffffffff,6.0,0.0,1.0
822a87fffffffff,100.0,0.0,0.0
822a8ffffffffff,262.0,0.0,0.0
822a97fffffffff,21.0,0.0,0.0
822a9ffffffffff,21.0,0.0,0.0
822aa7fffffffff,190.0,0.0,31.0
822aaffffffffff,1179.0,0.0,37.0
822ab7fffffffff,379.0,0.0,131.0
822ac7fffffffff,13.0,0.0,0.0
822ad7fffffffff,24.0,0.0,0.0
822af7fffffffff,105.0,0.0,5.0
822b07fffffffff,48.0,0.0,0.0
822b0ffffffffff,105.0,0.0,0.0
822b17fffffffff,58.0,0.0,0.0
822b1ffffffffff,162.0,0.0,0.0
822b27fffffffff,17.0,0.0,0.0
822b2ffffffffff,11.0,0.0,0.0
822b37fffffffff,3.0,0.0,0.0
822b87fffffffff,69.0,0.0,2.0
822b8ffffffffff,154.0,0.0,34.0
822b97fffffffff,38.0,0.0,11.0
822b9ffffffffff,870.0,0.0,106.0
822ba7fffffffff,26.0,0.0,0.0
822baffffffffff,233.0,0.0,5.0
822bb7fffffffff,3.0,0.0,0.0
822c2ffffffffff,3.0,0.0,0.0
822c4ffffffffff,5.0,4.0,0.0
822c57fffffffff,2.0,0.0,0.0
822c97fffffffff,24.0,2.0,0.0
822cc7fffffffff,3.0,0.0,0.0
822ce7fffffffff,2.0,0.0,0.0
822cf7fffffffff,9.0,0.0,0.0
822d17fffffffff,3.0,0.0,0.0
822da7fffffffff,11.0,0.0,0.0
822db7fffffffff,36.0,2.0,0.0
823827fffffffff,6.0,0.0,0.0
823867fffffffff,1.0,0.0,0.0
823907fffffffff,61.0,0.0,0.0
82390ffffffffff,10.0,4.0,0.0
823917fffffffff,57.0,2.0,0.0
82391ffffffffff,111.0,6.0,0.0
823927fffffffff,69.0,0.0,0.0
82392ffffffffff,126.0,0.0,0.0
823937fffffffff,100.0,0.0,0.0
823947fffffffff,27.0,12.0,0.0
823957fffffffff,117.0,2.0,0.0
82395ffffffffff,10.0,0.0,0.0
82396ffffffffff,1.0,0.0,0.0
823977fffffffff,93.0,36.0,0.0
823d07fffffffff,1.0,0.0,0.0
823e47fffffffff,4.0,0.0,0.0
823e6ffffffffff,10.0,1.0,0.0
823f47fffffffff,2.0,0.0,0.0
8242c7fffffffff,1.0,0.0,0.0
8242cffffffffff,1.0,0.0,0.0
824367fffffffff,5.0,4.0,0.0
8243a7fffffffff,2.0,0.0,0.0
8243affffffffff,3.0,1.0,0.0
824417fffffffff,18.0,0.0,0.0
82441ffffffffff,105.0,0.0,15.0
824437fffffffff,14.0,0.0,3.0
824447fffffffff,198.0,0.0,0.0
82444ffffffffff,26.0,0.0,0.0
824457fffffffff,133.0,0.0,3.0
82445ffffffffff,4.0,0.0,0.0
824467fffffffff,75.0,0.0,0.0
82446ffffffffff,149.0,0.0,4.0
824477fffffffff,87.0,0.0,0.0
824487fffffffff,7.0,0.0,0.0
8244a7fffffffff,7.0,0.0,0.0
8244affffffffff,182.0,0.0,8.0
8244c7fffffffff,88.0,0.0,0.0
8244cffffffffff,104.0,0.0,2.0
8244d7fffffffff,882.0,0.0,4.0
8244dffffffffff,150.0,0.0,3.0
8244e7fffffffff,48.0,0.0,2.0
8244effffffffff,63.0,0.0,0.0
8244f7fffffffff,232.0,0.0,2.0
824507fffffffff,24.0,0.0,0.0
82450ffffffffff,8.0,0.0,0.0
824527fffffffff,105.0,0.0,0.0
82452ffffffffff,83.0,0.0,0.0
824537fffffffff,27.0,0.0,0.0
82454ffffffffff,5.0,0.0,2.0
82455ffffffffff,4.0,0.0,4.0
824577fffffffff,2.0,0.0,0.0
824587fffffffff,2.0,0.0,0.0
82458ffffffffff,16.0,0.0,0.0
824597fffffffff,1.0,0.0,0.0
8245a7fffffffff,20.0,0.0,2.0
8245b7fffffffff,8.0,0.0,0.0
82464ffffffffff,3.0,0.0,0.0
824807fffffffff,3.0,0.0,0.0
824837fffffffff,33.0,0.0,3.0
824847fffffffff,3.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0
824857fffffffff,2.0,0.0,0.0
82485ffffffffff,80.0,0.0,0.0
824877fffffffff,8.0,0.0,0.0
824887fffffffff,6.0,0.0,0.0
82488ffffffffff,12.0,0.0,0.0
824897fffffffff,103.0,0.0,21.0
82489ffffffffff,41.0,0.0,2.0
8248b7fffffffff,113.0,0.0,5.0
8248c7fffffffff,7.0,0.0,0.0
8248cffffffffff,20.0,0.0,0.0
8248d7fffffffff,25.0,0.0,0.0
8248dffffffffff,14.0,0.0,0.0
8248effffffffff,121.0,0.0,7.0
8248f7fffffffff,1.0,0.0,0.0
824997fffffffff,69.0,0.0,20.0
8249a7fffffffff,3.0,0.0,0.0
8249affffffffff,2.0,0.0,0.0
824c87fffffffff,4.0,0.0,4.0
824c8ffffffffff,4.0,0.0,1.0
824c9ffffffffff,4.0,0.0,0.0
824cc7fffffffff,128.0,0.0,10.0
824ceffffffffff,14.0,0.0,0.0
82524ffffffffff,10.0,2.0,0.0
8254affffffffff,1.0,1.0,0.0
8254c7fffffffff,4.0,0.0,0.0
825537fffffffff,2.0,0.0,0.0
825d17fffffffff,15.0,0.0,0.0
825e5ffffffffff,3.0,0.0,0.0
825e67fffffffff,2.0,0.0,0.0
825e77fffffffff,8.0,0.0,0.0
825f17fffffffff,4.0,0.0,0.0
825f5ffffffffff,1.0,0.0,0.0
826007fffffffff,2.0,0.0,0.0
82608ffffffffff,2.0,0.0,0.0
8260affffffffff,5.0,0.0,0.0
826337fffffffff,2.0,0.0,0.0
82651ffffffffff,5.0,3.0,0.0
826607fffffffff,5.0,0.0,0.0
826617fffffffff,5.0,0.0,1.0
82661ffffffffff,2.0,0.0,0.0
826627fffffffff,7.0,0.0,5.0
826687fffffffff,16.0,0.0,0.0
8266a7fffffffff,249.0,0.0,14.0
8266affffffffff,24.0,0.0,4.0
8266b7fffffffff,17.0,0.0,0.0
8266d7fffffffff,3.0,0.0,0.0
8266f7fffffffff,1.0,0.0,0.0
826747fffffffff,10.0,0.0,0.0
82674ffffffffff,2.0,0.0,0.0
826777fffffffff,2.0,0.0,0.0
82678ffffffffff,23.0,0.0,0.0
82679ffffffffff,2.0,0.0,0.0
8267a7fffffffff,1.0,0.0,0.0
826c5ffffffffff,2.0,0.0,0.0
826d07fffffffff,5.0,0.0,0.0
826d0ffffffffff,2.0,0.0,0.0
826d17fffffffff,34.0,0.0,11.0
826d27fffffffff,24.0,0.0,0.0
826d2ffffffffff,43.0,0.0,0.0
826d37fffffffff,30.0,0.0,9.0
826d67fffffffff,20.0,0.0,0.0
826d6ffffffffff,33.0,0.0,0.0
826d77fffffffff,79.0,0.0,0.0
827577fffffffff,3.0,3.0,0.0
827acffffffffff,2.0,0.0,0.0
828b67fffffffff,4.0,0.0,0.0
828e67fffffffff,30.0,0.0,0.0
828e77fffffffff,5.0,0.0,0.0
828f57fffffffff,1.0,0.0,0.0
828f5ffffffffff,5.0,0.0,0.0
82a907fffffffff,7.0,0.0,2.0
82ad37fffffffff,7.0,0.0,0.0
82b2effffffffff,2.0,0.0,0.0
82b307fffffffff,14.0,0.0,0.0
82b35ffffffffff,4.0,0.0,0.0
82bb2ffffffffff,19.0,2.0,0.0
82be67fffffffff,28.0,0.0,0.0
82c2f7fffffffff,4.0,0.0,0.0
82ceaffffffffff,2.0,0.0,0.0
