cell_id,Geranoaetus polyosoma,Geranoaetus polyosoma polyosoma,Geranoaetus polyosoma exsul,Geranoaetus polyosoma (Puna),Geranoaetus polyosoma (Red-backed)
84b3235ffffffff,8.0,0.0,0.0,0.0,8.0
84b3237ffffffff,3.0,0.0,0.0,3.0,0.0
84b324bffffffff,2.0,0.0,0.0,0.0,0.0
84b3257ffffffff,7.0,0.0,0.0,5.0,2.0
84b3289ffffffff,7.0,0.0,0.0,7.0,0.0
84b32a5ffffffff,4.0,0.0,0.0,0.0,4.0
84b32c5ffffffff,2.0,0.0,0.0,0.0,2.0
84b32dbffffffff,1.0,0.0,0.0,1.0,0.0
84b32ddffffffff,4.0,0.0,0.0,1.0,3.0
84b3355ffffffff,1.0,0.0,0.0,1.0,0.0
84b3425ffffffff,4.0,0.0,0.0,0.0,0.0
84b342dffffffff,5.0,0.0,0.0,0.0,0.0
84b3513ffffffff,1.0,0.0,0.0,0.0,0.0
84b3553ffffffff,1.0,0.0,0.0,0.0,1.0
84b3565ffffffff,2.0,0.0,0.0,1.0,1.0
84b35e9ffffffff,6.0,0.0,0.0,0.0,2.0
84b3731ffffffff,3.0,0.0,0.0,0.0,3.0
84b3735ffffffff,1.0,0.0,0.0,0.0,1.0
84c21bbffffffff,2.0,0.0,0.0,0.0,0.0
84c2213ffffffff,3.0,0.0,0.0,0.0,0.0
84c3239ffffffff,4.0,0.0,0.0,0.0,4.0
84c32adffffffff,8.0,4.0,0.0,0.0,4.0
84c32bbffffffff,2.0,0.0,0.0,0.0,2.0
84c32e1ffffffff,1.0,0.0,0.0,0.0,1.0
84c32edffffffff,2.0,0.0,0.0,0.0,2.0
84c3501ffffffff,2.0,0.0,0.0,0.0,2.0
84c356bffffffff,4.0,0.0,0.0,0.0,0.0
84ce803ffffffff,2.0,0.0,0.0,0.0,2.0
84ce817ffffffff,13.0,0.0,0.0,0.0,0.0
84ce819ffffffff,4.0,0.0,0.0,0.0,2.0
84ce881ffffffff,7.0,0.0,0.0,0.0,7.0
84ce887ffffffff,4.0,0.0,0.0,0.0,4.0
84ce88dffffffff,2.0,0.0,0.0,0.0,2.0
84ce895ffffffff,1.0,0.0,0.0,0.0,0.0
84ce8a1ffffffff,5.0,0.0,0.0,0.0,5.0
84ce8a9ffffffff,12.0,0.0,0.0,0.0,12.0
84ce8b5ffffffff,1.0,0.0,0.0,0.0,0.0
84ce8c9ffffffff,1.0,0.0,0.0,0.0,0.0
84ce8e5ffffffff,2.0,0.0,0.0,0.0,2.0
84ce935ffffffff,2.0,0.0,0.0,0.0,2.0
84ce999ffffffff,2.0,0.0,0.0,0.0,2.0
84ce9c7ffffffff,6.0,0.0,0.0,0.0,6.0
84ce9d3ffffffff,2.0,0.0,0.0,0.0,2.0
84ce9d7ffffffff,6.0,0.0,0.0,0.0,6.0
84ce9dbffffffff,2.0,0.0,0.0,0.0,2.0
84cea37ffffffff,4.0,0.0,0.0,0.0,4.0
84ceaa5ffffffff,2.0,2.0,0.0,0.0,0.0
84ceac5ffffffff,4.0,0.0,0.0,0.0,4.0
84ceac7ffffffff,1.0,0.0,0.0,0.0,1.0
84cf8a3ffffffff,2.0,0.0,0.0,0.0,2.0
84de719ffffffff,1.0,0.0,0.0,0.0,1.0
84df699ffffffff,1.0,0.0,0.0,0.0,1.0
84df69dffffffff,1.0,0.0,0.0,0.0,1.0
