cell_id,Turdus iliacus,Turdus iliacus coburni,Turdus iliacus iliacus
84186a7ffffffff,3.0,0.0,0.0
84186b7ffffffff,3.0,0.0,0.0
84186bdffffffff,1.0,0.0,0.0
84186c1ffffffff,4.0,0.0,0.0
84186c3ffffffff,7.0,0.0,0.0
84186c5ffffffff,11.0,0.0,0.0
84186c9ffffffff,6.0,0.0,0.0
84186cbffffffff,2.0,0.0,0.0
84186ddffffffff,2.0,0.0,0.0
84186e7ffffffff,2.0,0.0,0.0
84186e9ffffffff,2.0,0.0,0.0
84186edffffffff,2.0,0.0,0.0
841870dffffffff,96.0,0.0,1.0
8418717ffffffff,5.0,0.0,0.0
841871bffffffff,6.0,0.0,0.0
8418729ffffffff,105.0,0.0,24.0
841873bffffffff,67.0,0.0,0.0
8418741ffffffff,5.0,0.0,4.0
8418747ffffffff,20.0,0.0,2.0
8418749ffffffff,3.0,0.0,0.0
841874bffffffff,10.0,0.0,0.0
841875dffffffff,12.0,0.0,2.0
8418763ffffffff,1.0,0.0,0.0
841876bffffffff,5.0,0.0,0.0
8419013ffffffff,29.0,0.0,1.0
8419017ffffffff,1.0,0.0,0.0
841901bffffffff,9.0,0.0,0.0
8419081ffffffff,14.0,0.0,0.0
8419083ffffffff,4.0,0.0,0.0
8419089ffffffff,4.0,0.0,2.0
841908bffffffff,14.0,0.0,0.0
841908dffffffff,2.0,0.0,0.0
8419091ffffffff,4.0,0.0,0.0
8419093ffffffff,15.0,0.0,0.0
8419099ffffffff,2.0,0.0,2.0
841909bffffffff,23.0,0.0,0.0
841909dffffffff,4.0,0.0,0.0
84190b1ffffffff,7.0,0.0,0.0
84190b3ffffffff,13.0,1.0,0.0
84190bbffffffff,34.0,0.0,1.0
84190c7ffffffff,8.0,0.0,0.0
84190c9ffffffff,2.0,0.0,0.0
84190cbffffffff,7.0,0.0,0.0
84190d1ffffffff,2.0,0.0,0.0
84190d3ffffffff,3.0,0.0,0.0
84190d5ffffffff,4.0,0.0,0.0
84190d9ffffffff,15.0,0.0,2.0
84190dbffffffff,4.0,0.0,0.0
84190ddffffffff,2.0,0.0,0.0
84190e1ffffffff,3.0,0.0,0.0
84190e9ffffffff,2.0,0.0,0.0
84191d9ffffffff,2.0,0.0,0.0
8419229ffffffff,6.0,4.0,0.0
8419261ffffffff,24.0,2.0,0.0
8419265ffffffff,25.0,1.0,0.0
8419267ffffffff,6.0,0.0,0.0
841926dffffffff,2.0,2.0,0.0
8419281ffffffff,9.0,0.0,2.0
8419287ffffffff,1.0,0.0,0.0
841928dffffffff,1.0,0.0,0.0
8419293ffffffff,5.0,0.0,0.0
84192b1ffffffff,9.0,0.0,9.0
84192b3ffffffff,9.0,0.0,0.0
84192b5ffffffff,31.0,0.0,22.0
84192b7ffffffff,13.0,0.0,4.0
84192bbffffffff,8.0,0.0,0.0
84192c3ffffffff,10.0,0.0,0.0
84192c7ffffffff,4.0,0.0,2.0
84192cbffffffff,34.0,0.0,0.0
8419401ffffffff,301.0,0.0,47.0
8419403ffffffff,77.0,0.0,15.0
8419405ffffffff,167.0,0.0,5.0
8419407ffffffff,116.0,0.0,2.0
841940dffffffff,136.0,0.0,4.0
8419411ffffffff,235.0,0.0,45.0
8419413ffffffff,133.0,0.0,10.0
8419415ffffffff,552.0,0.0,149.0
8419417ffffffff,325.0,0.0,34.0
841941bffffffff,82.0,0.0,13.0
841941dffffffff,20.0,0.0,6.0
8419421ffffffff,83.0,0.0,4.0
8419423ffffffff,261.0,0.0,15.0
8419425ffffffff,32.0,0.0,16.0
8419427ffffffff,395.0,0.0,213.0
8419429ffffffff,104.0,0.0,8.0
841942bffffffff,371.0,0.0,143.0
841942dffffffff,31.0,0.0,11.0
8419431ffffffff,95.0,0.0,10.0
8419433ffffffff,122.0,0.0,2.0
8419435ffffffff,78.0,0.0,23.0
8419437ffffffff,378.0,0.0,7.0
8419439ffffffff,22.0,0.0,0.0
841943bffffffff,60.0,0.0,20.0
841943dffffffff,92.0,0.0,60.0
8419461ffffffff,29.0,0.0,1.0
8419463ffffffff,26.0,0.0,6.0
8419465ffffffff,19.0,0.0,1.0
8419467ffffffff,37.0,0.0,25.0
841946bffffffff,31.0,0.0,2.0
841946dffffffff,11.0,0.0,0.0
8419481ffffffff,49.0,0.0,26.0
8419483ffffffff,5.0,0.0,4.0
8419485ffffffff,132.0,0.0,29.0
841948bffffffff,26.0,0.0,8.0
841948dffffffff,231.0,0.0,92.0
8419495ffffffff,1.0,0.0,0.0
8419497ffffffff,2.0,0.0,2.0
8419499ffffffff,12.0,0.0,0.0
84194a1ffffffff,64.0,0.0,7.0
84194a5ffffffff,572.0,0.0,68.0
84194a7ffffffff,7.0,0.0,0.0
84194a9ffffffff,114.0,0.0,2.0
84194abffffffff,43.0,0.0,5.0
84194adffffffff,652.0,0.0,20.0
84194b9ffffffff,19.0,0.0,4.0
84194bbffffffff,2.0,0.0,0.0
84194c5ffffffff,149.0,0.0,14.0
84194d1ffffffff,8.0,0.0,0.0
84194d3ffffffff,24.0,0.0,17.0
84194d5ffffffff,17.0,0.0,6.0
84194d7ffffffff,13.0,0.0,0.0
84194d9ffffffff,43.0,0.0,4.0
84194dbffffffff,36.0,0.0,6.0
84194ddffffffff,207.0,0.0,6.0
84194e1ffffffff,45.0,0.0,6.0
84194e3ffffffff,54.0,0.0,17.0
84194e5ffffffff,385.0,0.0,3.0
84194e7ffffffff,394.0,0.0,12.0
84194e9ffffffff,132.0,0.0,6.0
84194ebffffffff,55.0,0.0,0.0
84194edffffffff,123.0,0.0,6.0
8419501ffffffff,30.0,0.0,0.0
8419507ffffffff,62.0,0.0,0.0
841950dffffffff,5.0,0.0,4.0
8419511ffffffff,31.0,0.0,2.0
8419513ffffffff,36.0,0.0,5.0
8419517ffffffff,18.0,0.0,4.0
8419519ffffffff,72.0,0.0,11.0
841951bffffffff,249.0,0.0,69.0
8419525ffffffff,6.0,0.0,2.0
8419527ffffffff,23.0,0.0,0.0
8419529ffffffff,4.0,0.0,0.0
841952dffffffff,7.0,0.0,2.0
8419531ffffffff,10.0,0.0,2.0
8419533ffffffff,2.0,0.0,2.0
841953bffffffff,14.0,0.0,2.0
8419541ffffffff,4.0,0.0,0.0
8419543ffffffff,14.0,0.0,5.0
8419545ffffffff,1.0,0.0,0.0
8419547ffffffff,9.0,0.0,0.0
8419549ffffffff,4.0,0.0,0.0
841954bffffffff,1.0,0.0,0.0
841954dffffffff,8.0,0.0,0.0
8419551ffffffff,7.0,0.0,3.0
8419553ffffffff,30.0,0.0,7.0
8419555ffffffff,27.0,0.0,1.0
8419557ffffffff,80.0,0.0,40.0
8419559ffffffff,3.0,0.0,1.0
841955bffffffff,11.0,0.0,0.0
841955dffffffff,2.0,0.0,0.0
8419563ffffffff,11.0,0.0,8.0
8419565ffffffff,90.0,0.0,8.0
8419567ffffffff,2.0,0.0,0.0
841956bffffffff,4.0,0.0,0.0
8419581ffffffff,120.0,0.0,24.0
8419583ffffffff,60.0,0.0,2.0
8419585ffffffff,13.0,0.0,0.0
8419587ffffffff,38.0,0.0,0.0
8419589ffffffff,48.0,0.0,4.0
841958bffffffff,33.0,0.0,0.0
8419591ffffffff,231.0,0.0,0.0
8419593ffffffff,6.0,0.0,0.0
8419595ffffffff,27.0,0.0,0.0
8419597ffffffff,165.0,0.0,0.0
8419599ffffffff,24.0,0.0,0.0
841959bffffffff,46.0,0.0,0.0
841959dffffffff,13.0,0.0,0.0
84195a1ffffffff,10.0,0.0,0.0
84195a3ffffffff,2.0,0.0,0.0
84195a5ffffffff,13.0,0.0,0.0
84195a7ffffffff,6.0,0.0,0.0
84195a9ffffffff,2.0,0.0,0.0
84195abffffffff,18.0,0.0,6.0
84195adffffffff,4.0,0.0,0.0
84195b1ffffffff,3.0,0.0,1.0
84195b5ffffffff,10.0,0.0,0.0
84195b7ffffffff,3.0,0.0,0.0
84195b9ffffffff,47.0,0.0,4.0
84195bbffffffff,21.0,0.0,0.0
84195bdffffffff,14.0,0.0,0.0
84195c1ffffffff,30.0,0.0,5.0
84195c3ffffffff,108.0,0.0,2.0
84195c5ffffffff,46.0,0.0,1.0
84195c7ffffffff,234.0,0.0,132.0
84195c9ffffffff,222.0,0.0,20.0
84195cbffffffff,180.0,0.0,4.0
84195cdffffffff,31.0,0.0,0.0
84195d1ffffffff,87.0,0.0,25.0
84195d3ffffffff,229.0,0.0,19.0
84195d5ffffffff,87.0,0.0,5.0
84195d7ffffffff,48.0,0.0,2.0
84195d9ffffffff,219.0,0.0,105.0
84195dbffffffff,218.0,1.0,36.0
84195ddffffffff,63.0,0.0,2.0
84195e1ffffffff,3.0,0.0,2.0
84195e3ffffffff,3.0,0.0,0.0
84195e9ffffffff,4.0,0.0,0.0
84195ebffffffff,8.0,0.0,0.0
84195edffffffff,5.0,0.0,0.0
8419681ffffffff,14.0,0.0,0.0
8419683ffffffff,78.0,0.0,1.0
8419689ffffffff,188.0,0.0,2.0
841968bffffffff,10.0,0.0,0.0
8419691ffffffff,51.0,0.0,1.0
8419693ffffffff,157.0,0.0,0.0
8419695ffffffff,46.0,0.0,0.0
8419697ffffffff,32.0,0.0,0.0
8419699ffffffff,24.0,0.0,0.0
841969bffffffff,32.0,0.0,0.0
841969dffffffff,52.0,0.0,0.0
84196b1ffffffff,16.0,0.0,2.0
84196b3ffffffff,25.0,0.0,0.0
84196b7ffffffff,13.0,0.0,0.0
84196b9ffffffff,9.0,0.0,0.0
84196bbffffffff,30.0,0.0,2.0
84196c3ffffffff,6.0,0.0,0.0
84196d1ffffffff,8.0,0.0,0.0
84196d3ffffffff,37.0,0.0,0.0
84196d5ffffffff,3.0,0.0,0.0
84196d7ffffffff,34.0,0.0,0.0
84196d9ffffffff,35.0,0.0,2.0
84196dbffffffff,6.0,0.0,0.0
84196ddffffffff,37.0,0.0,0.0
84196e1ffffffff,3.0,0.0,0.0
8419721ffffffff,34.0,0.0,3.0
8419723ffffffff,25.0,0.0,2.0
8419725ffffffff,26.0,0.0,0.0
8419727ffffffff,48.0,0.0,5.0
8419729ffffffff,39.0,0.0,0.0
841972bffffffff,20.0,0.0,0.0
841972dffffffff,25.0,0.0,4.0
8419731ffffffff,9.0,0.0,0.0
8419733ffffffff,124.0,0.0,0.0
8419737ffffffff,2.0,0.0,0.0
8419739ffffffff,75.0,0.0,3.0
841973bffffffff,27.0,0.0,0.0
841973dffffffff,12.0,0.0,0.0
8419761ffffffff,5.0,0.0,0.0
8419767ffffffff,2.0,0.0,0.0
8419769ffffffff,27.0,0.0,1.0
841976bffffffff,6.0,0.0,0.0
841e003ffffffff,2.0,0.0,0.0
841e017ffffffff,2.0,0.0,0.0
841e01bffffffff,4.0,0.0,0.0
841e023ffffffff,20.0,0.0,9.0
841e029ffffffff,6.0,0.0,0.0
841e02dffffffff,5.0,0.0,0.0
841e031ffffffff,9.0,0.0,0.0
841e035ffffffff,6.0,0.0,0.0
841e037ffffffff,69.0,0.0,0.0
841e039ffffffff,1.0,0.0,0.0
841e03dffffffff,2.0,0.0,0.0
841e041ffffffff,25.0,0.0,0.0
841e045ffffffff,10.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0
841e049ffffffff,164.0,0.0,0.0
841e04dffffffff,3.0,0.0,0.0
841e051ffffffff,8.0,0.0,0.0
841e053ffffffff,4.0,0.0,0.0
841e055ffffffff,3.0,0.0,0.0
841e059ffffffff,4.0,0.0,0.0
841e05bffffffff,11.0,0.0,0.0
841e061ffffffff,18.0,0.0,0.0
841e067ffffffff,6.0,0.0,0.0
841e069ffffffff,15.0,0.0,0.0
841e06bffffffff,3.0,0.0,0.0
841e06dffffffff,2.0,0.0,0.0
841e085ffffffff,90.0,0.0,0.0
841e08dffffffff,6.0,0.0,0.0
841e0a9ffffffff,94.0,0.0,0.0
841e0adffffffff,3.0,0.0,0.0
841e0b5ffffffff,1.0,0.0,0.0
841e0e3ffffffff,12.0,0.0,0.0
841e0e5ffffffff,2.0,0.0,0.0
841e0e7ffffffff,7.0,0.0,0.0
841e0e9ffffffff,3.0,0.0,0.0
841e0ebffffffff,2.0,0.0,0.0
841e103ffffffff,2.0,0.0,0.0
841e107ffffffff,7.0,0.0,0.0
841e10bffffffff,7.0,0.0,0.0
841e113ffffffff,2.0,0.0,0.0
841e117ffffffff,2.0,0.0,0.0
841e121ffffffff,13.0,0.0,0.0
841e123ffffffff,4.0,0.0,0.0
841e125ffffffff,3.0,0.0,0.0
841e129ffffffff,2.0,0.0,0.0
841e131ffffffff,8.0,0.0,0.0
841e133ffffffff,1.0,0.0,0.0
841e139ffffffff,9.0,0.0,0.0
841e13bffffffff,4.0,0.0,0.0
841e157ffffffff,4.0,0.0,0.0
841e15bffffffff,29.0,0.0,3.0
841e163ffffffff,2.0,0.0,0.0
841e167ffffffff,2.0,0.0,0.0
841e1b1ffffffff,9.0,0.0,0.0
841e1b3ffffffff,3.0,0.0,0.0
841e1b9ffffffff,2.0,0.0,0.0
841e1cbffffffff,25.0,0.0,0.0
841e1d7ffffffff,1.0,0.0,0.0
841e201ffffffff,5.0,0.0,0.0
841e20dffffffff,4.0,0.0,0.0
841e21dffffffff,1.0,0.0,0.0
841e223ffffffff,4.0,0.0,0.0
841e225ffffffff,33.0,0.0,0.0
841e22dffffffff,1.0,0.0,0.0
841e233ffffffff,6.0,0.0,0.0
841e239ffffffff,5.0,0.0,0.0
841e23dffffffff,2.0,0.0,0.0
841e241ffffffff,1.0,0.0,0.0
841e243ffffffff,1.0,0.0,0.0
841e24bffffffff,14.0,0.0,0.0
841e24dffffffff,2.0,0.0,0.0
841e257ffffffff,2.0,0.0,0.0
841e259ffffffff,1.0,0.0,0.0
841e25dffffffff,1.0,0.0,0.0
841e269ffffffff,4.0,0.0,0.0
841e26dffffffff,1.0,0.0,0.0
841e281ffffffff,4.0,0.0,0.0
841e299ffffffff,5.0,0.0,0.0
841e2a5ffffffff,3.0,0.0,0.0
841e2b5ffffffff,2.0,0.0,0.0
841e2b7ffffffff,2.0,0.0,0.0
841e2d3ffffffff,2.0,0.0,0.0
841e2e5ffffffff,4.0,0.0,0.0
841e2e7ffffffff,11.0,0.0,0.0
841e301ffffffff,2.0,0.0,0.0
841e307ffffffff,9.0,0.0,0.0
841e30bffffffff,6.0,0.0,0.0
841e30dffffffff,7.0,0.0,0.0
841e319ffffffff,11.0,0.0,0.0
841e329ffffffff,4.0,0.0,1.0
841e32bffffffff,40.0,0.0,3.0
841e341ffffffff,19.0,0.0,0.0
841e345ffffffff,14.0,0.0,0.0
841e349ffffffff,3.0,0.0,0.0
841e34bffffffff,35.0,0.0,0.0
841e351ffffffff,18.0,0.0,0.0
841e353ffffffff,3.0,0.0,0.0
841e355ffffffff,30.0,0.0,0.0
841e357ffffffff,16.0,0.0,0.0
841e35bffffffff,9.0,0.0,0.0
841e35dffffffff,2.0,0.0,0.0
841e367ffffffff,3.0,0.0,2.0
841e36bffffffff,3.0,0.0,0.0
841e427ffffffff,6.0,0.0,0.0
841e51bffffffff,2.0,0.0,0.0
841e615ffffffff,2.0,0.0,0.0
841e639ffffffff,5.0,0.0,0.0
841e6d9ffffffff,1.0,0.0,0.0
841e75dffffffff,1.0,0.0,0.0
841e769ffffffff,2.0,0.0,0.0
841e805ffffffff,2.0,0.0,0.0
841e835ffffffff,6.0,0.0,0.0
841e841ffffffff,2.0,0.0,0.0
841ea59ffffffff,2.0,0.0,0.0
841ea97ffffffff,2.0,0.0,0.0
841eab3ffffffff,1.0,0.0,0.0
841eacbffffffff,2.0,0.0,2.0
841eb23ffffffff,2.0,0.0,0.0
841ec03ffffffff,5.0,0.0,0.0
841ec09ffffffff,8.0,0.0,0.0
841ec1dffffffff,9.0,0.0,0.0
841ec21ffffffff,14.0,0.0,1.0
841ec23ffffffff,3.0,0.0,0.0
841ec33ffffffff,4.0,0.0,1.0
841ec39ffffffff,2.0,0.0,0.0
841ec3dffffffff,7.0,0.0,0.0
841ec43ffffffff,7.0,0.0,0.0
841ec47ffffffff,14.0,0.0,0.0
841ec8bffffffff,2.0,0.0,0.0
841ec91ffffffff,56.0,0.0,0.0
841ec93ffffffff,2.0,0.0,0.0
841ec97ffffffff,8.0,0.0,0.0
841ec99ffffffff,15.0,0.0,0.0
841ec9bffffffff,4.0,0.0,0.0
841ec9dffffffff,1.0,0.0,0.0
841ecbbffffffff,2.0,0.0,0.0
841ecd5ffffffff,33.0,0.0,0.0
841ecd7ffffffff,7.0,0.0,0.0
841ecddffffffff,8.0,0.0,0.0
841ece1ffffffff,4.0,0.0,0.0
841ece5ffffffff,1.0,0.0,1.0
841ece7ffffffff,2.0,0.0,0.0
841ed29ffffffff,4.0,0.0,0.0
841ed35ffffffff,1.0,0.0,0.0
841ed37ffffffff,2.0,0.0,0.0
841ed3dffffffff,3.0,0.0,0.0
841ed57ffffffff,2.0,0.0,0.0
841eda1ffffffff,20.0,0.0,0.0
841eda3ffffffff,5.0,0.0,0.0
841eda7ffffffff,4.0,0.0,0.0
841edadffffffff,1.0,0.0,0.0
841edc9ffffffff,2.0,0.0,0.0
841edcdffffffff,2.0,0.0,0.0
841ede9ffffffff,2.0,0.0,0.0
841ededffffffff,1.0,0.0,0.0
841eea3ffffffff,3.0,0.0,0.0
841eeb7ffffffff,7.0,0.0,0.0
841eed1ffffffff,2.0,0.0,0.0
841ef29ffffffff,3.0,0.0,3.0
841ef59ffffffff,3.0,0.0,0.0
841ef5dffffffff,1.0,0.0,0.0
841f001ffffffff,31.0,0.0,26.0
841f003ffffffff,4.0,0.0,0.0
841f00dffffffff,4.0,0.0,2.0
841f017ffffffff,2.0,0.0,0.0
841f01dffffffff,8.0,0.0,0.0
841f025ffffffff,12.0,0.0,0.0
841f027ffffffff,2.0,0.0,0.0
841f029ffffffff,13.0,0.0,0.0
841f03bffffffff,15.0,0.0,4.0
841f04dffffffff,1.0,0.0,0.0
841f051ffffffff,41.0,0.0,0.0
841f053ffffffff,4.0,0.0,0.0
841f055ffffffff,2.0,0.0,0.0
841f059ffffffff,27.0,0.0,9.0
841f05bffffffff,57.0,0.0,0.0
841f05dffffffff,2.0,0.0,0.0
841f061ffffffff,15.0,0.0,0.0
841f063ffffffff,4.0,0.0,0.0
841f065ffffffff,5.0,0.0,0.0
841f067ffffffff,4.0,0.0,0.0
841f069ffffffff,17.0,0.0,0.0
841f06dffffffff,2.0,0.0,2.0
841f087ffffffff,2.0,0.0,0.0
841f089ffffffff,1.0,0.0,0.0
841f09bffffffff,14.0,0.0,0.0
841f0a5ffffffff,2.0,0.0,0.0
841f0a7ffffffff,1.0,0.0,0.0
841f0abffffffff,1.0,0.0,0.0
841f0c3ffffffff,2.0,0.0,0.0
841f0c7ffffffff,2.0,0.0,0.0
841f0d1ffffffff,2.0,0.0,0.0
841f0d3ffffffff,5.0,0.0,0.0
841f0ebffffffff,2.0,0.0,0.0
841f101ffffffff,11.0,0.0,0.0
841f103ffffffff,6.0,0.0,0.0
841f107ffffffff,2.0,0.0,2.0
841f109ffffffff,1.0,0.0,0.0
841f10dffffffff,4.0,0.0,1.0
841f115ffffffff,2.0,0.0,0.0
841f117ffffffff,4.0,0.0,0.0
841f119ffffffff,1.0,0.0,0.0
841f11bffffffff,7.0,0.0,0.0
841f11dffffffff,4.0,0.0,0.0
841f121ffffffff,7.0,0.0,2.0
841f125ffffffff,2.0,0.0,0.0
841f12dffffffff,39.0,0.0,0.0
841f131ffffffff,9.0,0.0,0.0
841f133ffffffff,12.0,0.0,0.0
841f135ffffffff,1.0,0.0,0.0
841f137ffffffff,64.0,0.0,0.0
841f141ffffffff,2.0,0.0,0.0
841f143ffffffff,9.0,0.0,0.0
841f145ffffffff,4.0,0.0,0.0
841f147ffffffff,2.0,0.0,0.0
841f149ffffffff,6.0,0.0,0.0
841f14bffffffff,5.0,0.0,0.0
841f14dffffffff,2.0,0.0,0.0
841f153ffffffff,6.0,0.0,0.0
841f155ffffffff,1.0,0.0,0.0
841f157ffffffff,2.0,0.0,0.0
841f159ffffffff,2.0,0.0,0.0
841f15bffffffff,12.0,0.0,1.0
841f161ffffffff,2.0,0.0,0.0
841f165ffffffff,6.0,0.0,0.0
841f169ffffffff,2.0,0.0,0.0
841f16dffffffff,7.0,0.0,0.0
841f181ffffffff,4.0,0.0,0.0
841f183ffffffff,4.0,0.0,0.0
841f189ffffffff,6.0,0.0,0.0
841f18bffffffff,13.0,0.0,0.0
841f18dffffffff,1.0,0.0,0.0
841f195ffffffff,32.0,0.0,0.0
841f199ffffffff,19.0,0.0,0.0
841f1a1ffffffff,19.0,0.0,0.0
841f1a5ffffffff,45.0,0.0,0.0
841f1a7ffffffff,1.0,0.0,0.0
841f1a9ffffffff,6.0,0.0,0.0
841f1abffffffff,2.0,0.0,0.0
841f1b1ffffffff,2.0,0.0,0.0
841f1b3ffffffff,3.0,0.0,2.0
841f1b5ffffffff,4.0,0.0,0.0
841f1bbffffffff,8.0,0.0,4.0
841f1c1ffffffff,2.0,0.0,0.0
841f1c3ffffffff,2.0,0.0,0.0
841f1cdffffffff,2.0,0.0,0.0
841f1d1ffffffff,5.0,0.0,0.0
841f1d5ffffffff,24.0,0.0,0.0
841f1dbffffffff,8.0,0.0,0.0
841f1e5ffffffff,2.0,0.0,0.0
841f1ebffffffff,3.0,0.0,0.0
841f207ffffffff,6.0,0.0,2.0
841f217ffffffff,2.0,0.0,0.0
841f219ffffffff,1.0,0.0,0.0
841f225ffffffff,1.0,0.0,1.0
841f229ffffffff,2.0,0.0,0.0
841f22bffffffff,13.0,0.0,0.0
841f22dffffffff,5.0,0.0,0.0
841f231ffffffff,2.0,0.0,2.0
841f233ffffffff,20.0,0.0,15.0
841f237ffffffff,7.0,0.0,5.0
841f245ffffffff,4.0,0.0,0.0
841f247ffffffff,2.0,0.0,0.0
841f24bffffffff,14.0,0.0,0.0
841f251ffffffff,10.0,0.0,0.0
841f257ffffffff,5.0,0.0,0.0
841f25bffffffff,4.0,0.0,0.0
841f25dffffffff,10.0,0.0,0.0
841f269ffffffff,5.0,0.0,0.0
841f26dffffffff,2.0,0.0,0.0
841f283ffffffff,54.0,0.0,0.0
841f285ffffffff,1.0,0.0,0.0
841f291ffffffff,2.0,0.0,0.0
841f29dffffffff,32.0,0.0,0.0
841f2a1ffffffff,2.0,0.0,0.0
841f2a3ffffffff,296.0,0.0,289.0
841f2a7ffffffff,4.0,0.0,4.0
841f2a9ffffffff,12.0,0.0,0.0
841f2adffffffff,11.0,0.0,0.0
841f2c7ffffffff,2.0,0.0,0.0
841f2c9ffffffff,2.0,0.0,0.0
841f2cdffffffff,4.0,0.0,0.0
841f2d3ffffffff,2.0,0.0,0.0
841f2d7ffffffff,6.0,0.0,0.0
841f2dbffffffff,2.0,0.0,0.0
841f2e1ffffffff,2.0,0.0,0.0
841f2e5ffffffff,6.0,0.0,0.0
841f2e9ffffffff,2.0,0.0,0.0
841f2edffffffff,1.0,0.0,0.0
841f311ffffffff,6.0,0.0,4.0
841f313ffffffff,2.0,0.0,0.0
841f315ffffffff,2.0,0.0,0.0
841f31bffffffff,13.0,0.0,9.0
841f31dffffffff,8.0,0.0,2.0
841f325ffffffff,8.0,0.0,0.0
841f327ffffffff,32.0,0.0,0.0
841f331ffffffff,2.0,0.0,0.0
841f333ffffffff,5.0,0.0,0.0
841f335ffffffff,22.0,0.0,0.0
841f337ffffffff,11.0,0.0,1.0
841f33bffffffff,15.0,0.0,2.0
841f33dffffffff,476.0,0.0,42.0
841f351ffffffff,13.0,0.0,7.0
841f355ffffffff,19.0,0.0,16.0
841f357ffffffff,18.0,0.0,11.0
841f359ffffffff,2.0,0.0,0.0
841f35bffffffff,2.0,0.0,0.0
841f403ffffffff,6.0,0.0,1.0
841f407ffffffff,3.0,0.0,0.0
841f425ffffffff,7.0,0.0,0.0
841f487ffffffff,2.0,0.0,0.0
841f4a5ffffffff,1.0,0.0,0.0
841f4c1ffffffff,1.0,0.0,0.0
841f4ebffffffff,5.0,0.0,0.0
841f511ffffffff,3.0,0.0,0.0
841f513ffffffff,1.0,0.0,0.0
841f519ffffffff,1.0,0.0,0.0
841f51dffffffff,1.0,0.0,0.0
841f521ffffffff,4.0,0.0,0.0
841f523ffffffff,5.0,0.0,0.0
841f52dffffffff,3.0,0.0,0.0
841f535ffffffff,20.0,0.0,0.0
841f53dffffffff,4.0,0.0,0.0
841f5adffffffff,4.0,0.0,0.0
841f5c5ffffffff,8.0,0.0,0.0
841f5e1ffffffff,2.0,0.0,0.0
841f5e3ffffffff,1.0,0.0,0.0
841f5e9ffffffff,1.0,0.0,0.0
841f605ffffffff,2.0,0.0,0.0
841f61bffffffff,3.0,0.0,0.0
841f61dffffffff,2.0,0.0,0.0
841f645ffffffff,2.0,0.0,0.0
841f64dffffffff,2.0,0.0,0.0
841f659ffffffff,1.0,0.0,0.0
841f65dffffffff,11.0,0.0,0.0
841f681ffffffff,4.0,0.0,0.0
841f687ffffffff,2.0,0.0,0.0
841f68dffffffff,1.0,0.0,0.0
841f6c5ffffffff,5.0,0.0,0.0
841f6d3ffffffff,12.0,0.0,0.0
841f715ffffffff,43.0,0.0,4.0
841f717ffffffff,3.0,0.0,0.0
841f71dffffffff,2.0,0.0,2.0
841f725ffffffff,194.0,0.0,0.0
841f727ffffffff,35.0,0.0,0.0
841f72dffffffff,34.0,0.0,0.0
841f739ffffffff,4.0,0.0,0.0
841f751ffffffff,3.0,0.0,0.0
841f759ffffffff,2.0,0.0,0.0
841f801ffffffff,4.0,0.0,0.0
841f803ffffffff,2.0,0.0,0.0
841f807ffffffff,5.0,0.0,0.0
841f80bffffffff,2.0,0.0,0.0
841f811ffffffff,2.0,0.0,0.0
841f815ffffffff,2.0,0.0,0.0
841f817ffffffff,3.0,0.0,0.0
841f81bffffffff,5.0,0.0,1.0
841f81dffffffff,4.0,0.0,0.0
841f823ffffffff,5.0,0.0,0.0
841f829ffffffff,5.0,0.0,0.0
841f82dffffffff,1.0,0.0,0.0
841f831ffffffff,2.0,0.0,0.0
841f833ffffffff,10.0,0.0,0.0
841f835ffffffff,16.0,0.0,0.0
841f837ffffffff,3.0,0.0,0.0
841f839ffffffff,19.0,0.0,4.0
841f83bffffffff,27.0,0.0,0.0
841f849ffffffff,2.0,0.0,0.0
841f853ffffffff,6.0,0.0,0.0
841f857ffffffff,2.0,0.0,0.0
841f863ffffffff,1.0,0.0,0.0
841f887ffffffff,6.0,0.0,5.0
841f889ffffffff,4.0,0.0,0.0
841f88bffffffff,2.0,0.0,0.0
841f899ffffffff,2.0,0.0,0.0
841f89dffffffff,2.0,0.0,2.0
841f8b3ffffffff,1.0,0.0,0.0
841f8c1ffffffff,2.0,0.0,0.0
841f8c5ffffffff,1.0,0.0,0.0
841f8cbffffffff,2.0,0.0,0.0
841f8d1ffffffff,101.0,0.0,71.0
841f8d3ffffffff,10.0,0.0,6.0
841f8d5ffffffff,4.0,0.0,0.0
841f8d7ffffffff,11.0,0.0,5.0
841f8d9ffffffff,1.0,0.0,1.0
841f8e1ffffffff,2.0,0.0,0.0
841f8e5ffffffff,3.0,0.0,0.0
841f8e9ffffffff,21.0,0.0,0.0
841f8ebffffffff,13.0,0.0,0.0
841f8edffffffff,9.0,0.0,0.0
841f911ffffffff,5.0,0.0,0.0
841f913ffffffff,2.0,0.0,0.0
841f917ffffffff,4.0,0.0,0.0
841f91bffffffff,4.0,0.0,0.0
841f91dffffffff,2.0,0.0,0.0
841f927ffffffff,1.0,0.0,0.0
841f943ffffffff,2.0,0.0,0.0
841f953ffffffff,1.0,0.0,0.0
841f981ffffffff,3.0,0.0,0.0
841f985ffffffff,4.0,0.0,0.0
841f989ffffffff,3.0,0.0,0.0
841f98bffffffff,2.0,0.0,0.0
841f991ffffffff,2.0,0.0,0.0
