cell_id,Pardalotus striatus,Pardalotus striatus [melanocephalus Group],Pardalotus striatus ornatus,Pardalotus striatus striatus,Pardalotus striatus substriatus
839c4dfffffffff,2.0,0.0,0.0,0.0,0.0
839c4efffffffff,9.0,3.0,0.0,0.0,0.0
839c58fffffffff,15.0,0.0,0.0,0.0,0.0
839c5afffffffff,15.0,0.0,0.0,0.0,0.0
839c5bfffffffff,7.0,0.0,0.0,0.0,0.0
839c5cfffffffff,2.0,0.0,0.0,0.0,0.0
839c60fffffffff,24.0,4.0,0.0,0.0,0.0
839c62fffffffff,13.0,0.0,0.0,0.0,0.0
839c64fffffffff,20.0,5.0,0.0,0.0,0.0
839c66fffffffff,2.0,0.0,0.0,0.0,0.0
839c6afffffffff,2.0,0.0,0.0,0.0,0.0
839c6dfffffffff,3.0,0.0,0.0,0.0,0.0
839c74fffffffff,16.0,0.0,0.0,0.0,0.0
839ce4fffffffff,11.0,0.0,0.0,0.0,0.0
839ce9fffffffff,29.0,0.0,0.0,0.0,0.0
839d01fffffffff,65.0,1.0,0.0,0.0,0.0
839d08fffffffff,9.0,0.0,0.0,0.0,0.0
839d09fffffffff,3.0,0.0,0.0,0.0,0.0
839d0afffffffff,4.0,0.0,0.0,0.0,0.0
839d0bfffffffff,168.0,8.0,0.0,0.0,0.0
839d0cfffffffff,75.0,11.0,0.0,0.0,0.0
839d0dfffffffff,6.0,0.0,0.0,0.0,0.0
839d0efffffffff,8.0,0.0,0.0,0.0,0.0
839d21fffffffff,281.0,21.0,0.0,0.0,2.0
839d23fffffffff,3.0,0.0,0.0,0.0,0.0
839d24fffffffff,16.0,4.0,0.0,0.0,0.0
839d25fffffffff,124.0,2.0,0.0,0.0,0.0
839d28fffffffff,20.0,9.0,0.0,0.0,0.0
839d29fffffffff,17.0,0.0,0.0,0.0,0.0
839d2afffffffff,42.0,0.0,0.0,0.0,0.0
839d2bfffffffff,11.0,0.0,0.0,0.0,0.0
839d2cfffffffff,26.0,4.0,0.0,0.0,0.0
839d2dfffffffff,28.0,0.0,0.0,0.0,0.0
839d2efffffffff,4.0,0.0,0.0,0.0,0.0
839d4afffffffff,128.0,4.0,0.0,0.0,2.0
839d50fffffffff,14.0,0.0,0.0,0.0,0.0
839d53fffffffff,14.0,0.0,0.0,0.0,0.0
839d54fffffffff,17.0,0.0,0.0,0.0,0.0
839d55fffffffff,6.0,0.0,0.0,0.0,0.0
839d56fffffffff,9.0,2.0,0.0,0.0,0.0
839d59fffffffff,2.0,0.0,0.0,0.0,0.0
839d5afffffffff,4.0,0.0,0.0,0.0,0.0
839d5dfffffffff,14.0,0.0,0.0,0.0,0.0
839d60fffffffff,2.0,0.0,0.0,0.0,0.0
839d65fffffffff,1.0,0.0,0.0,0.0,0.0
839d66fffffffff,2.0,0.0,0.0,0.0,0.0
839d70fffffffff,5.0,0.0,0.0,0.0,0.0
839d74fffffffff,16.0,0.0,0.0,0.0,0.0
839d75fffffffff,19.0,0.0,0.0,0.0,0.0
839d76fffffffff,10.0,0.0,0.0,0.0,0.0
83a606fffffffff,6.0,0.0,0.0,0.0,4.0
83a610fffffffff,8.0,0.0,0.0,0.0,6.0
83a630fffffffff,1.0,0.0,0.0,0.0,0.0
83a631fffffffff,2.0,0.0,0.0,0.0,0.0
83a6a6fffffffff,3.0,0.0,0.0,0.0,0.0
83a700fffffffff,4.0,0.0,0.0,0.0,0.0
83a702fffffffff,29.0,0.0,0.0,0.0,2.0
83a703fffffffff,1.0,0.0,0.0,0.0,0.0
83a704fffffffff,14.0,0.0,0.0,0.0,1.0
83a706fffffffff,24.0,0.0,0.0,0.0,3.0
83a712fffffffff,8.0,0.0,0.0,0.0,0.0
83a714fffffffff,9.0,0.0,0.0,0.0,0.0
83a715fffffffff,2.0,0.0,0.0,0.0,0.0
83a716fffffffff,2.0,0.0,0.0,0.0,0.0
83a718fffffffff,2.0,0.0,0.0,0.0,0.0
83a71bfffffffff,4.0,0.0,0.0,0.0,0.0
83a71cfffffffff,5.0,0.0,0.0,0.0,4.0
83a71dfffffffff,10.0,0.0,0.0,0.0,1.0
83a71efffffffff,1.0,0.0,0.0,0.0,0.0
83a722fffffffff,11.0,0.0,0.0,0.0,2.0
83a726fffffffff,1888.0,0.0,0.0,0.0,296.0
83a730fffffffff,48.0,0.0,0.0,0.0,9.0
83a731fffffffff,13.0,0.0,0.0,0.0,1.0
83a732fffffffff,18.0,0.0,0.0,0.0,6.0
83a733fffffffff,60.0,0.0,0.0,0.0,16.0
83a734fffffffff,47.0,0.0,0.0,0.0,4.0
83a735fffffffff,180.0,0.0,0.0,0.0,26.0
83a736fffffffff,44.0,0.0,0.0,0.0,0.0
83a783fffffffff,5.0,0.0,0.0,0.0,0.0
83a786fffffffff,1.0,0.0,0.0,0.0,0.0
83a78afffffffff,9.0,0.0,0.0,0.0,0.0
83a78bfffffffff,2.0,0.0,0.0,0.0,0.0
83a78efffffffff,9.0,0.0,0.0,0.0,0.0
83a791fffffffff,2.0,0.0,0.0,0.0,0.0
83a79afffffffff,2.0,0.0,0.0,0.0,0.0
83a79cfffffffff,2.0,0.0,0.0,0.0,0.0
83a79dfffffffff,32.0,0.0,0.0,0.0,0.0
83a7abfffffffff,2.0,0.0,0.0,0.0,2.0
83b812fffffffff,2.0,0.0,0.0,0.0,0.0
83b823fffffffff,2.0,0.0,0.0,0.0,1.0
83b828fffffffff,5.0,0.0,0.0,0.0,0.0
83b829fffffffff,6.0,0.0,0.0,0.0,1.0
83b82efffffffff,4.0,0.0,0.0,0.0,0.0
83b834fffffffff,20.0,0.0,0.0,0.0,4.0
83b835fffffffff,1.0,0.0,0.0,0.0,0.0
83b836fffffffff,3.0,0.0,0.0,0.0,0.0
83b841fffffffff,58.0,0.0,0.0,0.0,18.0
83b843fffffffff,2.0,0.0,0.0,0.0,2.0
83b845fffffffff,38.0,0.0,0.0,0.0,13.0
83b84bfffffffff,4.0,0.0,0.0,0.0,2.0
83b850fffffffff,3.0,0.0,0.0,0.0,3.0
83b856fffffffff,2.0,0.0,0.0,0.0,2.0
83b859fffffffff,10.0,0.0,0.0,0.0,0.0
83b861fffffffff,4.0,0.0,0.0,0.0,2.0
83b862fffffffff,8.0,0.0,0.0,0.0,2.0
83b863fffffffff,13.0,0.0,0.0,0.0,2.0
83b865fffffffff,1.0,0.0,0.0,0.0,0.0
83b866fffffffff,4.0,0.0,0.0,0.0,2.0
83b868fffffffff,13.0,0.0,0.0,0.0,2.0
83b869fffffffff,20.0,0.0,0.0,0.0,2.0
83b86afffffffff,45.0,0.0,0.0,0.0,33.0
83b86bfffffffff,4.0,0.0,0.0,0.0,0.0
83b86cfffffffff,7.0,0.0,0.0,0.0,0.0
83b86dfffffffff,20.0,0.0,0.0,0.0,0.0
83b86efffffffff,8.0,0.0,0.0,0.0,0.0
83b871fffffffff,4.0,0.0,0.0,0.0,0.0
83b880fffffffff,59.0,0.0,0.0,0.0,1.0
83b881fffffffff,15.0,0.0,0.0,0.0,0.0
83b884fffffffff,2.0,0.0,0.0,0.0,0.0
83b885fffffffff,33.0,0.0,0.0,0.0,0.0
83b888fffffffff,1.0,1.0,0.0,0.0,0.0
83b89afffffffff,9.0,0.0,0.0,0.0,0.0
83b8a4fffffffff,4.0,0.0,0.0,0.0,0.0
83b8a9fffffffff,2.0,0.0,0.0,0.0,0.0
83b8aafffffffff,6.0,0.0,0.0,0.0,0.0
83b8acfffffffff,3.0,0.0,0.0,0.0,0.0
83b8b3fffffffff,1.0,0.0,0.0,0.0,0.0
83b910fffffffff,6.0,0.0,0.0,0.0,0.0
83b911fffffffff,27.0,0.0,0.0,0.0,2.0
83b912fffffffff,29.0,0.0,0.0,0.0,4.0
83b913fffffffff,56.0,0.0,0.0,0.0,6.0
83b914fffffffff,112.0,0.0,0.0,0.0,2.0
83b915fffffffff,69.0,0.0,0.0,0.0,3.0
83b916fffffffff,762.0,0.0,0.0,0.0,11.0
83b91afffffffff,9.0,0.0,0.0,0.0,0.0
83b91efffffffff,4.0,0.0,0.0,0.0,0.0
83b933fffffffff,9.0,0.0,0.0,0.0,0.0
83b936fffffffff,1.0,0.0,0.0,0.0,0.0
83b980fffffffff,23.0,0.0,0.0,0.0,10.0
83b981fffffffff,4.0,0.0,0.0,0.0,0.0
83b984fffffffff,25.0,0.0,0.0,0.0,6.0
83b985fffffffff,45.0,0.0,0.0,0.0,14.0
83b986fffffffff,2.0,0.0,0.0,0.0,0.0
83b990fffffffff,1.0,0.0,0.0,0.0,0.0
83b995fffffffff,2.0,0.0,0.0,0.0,0.0
83b9a0fffffffff,4.0,0.0,0.0,0.0,0.0
83b9a1fffffffff,55.0,0.0,0.0,0.0,13.0
83b9a3fffffffff,153.0,0.0,0.0,0.0,31.0
83b9a4fffffffff,311.0,0.0,0.0,0.0,27.0
83b9a5fffffffff,112.0,0.0,0.0,0.0,14.0
83b9a6fffffffff,10.0,0.0,0.0,0.0,2.0
83b9a8fffffffff,2.0,0.0,0.0,0.0,0.0
83b9acfffffffff,162.0,0.0,0.0,0.0,42.0
83b9adfffffffff,36.0,0.0,0.0,0.0,3.0
83b9b2fffffffff,20.0,0.0,0.0,0.0,6.0
83b9b3fffffffff,6.0,0.0,0.0,0.0,0.0
83b9b4fffffffff,12.0,0.0,0.0,0.0,0.0
83b9b5fffffffff,7.0,0.0,0.0,0.0,0.0
83be08fffffffff,685.0,0.0,61.0,0.0,0.0
83be09fffffffff,212.0,0.0,2.0,0.0,3.0
83be0afffffffff,199.0,0.0,11.0,0.0,0.0
83be0bfffffffff,484.0,0.0,23.0,0.0,6.0
83be0cfffffffff,50.0,0.0,3.0,0.0,0.0
83be0dfffffffff,509.0,0.0,13.0,0.0,0.0
83be0efffffffff,9.0,0.0,1.0,0.0,0.0
83be18fffffffff,162.0,0.0,0.0,0.0,0.0
83be19fffffffff,106.0,0.0,8.0,0.0,0.0
83be1afffffffff,114.0,0.0,2.0,0.0,0.0
83be1bfffffffff,158.0,0.0,5.0,0.0,0.0
83be1dfffffffff,90.0,2.0,5.0,0.0,0.0
83be29fffffffff,16.0,0.0,0.0,0.0,0.0
83be2bfffffffff,1.0,0.0,0.0,0.0,0.0
83be40fffffffff,1071.0,0.0,10.0,0.0,71.0
83be41fffffffff,121.0,0.0,0.0,0.0,12.0
83be42fffffffff,170.0,0.0,0.0,0.0,5.0
83be43fffffffff,336.0,0.0,0.0,0.0,40.0
83be44fffffffff,1433.0,0.0,21.0,0.0,217.0
83be45fffffffff,872.0,0.0,16.0,0.0,43.0
83be46fffffffff,577.0,0.0,0.0,0.0,72.0
83be48fffffffff,30.0,0.0,0.0,0.0,0.0
83be49fffffffff,540.0,0.0,0.0,0.0,29.0
83be4afffffffff,258.0,0.0,0.0,0.0,20.0
83be4bfffffffff,411.0,0.0,0.0,0.0,16.0
83be4cfffffffff,427.0,0.0,0.0,0.0,28.0
83be4dfffffffff,103.0,0.0,0.0,0.0,5.0
83be4efffffffff,1458.0,0.0,0.0,0.0,172.0
83be50fffffffff,304.0,0.0,2.0,0.0,0.0
83be51fffffffff,31.0,0.0,0.0,0.0,2.0
83be52fffffffff,17.0,0.0,0.0,0.0,0.0
83be53fffffffff,358.0,0.0,4.0,0.0,23.0
83be54fffffffff,159.0,0.0,1.0,0.0,0.0
83be55fffffffff,166.0,0.0,0.0,0.0,3.0
83be56fffffffff,231.0,0.0,8.0,0.0,1.0
83be58fffffffff,3.0,0.0,0.0,0.0,0.0
83be59fffffffff,60.0,0.0,0.0,0.0,26.0
83be5afffffffff,4.0,0.0,0.0,0.0,2.0
83be5bfffffffff,35.0,0.0,0.0,0.0,0.0
83be5dfffffffff,156.0,0.0,0.0,0.0,13.0
83be5efffffffff,10.0,0.0,0.0,0.0,0.0
83be60fffffffff,188.0,0.0,19.0,0.0,0.0
83be61fffffffff,168.0,0.0,8.0,0.0,6.0
83be62fffffffff,598.0,0.0,47.0,0.0,0.0
83be63fffffffff,3445.0,0.0,222.0,0.0,46.0
83be66fffffffff,150.0,0.0,6.0,0.0,0.0
83be68fffffffff,45.0,0.0,0.0,0.0,0.0
83be69fffffffff,9.0,0.0,0.0,0.0,0.0
83be6afffffffff,347.0,0.0,3.0,0.0,8.0
83be6bfffffffff,168.0,0.0,0.0,0.0,6.0
83be6cfffffffff,2.0,0.0,0.0,0.0,0.0
83be6efffffffff,362.0,0.0,11.0,0.0,10.0
83be70fffffffff,97.0,0.0,6.0,0.0,0.0
83be71fffffffff,1201.0,0.0,3.0,0.0,49.0
83be72fffffffff,4881.0,0.0,36.0,0.0,4.0
83be73fffffffff,206.0,0.0,2.0,0.0,2.0
83be74fffffffff,306.0,0.0,23.0,0.0,0.0
83be75fffffffff,241.0,0.0,36.0,0.0,0.0
83be76fffffffff,296.0,0.0,0.0,0.0,0.0
83be88fffffffff,533.0,5.0,0.0,0.0,0.0
83be89fffffffff,182.0,2.0,0.0,0.0,0.0
83be8afffffffff,3.0,0.0,0.0,0.0,0.0
83be8bfffffffff,307.0,10.0,0.0,0.0,0.0
83be8dfffffffff,15004.0,383.0,0.0,0.0,0.0
83bea9fffffffff,291.0,3.0,0.0,0.0,0.0
83beabfffffffff,1112.0,24.0,0.0,0.0,0.0
83bec0fffffffff,36.0,0.0,0.0,0.0,7.0
83bec1fffffffff,8.0,0.0,0.0,0.0,2.0
83bec2fffffffff,4.0,0.0,0.0,0.0,0.0
83bec3fffffffff,7.0,0.0,0.0,0.0,0.0
83bec4fffffffff,26.0,0.0,0.0,0.0,0.0
83bec5fffffffff,14.0,0.0,0.0,0.0,0.0
83bec6fffffffff,68.0,0.0,0.0,0.0,0.0
83bec8fffffffff,3.0,0.0,0.0,0.0,0.0
83becafffffffff,5.0,0.0,0.0,0.0,0.0
83beccfffffffff,17.0,0.0,0.0,0.0,2.0
83becdfffffffff,9.0,0.0,0.0,0.0,4.0
83becefffffffff,122.0,0.0,0.0,0.0,13.0
83bed0fffffffff,29.0,2.0,0.0,0.0,0.0
83bed1fffffffff,26.0,0.0,0.0,0.0,0.0
83bed2fffffffff,28.0,2.0,0.0,0.0,0.0
83bed3fffffffff,45.0,2.0,0.0,0.0,0.0
83bed4fffffffff,93.0,0.0,0.0,0.0,0.0
83bed5fffffffff,45.0,0.0,0.0,0.0,0.0
83bed6fffffffff,44.0,0.0,0.0,0.0,0.0
83bed8fffffffff,9.0,0.0,0.0,0.0,3.0
83bedbfffffffff,10.0,0.0,0.0,0.0,0.0
83bedcfffffffff,26.0,0.0,0.0,0.0,0.0
83beddfffffffff,26.0,0.0,0.0,0.0,0.0
83bedefffffffff,87.0,1.0,0.0,0.0,0.0
83bee0fffffffff,154.0,0.0,4.0,0.0,0.0
83bee1fffffffff,72.0,0.0,0.0,0.0,0.0
83bee2fffffffff,69.0,0.0,0.0,0.0,0.0
83bee3fffffffff,27.0,0.0,0.0,0.0,1.0
83bee4fffffffff,123.0,0.0,0.0,0.0,0.0
83bee5fffffffff,99.0,0.0,2.0,0.0,0.0
83bee6fffffffff,258.0,0.0,0.0,0.0,0.0
83bee8fffffffff,57.0,0.0,0.0,0.0,1.0
83bee9fffffffff,2.0,0.0,0.0,0.0,0.0
83beeafffffffff,34.0,0.0,0.0,0.0,2.0
83beebfffffffff,6.0,0.0,0.0,0.0,0.0
83beecfffffffff,31.0,0.0,0.0,0.0,2.0
83beedfffffffff,8.0,0.0,0.0,0.0,0.0
83beeefffffffff,16.0,0.0,0.0,0.0,0.0
83bef0fffffffff,1035.0,7.0,2.0,0.0,7.0
83bef1fffffffff,56.0,0.0,0.0,0.0,0.0
83bef2fffffffff,1221.0,17.0,0.0,0.0,5.0
83bef3fffffffff,86.0,3.0,2.0,0.0,0.0
83bef4fffffffff,84.0,0.0,3.0,0.0,0.0
83bef5fffffffff,224.0,0.0,0.0,0.0,0.0
83bef6fffffffff,859.0,18.0,0.0,0.0,1.0
83bf48fffffffff,253.0,0.0,0.0,46.0,0.0
83bf49fffffffff,87.0,0.0,0.0,4.0,0.0
83bf4afffffffff,13.0,0.0,0.0,3.0,0.0
83bf4bfffffffff,625.0,0.0,0.0,60.0,0.0
83bf4cfffffffff,825.0,0.0,0.0,233.0,0.0
83bf4dfffffffff,233.0,0.0,0.0,55.0,0.0
83bf4efffffffff,86.0,0.0,0.0,20.0,0.0
83bf59fffffffff,6.0,0.0,0.0,0.0,0.0
83bf6bfffffffff,796.0,0.0,0.0,219.0,0.0
83c980fffffffff,13.0,0.0,0.0,0.0,0.0
83c982fffffffff,275.0,0.0,0.0,0.0,171.0
83c986fffffffff,89.0,0.0,0.0,0.0,23.0
83c990fffffffff,503.0,0.0,0.0,0.0,91.0
83c991fffffffff,208.0,0.0,0.0,0.0,52.0
83c992fffffffff,699.0,0.0,0.0,0.0,135.0
83c993fffffffff,566.0,0.0,0.0,0.0,86.0
83c994fffffffff,18.0,0.0,0.0,0.0,0.0
83c995fffffffff,142.0,0.0,0.0,0.0,43.0
83c996fffffffff,32.0,0.0,0.0,0.0,1.0
83c99cfffffffff,93.0,0.0,0.0,0.0,10.0
83c99efffffffff,58.0,0.0,0.0,0.0,24.0
83c9b0fffffffff,19.0,0.0,0.0,0.0,6.0
83c9b1fffffffff,21.0,0.0,0.0,0.0,4.0
83c9b2fffffffff,12.0,0.0,0.0,0.0,0.0
83c9b3fffffffff,287.0,0.0,0.0,0.0,68.0
83c9b6fffffffff,16.0,0.0,0.0,0.0,4.0
83d892fffffffff,14.0,0.0,0.0,4.0,0.0
83d896fffffffff,36.0,0.0,0.0,9.0,0.0
83d8b6fffffffff,11.0,0.0,0.0,0.0,0.0
