cell_id,Celeus torquatus,Celeus torquatus torquatus,Celeus torquatus occidentalis,Celeus torquatus tinnunculus
838b71fffffffff,112.0,0.0,0.0,0.0
838b74fffffffff,5.0,0.0,0.0,0.0
838b76fffffffff,1.0,0.0,0.0,0.0
838b84fffffffff,41.0,0.0,0.0,0.0
838b96fffffffff,2.0,0.0,2.0,0.0
838b98fffffffff,1.0,0.0,0.0,0.0
838b99fffffffff,52.0,0.0,1.0,0.0
838b9cfffffffff,2.0,0.0,0.0,0.0
838b9dfffffffff,275.0,0.0,22.0,0.0
838ba0fffffffff,2.0,0.0,0.0,0.0
838ba6fffffffff,1.0,0.0,0.0,0.0
838bb5fffffffff,7.0,0.0,0.0,0.0
838f48fffffffff,32.0,0.0,0.0,0.0
838f61fffffffff,68.0,0.0,0.0,0.0
838f63fffffffff,2.0,0.0,0.0,0.0
838f65fffffffff,32.0,0.0,0.0,0.0
838f6efffffffff,1.0,0.0,0.0,0.0
838f71fffffffff,2.0,0.0,0.0,0.0
83a596fffffffff,82.0,0.0,0.0,28.0
83a8c8fffffffff,1.0,0.0,0.0,0.0
83a8c9fffffffff,1.0,0.0,1.0,0.0
