cell_id,Geranospiza caerulescens,Geranospiza caerulescens [nigra Group],Geranospiza caerulescens caerulescens,Geranospiza caerulescens gracilis/flexipes
82679ffffffffff,67.0,0.0,0.0,0.0
826d07fffffffff,67.0,8.0,0.0,0.0
826d17fffffffff,117.0,8.0,0.0,0.0
826d27fffffffff,54.0,4.0,0.0,0.0
826d2ffffffffff,71.0,20.0,0.0,0.0
826d37fffffffff,112.0,5.0,0.0,0.0
826d67fffffffff,63.0,1.0,0.0,0.0
826d6ffffffffff,1394.0,0.0,0.0,0.0
826d77fffffffff,105.0,0.0,0.0,0.0
828007fffffffff,10.0,0.0,0.0,1.0
828017fffffffff,123.0,0.0,0.0,2.0
828037fffffffff,25.0,0.0,0.0,1.0
828047fffffffff,20.0,0.0,0.0,0.0
82804ffffffffff,8.0,0.0,0.0,0.0
82806ffffffffff,19.0,0.0,0.0,0.0
828077fffffffff,2.0,0.0,0.0,0.0
828107fffffffff,9.0,0.0,0.0,0.0
82811ffffffffff,8.0,0.0,0.0,1.0
828127fffffffff,34.0,0.0,0.0,1.0
82812ffffffffff,1.0,0.0,0.0,0.0
828137fffffffff,54.0,0.0,0.0,0.0
828147fffffffff,10.0,0.0,0.0,0.0
82814ffffffffff,9.0,0.0,0.0,0.0
828157fffffffff,1.0,0.0,0.0,0.0
82815ffffffffff,16.0,0.0,0.0,0.0
828167fffffffff,64.0,0.0,0.0,0.0
828177fffffffff,3.0,0.0,0.0,0.0
828187fffffffff,38.0,0.0,0.0,2.0
82818ffffffffff,43.0,0.0,0.0,0.0
82819ffffffffff,6.0,0.0,0.0,0.0
8281a7fffffffff,32.0,0.0,0.0,2.0
8281affffffffff,21.0,0.0,0.0,0.0
828a07fffffffff,15.0,0.0,0.0,0.0
828a17fffffffff,9.0,0.0,0.0,0.0
828a1ffffffffff,10.0,0.0,0.0,0.0
828a27fffffffff,4.0,0.0,0.0,0.0
828a47fffffffff,64.0,0.0,0.0,0.0
828a57fffffffff,26.0,0.0,0.0,0.0
828a6ffffffffff,167.0,0.0,0.0,0.0
828a87fffffffff,8.0,0.0,0.0,0.0
828a8ffffffffff,4.0,0.0,0.0,0.0
828a97fffffffff,1.0,0.0,0.0,0.0
828a9ffffffffff,10.0,0.0,0.0,0.0
828aaffffffffff,32.0,0.0,0.0,0.0
828adffffffffff,24.0,0.0,3.0,0.0
828ae7fffffffff,8.0,0.0,0.0,0.0
828af7fffffffff,85.0,0.0,6.0,0.0
828b07fffffffff,6.0,0.0,0.0,0.0
828b0ffffffffff,47.0,0.0,0.0,4.0
828b17fffffffff,4.0,0.0,0.0,0.0
828b1ffffffffff,2.0,0.0,0.0,0.0
828b27fffffffff,12.0,0.0,0.0,0.0
828b2ffffffffff,29.0,0.0,0.0,9.0
828b37fffffffff,15.0,0.0,0.0,0.0
828b47fffffffff,123.0,0.0,0.0,0.0
828b4ffffffffff,1.0,0.0,0.0,0.0
828b57fffffffff,19.0,0.0,0.0,0.0
828b5ffffffffff,14.0,0.0,0.0,0.0
828b67fffffffff,70.0,0.0,0.0,0.0
828b6ffffffffff,12.0,0.0,0.0,0.0
828b77fffffffff,22.0,0.0,0.0,0.0
828b87fffffffff,2.0,0.0,0.0,0.0
828b9ffffffffff,10.0,0.0,0.0,0.0
828ba7fffffffff,28.0,0.0,0.0,4.0
828bb7fffffffff,30.0,0.0,0.0,0.0
828f0ffffffffff,85.0,2.0,0.0,0.0
828f2ffffffffff,374.0,10.0,0.0,0.0
828f47fffffffff,15.0,0.0,0.0,0.0
828f4ffffffffff,12.0,0.0,0.0,0.0
828f57fffffffff,5.0,0.0,0.0,0.0
828f67fffffffff,61.0,0.0,0.0,0.0
828f6ffffffffff,64.0,0.0,0.0,0.0
828f77fffffffff,4.0,0.0,0.0,0.0
82a597fffffffff,48.0,0.0,0.0,0.0
82a807fffffffff,35.0,0.0,0.0,4.0
82a80ffffffffff,4.0,0.0,0.0,0.0
82a817fffffffff,203.0,0.0,0.0,0.0
82a81ffffffffff,237.0,0.0,0.0,2.0
82a827fffffffff,23.0,0.0,0.0,0.0
82a82ffffffffff,5.0,0.0,0.0,0.0
82a837fffffffff,16.0,0.0,0.0,0.0
82a847fffffffff,274.0,0.0,0.0,11.0
82a84ffffffffff,8.0,0.0,0.0,0.0
82a857fffffffff,4.0,0.0,0.0,0.0
82a85ffffffffff,967.0,0.0,0.0,41.0
82a867fffffffff,16.0,0.0,0.0,0.0
82a86ffffffffff,34.0,0.0,0.0,0.0
82a877fffffffff,18.0,0.0,0.0,0.0
82a887fffffffff,47.0,0.0,0.0,4.0
82a88ffffffffff,33.0,0.0,0.0,0.0
82a897fffffffff,17.0,0.0,0.0,4.0
82a89ffffffffff,2.0,0.0,0.0,0.0
82a8a7fffffffff,92.0,0.0,0.0,0.0
82a8affffffffff,28.0,0.0,0.0,0.0
82a8b7fffffffff,2.0,0.0,0.0,0.0
82a8c7fffffffff,13.0,0.0,0.0,0.0
82a8cffffffffff,8.0,0.0,0.0,0.0
82a8d7fffffffff,27.0,0.0,0.0,0.0
82a8dffffffffff,11.0,0.0,0.0,0.0
82a8e7fffffffff,4.0,0.0,0.0,0.0
82a8effffffffff,9.0,0.0,0.0,0.0
82a8f7fffffffff,7.0,0.0,0.0,0.0
82a907fffffffff,1.0,0.0,0.0,0.0
82a90ffffffffff,21.0,0.0,0.0,0.0
82a91ffffffffff,24.0,0.0,0.0,0.0
82a947fffffffff,52.0,0.0,0.0,0.0
82a94ffffffffff,88.0,0.0,0.0,0.0
82a957fffffffff,9.0,0.0,0.0,0.0
82a95ffffffffff,8.0,0.0,0.0,0.0
82a967fffffffff,22.0,0.0,0.0,0.0
82a96ffffffffff,141.0,0.0,0.0,0.0
82a977fffffffff,16.0,0.0,0.0,0.0
82b347fffffffff,162.0,0.0,0.0,0.0
82b34ffffffffff,19.0,0.0,0.0,0.0
82b35ffffffffff,61.0,0.0,0.0,0.0
82b367fffffffff,32.0,0.0,0.0,0.0
82b36ffffffffff,45.0,0.0,0.0,0.0
82b377fffffffff,3.0,0.0,0.0,0.0
82c2c7fffffffff,29.0,0.0,0.0,3.0
82c2cffffffffff,56.0,0.0,0.0,0.0
82c2dffffffffff,21.0,0.0,0.0,0.0
