cell_id,Piaya cayana,Piaya cayana mexicana,Piaya cayana thermophila,Piaya cayana nigricrissa,Piaya cayana [cayana Group]
82801ffffffffff,1.0,0.0,0.0,0.0,0.0
828027fffffffff,13.0,0.0,0.0,0.0,0.0
82802ffffffffff,2.0,0.0,0.0,0.0,0.0
828037fffffffff,210.0,0.0,0.0,0.0,15.0
828047fffffffff,185.0,0.0,0.0,0.0,1.0
82804ffffffffff,34.0,0.0,0.0,0.0,0.0
828057fffffffff,5.0,0.0,0.0,0.0,0.0
828067fffffffff,80.0,0.0,0.0,0.0,0.0
82806ffffffffff,35.0,0.0,0.0,0.0,0.0
828077fffffffff,23.0,0.0,0.0,0.0,0.0
828107fffffffff,165.0,0.0,0.0,0.0,11.0
82810ffffffffff,7.0,0.0,0.0,0.0,5.0
828117fffffffff,64.0,0.0,0.0,0.0,4.0
82811ffffffffff,7.0,0.0,0.0,0.0,0.0
828127fffffffff,314.0,0.0,0.0,0.0,17.0
82812ffffffffff,47.0,0.0,0.0,0.0,5.0
828137fffffffff,690.0,0.0,0.0,0.0,27.0
828147fffffffff,151.0,0.0,0.0,0.0,2.0
82814ffffffffff,461.0,0.0,0.0,0.0,1.0
828157fffffffff,3.0,0.0,0.0,0.0,0.0
82815ffffffffff,103.0,0.0,0.0,0.0,2.0
828167fffffffff,84.0,0.0,0.0,0.0,0.0
828177fffffffff,145.0,0.0,0.0,0.0,0.0
828187fffffffff,579.0,0.0,0.0,0.0,66.0
82818ffffffffff,76.0,0.0,0.0,0.0,0.0
82819ffffffffff,99.0,0.0,0.0,0.0,5.0
8281a7fffffffff,45.0,0.0,0.0,0.0,14.0
8281affffffffff,28.0,0.0,0.0,0.0,0.0
828a07fffffffff,145.0,0.0,0.0,0.0,15.0
828a17fffffffff,51.0,0.0,0.0,0.0,5.0
828a1ffffffffff,15.0,0.0,0.0,0.0,0.0
828a27fffffffff,27.0,0.0,0.0,0.0,4.0
828a37fffffffff,12.0,0.0,0.0,0.0,1.0
828a47fffffffff,389.0,0.0,0.0,0.0,27.0
828a4ffffffffff,6.0,0.0,0.0,0.0,2.0
828a5ffffffffff,1.0,0.0,0.0,0.0,1.0
828a6ffffffffff,713.0,0.0,0.0,0.0,85.0
828a77fffffffff,16.0,0.0,0.0,0.0,0.0
828a87fffffffff,77.0,0.0,0.0,0.0,3.0
828a8ffffffffff,22.0,0.0,0.0,0.0,3.0
828a97fffffffff,18.0,0.0,0.0,0.0,0.0
828a9ffffffffff,54.0,0.0,0.0,0.0,1.0
828aaffffffffff,75.0,0.0,0.0,0.0,8.0
828ab7fffffffff,7.0,0.0,0.0,0.0,0.0
828adffffffffff,80.0,0.0,0.0,0.0,15.0
828ae7fffffffff,7.0,0.0,0.0,0.0,0.0
828af7fffffffff,612.0,0.0,0.0,0.0,62.0
828b07fffffffff,18.0,0.0,0.0,0.0,0.0
828b0ffffffffff,150.0,0.0,0.0,0.0,0.0
828b17fffffffff,22.0,0.0,0.0,0.0,0.0
828b1ffffffffff,10.0,0.0,0.0,0.0,0.0
828b27fffffffff,615.0,0.0,0.0,0.0,0.0
828b2ffffffffff,189.0,0.0,0.0,0.0,0.0
828b37fffffffff,65.0,0.0,0.0,0.0,0.0
828b47fffffffff,1303.0,0.0,0.0,0.0,52.0
828b4ffffffffff,29.0,0.0,0.0,0.0,0.0
828b57fffffffff,125.0,0.0,0.0,0.0,5.0
828b5ffffffffff,113.0,0.0,0.0,0.0,15.0
828b67fffffffff,1625.0,0.0,0.0,0.0,126.0
828b6ffffffffff,426.0,0.0,0.0,0.0,7.0
828b77fffffffff,319.0,0.0,0.0,0.0,1.0
828b87fffffffff,130.0,0.0,0.0,0.0,0.0
828b8ffffffffff,33.0,0.0,0.0,0.0,1.0
828b97fffffffff,3.0,0.0,0.0,0.0,2.0
828b9ffffffffff,553.0,0.0,0.0,0.0,29.0
828ba7fffffffff,172.0,0.0,0.0,0.0,8.0
828bb7fffffffff,436.0,0.0,0.0,0.0,31.0
828e67fffffffff,444.0,0.0,0.0,0.0,0.0
828e6ffffffffff,10.0,0.0,0.0,0.0,0.0
828f0ffffffffff,509.0,0.0,0.0,62.0,0.0
828f27fffffffff,2.0,0.0,0.0,0.0,0.0
828f2ffffffffff,1071.0,0.0,0.0,70.0,0.0
828f47fffffffff,1514.0,0.0,0.0,0.0,48.0
828f4ffffffffff,332.0,0.0,0.0,0.0,0.0
828f57fffffffff,296.0,0.0,0.0,0.0,2.0
828f5ffffffffff,162.0,0.0,0.0,0.0,0.0
828f67fffffffff,198.0,0.0,0.0,0.0,19.0
828f6ffffffffff,90.0,0.0,0.0,0.0,4.0
828f77fffffffff,1687.0,0.0,0.0,10.0,220.0
82a597fffffffff,166.0,0.0,0.0,0.0,6.0
82a807fffffffff,805.0,0.0,0.0,0.0,27.0
82a80ffffffffff,60.0,0.0,0.0,0.0,0.0
82a817fffffffff,7024.0,0.0,0.0,0.0,205.0
82a81ffffffffff,1939.0,0.0,0.0,0.0,6.0
82a827fffffffff,148.0,0.0,0.0,0.0,0.0
82a82ffffffffff,192.0,0.0,0.0,0.0,0.0
82a837fffffffff,551.0,0.0,0.0,0.0,14.0
82a847fffffffff,479.0,0.0,0.0,0.0,1.0
82a84ffffffffff,21.0,0.0,0.0,0.0,0.0
82a857fffffffff,105.0,0.0,0.0,0.0,4.0
82a85ffffffffff,1788.0,0.0,0.0,0.0,47.0
82a867fffffffff,70.0,0.0,0.0,0.0,0.0
82a86ffffffffff,27.0,0.0,0.0,0.0,0.0
82a877fffffffff,78.0,0.0,0.0,0.0,0.0
82a887fffffffff,813.0,0.0,0.0,0.0,36.0
82a88ffffffffff,297.0,0.0,0.0,0.0,19.0
82a897fffffffff,349.0,0.0,0.0,0.0,33.0
82a89ffffffffff,13.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,2684.0,0.0,0.0,0.0,63.0
82a8affffffffff,667.0,0.0,0.0,0.0,18.0
82a8b7fffffffff,18.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,235.0,0.0,0.0,0.0,4.0
82a8cffffffffff,33.0,0.0,0.0,0.0,16.0
82a8d7fffffffff,582.0,0.0,0.0,0.0,95.0
82a8dffffffffff,148.0,0.0,0.0,0.0,9.0
82a8e7fffffffff,33.0,0.0,0.0,0.0,0.0
82a8effffffffff,28.0,0.0,0.0,0.0,3.0
82a8f7fffffffff,84.0,0.0,0.0,0.0,0.0
82a907fffffffff,139.0,0.0,0.0,0.0,6.0
82a90ffffffffff,241.0,0.0,0.0,0.0,3.0
82a91ffffffffff,338.0,0.0,0.0,0.0,3.0
82a927fffffffff,2.0,0.0,0.0,0.0,0.0
82a92ffffffffff,423.0,0.0,0.0,0.0,4.0
82a947fffffffff,1422.0,0.0,0.0,0.0,0.0
82a94ffffffffff,275.0,0.0,0.0,0.0,0.0
82a957fffffffff,3766.0,0.0,0.0,0.0,3.0
82a95ffffffffff,550.0,0.0,0.0,0.0,0.0
82a967fffffffff,307.0,0.0,0.0,0.0,0.0
82a96ffffffffff,426.0,0.0,0.0,0.0,0.0
82a977fffffffff,239.0,0.0,0.0,0.0,0.0
82b277fffffffff,10.0,0.0,0.0,0.0,0.0
82b327fffffffff,96.0,0.0,0.0,0.0,0.0
82b347fffffffff,582.0,0.0,0.0,0.0,0.0
82b34ffffffffff,9.0,0.0,0.0,0.0,0.0
82b357fffffffff,29.0,0.0,0.0,0.0,0.0
82b35ffffffffff,442.0,0.0,0.0,0.0,0.0
82b367fffffffff,63.0,0.0,0.0,0.0,0.0
82b36ffffffffff,3.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,5.0,0.0,0.0,0.0,0.0
82c2cffffffffff,59.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,31.0,0.0,0.0,0.0,0.0
82c2dffffffffff,20.0,0.0,0.0,0.0,1.0
82c2f7fffffffff,5.0,0.0,0.0,0.0,0.0
