cell_id,Tolmomyias assimilis,Tolmomyias assimilis neglectus,Tolmomyias assimilis examinatus,Tolmomyias assimilis obscuriceps,Tolmomyias assimilis [assimilis Group],Tolmomyias assimilis sucunduri,Tolmomyias assimilis paraensis
8480755ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
84814a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84814a9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84814adffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d5ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84814e3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84814e7ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84815abffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84815d9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
848a003ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848a00bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848a01dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
848a051ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848a055ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a059ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848a05bffffffff,13.0,0.0,1.0,0.0,0.0,0.0,0.0
848a069ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
848a109ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
848a155ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
848a157ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848a191ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848a1a7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848a213ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a217ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848a23bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848a249ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a313ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848a317ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
848a31dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848a337ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848a33bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848a459ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
848a45bffffffff,8.0,0.0,0.0,1.0,0.0,0.0,0.0
848a45dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a5a1ffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0
848a68bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848a699ffffffff,69.0,0.0,0.0,2.0,0.0,0.0,0.0
848a69dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d3ffffffff,85.0,0.0,0.0,2.0,0.0,0.0,0.0
848a6d7ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d9ffffffff,17.0,0.0,0.0,3.0,0.0,0.0,0.0
848a6dbffffffff,98.0,0.0,0.0,13.0,0.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848a701ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a827ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848a8cbffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
848a8d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848a913ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848a925ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848a9cdffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa8bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa93ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa9dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848aab9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848aac9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848ad13ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
848adc5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848ade3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848af09ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
848af0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848af1dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848af29ffffffff,100.0,0.0,25.0,0.0,0.0,0.0,0.0
848af2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848af2dffffffff,28.0,0.0,10.0,0.0,0.0,0.0,0.0
848af41ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
848af45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848af47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848af61ffffffff,181.0,0.0,32.0,0.0,0.0,0.0,0.0
848af63ffffffff,257.0,0.0,15.0,0.0,0.0,0.0,0.0
848af67ffffffff,260.0,0.0,6.0,0.0,0.0,0.0,0.0
848af69ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848af6bffffffff,40.0,0.0,6.0,0.0,0.0,0.0,0.0
848b1a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848b1b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b223ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b22dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2edffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848b401ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
848b40bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b40dffffffff,33.0,0.0,0.0,0.0,1.0,0.0,0.0
848b429ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848b445ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848b447ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848b449ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848b44bffffffff,34.0,0.0,0.0,0.0,4.0,0.0,0.0
848b44dffffffff,41.0,0.0,0.0,0.0,3.0,0.0,0.0
848b459ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
848b469ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
848b46bffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
848b46dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b4e5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b563ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848b567ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b56bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5cdffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
848b623ffffffff,5.0,0.0,0.0,0.0,1.0,0.0,0.0
848b627ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848b635ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848b637ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
848b63bffffffff,47.0,0.0,0.0,0.0,8.0,0.0,0.0
848b63dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b691ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848b693ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
848b695ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6cbffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e7ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6edffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
848b709ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
848b713ffffffff,117.0,0.0,0.0,0.0,0.0,0.0,0.0
848b717ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b71bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
848b751ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b75dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b835ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848b849ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
848b881ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b88dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b98bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b999ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
848b99dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848ba47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848ba63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848e649ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848e64bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848e651ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0
848f403ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f409ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f429ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f439ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f44bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
848f455ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848f461ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
848f463ffffffff,121.0,0.0,0.0,0.0,5.0,0.0,0.0
848f465ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
848f467ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f485ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848f489ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
848f48dffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4adffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4c7ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5ddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848f611ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848f613ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f619ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848f61bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848f655ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f657ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848f6b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f6cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f6e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f6ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f6edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f705ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f71bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f729ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
848f72bffffffff,17.0,0.0,0.0,11.0,0.0,0.0,0.0
848f733ffffffff,2.0,0.0,0.0,0.0,1.0,0.0,0.0
848f745ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f74bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f763ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a8591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a8c97ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84b324bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
