cell_id,Dicaeum trigonostigma,Dicaeum trigonostigma [trigonostigma Group],Dicaeum trigonostigma xanthopygium/dorsale,Dicaeum trigonostigma [sibuyanicum Group],Dicaeum trigonostigma [cinereigulare Group],Dicaeum trigonostigma sibutuense/assimile
83681efffffffff,22.0,0.0,0.0,0.0,0.0,0.0
836840fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
836842fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836843fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
836844fffffffff,67.0,0.0,0.0,0.0,0.0,0.0
836846fffffffff,117.0,0.0,0.0,0.0,0.0,0.0
83684efffffffff,242.0,0.0,0.0,0.0,0.0,0.0
836855fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836856fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
836858fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83685cfffffffff,345.0,0.0,0.0,0.0,0.0,0.0
83685dfffffffff,76.0,0.0,0.0,0.0,0.0,0.0
83685efffffffff,122.0,0.0,0.0,0.0,0.0,0.0
836862fffffffff,57.0,0.0,0.0,0.0,0.0,0.0
836865fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
836866fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83686efffffffff,26.0,0.0,0.0,0.0,0.0,0.0
836871fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
836873fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836875fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
836888fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83688afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836891fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836896fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83689afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8368a0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8368a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8368a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8368a5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8368abfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8368acfffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8368b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836941fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836943fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83694afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83694bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83694cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83694efffffffff,357.0,0.0,0.0,0.0,0.0,0.0
836958fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836959fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83695dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836968fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836969fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83696afffffffff,38.0,0.0,0.0,0.0,0.0,0.0
83696cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83696dfffffffff,27.0,0.0,0.0,0.0,0.0,0.0
83699afffffffff,20.0,0.0,0.0,0.0,0.0,0.0
838c10fffffffff,90.0,0.0,0.0,0.0,0.0,0.0
838c13fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
838c1afffffffff,20.0,0.0,0.0,0.0,0.0,0.0
838c84fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838c92fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838c96fffffffff,62.0,0.0,0.0,0.0,0.0,0.0
838cadfffffffff,49.0,0.0,0.0,0.0,0.0,0.0
838cc2fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
838cd2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838cd3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838cd5fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
838cd8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838cdcfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
838d88fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838d8cfffffffff,26.0,0.0,0.0,0.0,0.0,0.0
838d9afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838da2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838da3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838db5fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
8395a4fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
