cell_id,Mimus gilvus,Mimus gilvus gracilis/leucophaeus,Mimus gilvus [gilvus Group],Mimus gilvus magnirostris
8466d31ffffffff,17.0,0.0,0.0,0.0
8466d33ffffffff,24.0,0.0,4.0,0.0
8466d3bffffffff,3.0,0.0,3.0,0.0
8466d3dffffffff,2.0,0.0,0.0,0.0
8466dadffffffff,2.0,0.0,0.0,0.0
8466dc3ffffffff,3.0,0.0,3.0,0.0
8466dcdffffffff,2.0,0.0,0.0,0.0
8466de1ffffffff,15.0,0.0,2.0,0.0
8466de3ffffffff,2.0,0.0,0.0,0.0
8466de5ffffffff,1.0,0.0,0.0,0.0
8466dedffffffff,17.0,0.0,0.0,0.0
8466e43ffffffff,1.0,0.0,0.0,0.0
8466f1dffffffff,2.0,0.0,0.0,0.0
8467413ffffffff,33.0,0.0,2.0,0.0
8467447ffffffff,26.0,0.0,0.0,0.0
846746bffffffff,11.0,0.0,0.0,0.0
8467553ffffffff,1.0,0.0,0.0,0.0
84675abffffffff,3.0,0.0,0.0,0.0
84675cbffffffff,2.0,0.0,0.0,0.0
8467737ffffffff,4.0,0.0,0.0,0.0
84679a1ffffffff,50.0,0.0,0.0,0.0
84679a3ffffffff,1.0,0.0,0.0,0.0
84679adffffffff,10.0,0.0,0.0,0.0
84679b7ffffffff,3.0,0.0,0.0,0.0
846d043ffffffff,1.0,0.0,0.0,0.0
846d069ffffffff,38.0,35.0,0.0,0.0
846d141ffffffff,4.0,0.0,0.0,0.0
846d159ffffffff,6.0,0.0,0.0,0.0
846d15dffffffff,5.0,0.0,0.0,0.0
846d21dffffffff,3.0,3.0,0.0,0.0
846d251ffffffff,1.0,0.0,0.0,0.0
846d253ffffffff,7.0,7.0,0.0,0.0
846d281ffffffff,5.0,0.0,0.0,0.0
846d283ffffffff,1.0,0.0,0.0,0.0
846d285ffffffff,3.0,0.0,0.0,0.0
846d287ffffffff,3.0,0.0,0.0,0.0
846d291ffffffff,1.0,0.0,0.0,0.0
846d297ffffffff,2.0,0.0,0.0,0.0
846d299ffffffff,16.0,0.0,0.0,0.0
846d2a3ffffffff,14.0,0.0,0.0,0.0
846d2b9ffffffff,7.0,0.0,0.0,0.0
846d2d3ffffffff,28.0,0.0,0.0,0.0
846d2d7ffffffff,24.0,0.0,0.0,0.0
846d2ebffffffff,1.0,0.0,0.0,0.0
846d313ffffffff,26.0,26.0,0.0,0.0
846d34dffffffff,5.0,0.0,0.0,0.0
846d645ffffffff,1.0,0.0,0.0,0.0
846d655ffffffff,4.0,0.0,0.0,0.0
846d657ffffffff,4.0,0.0,0.0,0.0
846d681ffffffff,4.0,0.0,0.0,0.0
846d683ffffffff,18.0,0.0,0.0,0.0
846d68bffffffff,11.0,0.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0,0.0
846d691ffffffff,53.0,0.0,2.0,0.0
846d693ffffffff,3.0,0.0,1.0,0.0
846d699ffffffff,2.0,0.0,0.0,0.0
846d69bffffffff,35.0,0.0,0.0,0.0
846d69dffffffff,2.0,0.0,0.0,0.0
846d6d5ffffffff,8.0,0.0,0.0,0.0
846d749ffffffff,4.0,0.0,0.0,0.0
846d769ffffffff,6.0,0.0,0.0,0.0
848ad85ffffffff,2.0,0.0,2.0,0.0
848f2cbffffffff,2.0,0.0,0.0,0.0
84a893bffffffff,3.0,0.0,0.0,0.0
