cell_id,Taeniopygia guttata,Taeniopygia guttata guttata,Taeniopygia guttata castanotis
839d59fffffffff,13.0,0.0,1.0
839d5cfffffffff,4.0,0.0,2.0
839d5dfffffffff,76.0,0.0,20.0
839d60fffffffff,26.0,0.0,10.0
839d61fffffffff,19.0,0.0,9.0
839d62fffffffff,73.0,0.0,35.0
839d63fffffffff,16.0,0.0,6.0
839d64fffffffff,9.0,0.0,2.0
839d65fffffffff,34.0,0.0,16.0
839d68fffffffff,66.0,0.0,25.0
839d69fffffffff,13.0,0.0,5.0
839d6afffffffff,91.0,0.0,52.0
839d6bfffffffff,31.0,0.0,11.0
839d6cfffffffff,6.0,0.0,0.0
839d6dfffffffff,171.0,0.0,60.0
839d6efffffffff,33.0,0.0,10.0
839d70fffffffff,12.0,0.0,1.0
839d71fffffffff,47.0,0.0,12.0
839d73fffffffff,8.0,0.0,0.0
839d74fffffffff,1.0,0.0,0.0
839d75fffffffff,25.0,0.0,4.0
839d76fffffffff,2.0,0.0,0.0
83a606fffffffff,8.0,0.0,0.0
83a610fffffffff,66.0,0.0,26.0
83a611fffffffff,24.0,0.0,11.0
83a612fffffffff,461.0,0.0,311.0
83a613fffffffff,9.0,0.0,0.0
83a614fffffffff,4.0,0.0,4.0
83a615fffffffff,21.0,0.0,6.0
83a616fffffffff,11.0,0.0,8.0
83a622fffffffff,8.0,0.0,0.0
83a626fffffffff,30.0,0.0,12.0
83a630fffffffff,17.0,0.0,13.0
83a631fffffffff,95.0,0.0,45.0
83a632fffffffff,2.0,0.0,2.0
83a634fffffffff,6.0,0.0,6.0
83a635fffffffff,7.0,0.0,6.0
83a636fffffffff,2.0,0.0,0.0
83a6a0fffffffff,4.0,0.0,2.0
83a6a1fffffffff,2.0,0.0,0.0
83a6a4fffffffff,23.0,0.0,15.0
83a6a5fffffffff,8.0,0.0,2.0
83a6a6fffffffff,161.0,0.0,41.0
83a700fffffffff,3.0,0.0,2.0
83a702fffffffff,34.0,0.0,18.0
83a703fffffffff,3.0,0.0,1.0
83a710fffffffff,10.0,0.0,6.0
83a711fffffffff,6.0,0.0,4.0
83a712fffffffff,133.0,0.0,40.0
83a714fffffffff,39.0,0.0,6.0
83a715fffffffff,1.0,0.0,0.0
83a716fffffffff,65.0,0.0,25.0
83a718fffffffff,23.0,0.0,6.0
83a71bfffffffff,72.0,0.0,35.0
83a71cfffffffff,7.0,0.0,4.0
83a71dfffffffff,11.0,0.0,8.0
83a71efffffffff,30.0,0.0,8.0
83a730fffffffff,6.0,0.0,0.0
83a731fffffffff,2.0,0.0,0.0
83a732fffffffff,5.0,0.0,2.0
83a733fffffffff,23.0,0.0,15.0
83a735fffffffff,2.0,0.0,0.0
83a736fffffffff,8.0,0.0,2.0
83a780fffffffff,1.0,0.0,0.0
83a782fffffffff,98.0,0.0,9.0
83a783fffffffff,36.0,0.0,2.0
83a784fffffffff,2.0,0.0,0.0
83a786fffffffff,24.0,0.0,2.0
83a788fffffffff,19.0,0.0,3.0
83a78afffffffff,10.0,0.0,0.0
83a78bfffffffff,7.0,0.0,0.0
83a78efffffffff,45.0,0.0,8.0
83a790fffffffff,2.0,0.0,0.0
83a791fffffffff,8.0,0.0,0.0
83a793fffffffff,2.0,0.0,0.0
83a796fffffffff,3.0,0.0,2.0
83a798fffffffff,7.0,0.0,5.0
83a799fffffffff,12.0,0.0,2.0
83a79afffffffff,128.0,0.0,31.0
83a79bfffffffff,10.0,0.0,6.0
83a79cfffffffff,11.0,0.0,9.0
83a79dfffffffff,40.0,0.0,14.0
83a79efffffffff,10.0,0.0,2.0
83a7a0fffffffff,2.0,0.0,2.0
83a7a1fffffffff,14.0,0.0,2.0
83a7a2fffffffff,2.0,0.0,0.0
83a7a3fffffffff,2.0,0.0,2.0
83a7a4fffffffff,4.0,0.0,0.0
83a7a5fffffffff,2.0,0.0,2.0
83a7a6fffffffff,11.0,0.0,3.0
83a7a9fffffffff,11.0,0.0,11.0
83a7abfffffffff,8.0,0.0,8.0
83a7adfffffffff,2.0,0.0,2.0
83a7b4fffffffff,9.0,0.0,6.0
83b804fffffffff,9.0,0.0,9.0
83b809fffffffff,3.0,0.0,3.0
83b812fffffffff,47.0,0.0,11.0
83b816fffffffff,14.0,0.0,0.0
83b81bfffffffff,3.0,0.0,0.0
83b822fffffffff,4.0,0.0,2.0
83b829fffffffff,3.0,0.0,3.0
83b82efffffffff,2.0,0.0,0.0
83b836fffffffff,3.0,0.0,0.0
83b841fffffffff,50.0,0.0,26.0
83b842fffffffff,2.0,0.0,2.0
83b843fffffffff,6.0,0.0,0.0
83b845fffffffff,9.0,0.0,4.0
83b849fffffffff,7.0,0.0,1.0
83b84bfffffffff,6.0,0.0,2.0
83b850fffffffff,20.0,0.0,16.0
83b851fffffffff,8.0,0.0,8.0
83b856fffffffff,13.0,0.0,8.0
83b859fffffffff,33.0,0.0,17.0
83b85bfffffffff,1.0,0.0,0.0
83b85cfffffffff,2.0,0.0,2.0
83b869fffffffff,6.0,0.0,2.0
83b86afffffffff,4.0,0.0,4.0
83b86bfffffffff,3.0,0.0,0.0
83b86cfffffffff,3.0,0.0,2.0
83b872fffffffff,2.0,0.0,2.0
83b876fffffffff,5.0,0.0,5.0
83b880fffffffff,424.0,0.0,128.0
83b881fffffffff,202.0,0.0,53.0
83b883fffffffff,9.0,0.0,4.0
83b884fffffffff,259.0,0.0,41.0
83b885fffffffff,465.0,0.0,137.0
83b886fffffffff,1.0,0.0,1.0
83b888fffffffff,52.0,0.0,37.0
83b88cfffffffff,5.0,0.0,3.0
83b88efffffffff,2.0,0.0,0.0
83b892fffffffff,20.0,0.0,10.0
83b89afffffffff,95.0,0.0,26.0
83b89cfffffffff,19.0,0.0,0.0
83b89efffffffff,24.0,0.0,6.0
83b8a0fffffffff,36.0,0.0,20.0
83b8a1fffffffff,30.0,0.0,11.0
83b8a2fffffffff,79.0,0.0,11.0
83b8a3fffffffff,2.0,0.0,0.0
83b8a4fffffffff,16.0,0.0,10.0
83b8a5fffffffff,13.0,0.0,5.0
83b8a6fffffffff,4.0,0.0,0.0
83b8a8fffffffff,49.0,0.0,16.0
83b8a9fffffffff,268.0,0.0,73.0
83b8aafffffffff,35.0,0.0,10.0
83b8abfffffffff,97.0,0.0,19.0
83b8acfffffffff,21.0,0.0,0.0
83b8adfffffffff,2.0,0.0,0.0
83b8aefffffffff,64.0,0.0,10.0
83b8b2fffffffff,8.0,0.0,5.0
83b8b3fffffffff,5.0,0.0,2.0
83b8b6fffffffff,2.0,0.0,0.0
83b8c2fffffffff,8.0,0.0,8.0
83b8c8fffffffff,2.0,0.0,0.0
83b8c9fffffffff,4.0,0.0,0.0
83b8cbfffffffff,1.0,0.0,1.0
83b8d5fffffffff,1.0,0.0,1.0
83b8f3fffffffff,1.0,0.0,1.0
83b8f5fffffffff,1.0,0.0,1.0
83b912fffffffff,3.0,0.0,1.0
83b916fffffffff,6.0,0.0,0.0
83b91efffffffff,1.0,0.0,0.0
83b980fffffffff,115.0,0.0,43.0
83b981fffffffff,39.0,0.0,6.0
83b982fffffffff,15.0,0.0,2.0
83b983fffffffff,3.0,0.0,0.0
83b984fffffffff,55.0,0.0,10.0
83b985fffffffff,265.0,0.0,83.0
83b986fffffffff,112.0,0.0,49.0
83b988fffffffff,78.0,0.0,21.0
83b989fffffffff,53.0,0.0,16.0
83b98afffffffff,17.0,0.0,8.0
83b98bfffffffff,5.0,0.0,2.0
83b98dfffffffff,18.0,0.0,1.0
83b98efffffffff,13.0,0.0,5.0
83b990fffffffff,48.0,0.0,2.0
83b991fffffffff,22.0,0.0,6.0
83b993fffffffff,23.0,0.0,0.0
83b994fffffffff,6.0,0.0,0.0
83b995fffffffff,61.0,0.0,6.0
83b996fffffffff,8.0,0.0,0.0
83b998fffffffff,2.0,0.0,0.0
83b99afffffffff,1.0,0.0,1.0
83b99cfffffffff,129.0,0.0,39.0
83b99efffffffff,97.0,0.0,44.0
83b9a0fffffffff,13.0,0.0,0.0
83b9a1fffffffff,66.0,0.0,5.0
83b9a2fffffffff,2.0,0.0,2.0
83b9a3fffffffff,59.0,0.0,17.0
83b9a4fffffffff,11.0,0.0,0.0
83b9a5fffffffff,27.0,0.0,5.0
83b9a6fffffffff,55.0,0.0,13.0
83b9a8fffffffff,8.0,0.0,3.0
83b9a9fffffffff,2.0,0.0,2.0
83b9aafffffffff,35.0,0.0,0.0
83b9abfffffffff,30.0,0.0,11.0
83b9acfffffffff,21.0,0.0,3.0
83b9adfffffffff,48.0,0.0,2.0
83b9b0fffffffff,28.0,0.0,2.0
83b9b1fffffffff,4.0,0.0,0.0
83b9b2fffffffff,337.0,0.0,68.0
83b9b3fffffffff,382.0,0.0,65.0
83b9b4fffffffff,101.0,0.0,29.0
83b9b5fffffffff,217.0,0.0,33.0
83b9b6fffffffff,14.0,0.0,4.0
83be08fffffffff,344.0,0.0,53.0
83be09fffffffff,4.0,0.0,0.0
83be0afffffffff,160.0,0.0,40.0
83be0bfffffffff,161.0,0.0,35.0
83be19fffffffff,14.0,0.0,1.0
83be1afffffffff,1.0,0.0,0.0
83be1dfffffffff,3.0,0.0,0.0
83be40fffffffff,148.0,0.0,22.0
83be42fffffffff,68.0,0.0,21.0
83be43fffffffff,27.0,0.0,3.0
83be44fffffffff,36.0,0.0,15.0
83be45fffffffff,3.0,0.0,0.0
83be46fffffffff,27.0,0.0,9.0
83be48fffffffff,3.0,0.0,3.0
83be49fffffffff,10.0,0.0,0.0
83be4afffffffff,18.0,0.0,0.0
83be4bfffffffff,13.0,0.0,5.0
83be4dfffffffff,12.0,0.0,2.0
83be4efffffffff,3.0,0.0,0.0
83be50fffffffff,350.0,0.0,31.0
83be51fffffffff,27.0,0.0,1.0
83be53fffffffff,14.0,0.0,1.0
83be54fffffffff,3.0,0.0,0.0
83be55fffffffff,96.0,0.0,19.0
83be56fffffffff,4.0,0.0,0.0
83be59fffffffff,3.0,0.0,2.0
83be5afffffffff,6.0,0.0,5.0
83be5bfffffffff,7.0,0.0,2.0
83be5dfffffffff,47.0,0.0,10.0
83be5efffffffff,5.0,0.0,5.0
83be63fffffffff,1844.0,0.0,599.0
83be71fffffffff,41.0,0.0,14.0
83be72fffffffff,1.0,0.0,1.0
83be73fffffffff,1.0,0.0,0.0
83be89fffffffff,11.0,0.0,2.0
83be8bfffffffff,9.0,0.0,0.0
83be8dfffffffff,13.0,0.0,2.0
83bec0fffffffff,27.0,0.0,2.0
83bec1fffffffff,35.0,0.0,0.0
83bec2fffffffff,2.0,0.0,0.0
83bec3fffffffff,4.0,0.0,0.0
83bec4fffffffff,20.0,0.0,2.0
83bec5fffffffff,17.0,0.0,10.0
83bec6fffffffff,19.0,0.0,0.0
83bec8fffffffff,116.0,0.0,15.0
83bec9fffffffff,22.0,0.0,9.0
83becafffffffff,31.0,0.0,7.0
83becbfffffffff,21.0,0.0,3.0
83beccfffffffff,120.0,0.0,26.0
83becdfffffffff,52.0,0.0,6.0
83becefffffffff,459.0,0.0,90.0
83bed1fffffffff,4.0,0.0,0.0
83bed2fffffffff,2.0,0.0,2.0
83bed4fffffffff,24.0,0.0,4.0
83bed5fffffffff,6.0,0.0,2.0
83bed6fffffffff,2.0,0.0,0.0
83bed8fffffffff,5.0,0.0,3.0
83bedbfffffffff,15.0,0.0,9.0
83bedcfffffffff,2.0,0.0,2.0
83beddfffffffff,16.0,0.0,0.0
83bee0fffffffff,13.0,0.0,3.0
83bee1fffffffff,67.0,0.0,6.0
83bee2fffffffff,23.0,0.0,2.0
83bee3fffffffff,44.0,0.0,6.0
83bee4fffffffff,26.0,0.0,6.0
83bee5fffffffff,7.0,0.0,1.0
83bee6fffffffff,131.0,0.0,34.0
83bee8fffffffff,36.0,0.0,16.0
83bee9fffffffff,11.0,0.0,4.0
83beeafffffffff,78.0,0.0,20.0
83beebfffffffff,12.0,0.0,11.0
83beecfffffffff,34.0,0.0,8.0
83beedfffffffff,1.0,0.0,0.0
83beeefffffffff,45.0,0.0,8.0
83bef0fffffffff,83.0,0.0,21.0
83bef1fffffffff,34.0,0.0,4.0
83bef2fffffffff,211.0,0.0,21.0
83bef3fffffffff,55.0,0.0,4.0
83bef5fffffffff,95.0,0.0,11.0
83bef6fffffffff,47.0,0.0,4.0
83c992fffffffff,2.0,0.0,0.0
