cell_id,Ammospiza nelsoni,Ammospiza nelsoni nelsoni/altera,Ammospiza nelsoni subvirgata
8427587ffffffff,1.0,0.0,0.0
8427593ffffffff,11.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0
8427599ffffffff,5.0,0.0,0.0
842759bffffffff,5.0,0.0,0.0
84275d1ffffffff,5.0,0.0,0.0
84275d3ffffffff,13.0,0.0,0.0
84275d7ffffffff,2.0,0.0,0.0
84275e5ffffffff,3.0,2.0,0.0
84276d3ffffffff,13.0,0.0,0.0
84276edffffffff,2.0,0.0,0.0
842771dffffffff,2.0,2.0,0.0
8427859ffffffff,3.0,3.0,0.0
842785bffffffff,14.0,5.0,0.0
8427861ffffffff,11.0,0.0,0.0
842788dffffffff,2.0,0.0,0.0
84278d5ffffffff,7.0,0.0,0.0
8427a03ffffffff,1.0,0.0,0.0
8427a05ffffffff,1.0,0.0,0.0
8427a09ffffffff,2.0,0.0,0.0
8427a39ffffffff,1.0,0.0,0.0
8427a61ffffffff,4.0,0.0,0.0
8427aabffffffff,4.0,0.0,0.0
8427abdffffffff,2.0,0.0,0.0
8427ae5ffffffff,4.0,2.0,0.0
8427b05ffffffff,1.0,0.0,0.0
8427b2bffffffff,8.0,0.0,0.0
8427b67ffffffff,2.0,0.0,0.0
8428023ffffffff,11.0,0.0,0.0
842802bffffffff,22.0,0.0,0.0
8428309ffffffff,212.0,0.0,0.0
842830bffffffff,18.0,3.0,0.0
8428347ffffffff,15.0,2.0,0.0
842834dffffffff,22.0,7.0,0.0
8428355ffffffff,7.0,0.0,0.0
8428d1bffffffff,1.0,0.0,0.0
8428dbdffffffff,1.0,0.0,0.0
8429121ffffffff,2.0,0.0,0.0
8429137ffffffff,11.0,0.0,0.0
84291a7ffffffff,43.0,1.0,0.0
8429845ffffffff,1.0,0.0,0.0
8429855ffffffff,3.0,0.0,0.0
8429861ffffffff,4.0,4.0,0.0
8429899ffffffff,6.0,0.0,0.0
8429a17ffffffff,6.0,0.0,0.0
8429a3bffffffff,1.0,0.0,0.0
8429a41ffffffff,139.0,0.0,0.0
8429a4dffffffff,57.0,0.0,0.0
8429a55ffffffff,5.0,0.0,0.0
8429a57ffffffff,160.0,0.0,0.0
8429ac9ffffffff,6.0,0.0,0.0
8429ad1ffffffff,49.0,4.0,0.0
842a065ffffffff,3.0,0.0,0.0
842a101ffffffff,99.0,7.0,17.0
842a103ffffffff,24.0,0.0,4.0
842a105ffffffff,5.0,0.0,0.0
842a107ffffffff,214.0,16.0,25.0
842a109ffffffff,49.0,0.0,3.0
842a10bffffffff,37.0,6.0,3.0
842a10dffffffff,14.0,2.0,0.0
842a121ffffffff,4.0,2.0,0.0
842a123ffffffff,65.0,1.0,2.0
842a127ffffffff,2.0,0.0,0.0
842a12bffffffff,1.0,0.0,0.0
842a133ffffffff,35.0,0.0,11.0
842a135ffffffff,9.0,0.0,0.0
842a139ffffffff,3.0,2.0,0.0
842a13bffffffff,2.0,0.0,0.0
842a143ffffffff,2.0,0.0,0.0
842a14dffffffff,13.0,7.0,0.0
842a151ffffffff,24.0,1.0,4.0
842a157ffffffff,24.0,3.0,7.0
842a159ffffffff,19.0,0.0,0.0
842a15dffffffff,4.0,0.0,0.0
842a169ffffffff,10.0,2.0,0.0
842a1a5ffffffff,2.0,0.0,2.0
842a301ffffffff,8.0,2.0,4.0
842a307ffffffff,78.0,13.0,27.0
842a30dffffffff,2.0,1.0,1.0
842a311ffffffff,36.0,19.0,5.0
842a315ffffffff,74.0,14.0,22.0
842a317ffffffff,4.0,0.0,0.0
842a321ffffffff,7.0,1.0,0.0
842a325ffffffff,2.0,1.0,0.0
842a327ffffffff,14.0,2.0,0.0
842a32bffffffff,3.0,0.0,0.0
842a32dffffffff,2.0,2.0,0.0
842a331ffffffff,5.0,0.0,0.0
842a333ffffffff,40.0,5.0,6.0
842a339ffffffff,23.0,2.0,6.0
842a33bffffffff,54.0,11.0,28.0
842a341ffffffff,13.0,11.0,2.0
842a347ffffffff,20.0,4.0,8.0
842a349ffffffff,16.0,8.0,6.0
842a365ffffffff,6.0,1.0,0.0
842a803ffffffff,7.0,2.0,0.0
842a80dffffffff,4.0,0.0,0.0
842a843ffffffff,8.0,0.0,0.0
842a84bffffffff,2.0,0.0,0.0
842a851ffffffff,2.0,2.0,0.0
842a857ffffffff,11.0,4.0,0.0
842a859ffffffff,1.0,1.0,0.0
842a865ffffffff,3.0,0.0,0.0
842a869ffffffff,2.0,0.0,0.0
842a86dffffffff,3.0,0.0,0.0
842a897ffffffff,5.0,1.0,0.0
842a8c1ffffffff,3.0,3.0,0.0
842a8cdffffffff,2.0,0.0,0.0
842a8d5ffffffff,2.0,0.0,0.0
842a8e3ffffffff,1.0,0.0,0.0
842a903ffffffff,2.0,0.0,0.0
842a907ffffffff,5.0,0.0,0.0
842a90bffffffff,45.0,3.0,0.0
842a91dffffffff,72.0,2.0,0.0
842a931ffffffff,10.0,0.0,0.0
842a935ffffffff,21.0,0.0,0.0
842a941ffffffff,2.0,0.0,0.0
842a943ffffffff,4.0,0.0,0.0
842a94dffffffff,2.0,0.0,0.0
842a953ffffffff,4.0,0.0,0.0
842a955ffffffff,3.0,0.0,0.0
842a957ffffffff,2.0,0.0,0.0
842a959ffffffff,18.0,0.0,0.0
842a963ffffffff,2.0,0.0,0.0
842a965ffffffff,3.0,0.0,0.0
842aa03ffffffff,10.0,0.0,0.0
842aa07ffffffff,5.0,0.0,0.0
842aa17ffffffff,5.0,0.0,0.0
842aa29ffffffff,2.0,0.0,0.0
842aa31ffffffff,3.0,0.0,0.0
842aa39ffffffff,18.0,4.0,0.0
842aa43ffffffff,2.0,2.0,0.0
842aa49ffffffff,5.0,0.0,0.0
842aa4bffffffff,55.0,35.0,2.0
842aa4dffffffff,4.0,0.0,0.0
842aa53ffffffff,5.0,0.0,0.0
842aa69ffffffff,2.0,2.0,0.0
842aa6dffffffff,11.0,3.0,0.0
842aa81ffffffff,9.0,0.0,0.0
842aa83ffffffff,33.0,10.0,2.0
842aa85ffffffff,28.0,7.0,0.0
842aa89ffffffff,8.0,4.0,0.0
842aa8bffffffff,21.0,13.0,0.0
842aa8dffffffff,141.0,28.0,0.0
842aa91ffffffff,10.0,8.0,0.0
842aa93ffffffff,2.0,0.0,0.0
842aa95ffffffff,28.0,18.0,0.0
842aa97ffffffff,3.0,2.0,0.0
842aa9bffffffff,22.0,0.0,3.0
842aa9dffffffff,2.0,2.0,0.0
842aaa9ffffffff,9.0,0.0,0.0
842aaadffffffff,1.0,1.0,0.0
842aac5ffffffff,40.0,4.0,0.0
842aac7ffffffff,15.0,9.0,0.0
842aac9ffffffff,2.0,0.0,0.0
842aacbffffffff,2.0,0.0,0.0
842aad1ffffffff,91.0,13.0,10.0
842aad3ffffffff,75.0,17.0,18.0
842aad5ffffffff,2.0,0.0,0.0
842aad9ffffffff,45.0,6.0,7.0
842aadbffffffff,41.0,5.0,9.0
842aae1ffffffff,2.0,0.0,0.0
842aae7ffffffff,2.0,2.0,0.0
842ab03ffffffff,21.0,0.0,0.0
842ab05ffffffff,158.0,3.0,0.0
842ab15ffffffff,3.0,0.0,0.0
842ab17ffffffff,26.0,0.0,0.0
842ab21ffffffff,5.0,0.0,0.0
842ab25ffffffff,21.0,0.0,0.0
842ab27ffffffff,7.0,2.0,0.0
842ab29ffffffff,3.0,2.0,0.0
842ab2bffffffff,22.0,2.0,0.0
842ab33ffffffff,6.0,0.0,0.0
842ab35ffffffff,2.0,0.0,0.0
842ab39ffffffff,14.0,0.0,0.0
842ab3bffffffff,3.0,0.0,0.0
842ab3dffffffff,46.0,0.0,0.0
842ab45ffffffff,2.0,0.0,0.0
842ab47ffffffff,4.0,0.0,0.0
842ab49ffffffff,4.0,4.0,0.0
842ab4bffffffff,6.0,0.0,0.0
842ab51ffffffff,8.0,0.0,0.0
842ab55ffffffff,5.0,0.0,0.0
842ab57ffffffff,1.0,0.0,0.0
842ab67ffffffff,6.0,0.0,0.0
842ab69ffffffff,5.0,0.0,0.0
842ab6bffffffff,4.0,0.0,0.0
842ad15ffffffff,4.0,0.0,0.0
842ad31ffffffff,2.0,0.0,0.0
842ad37ffffffff,15.0,2.0,9.0
842ad39ffffffff,3.0,0.0,2.0
842af0dffffffff,4.0,0.0,2.0
842af15ffffffff,17.0,0.0,0.0
842af31ffffffff,15.0,0.0,0.0
842af45ffffffff,3.0,0.0,1.0
842af61ffffffff,7.0,2.0,0.0
842af63ffffffff,47.0,4.0,7.0
842af65ffffffff,4.0,0.0,0.0
842af67ffffffff,9.0,0.0,0.0
842af69ffffffff,2.0,0.0,0.0
842af6bffffffff,5.0,0.0,0.0
842af6dffffffff,4.0,0.0,0.0
842b003ffffffff,2.0,0.0,0.0
842b039ffffffff,2.0,0.0,2.0
842b03bffffffff,9.0,0.0,2.0
842b055ffffffff,1.0,0.0,0.0
842b0a1ffffffff,9.0,0.0,0.0
842b0a5ffffffff,10.0,0.0,0.0
842b0a7ffffffff,33.0,0.0,3.0
842b0c5ffffffff,10.0,2.0,4.0
842b0cdffffffff,3.0,0.0,0.0
842b121ffffffff,2.0,1.0,0.0
842b125ffffffff,3.0,0.0,0.0
842b161ffffffff,1.0,1.0,0.0
842b165ffffffff,29.0,0.0,0.0
842b167ffffffff,21.0,5.0,0.0
842b16dffffffff,4.0,0.0,0.0
842b181ffffffff,3.0,0.0,1.0
842b189ffffffff,4.0,0.0,3.0
842b18bffffffff,3.0,0.0,0.0
842b199ffffffff,2.0,0.0,0.0
842b1a3ffffffff,5.0,1.0,2.0
842b1abffffffff,2.0,0.0,2.0
842b1b5ffffffff,28.0,0.0,8.0
842b1d1ffffffff,1.0,0.0,0.0
842b1d3ffffffff,5.0,0.0,0.0
842b1d5ffffffff,12.0,0.0,6.0
842b1e7ffffffff,2.0,0.0,0.0
842b255ffffffff,1.0,0.0,0.0
842b285ffffffff,1.0,0.0,0.0
842b811ffffffff,20.0,0.0,0.0
842b813ffffffff,5.0,0.0,0.0
842b815ffffffff,16.0,0.0,0.0
842b823ffffffff,38.0,9.0,0.0
842b827ffffffff,50.0,5.0,0.0
842b831ffffffff,97.0,4.0,0.0
842b833ffffffff,1.0,0.0,0.0
842b83bffffffff,11.0,0.0,0.0
842b83dffffffff,2.0,0.0,0.0
842b891ffffffff,2.0,0.0,0.0
842b89bffffffff,2.0,0.0,0.0
842b8a7ffffffff,21.0,1.0,0.0
842b8c9ffffffff,2.0,0.0,0.0
842b8cbffffffff,75.0,1.0,1.0
842b8d1ffffffff,26.0,8.0,0.0
842b8d9ffffffff,4.0,0.0,0.0
842b8dbffffffff,9.0,0.0,0.0
842b8ddffffffff,1.0,0.0,0.0
842b909ffffffff,4.0,0.0,0.0
842b917ffffffff,3.0,0.0,0.0
842b947ffffffff,2.0,0.0,0.0
842b983ffffffff,4.0,2.0,0.0
842b987ffffffff,2.0,0.0,0.0
842b98bffffffff,11.0,3.0,0.0
842b98dffffffff,3.0,0.0,0.0
842b991ffffffff,38.0,3.0,0.0
842b993ffffffff,2.0,1.0,0.0
842b997ffffffff,9.0,2.0,0.0
842b9b3ffffffff,2.0,0.0,0.0
842b9b5ffffffff,58.0,0.0,0.0
842b9b9ffffffff,10.0,0.0,0.0
842b9bdffffffff,67.0,0.0,0.0
842b9c7ffffffff,1.0,1.0,0.0
842b9cdffffffff,2.0,0.0,0.0
842b9d3ffffffff,4.0,0.0,0.0
842b9d5ffffffff,6.0,2.0,0.0
842b9d7ffffffff,9.0,0.0,0.0
842b9dbffffffff,33.0,6.0,0.0
842b9e3ffffffff,15.0,0.0,0.0
842b9e9ffffffff,1.0,0.0,0.0
842ba51ffffffff,2.0,0.0,0.0
842baa3ffffffff,3.0,0.0,0.0
842baa5ffffffff,13.0,4.0,0.0
842baa9ffffffff,3.0,0.0,0.0
842baabffffffff,1.0,0.0,0.0
842bacdffffffff,1.0,1.0,0.0
842bae7ffffffff,52.0,0.0,0.0
8444131ffffffff,28.0,0.0,0.0
84441a3ffffffff,1.0,0.0,0.0
84441a9ffffffff,26.0,1.0,0.0
84441abffffffff,11.0,0.0,0.0
84441adffffffff,11.0,0.0,0.0
84441b3ffffffff,2.0,0.0,0.0
84441b5ffffffff,10.0,2.0,0.0
84441b7ffffffff,2.0,0.0,0.0
84441e3ffffffff,19.0,0.0,0.0
84441e5ffffffff,16.0,2.0,2.0
84441e7ffffffff,11.0,0.0,0.0
84441edffffffff,2.0,0.0,0.0
8444401ffffffff,2.0,0.0,0.0
844440dffffffff,5.0,1.0,0.0
8444451ffffffff,3.0,0.0,0.0
8444459ffffffff,52.0,0.0,0.0
844445dffffffff,8.0,0.0,0.0
8444461ffffffff,2.0,0.0,0.0
8444465ffffffff,10.0,0.0,0.0
8444467ffffffff,4.0,0.0,0.0
8444499ffffffff,4.0,0.0,0.0
84444c1ffffffff,16.0,0.0,0.0
84444d5ffffffff,11.0,0.0,0.0
8444509ffffffff,9.0,0.0,0.0
844450dffffffff,10.0,2.0,0.0
8444543ffffffff,1.0,0.0,0.0
8444555ffffffff,10.0,0.0,0.0
844455bffffffff,16.0,0.0,0.0
8444563ffffffff,2.0,0.0,0.0
8444567ffffffff,6.0,0.0,0.0
84445adffffffff,3.0,0.0,0.0
8444633ffffffff,11.0,3.0,0.0
84446c1ffffffff,19.0,0.0,0.0
84446c5ffffffff,5.0,0.0,0.0
84446cdffffffff,2.0,2.0,0.0
84446d3ffffffff,7.0,0.0,0.0
84446e5ffffffff,7.0,3.0,0.0
84446e9ffffffff,1.0,0.0,0.0
84446edffffffff,2.0,0.0,0.0
8444731ffffffff,2.0,0.0,0.0
844473bffffffff,13.0,0.0,0.0
8444a81ffffffff,4.0,0.0,2.0
8444abbffffffff,4.0,0.0,2.0
8444ad3ffffffff,2.0,0.0,0.0
8444c0bffffffff,2.0,0.0,0.0
8444c11ffffffff,1.0,0.0,0.0
8444c3bffffffff,4.0,2.0,0.0
8444cabffffffff,2.0,0.0,0.0
8444cc3ffffffff,2.0,0.0,0.0
8444ccdffffffff,2.0,2.0,0.0
8444cd5ffffffff,2.0,0.0,0.0
8444cd7ffffffff,11.0,0.0,0.0
8444ce7ffffffff,2.0,2.0,0.0
8444d01ffffffff,49.0,23.0,18.0
8444d03ffffffff,3.0,0.0,3.0
8444d07ffffffff,14.0,0.0,4.0
8444d23ffffffff,2.0,0.0,0.0
8444d2bffffffff,6.0,0.0,0.0
8444d3dffffffff,4.0,0.0,0.0
8444d55ffffffff,1.0,0.0,1.0
8444d5dffffffff,7.0,0.0,0.0
8444d85ffffffff,3.0,0.0,0.0
8444d99ffffffff,9.0,7.0,0.0
8444dbbffffffff,8.0,0.0,0.0
8444e47ffffffff,2.0,0.0,0.0
8444e55ffffffff,2.0,0.0,0.0
8444e63ffffffff,21.0,2.0,0.0
8444e65ffffffff,1.0,1.0,0.0
8444e67ffffffff,1.0,0.0,0.0
8444f05ffffffff,2.0,0.0,0.0
8444f07ffffffff,2.0,0.0,1.0
8444f31ffffffff,15.0,0.0,0.0
8444f35ffffffff,10.0,0.0,0.0
8444f37ffffffff,15.0,0.0,0.0
8444f3dffffffff,2.0,0.0,0.0
8444f43ffffffff,2.0,0.0,0.0
8444f59ffffffff,1.0,0.0,0.0
8444f63ffffffff,33.0,3.0,6.0
8448715ffffffff,2.0,0.0,0.0
8448903ffffffff,6.0,0.0,0.0
8448907ffffffff,1.0,0.0,0.0
844890bffffffff,78.0,4.0,0.0
8448923ffffffff,3.0,0.0,0.0
8448939ffffffff,10.0,0.0,0.0
8448955ffffffff,12.0,0.0,0.0
8448957ffffffff,6.0,0.0,0.0
844898dffffffff,8.0,0.0,0.0
8448b23ffffffff,3.0,0.0,0.0
8448de5ffffffff,14.0,0.0,0.0
8448f25ffffffff,1.0,0.0,0.0
8449959ffffffff,5.0,0.0,0.0
