cell_id,Daption capense,Daption capense capense,Daption capense australe
84df72dffffffff,11.0,4.0,0.0
84df731ffffffff,9.0,2.0,0.0
84df733ffffffff,2.0,2.0,0.0
84df735ffffffff,3.0,0.0,0.0
84df739ffffffff,2.0,0.0,0.0
84df73bffffffff,2.0,0.0,0.0
84df73dffffffff,10.0,0.0,0.0
84df763ffffffff,2.0,0.0,0.0
84df765ffffffff,13.0,0.0,0.0
84df767ffffffff,2.0,0.0,0.0
84df769ffffffff,1.0,0.0,0.0
84df801ffffffff,3.0,0.0,0.0
84df803ffffffff,28.0,0.0,0.0
84df807ffffffff,5.0,0.0,0.0
84df811ffffffff,9.0,0.0,0.0
84df815ffffffff,2.0,0.0,0.0
84df817ffffffff,1.0,0.0,0.0
84df819ffffffff,3.0,1.0,0.0
84df81bffffffff,3.0,0.0,0.0
84df81dffffffff,3.0,0.0,0.0
84df831ffffffff,6.0,0.0,0.0
84df833ffffffff,3.0,0.0,0.0
84df835ffffffff,7.0,0.0,0.0
84df837ffffffff,7.0,0.0,0.0
84df839ffffffff,15.0,0.0,0.0
84df83bffffffff,4.0,0.0,0.0
84df83dffffffff,2.0,0.0,0.0
84df851ffffffff,2.0,0.0,0.0
84df855ffffffff,3.0,0.0,0.0
84df857ffffffff,3.0,0.0,0.0
84df85bffffffff,2.0,0.0,0.0
84df881ffffffff,16.0,0.0,0.0
84df889ffffffff,2.0,0.0,0.0
84df88dffffffff,2.0,0.0,0.0
84df895ffffffff,1.0,0.0,0.0
84df89dffffffff,2.0,0.0,0.0
84df8a1ffffffff,5.0,0.0,0.0
84df8c1ffffffff,1.0,0.0,0.0
84df8c7ffffffff,1.0,0.0,0.0
84df8cbffffffff,2.0,0.0,0.0
84df8cdffffffff,8.0,0.0,0.0
84df8d1ffffffff,3.0,0.0,0.0
84df8d9ffffffff,2.0,0.0,0.0
84df8dbffffffff,2.0,0.0,0.0
84df8ddffffffff,32.0,0.0,0.0
84df8e5ffffffff,1.0,0.0,0.0
84df8e7ffffffff,1.0,0.0,0.0
84df8ebffffffff,1.0,0.0,0.0
84df983ffffffff,2.0,0.0,0.0
84df995ffffffff,2.0,0.0,0.0
84df999ffffffff,2.0,0.0,0.0
84df9a9ffffffff,2.0,0.0,0.0
84df9bdffffffff,19.0,0.0,0.0
84df9cdffffffff,2.0,0.0,0.0
84df9d1ffffffff,3.0,0.0,0.0
84df9d7ffffffff,1.0,0.0,0.0
84df9d9ffffffff,2.0,0.0,0.0
84df9ddffffffff,3.0,0.0,0.0
84df9e9ffffffff,2.0,0.0,0.0
84dfa13ffffffff,2.0,0.0,0.0
84dfa17ffffffff,2.0,0.0,0.0
84dfa1bffffffff,4.0,0.0,0.0
84dfa81ffffffff,1.0,1.0,0.0
84dfa85ffffffff,6.0,1.0,0.0
84dfa89ffffffff,13.0,0.0,0.0
84dfa8dffffffff,17.0,0.0,0.0
84dfa95ffffffff,1.0,0.0,0.0
84dfa97ffffffff,2.0,2.0,0.0
84dfa99ffffffff,2.0,0.0,0.0
84dfaa1ffffffff,2.0,0.0,0.0
84dfaa5ffffffff,2.0,0.0,0.0
84dfaa9ffffffff,3.0,0.0,0.0
84dfaabffffffff,2.0,0.0,0.0
84dfab1ffffffff,16.0,0.0,0.0
84dfab3ffffffff,2.0,0.0,0.0
84dfab5ffffffff,4.0,0.0,0.0
84dfab7ffffffff,20.0,0.0,0.0
84dfab9ffffffff,5.0,0.0,0.0
84dfac1ffffffff,2.0,0.0,0.0
84dfac3ffffffff,3.0,0.0,0.0
84dfac5ffffffff,2.0,0.0,0.0
84dfac7ffffffff,4.0,0.0,0.0
84dfac9ffffffff,2.0,0.0,0.0
84dfacbffffffff,6.0,0.0,0.0
84dfad1ffffffff,15.0,0.0,0.0
84dfad3ffffffff,5.0,1.0,0.0
84dfad5ffffffff,14.0,0.0,0.0
84dfad9ffffffff,9.0,0.0,0.0
84dfadbffffffff,4.0,0.0,0.0
84dfaddffffffff,2.0,0.0,0.0
84dfae3ffffffff,1.0,0.0,0.0
84dfae5ffffffff,4.0,0.0,0.0
84dfae7ffffffff,2.0,0.0,0.0
84dfae9ffffffff,1.0,0.0,0.0
84dfaebffffffff,4.0,0.0,0.0
84dfaedffffffff,2.0,0.0,0.0
84e046dffffffff,1.0,0.0,0.0
84e0907ffffffff,7.0,0.0,0.0
84e0915ffffffff,2.0,0.0,0.0
84e092dffffffff,2.0,0.0,0.0
84e0935ffffffff,2.0,0.0,0.0
84e09b7ffffffff,2.0,0.0,0.0
84e1441ffffffff,1.0,0.0,0.0
84e526bffffffff,1.0,0.0,0.0
84e8823ffffffff,3.0,0.0,0.0
84e88a5ffffffff,3.0,0.0,0.0
84e8989ffffffff,1.0,0.0,0.0
84e898bffffffff,2.0,2.0,0.0
84e899bffffffff,2.0,0.0,0.0
84e899dffffffff,2.0,0.0,0.0
84e89b1ffffffff,5.0,0.0,0.0
84e89b3ffffffff,2.0,0.0,0.0
84e89b7ffffffff,22.0,0.0,0.0
84e89c5ffffffff,2.0,0.0,0.0
84e89c7ffffffff,3.0,0.0,0.0
84e89c9ffffffff,2.0,0.0,0.0
84e89d1ffffffff,1.0,0.0,0.0
84e89d9ffffffff,1.0,0.0,0.0
84e89ddffffffff,4.0,0.0,0.0
84e8d27ffffffff,2.0,0.0,0.0
84ea9c7ffffffff,2.0,0.0,0.0
84ead27ffffffff,1.0,0.0,0.0
84ead6dffffffff,3.0,0.0,0.0
84ed2dbffffffff,2.0,0.0,0.0
