cell_id,Trogon collaris,Trogon collaris puella,Trogon collaris aurantiiventris/underwoodi,Trogon collaris [collaris Group]
848b999ffffffff,12.0,0.0,0.0,0.0
848b99dffffffff,42.0,0.0,0.0,0.0
848b9c3ffffffff,1.0,0.0,0.0,0.0
848b9d1ffffffff,13.0,0.0,0.0,0.0
848b9d5ffffffff,244.0,0.0,0.0,8.0
848b9d7ffffffff,2.0,0.0,0.0,0.0
848ba09ffffffff,3.0,0.0,0.0,0.0
848ba47ffffffff,1.0,0.0,0.0,1.0
848e641ffffffff,1.0,0.0,0.0,0.0
848e649ffffffff,29.0,0.0,0.0,0.0
848e659ffffffff,3.0,0.0,0.0,0.0
848e65dffffffff,2.0,0.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0,0.0
848f0dbffffffff,234.0,0.0,0.0,35.0
848f291ffffffff,25.0,0.0,0.0,0.0
848f295ffffffff,43.0,0.0,0.0,2.0
848f297ffffffff,2.0,0.0,0.0,0.0
848f2a1ffffffff,1.0,0.0,0.0,0.0
848f2a9ffffffff,8.0,0.0,0.0,1.0
848f2abffffffff,10.0,0.0,0.0,0.0
848f2bbffffffff,24.0,0.0,0.0,0.0
848f2c3ffffffff,28.0,0.0,0.0,1.0
848f2c9ffffffff,10.0,0.0,0.0,0.0
848f2cbffffffff,14.0,0.0,0.0,0.0
848f2cdffffffff,46.0,0.0,0.0,0.0
848f2d5ffffffff,1.0,0.0,0.0,0.0
848f2ddffffffff,1.0,0.0,0.0,0.0
848f2e3ffffffff,2.0,0.0,0.0,0.0
848f401ffffffff,60.0,0.0,0.0,0.0
848f403ffffffff,3.0,0.0,0.0,0.0
848f40dffffffff,4.0,0.0,0.0,0.0
848f421ffffffff,3.0,0.0,0.0,0.0
848f429ffffffff,6.0,0.0,0.0,0.0
848f42dffffffff,6.0,0.0,0.0,0.0
848f431ffffffff,4.0,0.0,0.0,0.0
848f439ffffffff,78.0,0.0,0.0,3.0
848f461ffffffff,10.0,0.0,0.0,0.0
848f463ffffffff,37.0,0.0,0.0,0.0
848f465ffffffff,2.0,0.0,0.0,0.0
848f467ffffffff,9.0,0.0,0.0,0.0
848f46bffffffff,1.0,0.0,0.0,0.0
848f48dffffffff,8.0,0.0,0.0,0.0
848f4a5ffffffff,3.0,0.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0,0.0
848f4b3ffffffff,7.0,0.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0,0.0
848f5d3ffffffff,3.0,0.0,0.0,0.0
848f5d9ffffffff,1.0,0.0,0.0,0.0
848f5ddffffffff,2.0,0.0,0.0,0.0
848f613ffffffff,8.0,0.0,0.0,0.0
848f61bffffffff,60.0,0.0,0.0,0.0
848f6b5ffffffff,2.0,0.0,0.0,0.0
848f6e1ffffffff,2.0,0.0,0.0,0.0
848f6e9ffffffff,7.0,0.0,0.0,0.0
848f705ffffffff,44.0,0.0,0.0,8.0
848f70dffffffff,4.0,0.0,0.0,0.0
848f729ffffffff,66.0,0.0,0.0,5.0
848f72bffffffff,101.0,0.0,0.0,13.0
848f733ffffffff,78.0,0.0,0.0,0.0
848f745ffffffff,36.0,0.0,0.0,0.0
848f74dffffffff,5.0,0.0,0.0,0.0
848f763ffffffff,8.0,0.0,0.0,2.0
848f765ffffffff,1.0,0.0,0.0,0.0
848f76bffffffff,18.0,0.0,0.0,0.0
84a8917ffffffff,99.0,0.0,0.0,15.0
84a8c97ffffffff,5.0,0.0,0.0,5.0
84b3253ffffffff,3.0,0.0,0.0,0.0
