cell_id,Oceanites oceanicus,Oceanites oceanicus oceanicus/exasperatus,Oceanites oceanicus chilensis
833925fffffffff,71.0,0.0,0.0
833926fffffffff,62.0,4.0,0.0
83392dfffffffff,2.0,0.0,0.0
833932fffffffff,2.0,0.0,0.0
833933fffffffff,108.0,0.0,0.0
833994fffffffff,4.0,0.0,0.0
833e68fffffffff,12.0,0.0,0.0
8342d1fffffffff,3.0,0.0,0.0
8343a8fffffffff,49.0,2.0,0.0
834409fffffffff,4.0,0.0,0.0
834410fffffffff,4.0,0.0,0.0
834411fffffffff,14.0,0.0,0.0
834414fffffffff,2.0,0.0,0.0
834416fffffffff,4.0,0.0,0.0
834418fffffffff,2.0,0.0,0.0
83441efffffffff,3.0,0.0,0.0
834454fffffffff,6.0,0.0,0.0
834470fffffffff,2.0,0.0,0.0
834472fffffffff,4.0,0.0,0.0
834484fffffffff,1.0,0.0,0.0
834489fffffffff,90.0,0.0,0.0
83448cfffffffff,44.0,0.0,0.0
83448dfffffffff,3.0,0.0,0.0
8344a0fffffffff,5.0,0.0,0.0
8344a1fffffffff,8.0,0.0,0.0
8344a8fffffffff,25.0,2.0,0.0
8344aafffffffff,68.0,0.0,0.0
8344abfffffffff,297.0,0.0,0.0
8344aefffffffff,96.0,0.0,0.0
8344b1fffffffff,2.0,0.0,0.0
8344b5fffffffff,2.0,0.0,0.0
8344d0fffffffff,3.0,0.0,0.0
8344d2fffffffff,3.0,0.0,0.0
8344d4fffffffff,35.0,2.0,0.0
8344d5fffffffff,9.0,0.0,0.0
8344d6fffffffff,114.0,0.0,0.0
8344e5fffffffff,2.0,0.0,0.0
8344f0fffffffff,6.0,0.0,0.0
8344f2fffffffff,3.0,0.0,0.0
8344f3fffffffff,5.0,0.0,0.0
8344f6fffffffff,10.0,0.0,0.0
834829fffffffff,1.0,0.0,0.0
834848fffffffff,2.0,0.0,0.0
83484afffffffff,13.0,0.0,0.0
83484bfffffffff,1.0,0.0,0.0
834890fffffffff,1.0,0.0,0.0
834ba1fffffffff,24.0,0.0,0.0
835e5cfffffffff,2.0,0.0,0.0
835e66fffffffff,2.0,0.0,0.0
836002fffffffff,2.0,0.0,0.0
836004fffffffff,22.0,0.0,0.0
836006fffffffff,5.0,0.0,0.0
83601cfffffffff,17.0,0.0,0.0
83601efffffffff,3.0,0.0,0.0
836020fffffffff,2.0,0.0,0.0
836022fffffffff,392.0,0.0,0.0
836026fffffffff,1.0,0.0,0.0
83608bfffffffff,16.0,0.0,0.0
8360a9fffffffff,152.0,0.0,0.0
8360f4fffffffff,2.0,0.0,0.0
8360f6fffffffff,2.0,0.0,0.0
836181fffffffff,14.0,0.0,0.0
83618cfffffffff,17.0,0.0,0.0
83618efffffffff,28.0,0.0,0.0
836520fffffffff,1.0,0.0,0.0
836526fffffffff,1.0,0.0,0.0
83661afffffffff,1.0,0.0,0.0
8366aefffffffff,1.0,0.0,0.0
836746fffffffff,2.0,0.0,0.0
836c61fffffffff,7.0,0.0,0.0
836c65fffffffff,3.0,0.0,0.0
836d6bfffffffff,2.0,0.0,0.0
837290fffffffff,3.0,0.0,0.0
83739bfffffffff,2.0,0.0,0.0
837b59fffffffff,9.0,0.0,0.0
838199fffffffff,10.0,0.0,0.0
838e62fffffffff,8.0,0.0,4.0
838e75fffffffff,3.0,0.0,0.0
838f52fffffffff,2.0,0.0,0.0
839451fffffffff,1.0,0.0,0.0
839476fffffffff,1.0,0.0,0.0
8394acfffffffff,1.0,0.0,0.0
8395a4fffffffff,2.0,0.0,0.0
8395a5fffffffff,3.0,0.0,0.0
839e08fffffffff,1.0,0.0,0.0
839ef3fffffffff,1.0,0.0,0.0
83a700fffffffff,2.0,0.0,0.0
83a726fffffffff,10.0,0.0,0.0
83a79afffffffff,1.0,0.0,0.0
83a814fffffffff,29.0,9.0,0.0
83a816fffffffff,5.0,5.0,0.0
83a921fffffffff,2.0,0.0,0.0
83a92efffffffff,2.0,0.0,0.0
83ad11fffffffff,3.0,0.0,0.0
83ad1efffffffff,3.0,0.0,0.0
83ad34fffffffff,2.0,0.0,0.0
83ad36fffffffff,3.0,0.0,0.0
83b204fffffffff,1.0,0.0,0.0
83b289fffffffff,4.0,0.0,0.0
83b2c0fffffffff,5.0,0.0,0.0
83b2c4fffffffff,60.0,0.0,36.0
83b2c5fffffffff,28.0,0.0,15.0
83b2d8fffffffff,2.0,0.0,0.0
83b2dafffffffff,34.0,0.0,34.0
83b2dcfffffffff,12.0,0.0,12.0
83b2defffffffff,30.0,0.0,30.0
83b2e3fffffffff,51.0,0.0,29.0
83b303fffffffff,5.0,0.0,0.0
83b304fffffffff,40.0,0.0,7.0
83b306fffffffff,2.0,0.0,0.0
83b319fffffffff,9.0,0.0,0.0
83b31dfffffffff,2.0,0.0,0.0
83ba04fffffffff,9.0,0.0,0.0
83ba1cfffffffff,8.0,0.0,0.0
83ba24fffffffff,1.0,0.0,0.0
83bb0afffffffff,14.0,0.0,0.0
83bb0efffffffff,3.0,0.0,0.0
83bb50fffffffff,3.0,0.0,0.0
83bb53fffffffff,53.0,0.0,0.0
83be0cfffffffff,1.0,0.0,0.0
83be0efffffffff,11.0,0.0,0.0
83be1afffffffff,37.0,0.0,0.0
83be1dfffffffff,8.0,0.0,0.0
83be29fffffffff,20.0,2.0,0.0
83be69fffffffff,2.0,0.0,0.0
83be85fffffffff,2.0,0.0,0.0
83be88fffffffff,4.0,0.0,0.0
83be8cfffffffff,13.0,0.0,0.0
83be8dfffffffff,2.0,0.0,0.0
83bea9fffffffff,2.0,0.0,0.0
83beaafffffffff,8.0,0.0,0.0
83beabfffffffff,31.0,0.0,0.0
83beaefffffffff,5.0,0.0,0.0
83bf5afffffffff,1.0,0.0,0.0
83bf5bfffffffff,17.0,0.0,0.0
83c203fffffffff,7.0,0.0,0.0
83c215fffffffff,9.0,0.0,0.0
83c224fffffffff,3.0,0.0,0.0
83c288fffffffff,1.0,0.0,0.0
83c304fffffffff,9.0,3.0,0.0
83c305fffffffff,2.0,0.0,0.0
83c316fffffffff,6.0,0.0,0.0
83c322fffffffff,1.0,0.0,0.0
83c323fffffffff,1.0,0.0,0.0
83c32efffffffff,1.0,0.0,0.0
83c330fffffffff,9.0,0.0,0.0
83c331fffffffff,43.0,0.0,0.0
83c332fffffffff,23.0,0.0,0.0
83c986fffffffff,2.0,0.0,0.0
83ce10fffffffff,14.0,0.0,10.0
83ce11fffffffff,8.0,0.0,8.0
83ce14fffffffff,4.0,0.0,4.0
83ce15fffffffff,32.0,0.0,32.0
83ce30fffffffff,40.0,0.0,40.0
83ce33fffffffff,35.0,0.0,35.0
83ce34fffffffff,12.0,0.0,12.0
83ce89fffffffff,73.0,0.0,73.0
83ce8bfffffffff,13.0,0.0,13.0
83cea8fffffffff,1.0,0.0,1.0
83cea9fffffffff,1.0,0.0,1.0
83ceadfffffffff,1.0,0.0,1.0
83ceaefffffffff,1.0,0.0,0.0
83ced6fffffffff,4.0,0.0,4.0
83cf11fffffffff,10.0,0.0,10.0
83cf15fffffffff,15.0,0.0,15.0
83cf1bfffffffff,3.0,0.0,3.0
83cf92fffffffff,1.0,0.0,0.0
83da00fffffffff,15.0,0.0,0.0
83da06fffffffff,3.0,0.0,0.0
83da18fffffffff,4.0,0.0,0.0
83da84fffffffff,40.0,0.0,0.0
83daadfffffffff,1.0,0.0,0.0
83db82fffffffff,1.0,0.0,0.0
83db85fffffffff,9.0,0.0,0.0
83db8dfffffffff,6.0,0.0,0.0
83db95fffffffff,2.0,0.0,0.0
83dc58fffffffff,2.0,0.0,0.0
83dcdafffffffff,2.0,0.0,0.0
83dcebfffffffff,2.0,0.0,0.0
83de0afffffffff,5.0,0.0,0.0
83de0efffffffff,1.0,0.0,0.0
83de19fffffffff,8.0,0.0,0.0
83de1afffffffff,2.0,0.0,0.0
83de1bfffffffff,4.0,0.0,0.0
83de21fffffffff,2.0,0.0,0.0
83de49fffffffff,2.0,0.0,0.0
83de4cfffffffff,7.0,0.0,0.0
83de4dfffffffff,10.0,0.0,4.0
83deabfffffffff,1.0,0.0,0.0
83df02fffffffff,8.0,8.0,0.0
83df04fffffffff,7.0,7.0,0.0
83df09fffffffff,1.0,0.0,0.0
83df0dfffffffff,4.0,0.0,0.0
83df18fffffffff,19.0,19.0,0.0
83df1efffffffff,24.0,24.0,0.0
83df28fffffffff,2.0,0.0,0.0
83df29fffffffff,3.0,0.0,0.0
83df35fffffffff,23.0,22.0,0.0
83df40fffffffff,1.0,0.0,0.0
83df42fffffffff,7.0,0.0,7.0
83df44fffffffff,6.0,0.0,6.0
83df46fffffffff,26.0,0.0,13.0
83df4dfffffffff,2.0,0.0,0.0
83df59fffffffff,2.0,0.0,0.0
83df5cfffffffff,26.0,0.0,26.0
83df68fffffffff,13.0,0.0,5.0
83df6bfffffffff,4.0,0.0,4.0
83df88fffffffff,1.0,0.0,0.0
83df8dfffffffff,7.0,7.0,0.0
83df9bfffffffff,5.0,0.0,0.0
