cell_id,Setophaga palmarum,Setophaga palmarum palmarum,Setophaga palmarum hypochrysea
834583fffffffff,66.0,16.0,0.0
834584fffffffff,309.0,0.0,0.0
834588fffffffff,1220.0,302.0,0.0
834589fffffffff,31.0,3.0,0.0
83458afffffffff,19.0,0.0,0.0
83458cfffffffff,2011.0,489.0,0.0
83458dfffffffff,204.0,34.0,0.0
83458efffffffff,596.0,138.0,0.0
834590fffffffff,54.0,19.0,0.0
834591fffffffff,242.0,63.0,0.0
834592fffffffff,29.0,4.0,0.0
834593fffffffff,17.0,0.0,0.0
834596fffffffff,7.0,0.0,0.0
834598fffffffff,2509.0,589.0,0.0
83459cfffffffff,105.0,16.0,0.0
83459dfffffffff,258.0,67.0,0.0
83459efffffffff,25.0,4.0,0.0
8345a3fffffffff,1186.0,0.0,0.0
8345aefffffffff,129.0,0.0,0.0
8345b0fffffffff,19.0,0.0,0.0
8345b2fffffffff,560.0,6.0,0.0
834846fffffffff,2.0,2.0,0.0
834873fffffffff,3.0,0.0,0.0
834890fffffffff,95.0,4.0,0.0
834891fffffffff,4.0,0.0,0.0
834892fffffffff,290.0,0.0,0.0
834893fffffffff,247.0,0.0,0.0
834895fffffffff,1.0,0.0,0.0
83489efffffffff,2.0,0.0,0.0
8348b2fffffffff,129.0,37.0,0.0
8348b3fffffffff,4.0,1.0,0.0
834992fffffffff,1.0,0.0,0.0
834996fffffffff,8.0,0.0,0.0
834c80fffffffff,2.0,0.0,0.0
834c81fffffffff,31.0,0.0,0.0
834c83fffffffff,231.0,2.0,0.0
834c88fffffffff,83.0,0.0,0.0
834c89fffffffff,10.0,0.0,0.0
834c8cfffffffff,2.0,0.0,0.0
834c90fffffffff,3.0,0.0,0.0
834c93fffffffff,232.0,9.0,0.0
834c94fffffffff,89.0,8.0,0.0
834c95fffffffff,35.0,0.0,0.0
834c96fffffffff,34.0,18.0,0.0
834c98fffffffff,95.0,2.0,0.0
834c9afffffffff,84.0,2.0,0.0
834c9efffffffff,1.0,1.0,0.0
834caafffffffff,25.0,0.0,0.0
834cabfffffffff,15.0,0.0,0.0
834cb2fffffffff,25.0,9.0,0.0
834cb3fffffffff,367.0,0.0,0.0
834cc0fffffffff,150.0,0.0,0.0
834cc5fffffffff,230.0,0.0,0.0
834cc6fffffffff,15.0,0.0,0.0
834cd0fffffffff,32.0,0.0,0.0
834cd2fffffffff,136.0,32.0,0.0
834cd4fffffffff,60.0,10.0,0.0
834cd6fffffffff,50.0,11.0,0.0
834ce8fffffffff,2.0,0.0,0.0
834ce9fffffffff,3.0,0.0,0.0
834ceafffffffff,87.0,0.0,0.0
834cebfffffffff,2.0,0.0,0.0
834ceefffffffff,71.0,0.0,0.0
834cf2fffffffff,14.0,0.0,0.0
834cf3fffffffff,13.0,0.0,0.0
8366a0fffffffff,5.0,5.0,0.0
8366a5fffffffff,35.0,7.0,0.0
8366b0fffffffff,1.0,0.0,0.0
8366b4fffffffff,24.0,0.0,0.0
8366b5fffffffff,3.0,0.0,0.0
8366b6fffffffff,11.0,0.0,0.0
836720fffffffff,5.0,0.0,0.0
836724fffffffff,6.0,0.0,0.0
836725fffffffff,316.0,58.0,0.0
836726fffffffff,25.0,4.0,0.0
836730fffffffff,39.0,12.0,0.0
836732fffffffff,149.0,5.0,0.0
836736fffffffff,73.0,17.0,0.0
836773fffffffff,2.0,0.0,0.0
836780fffffffff,9.0,0.0,0.0
836783fffffffff,77.0,2.0,0.0
836790fffffffff,3.0,0.0,0.0
836791fffffffff,3.0,0.0,0.0
83679afffffffff,9.0,0.0,0.0
836c61fffffffff,40.0,0.0,0.0
836d24fffffffff,9.0,0.0,0.0
836d25fffffffff,99.0,0.0,0.0
836d2dfffffffff,21.0,0.0,0.0
836d34fffffffff,63.0,8.0,0.0
836d35fffffffff,37.0,6.0,3.0
836d68fffffffff,6.0,0.0,0.0
836d69fffffffff,13.0,0.0,0.0
836d6bfffffffff,4.0,0.0,0.0
