cell_id,Aegolius funereus,Aegolius funereus [funereus Group],Aegolius funereus richardsoni
8412c4dffffffff,2.0,0.0,0.0
8412c55ffffffff,2.0,0.0,0.0
8412c85ffffffff,1.0,0.0,0.0
8412ca3ffffffff,8.0,0.0,0.0
8412ccdffffffff,1.0,0.0,0.0
8412ce3ffffffff,1.0,0.0,0.0
8412d01ffffffff,2.0,0.0,0.0
8412d17ffffffff,15.0,0.0,0.0
8412d31ffffffff,4.0,0.0,0.0
8412d35ffffffff,6.0,0.0,0.0
8412d41ffffffff,1.0,0.0,0.0
8412d8bffffffff,23.0,0.0,0.0
8412de5ffffffff,6.0,0.0,0.0
8412dedffffffff,1.0,0.0,0.0
8412e13ffffffff,4.0,0.0,0.0
8412e25ffffffff,2.0,0.0,0.0
8412ea5ffffffff,2.0,0.0,0.0
8412f13ffffffff,2.0,0.0,0.0
8412f1bffffffff,2.0,0.0,0.0
8412f29ffffffff,3.0,0.0,0.0
8412f37ffffffff,2.0,0.0,0.0
8412f45ffffffff,4.0,0.0,0.0
8413505ffffffff,1.0,0.0,0.0
8413807ffffffff,4.0,0.0,0.0
8413821ffffffff,2.0,0.0,0.0
8413829ffffffff,14.0,0.0,0.0
841382bffffffff,17.0,0.0,0.0
841382dffffffff,4.0,0.0,0.0
8413831ffffffff,17.0,0.0,0.0
8413839ffffffff,33.0,0.0,0.0
841383dffffffff,33.0,0.0,0.0
841384bffffffff,2.0,0.0,0.0
8413861ffffffff,2.0,0.0,0.0
8413865ffffffff,6.0,0.0,0.0
8413867ffffffff,31.0,0.0,0.0
8413893ffffffff,1.0,0.0,0.0
84138c1ffffffff,2.0,0.0,0.0
84138c7ffffffff,9.0,0.0,0.0
84138d5ffffffff,2.0,0.0,0.0
8413959ffffffff,2.0,0.0,0.0
841395dffffffff,1.0,0.0,0.0
84139c9ffffffff,2.0,0.0,0.0
8413a35ffffffff,1.0,0.0,0.0
8413a65ffffffff,1.0,0.0,0.0
8413b23ffffffff,2.0,0.0,0.0
8413b29ffffffff,6.0,0.0,0.0
8413b35ffffffff,29.0,0.0,0.0
841598bffffffff,2.0,0.0,0.0
8416161ffffffff,3.0,0.0,0.0
841e001ffffffff,2.0,0.0,0.0
841e013ffffffff,3.0,0.0,0.0
841e01bffffffff,4.0,0.0,0.0
841e01dffffffff,3.0,0.0,0.0
841e041ffffffff,2.0,0.0,0.0
841e045ffffffff,3.0,0.0,0.0
841e049ffffffff,65.0,0.0,0.0
841e053ffffffff,2.0,0.0,0.0
841e055ffffffff,7.0,0.0,0.0
841e057ffffffff,2.0,0.0,0.0
841e0cdffffffff,2.0,0.0,0.0
841e107ffffffff,2.0,0.0,0.0
841e129ffffffff,12.0,0.0,0.0
841e163ffffffff,6.0,0.0,0.0
841e167ffffffff,3.0,0.0,0.0
841e227ffffffff,1.0,0.0,0.0
841e22dffffffff,5.0,0.0,0.0
841e305ffffffff,9.0,0.0,0.0
841e309ffffffff,2.0,0.0,0.0
841e30dffffffff,2.0,0.0,0.0
841e315ffffffff,1.0,0.0,0.0
841e31dffffffff,2.0,0.0,0.0
841e329ffffffff,6.0,0.0,0.0
841e32bffffffff,30.0,0.0,0.0
841e339ffffffff,3.0,0.0,0.0
841e33dffffffff,2.0,0.0,0.0
841e341ffffffff,2.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0
841e359ffffffff,2.0,0.0,0.0
841e35bffffffff,2.0,0.0,0.0
841e36bffffffff,4.0,0.0,0.0
841eac3ffffffff,3.0,0.0,0.0
841ec01ffffffff,2.0,0.0,0.0
841ec0dffffffff,1.0,0.0,0.0
841ec39ffffffff,38.0,0.0,0.0
841ec3bffffffff,1.0,0.0,0.0
841ec47ffffffff,2.0,0.0,0.0
841ef63ffffffff,4.0,0.0,0.0
841f051ffffffff,2.0,0.0,0.0
841f05bffffffff,1.0,0.0,0.0
841f11bffffffff,1.0,0.0,0.0
841f131ffffffff,2.0,0.0,0.0
841f137ffffffff,1.0,0.0,0.0
841f139ffffffff,1.0,0.0,0.0
841f1b7ffffffff,1.0,0.0,0.0
841f1d1ffffffff,1.0,0.0,0.0
841f283ffffffff,1.0,0.0,0.0
841f2adffffffff,2.0,0.0,0.0
841f403ffffffff,3.0,0.0,0.0
841f5a9ffffffff,1.0,0.0,0.0
841f5e9ffffffff,2.0,0.0,0.0
841f613ffffffff,3.0,0.0,0.0
841f645ffffffff,2.0,0.0,0.0
841f681ffffffff,6.0,0.0,0.0
841f715ffffffff,2.0,0.0,0.0
841f751ffffffff,4.0,0.0,0.0
841f815ffffffff,4.0,0.0,0.0
841f819ffffffff,1.0,0.0,0.0
841f825ffffffff,4.0,0.0,0.0
841f8d7ffffffff,6.0,0.0,0.0
841f913ffffffff,24.0,2.0,0.0
841f91bffffffff,5.0,0.0,0.0
841f93dffffffff,2.0,0.0,0.0
841f9a9ffffffff,1.0,0.0,0.0
841f9cdffffffff,2.0,0.0,0.0
841f9e1ffffffff,2.0,0.0,0.0
841f9e5ffffffff,2.0,0.0,0.0
841f9e7ffffffff,2.0,0.0,0.0
841fa03ffffffff,5.0,5.0,0.0
841fa07ffffffff,3.0,0.0,0.0
841fa2bffffffff,1.0,0.0,0.0
841fa95ffffffff,2.0,0.0,0.0
841faa9ffffffff,2.0,0.0,0.0
841fab3ffffffff,1.0,0.0,0.0
841fab9ffffffff,6.0,0.0,0.0
841fad3ffffffff,2.0,0.0,0.0
84201a3ffffffff,2.0,0.0,0.0
8420e65ffffffff,11.0,0.0,0.0
8420e67ffffffff,1.0,0.0,0.0
8426803ffffffff,2.0,0.0,0.0
8426819ffffffff,4.0,0.0,0.0
8426855ffffffff,2.0,0.0,0.0
8426857ffffffff,81.0,0.0,0.0
842685dffffffff,1.0,0.0,0.0
8427001ffffffff,4.0,0.0,0.0
8427005ffffffff,1.0,0.0,0.0
8427021ffffffff,4.0,0.0,0.0
8427029ffffffff,11.0,0.0,0.0
8427031ffffffff,3.0,0.0,0.0
8427033ffffffff,4.0,0.0,0.0
8427035ffffffff,2.0,0.0,0.0
8427037ffffffff,9.0,0.0,0.0
8427039ffffffff,2.0,0.0,0.0
842703bffffffff,4.0,0.0,0.0
8427063ffffffff,14.0,0.0,0.0
8427067ffffffff,4.0,0.0,0.0
8427093ffffffff,76.0,0.0,0.0
8427095ffffffff,3.0,0.0,0.0
8427097ffffffff,290.0,0.0,0.0
842710bffffffff,7.0,0.0,0.0
8427151ffffffff,1.0,0.0,0.0
842715bffffffff,2.0,0.0,0.0
84271c9ffffffff,10.0,0.0,0.0
84272a3ffffffff,1.0,0.0,0.0
84272bdffffffff,2.0,0.0,0.0
8427545ffffffff,24.0,0.0,0.0
842754dffffffff,9.0,0.0,0.0
8427569ffffffff,150.0,0.0,0.0
8427617ffffffff,3.0,0.0,0.0
842763bffffffff,14.0,0.0,0.0
8427665ffffffff,2.0,0.0,0.0
84276edffffffff,6.0,0.0,0.0
8427727ffffffff,6.0,0.0,0.0
842772dffffffff,2.0,0.0,0.0
8427761ffffffff,4.0,0.0,0.0
8428829ffffffff,1.0,0.0,0.0
8428861ffffffff,2.0,0.0,0.0
84288ebffffffff,2.0,0.0,0.0
842890dffffffff,11.0,0.0,0.0
8428911ffffffff,2.0,0.0,0.0
8428913ffffffff,9.0,0.0,0.0
8428923ffffffff,8.0,0.0,0.0
842892bffffffff,1.0,0.0,0.0
842896bffffffff,10.0,0.0,0.0
84289b5ffffffff,16.0,0.0,0.0
8428d21ffffffff,7.0,0.0,0.0
8428d2bffffffff,2.0,0.0,0.0
842b121ffffffff,5.0,0.0,0.0
842b125ffffffff,2.0,0.0,0.0
842b161ffffffff,34.0,0.0,0.0
842b22bffffffff,1.0,0.0,0.0
842b235ffffffff,14.0,0.0,0.0
842b345ffffffff,1.0,0.0,0.0
842b369ffffffff,11.0,0.0,0.0
842b83bffffffff,37.0,0.0,0.0
842b909ffffffff,7.0,0.0,0.0
842b947ffffffff,11.0,0.0,0.0
842b949ffffffff,8.0,0.0,0.0
842ba13ffffffff,14.0,0.0,0.0
842ba19ffffffff,5.0,0.0,0.0
842ba1bffffffff,2.0,0.0,0.0
842ba53ffffffff,1.0,0.0,0.0
842bac5ffffffff,150.0,0.0,0.0
842bacdffffffff,33.0,0.0,0.0
842bae9ffffffff,2.0,0.0,0.0
842bb27ffffffff,22.0,0.0,0.0
842bb3dffffffff,3.0,0.0,0.0
842bb59ffffffff,19.0,0.0,0.0
842bb67ffffffff,1.0,0.0,0.0
8439621ffffffff,25.0,0.0,0.0
8439623ffffffff,7.0,0.0,0.0
843962dffffffff,67.0,0.0,0.0
8439635ffffffff,3.0,0.0,0.0
843963dffffffff,1.0,0.0,0.0
8439751ffffffff,4.0,0.0,0.0
8439753ffffffff,19.0,0.0,0.0
843975bffffffff,8.0,0.0,0.0
