cell_id,Chaetura brachyura,Chaetura brachyura [brachyura Group],Chaetura brachyura ocypetes
848f09bffffffff,2.0,0.0,2.0
848f0d1ffffffff,39.0,0.0,19.0
848f0d3ffffffff,151.0,0.0,109.0
848f0d5ffffffff,14.0,0.0,5.0
848f0d7ffffffff,7.0,0.0,4.0
848f0d9ffffffff,3.0,0.0,3.0
848f0dbffffffff,46.0,0.0,22.0
848f0ddffffffff,13.0,0.0,5.0
848f287ffffffff,4.0,0.0,0.0
848f295ffffffff,14.0,0.0,6.0
848f2a1ffffffff,3.0,0.0,3.0
848f2a3ffffffff,1.0,0.0,0.0
848f2a9ffffffff,22.0,0.0,8.0
848f2abffffffff,22.0,0.0,6.0
848f2b9ffffffff,74.0,0.0,15.0
848f2bbffffffff,6.0,0.0,0.0
848f2bdffffffff,109.0,0.0,59.0
848f2d3ffffffff,3.0,0.0,0.0
848f2e3ffffffff,61.0,0.0,35.0
848f2e7ffffffff,1.0,0.0,0.0
848f2ebffffffff,3.0,0.0,0.0
848f401ffffffff,101.0,8.0,0.0
848f407ffffffff,7.0,3.0,0.0
848f409ffffffff,3.0,0.0,0.0
848f439ffffffff,14.0,2.0,0.0
848f443ffffffff,2.0,0.0,0.0
848f447ffffffff,2.0,0.0,0.0
848f44bffffffff,16.0,0.0,0.0
848f455ffffffff,5.0,0.0,0.0
848f461ffffffff,102.0,7.0,0.0
848f463ffffffff,31.0,0.0,0.0
848f465ffffffff,31.0,4.0,0.0
848f467ffffffff,1.0,0.0,0.0
848f485ffffffff,4.0,0.0,0.0
848f489ffffffff,17.0,0.0,0.0
848f48dffffffff,11.0,0.0,0.0
848f4adffffffff,1.0,0.0,0.0
848f4b3ffffffff,4.0,0.0,0.0
848f4c1ffffffff,2.0,0.0,0.0
848f4c7ffffffff,11.0,0.0,0.0
848f501ffffffff,5.0,0.0,0.0
848f50dffffffff,11.0,0.0,0.0
848f545ffffffff,38.0,0.0,22.0
848f547ffffffff,10.0,0.0,4.0
848f54dffffffff,20.0,0.0,4.0
848f5d3ffffffff,2.0,0.0,0.0
848f611ffffffff,25.0,0.0,0.0
848f613ffffffff,59.0,0.0,0.0
848f617ffffffff,1.0,0.0,0.0
848f619ffffffff,2.0,0.0,0.0
848f61bffffffff,173.0,0.0,0.0
848f625ffffffff,4.0,0.0,0.0
848f633ffffffff,2.0,0.0,0.0
848f655ffffffff,3.0,0.0,0.0
848f6b5ffffffff,27.0,8.0,0.0
848f6bbffffffff,7.0,0.0,0.0
848f6cdffffffff,4.0,0.0,0.0
848f6e9ffffffff,30.0,0.0,0.0
848f6edffffffff,2.0,0.0,0.0
848f705ffffffff,19.0,5.0,0.0
848f719ffffffff,2.0,0.0,0.0
848f71bffffffff,11.0,0.0,0.0
848f71dffffffff,1.0,0.0,0.0
848f721ffffffff,3.0,0.0,0.0
848f729ffffffff,9.0,2.0,0.0
848f72bffffffff,40.0,8.0,0.0
848f72dffffffff,2.0,0.0,2.0
848f733ffffffff,4.0,0.0,0.0
848f741ffffffff,4.0,0.0,0.0
848f745ffffffff,4.0,1.0,0.0
848f749ffffffff,3.0,0.0,0.0
848f74bffffffff,14.0,0.0,0.0
848f74dffffffff,19.0,5.0,0.0
848f763ffffffff,4.0,0.0,0.0
848f76bffffffff,4.0,0.0,0.0
84a8413ffffffff,2.0,0.0,0.0
84a84d9ffffffff,5.0,0.0,0.0
84a8591ffffffff,3.0,0.0,0.0
84a85d3ffffffff,2.0,0.0,0.0
84a8c97ffffffff,1.0,1.0,0.0
