cell_id,Prinia flaviventris,Prinia flaviventris [flaviventris Group],Prinia flaviventris sonitans
834194fffffffff,10.0,0.0,0.0
834199fffffffff,1.0,0.0,0.0
83419dfffffffff,25.0,0.0,0.0
8341a0fffffffff,529.0,0.0,140.0
8341a4fffffffff,2134.0,0.0,708.0
8341a5fffffffff,3098.0,0.0,1412.0
8341a6fffffffff,1.0,0.0,0.0
8341abfffffffff,2.0,0.0,0.0
8341adfffffffff,4.0,0.0,0.0
8341b0fffffffff,6.0,0.0,0.0
8341b2fffffffff,33.0,0.0,0.0
8341b3fffffffff,6.0,0.0,0.0
8341b4fffffffff,8.0,0.0,0.0
8341b5fffffffff,393.0,0.0,24.0
834248fffffffff,2.0,0.0,0.0
834249fffffffff,181.0,0.0,0.0
83424bfffffffff,5.0,0.0,0.0
83424dfffffffff,2.0,0.0,0.0
834254fffffffff,3.0,0.0,0.0
834269fffffffff,161.0,0.0,0.0
8342e0fffffffff,4.0,0.0,0.0
8342e4fffffffff,1.0,0.0,0.0
834b32fffffffff,6.0,0.0,0.0
834b34fffffffff,8.0,0.0,0.0
834b84fffffffff,1025.0,0.0,0.0
834b86fffffffff,61.0,0.0,9.0
834ba0fffffffff,5295.0,0.0,387.0
834ba1fffffffff,4092.0,0.0,217.0
834ba2fffffffff,9734.0,0.0,436.0
834ba3fffffffff,3931.0,0.0,21.0
834ba5fffffffff,2015.0,0.0,163.0
834ba6fffffffff,506.0,0.0,29.0
834bb1fffffffff,6379.0,0.0,260.0
834bb5fffffffff,6291.0,0.0,1355.0
836416fffffffff,7.0,5.0,0.0
836422fffffffff,8.0,0.0,0.0
836430fffffffff,4.0,2.0,0.0
836431fffffffff,43.0,16.0,0.0
836432fffffffff,16.0,16.0,0.0
836434fffffffff,49.0,43.0,0.0
836435fffffffff,10.0,6.0,0.0
836480fffffffff,4.0,0.0,0.0
836481fffffffff,3.0,0.0,0.0
836482fffffffff,210.0,89.0,0.0
836483fffffffff,1.0,0.0,0.0
836484fffffffff,60.0,51.0,0.0
836485fffffffff,3.0,0.0,0.0
836486fffffffff,1.0,1.0,0.0
83648cfffffffff,15.0,0.0,0.0
83648dfffffffff,21.0,2.0,0.0
836490fffffffff,207.0,59.0,0.0
836491fffffffff,212.0,64.0,0.0
836492fffffffff,2.0,0.0,0.0
836494fffffffff,5.0,0.0,0.0
836495fffffffff,15.0,11.0,0.0
836496fffffffff,6.0,0.0,0.0
836498fffffffff,36.0,2.0,0.0
83649bfffffffff,2.0,0.0,0.0
8364a0fffffffff,72.0,71.0,0.0
8364a1fffffffff,2.0,0.0,0.0
8364a2fffffffff,348.0,240.0,0.0
8364a3fffffffff,6.0,2.0,0.0
8364a4fffffffff,1155.0,632.0,0.0
8364a5fffffffff,178.0,92.0,0.0
8364a6fffffffff,21.0,15.0,0.0
8364b0fffffffff,11.0,0.0,0.0
8364b1fffffffff,93.0,82.0,0.0
8364b2fffffffff,41.0,5.0,0.0
8364b3fffffffff,7.0,3.0,0.0
8364b4fffffffff,116.0,29.0,0.0
8364b5fffffffff,4.0,1.0,0.0
8364b6fffffffff,185.0,9.0,0.0
836500fffffffff,98.0,3.0,0.0
836501fffffffff,45.0,0.0,0.0
836502fffffffff,10.0,0.0,0.0
836503fffffffff,81.0,0.0,0.0
836504fffffffff,2.0,0.0,0.0
836505fffffffff,464.0,0.0,0.0
83650bfffffffff,2.0,0.0,0.0
83650dfffffffff,4.0,0.0,0.0
83650efffffffff,4.0,0.0,0.0
836511fffffffff,5.0,2.0,0.0
836518fffffffff,107.0,7.0,0.0
836519fffffffff,15.0,3.0,0.0
83651bfffffffff,92.0,47.0,0.0
83651cfffffffff,148.0,45.0,0.0
83651dfffffffff,77.0,0.0,0.0
83651efffffffff,53.0,0.0,0.0
836520fffffffff,452.0,0.0,0.0
836522fffffffff,34.0,1.0,0.0
836523fffffffff,62.0,0.0,0.0
836525fffffffff,30.0,0.0,0.0
836526fffffffff,433.0,0.0,0.0
83652cfffffffff,3.0,0.0,0.0
83652dfffffffff,2.0,0.0,0.0
836531fffffffff,2.0,0.0,0.0
836550fffffffff,2.0,0.0,0.0
836552fffffffff,2.0,0.0,0.0
836554fffffffff,3.0,0.0,0.0
836556fffffffff,2.0,0.0,0.0
836580fffffffff,26.0,0.0,0.0
836582fffffffff,54.0,0.0,0.0
836583fffffffff,292.0,0.0,0.0
836584fffffffff,356.0,0.0,0.0
836586fffffffff,6.0,0.0,0.0
836588fffffffff,9.0,9.0,0.0
836589fffffffff,57.0,35.0,0.0
83658afffffffff,262.0,180.0,0.0
83658bfffffffff,595.0,297.0,0.0
83658efffffffff,23.0,18.0,0.0
836590fffffffff,8.0,2.0,0.0
836591fffffffff,5.0,0.0,0.0
836595fffffffff,23.0,0.0,0.0
836598fffffffff,16.0,14.0,0.0
836599fffffffff,132.0,62.0,0.0
83659afffffffff,5.0,0.0,0.0
83659bfffffffff,25.0,10.0,0.0
83659cfffffffff,160.0,0.0,0.0
83659dfffffffff,3.0,0.0,0.0
83659efffffffff,4.0,0.0,0.0
8365a3fffffffff,2.0,0.0,0.0
8365b0fffffffff,75.0,11.0,0.0
8365b3fffffffff,143.0,0.0,0.0
8365b4fffffffff,2.0,0.0,0.0
8365b5fffffffff,57.0,15.0,0.0
8365b6fffffffff,4.0,0.0,0.0
836802fffffffff,84.0,0.0,0.0
836810fffffffff,18.0,1.0,0.0
836811fffffffff,189.0,8.0,0.0
836812fffffffff,39.0,7.0,0.0
836813fffffffff,2.0,0.0,0.0
836815fffffffff,153.0,17.0,0.0
836816fffffffff,5.0,0.0,0.0
836818fffffffff,700.0,65.0,0.0
836819fffffffff,2.0,0.0,0.0
83681afffffffff,18.0,0.0,0.0
83681bfffffffff,1.0,0.0,0.0
83681cfffffffff,198.0,19.0,0.0
83681dfffffffff,13.0,0.0,0.0
83681efffffffff,31.0,0.0,0.0
83688afffffffff,2.0,0.0,0.0
83689afffffffff,4.0,0.0,0.0
8368a1fffffffff,4.0,0.0,0.0
8368a5fffffffff,49.0,0.0,0.0
8368a6fffffffff,2.0,0.0,0.0
8368acfffffffff,37.0,9.0,0.0
8368adfffffffff,1.0,0.0,0.0
83699afffffffff,10.0,0.0,0.0
838c10fffffffff,50.0,0.0,0.0
838c12fffffffff,1.0,0.0,0.0
838c13fffffffff,2.0,0.0,0.0
838c16fffffffff,1.0,0.0,0.0
838c8cfffffffff,1.0,0.0,0.0
838c96fffffffff,43.0,6.0,0.0
838cadfffffffff,33.0,0.0,0.0
838cd2fffffffff,11.0,0.0,0.0
838cd3fffffffff,2.0,0.0,0.0
838cd5fffffffff,4.0,0.0,0.0
838d80fffffffff,16.0,0.0,0.0
838d8cfffffffff,5.0,0.0,0.0
838d8dfffffffff,1.0,0.0,0.0
838d92fffffffff,2.0,0.0,0.0
838d9afffffffff,1.0,0.0,0.0
838dabfffffffff,2.0,0.0,0.0
