cell_id,Zoothera dauma,Zoothera dauma dauma,Zoothera dauma horsfieldi,Zoothera dauma iriomotensis
843c5a9ffffffff,5.0,0.0,0.0,0.0
843c5bdffffffff,6.0,0.0,0.0,0.0
843c5cbffffffff,2.0,0.0,0.0,0.0
843ca85ffffffff,1.0,0.0,0.0,0.0
843cabdffffffff,1.0,0.0,0.0,0.0
843caddffffffff,3.0,0.0,0.0,0.0
843cc0bffffffff,6.0,0.0,0.0,0.0
843cc6bffffffff,12.0,0.0,0.0,0.0
843cd8bffffffff,1.0,0.0,0.0,0.0
843cd93ffffffff,1.0,0.0,0.0,0.0
843ce1bffffffff,7.0,0.0,0.0,0.0
843ce29ffffffff,2.0,0.0,0.0,0.0
843ce31ffffffff,1.0,0.0,0.0,0.0
843ce3bffffffff,5.0,0.0,0.0,0.0
843ce41ffffffff,1.0,0.0,0.0,0.0
843ce4bffffffff,4.0,0.0,0.0,0.0
843ce4dffffffff,3.0,0.0,0.0,0.0
843ce51ffffffff,3.0,0.0,0.0,0.0
843ce53ffffffff,3.0,3.0,0.0,0.0
843ce55ffffffff,11.0,0.0,0.0,0.0
843ce57ffffffff,16.0,0.0,0.0,0.0
843ce59ffffffff,8.0,2.0,0.0,0.0
843ce5bffffffff,6.0,0.0,0.0,0.0
843ce5dffffffff,2.0,0.0,0.0,0.0
843ce85ffffffff,7.0,0.0,0.0,0.0
843cec1ffffffff,6.0,0.0,0.0,0.0
843cec3ffffffff,4.0,0.0,0.0,0.0
843cec9ffffffff,50.0,0.0,0.0,0.0
843cf05ffffffff,20.0,1.0,0.0,0.0
843cf0dffffffff,1.0,0.0,0.0,0.0
843cf11ffffffff,5.0,0.0,0.0,0.0
843cf1bffffffff,1.0,0.0,0.0,0.0
843cf29ffffffff,5.0,0.0,0.0,0.0
843cf2dffffffff,28.0,0.0,0.0,0.0
843cf43ffffffff,6.0,0.0,0.0,0.0
843cf61ffffffff,1.0,0.0,0.0,0.0
843cf69ffffffff,1.0,0.0,0.0,0.0
843d103ffffffff,16.0,0.0,0.0,0.0
843d107ffffffff,86.0,3.0,0.0,0.0
843d115ffffffff,3.0,0.0,0.0,0.0
843d137ffffffff,5.0,2.0,0.0,0.0
843d139ffffffff,1.0,0.0,0.0,0.0
843d13dffffffff,4.0,0.0,0.0,0.0
843d151ffffffff,16.0,4.0,0.0,0.0
843d1a9ffffffff,48.0,0.0,0.0,0.0
843d1e7ffffffff,8.0,0.0,0.0,0.0
843d1edffffffff,63.0,0.0,0.0,0.0
843d301ffffffff,1.0,0.0,0.0,0.0
843d34bffffffff,1.0,0.0,0.0,0.0
843d35dffffffff,2.0,0.0,0.0,0.0
843da95ffffffff,1.0,0.0,0.0,0.0
843da9dffffffff,4.0,0.0,0.0,0.0
843dad1ffffffff,210.0,0.0,0.0,0.0
843dad9ffffffff,25.0,0.0,0.0,0.0
843dadbffffffff,7.0,0.0,0.0,0.0
843daddffffffff,13.0,4.0,0.0,0.0
8440403ffffffff,2.0,0.0,0.0,0.0
8440431ffffffff,1.0,0.0,0.0,0.0
8440457ffffffff,4.0,4.0,0.0,0.0
84404c1ffffffff,6.0,0.0,0.0,0.0
84404c5ffffffff,19.0,0.0,0.0,0.0
8440c27ffffffff,2.0,0.0,0.0,0.0
8440c2dffffffff,1.0,0.0,0.0,0.0
8440c6dffffffff,2.0,0.0,0.0,0.0
8440e11ffffffff,1.0,0.0,0.0,0.0
8440e13ffffffff,2.0,0.0,0.0,0.0
8440e33ffffffff,1.0,0.0,0.0,0.0
8440e37ffffffff,3.0,0.0,0.0,0.0
8440e3dffffffff,1.0,0.0,0.0,0.0
8441433ffffffff,4.0,3.0,0.0,0.0
844143bffffffff,2.0,0.0,0.0,0.0
8441585ffffffff,1.0,0.0,0.0,0.0
8441593ffffffff,1.0,0.0,0.0,0.0
84415a1ffffffff,1.0,0.0,0.0,0.0
84415c3ffffffff,4.0,1.0,0.0,0.0
84415ddffffffff,1.0,0.0,0.0,0.0
84415e7ffffffff,1.0,0.0,0.0,0.0
8441609ffffffff,3.0,0.0,0.0,0.0
844b845ffffffff,2.0,2.0,0.0,0.0
844ba03ffffffff,2.0,0.0,0.0,0.0
844ba05ffffffff,3.0,0.0,0.0,0.0
844ba07ffffffff,3.0,0.0,0.0,0.0
844ba15ffffffff,2.0,0.0,0.0,0.0
844ba21ffffffff,20.0,0.0,0.0,0.0
844ba27ffffffff,3.0,0.0,0.0,0.0
844ba2bffffffff,15.0,0.0,0.0,0.0
844ba39ffffffff,4.0,0.0,0.0,0.0
844ba3dffffffff,1.0,1.0,0.0,0.0
8464821ffffffff,3.0,0.0,0.0,0.0
8464825ffffffff,9.0,9.0,0.0,0.0
8464827ffffffff,1.0,0.0,0.0,0.0
846482bffffffff,40.0,3.0,0.0,0.0
8464901ffffffff,1.0,0.0,0.0,0.0
8464903ffffffff,11.0,3.0,0.0,0.0
8464911ffffffff,84.0,15.0,0.0,0.0
846491bffffffff,2.0,2.0,0.0,0.0
846494bffffffff,2.0,0.0,0.0,0.0
8464983ffffffff,2.0,0.0,0.0,0.0
84649c9ffffffff,1.0,1.0,0.0,0.0
8464a35ffffffff,3.0,0.0,0.0,0.0
8464a39ffffffff,1.0,0.0,0.0,0.0
8465b61ffffffff,1.0,0.0,0.0,0.0
8465b65ffffffff,3.0,0.0,0.0,0.0
8465b67ffffffff,2.0,0.0,0.0,0.0
848c101ffffffff,6.0,0.0,6.0,0.0
848c147ffffffff,5.0,0.0,5.0,0.0
848d81bffffffff,1.0,0.0,0.0,0.0
848d893ffffffff,1.0,0.0,1.0,0.0
848da25ffffffff,22.0,0.0,14.0,0.0
848db59ffffffff,2.0,0.0,1.0,0.0
8495a59ffffffff,2.0,0.0,0.0,0.0
