cell_id,Coccothraustes vespertinus,Coccothraustes vespertinus (type 1),Coccothraustes vespertinus (type 2),Coccothraustes vespertinus (type 3),Coccothraustes vespertinus (type 4),Coccothraustes vespertinus (type 5)
822767fffffffff,1492.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,1346.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,290.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,1092.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,80.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,3188.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,1797.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,127.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,1271.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,1001.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,1706.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,2690.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,78.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,1812.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,337.0,0.0,0.0,0.0,0.0,0.0
8228c7fffffffff,244.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,8735.0,1.0,0.0,0.0,0.0,0.0
8228dffffffffff,1225.0,2.0,0.0,0.0,0.0,0.0
8228f7fffffffff,10187.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,42.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,1193.0,0.0,5.0,0.0,0.0,0.0
822997fffffffff,278.0,0.0,0.0,0.0,0.0,0.0
82299ffffffffff,74.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,99.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,237.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,2124.0,0.0,0.0,17.0,0.0,0.0
822a87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,88.0,0.0,0.0,6.0,0.0,0.0
822ab7fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,1544.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,791.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,8899.0,0.0,0.0,1.0,0.0,0.0
822b1ffffffffff,625.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,114.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,277.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,2737.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,3383.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,1725.0,0.0,0.0,39.0,0.0,0.0
822b97fffffffff,3519.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,5985.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,10527.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,8881.0,0.0,0.0,45.0,0.0,0.0
822bb7fffffffff,541.0,0.0,0.0,0.0,0.0,0.0
824817fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82481ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,57.0,0.0,0.0,0.0,0.0,0.0
8248cffffffffff,694.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,51.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,3971.0,0.0,0.0,0.0,5.0,0.0
8248e7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,43.0,0.0,0.0,0.0,0.0,21.0
