cell_id,Coracina javensis,Coracina javensis javensis,Coracina javensis [nipalensis Group],Coracina javensis rexpineti
843cc0bffffffff,1.0,0.0,0.0,0.0
843cc0dffffffff,18.0,0.0,0.0,0.0
843cc21ffffffff,3.0,0.0,0.0,0.0
843cc27ffffffff,4.0,0.0,0.0,0.0
843cc29ffffffff,3.0,0.0,0.0,0.0
843cc39ffffffff,3.0,0.0,0.0,0.0
843cc41ffffffff,10.0,0.0,0.0,0.0
843cc43ffffffff,12.0,0.0,0.0,0.0
843cc47ffffffff,76.0,0.0,0.0,0.0
843cc4bffffffff,3.0,0.0,0.0,0.0
843cc55ffffffff,7.0,0.0,0.0,0.0
843cc5bffffffff,2.0,0.0,0.0,0.0
843cc5dffffffff,30.0,0.0,0.0,0.0
843cc63ffffffff,4.0,0.0,0.0,0.0
843cc6bffffffff,108.0,0.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0,0.0
843ccc9ffffffff,16.0,0.0,0.0,0.0
843cd49ffffffff,2.0,0.0,0.0,0.0
843cd4bffffffff,36.0,0.0,0.0,0.0
843cd8bffffffff,22.0,0.0,0.0,0.0
843cd9dffffffff,15.0,0.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0,0.0
843cdcdffffffff,1.0,0.0,0.0,0.0
843cdd5ffffffff,2.0,0.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0,0.0
843ce01ffffffff,1.0,0.0,0.0,0.0
843ce03ffffffff,18.0,0.0,0.0,0.0
843ce09ffffffff,10.0,0.0,0.0,0.0
843ce11ffffffff,21.0,0.0,0.0,0.0
843ce15ffffffff,254.0,0.0,0.0,0.0
843ce1bffffffff,22.0,0.0,0.0,0.0
843ce1dffffffff,33.0,0.0,0.0,0.0
843ce29ffffffff,14.0,0.0,0.0,0.0
843ce2bffffffff,7.0,0.0,0.0,0.0
843ce2dffffffff,2.0,0.0,0.0,0.0
843ce3bffffffff,9.0,0.0,0.0,0.0
843ce41ffffffff,18.0,0.0,0.0,0.0
843ce43ffffffff,48.0,0.0,0.0,0.0
843ce47ffffffff,30.0,0.0,0.0,0.0
843ce4bffffffff,2.0,0.0,0.0,0.0
843ce4dffffffff,74.0,0.0,0.0,0.0
843ce55ffffffff,128.0,0.0,0.0,0.0
843ce57ffffffff,125.0,0.0,0.0,0.0
843ce5bffffffff,2.0,0.0,0.0,0.0
843ce5dffffffff,5.0,0.0,0.0,0.0
843ce81ffffffff,7.0,0.0,0.0,0.0
843ce83ffffffff,2.0,0.0,0.0,0.0
843ce85ffffffff,2.0,0.0,0.0,0.0
843ce87ffffffff,2.0,0.0,0.0,0.0
843ce89ffffffff,3.0,0.0,0.0,0.0
843ce95ffffffff,4.0,0.0,0.0,0.0
843cea1ffffffff,7.0,0.0,0.0,0.0
843cea5ffffffff,1.0,0.0,0.0,0.0
843ceabffffffff,2.0,0.0,0.0,0.0
843ceb3ffffffff,1.0,0.0,0.0,0.0
843cebdffffffff,5.0,0.0,0.0,0.0
843cec1ffffffff,333.0,0.0,0.0,0.0
843cec3ffffffff,118.0,0.0,0.0,0.0
843cec5ffffffff,1.0,0.0,0.0,0.0
843cec9ffffffff,199.0,0.0,0.0,0.0
843cecdffffffff,18.0,0.0,0.0,0.0
843ced1ffffffff,7.0,0.0,0.0,0.0
843ced3ffffffff,3.0,0.0,0.0,0.0
843ced5ffffffff,19.0,0.0,0.0,0.0
843ced9ffffffff,4.0,0.0,0.0,0.0
843ceddffffffff,3.0,0.0,0.0,0.0
843ceebffffffff,1.0,0.0,0.0,0.0
843cf11ffffffff,28.0,0.0,0.0,0.0
843cf13ffffffff,3.0,0.0,0.0,0.0
843cf1bffffffff,5.0,0.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0,0.0
843cf27ffffffff,71.0,0.0,0.0,0.0
843cf2dffffffff,1.0,0.0,0.0,0.0
843cf35ffffffff,55.0,0.0,0.0,0.0
843cf43ffffffff,7.0,0.0,0.0,0.0
843d101ffffffff,7.0,0.0,0.0,0.0
843d105ffffffff,2.0,0.0,0.0,0.0
843d107ffffffff,149.0,0.0,0.0,0.0
843d10dffffffff,12.0,0.0,0.0,0.0
843d131ffffffff,14.0,0.0,0.0,0.0
843d135ffffffff,10.0,0.0,0.0,0.0
843d137ffffffff,153.0,0.0,0.0,0.0
843d139ffffffff,1.0,0.0,0.0,0.0
843d13dffffffff,124.0,0.0,0.0,0.0
843d147ffffffff,13.0,0.0,0.0,0.0
843d363ffffffff,1.0,0.0,0.0,0.0
843da91ffffffff,8.0,0.0,0.0,0.0
843da93ffffffff,4.0,0.0,0.0,0.0
843da95ffffffff,4.0,0.0,0.0,0.0
843da97ffffffff,7.0,0.0,0.0,0.0
843da99ffffffff,16.0,0.0,0.0,0.0
843da9dffffffff,15.0,0.0,0.0,0.0
843dac9ffffffff,87.0,0.0,0.0,0.0
843dad1ffffffff,22.0,0.0,0.0,0.0
843dad5ffffffff,5.0,0.0,0.0,0.0
843dad7ffffffff,9.0,0.0,0.0,0.0
843dad9ffffffff,17.0,0.0,0.0,0.0
843daddffffffff,114.0,0.0,0.0,0.0
8440447ffffffff,3.0,0.0,1.0,0.0
8440499ffffffff,2.0,0.0,0.0,0.0
84404c1ffffffff,8.0,0.0,0.0,0.0
84404c5ffffffff,10.0,0.0,0.0,0.0
84404ddffffffff,29.0,0.0,0.0,0.0
8440611ffffffff,2.0,0.0,0.0,0.0
8440627ffffffff,1.0,0.0,0.0,0.0
8440653ffffffff,8.0,0.0,0.0,0.0
84406b7ffffffff,2.0,0.0,0.0,0.0
8441433ffffffff,6.0,0.0,3.0,0.0
844143bffffffff,3.0,0.0,2.0,0.0
84414c3ffffffff,1.0,0.0,0.0,0.0
84415c3ffffffff,1.0,0.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0,0.0
8441655ffffffff,5.0,0.0,0.0,0.0
8441659ffffffff,12.0,0.0,0.0,0.0
844165bffffffff,2.0,0.0,0.0,0.0
84416c1ffffffff,4.0,0.0,0.0,0.0
84416c3ffffffff,4.0,0.0,0.0,0.0
84416cdffffffff,2.0,0.0,0.0,0.0
84416e1ffffffff,3.0,0.0,0.0,0.0
84416edffffffff,3.0,0.0,3.0,0.0
8441719ffffffff,5.0,0.0,0.0,0.0
8441921ffffffff,1.0,0.0,0.0,0.0
8441b3bffffffff,1.0,0.0,0.0,1.0
8442697ffffffff,1.0,0.0,0.0,0.0
844b845ffffffff,11.0,0.0,0.0,0.0
844b849ffffffff,6.0,0.0,0.0,0.0
844b84dffffffff,18.0,0.0,0.0,0.0
844b869ffffffff,2.0,0.0,0.0,0.0
844ba27ffffffff,11.0,0.0,0.0,0.0
844ba35ffffffff,12.0,0.0,0.0,0.0
844bb13ffffffff,6.0,0.0,0.0,0.0
84640b9ffffffff,44.0,0.0,0.0,0.0
84640bdffffffff,9.0,0.0,0.0,0.0
8464165ffffffff,2.0,0.0,0.0,0.0
8464193ffffffff,12.0,0.0,0.0,0.0
8464805ffffffff,2.0,0.0,2.0,0.0
846480dffffffff,142.0,0.0,45.0,0.0
8464821ffffffff,1.0,0.0,1.0,0.0
8464825ffffffff,40.0,0.0,14.0,0.0
8464827ffffffff,6.0,0.0,5.0,0.0
8464829ffffffff,15.0,0.0,12.0,0.0
846482bffffffff,97.0,0.0,24.0,0.0
846482dffffffff,23.0,0.0,9.0,0.0
8464835ffffffff,2.0,0.0,0.0,0.0
8464839ffffffff,1.0,0.0,0.0,0.0
84648a5ffffffff,2.0,0.0,0.0,0.0
84648b5ffffffff,4.0,0.0,0.0,0.0
84648c9ffffffff,5.0,0.0,0.0,0.0
84648ebffffffff,9.0,0.0,0.0,0.0
8464909ffffffff,3.0,0.0,3.0,0.0
8464911ffffffff,378.0,0.0,108.0,0.0
846491bffffffff,9.0,0.0,5.0,0.0
846494bffffffff,1.0,0.0,1.0,0.0
8464953ffffffff,1.0,0.0,0.0,0.0
8464955ffffffff,5.0,0.0,5.0,0.0
8464959ffffffff,7.0,0.0,7.0,0.0
846495dffffffff,1.0,0.0,0.0,0.0
8464983ffffffff,5.0,0.0,2.0,0.0
84649c9ffffffff,2.0,0.0,2.0,0.0
84649e3ffffffff,1.0,0.0,0.0,0.0
8464a03ffffffff,5.0,0.0,0.0,0.0
8464a15ffffffff,1.0,0.0,1.0,0.0
8464a31ffffffff,2.0,0.0,0.0,0.0
8464a35ffffffff,17.0,0.0,2.0,0.0
8464a39ffffffff,2.0,0.0,0.0,0.0
8464a3dffffffff,81.0,0.0,49.0,0.0
8464a57ffffffff,7.0,0.0,3.0,0.0
8464a6bffffffff,1.0,0.0,1.0,0.0
8464b03ffffffff,2.0,0.0,2.0,0.0
8464b09ffffffff,2.0,0.0,0.0,0.0
8464b0bffffffff,1.0,0.0,0.0,0.0
8464b29ffffffff,2.0,0.0,0.0,0.0
8464b39ffffffff,2.0,0.0,0.0,0.0
8464b53ffffffff,2.0,0.0,0.0,0.0
8464b55ffffffff,47.0,0.0,22.0,0.0
8464b59ffffffff,13.0,0.0,6.0,0.0
8464b5dffffffff,29.0,0.0,16.0,0.0
8464e45ffffffff,10.0,0.0,0.0,0.0
8464e49ffffffff,800.0,0.0,0.0,0.0
8464e4dffffffff,84.0,0.0,0.0,0.0
8464e61ffffffff,11.0,0.0,0.0,0.0
8464e65ffffffff,22.0,0.0,0.0,0.0
8464e69ffffffff,24.0,0.0,0.0,0.0
8464e6dffffffff,27.0,0.0,0.0,0.0
8465801ffffffff,6.0,0.0,0.0,0.0
8465803ffffffff,5.0,0.0,0.0,0.0
846580bffffffff,8.0,0.0,0.0,0.0
8465811ffffffff,2.0,0.0,0.0,0.0
8465821ffffffff,2.0,0.0,0.0,0.0
8465825ffffffff,4.0,0.0,0.0,0.0
8465827ffffffff,15.0,0.0,0.0,0.0
8465835ffffffff,4.0,0.0,0.0,0.0
846583bffffffff,1.0,0.0,0.0,0.0
8465851ffffffff,2.0,0.0,0.0,0.0
8465855ffffffff,9.0,0.0,0.0,0.0
84658e7ffffffff,2.0,0.0,0.0,0.0
8465901ffffffff,1.0,0.0,0.0,0.0
8465909ffffffff,2.0,0.0,0.0,0.0
8465911ffffffff,351.0,0.0,0.0,0.0
8465913ffffffff,1.0,0.0,0.0,0.0
8465919ffffffff,1.0,0.0,0.0,0.0
846591bffffffff,219.0,0.0,0.0,0.0
846591dffffffff,85.0,0.0,0.0,0.0
8465947ffffffff,4.0,0.0,0.0,0.0
8465955ffffffff,2.0,0.0,0.0,0.0
8465959ffffffff,7.0,0.0,0.0,0.0
846595dffffffff,7.0,0.0,0.0,0.0
8465961ffffffff,3.0,0.0,0.0,0.0
8465991ffffffff,11.0,0.0,1.0,0.0
8465993ffffffff,22.0,0.0,0.0,0.0
846599dffffffff,46.0,0.0,11.0,0.0
84659c1ffffffff,1.0,0.0,0.0,0.0
84659c3ffffffff,8.0,0.0,0.0,0.0
84659c9ffffffff,66.0,0.0,0.0,0.0
84659cdffffffff,8.0,0.0,0.0,0.0
8465b01ffffffff,29.0,0.0,2.0,0.0
8465b09ffffffff,2.0,0.0,0.0,0.0
8465b17ffffffff,1.0,0.0,0.0,0.0
8465b21ffffffff,21.0,0.0,4.0,0.0
8465b23ffffffff,14.0,0.0,0.0,0.0
8465b25ffffffff,5.0,0.0,0.0,0.0
8465b2bffffffff,9.0,0.0,0.0,0.0
8465b31ffffffff,7.0,0.0,0.0,0.0
8465b33ffffffff,2.0,0.0,0.0,0.0
8465b39ffffffff,18.0,0.0,0.0,0.0
8465b3dffffffff,50.0,0.0,0.0,0.0
8465b43ffffffff,8.0,0.0,0.0,0.0
8465b61ffffffff,51.0,0.0,0.0,0.0
8465b65ffffffff,12.0,0.0,4.0,0.0
8465b67ffffffff,44.0,0.0,9.0,0.0
8465b6bffffffff,3.0,0.0,0.0,0.0
8469341ffffffff,1.0,0.0,0.0,0.0
8469345ffffffff,51.0,0.0,9.0,0.0
846934dffffffff,2.0,0.0,0.0,0.0
848c101ffffffff,17.0,17.0,0.0,0.0
848c103ffffffff,8.0,8.0,0.0,0.0
848c147ffffffff,1.0,1.0,0.0,0.0
848d855ffffffff,2.0,2.0,0.0,0.0
848d8c1ffffffff,2.0,2.0,0.0,0.0
848d8c7ffffffff,4.0,4.0,0.0,0.0
848da25ffffffff,5.0,5.0,0.0,0.0
848da2dffffffff,9.0,9.0,0.0,0.0
848da67ffffffff,12.0,12.0,0.0,0.0
848db19ffffffff,2.0,2.0,0.0,0.0
848db53ffffffff,174.0,174.0,0.0,0.0
848db59ffffffff,37.0,37.0,0.0,0.0
848db5bffffffff,5.0,5.0,0.0,0.0
8495a49ffffffff,7.0,7.0,0.0,0.0
